,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.11108553068624764,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.20212869633593744,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.21237593972558783,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.20185854060794972,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.28349040903934014,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.2028237423726735,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.12389040903934018,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.049364748474534696,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.09833333333333334,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.12033333333333333,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.5800666666666666,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.157,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.06166666666666667,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.047,3.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.047,1.8
2024-01-01 04:45:00,0.001,0.0,0.001,0.047,0.6
2024-01-01 05:00:00,0.001,0.0,0.001,0.10566666666666666,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.113,1.2
2024-01-01 05:30:00,0.001,0.0,0.001,0.047,3.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.047,3.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.047,3.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.05433333333333333,3.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.157,0.8
2024-01-01 06:45:00,0.001,0.0,0.001,0.05433333333333333,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.047,0.0
