,WasherDryer,TumbleDryer,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.19042949694906938,0.0,2.4
2024-01-01 00:15:00,0.001,0.001,0.1975237423726735,0.0,0.6
2024-01-01 00:30:00,0.001,0.001,0.1975237423726735,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.1975237423726735,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.27819040903934017,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.2606098323163564,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.7187666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.22236666666666666,0.0,0.2
2024-01-01 02:45:00,0.001,0.001,0.29569999999999996,0.0,2.8
2024-01-01 03:00:00,0.001,0.001,0.1930333333333333,0.0,1.8
2024-01-01 03:15:00,0.001,0.001,0.7187666666666667,0.0,0.6
2024-01-01 03:30:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.28836666666666666,0.0,2.0
2024-01-01 04:30:00,0.001,0.001,0.2370333333333333,0.0,0.6
2024-01-01 04:45:00,0.001,0.001,0.1857,0.0,2.8
2024-01-01 05:00:00,0.001,0.001,0.13141999999999998,0.0,0.8
2024-01-01 05:15:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.10866666666666668,0.0,2.0
2024-01-01 06:00:00,0.001,0.001,0.14533333333333334,0.0,0.4
2024-01-01 06:15:00,0.001,0.001,0.05,0.0,3.0
2024-01-01 06:30:00,0.001,0.001,0.05,0.0,1.6
2024-01-01 06:45:00,0.001,0.001,0.05,0.4666666666666667,0.0
2024-01-01 07:00:00,0.001,0.001,0.05,3.7333333333333334,0.0
2024-01-01 07:15:00,0.001,0.001,0.06466666666666668,0.0,2.0
2024-01-01 07:30:00,0.001,0.001,0.16,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.07933333333333333,0.0,1.0
2024-01-01 08:00:00,0.001,0.001,0.05,0.0,2.8
2024-01-01 08:15:00,0.001,0.001,0.05,0.0,2.8
