,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,15.5,1.6266826185564633,15.483632695423978,13.757185138357805,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:15:00,2.0,15.5,1.6266826185564633,15.449183051338066,13.771855704309617,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:30:00,2.0,15.5,1.6266826185564633,15.415671223134655,13.785437417296064,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:45:00,2.0,15.5,1.6266826185564633,15.383058833672433,13.797980223689363,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:00:00,2.0,15.5,1.6266826185564633,15.351309176677946,13.809531867276215,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:15:00,2.0,15.5,1.6266826185564633,15.32038714347717,13.82013798597926,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:30:00,2.0,15.5,1.6266826185564633,15.290259152942477,13.82984220433317,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:45:00,2.0,15.5,1.6266826185564633,15.260893084513931,13.838686221901776,12.0,60.0,60.0,0.0,0.0
2024-01-01 02:00:00,2.0,15.5,1.6266826185564633,15.231968105880544,13.841839418731098,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:15:00,2.0,15.5,1.6266826185564633,15.20329525723631,13.838835261373216,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:30:00,2.0,15.5,1.6266826185564633,15.17511946721506,13.835372900834864,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:45:00,2.0,15.5,1.6266826185564633,15.1474226108935,13.831475307796065,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:00:00,2.0,16.7,1.6266826185564633,15.544532165328388,13.828900927860072,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,15.5,1.6266826185564633,16.0596296642511,13.839326955308518,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:30:00,2.0,15.5,1.6266826185564633,16.014946248436,13.852176905023006,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:45:00,2.0,15.5,1.6266826185564633,15.971364111406997,13.863796501705133,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:00:00,2.0,17.9,1.6266826185564633,16.393230914686637,13.876894547009199,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:15:00,2.0,15.5,1.6266826185564633,16.60920993860835,13.898966742655478,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:30:00,2.0,19.1,1.6266826185564633,17.214992443855696,13.92427696683294,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:45:00,2.0,16.7,1.6266826185564633,17.732838512003756,13.963332499046578,11.0,60.0,60.0,0.0,0.0
2024-01-01 05:00:00,2.0,15.5,1.6266826185564633,17.876294700937834,14.002383166083819,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:15:00,1.0,20.7,1.6266826185564633,18.435049646111416,14.037707486526285,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:30:00,2.0,18.7,1.6266826185564633,19.97871118271088,14.095370875010639,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:45:00,2.0,15.5,1.6266826185564633,20.153100214898423,14.169413961231728,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:00:00,2.0,15.5,1.6266826185564633,20.034958778271875,14.240205274981104,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:15:00,2.0,15.5,1.6266826185564633,19.920415092341027,14.3066593537998,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:30:00,2.0,15.5,1.6266826185564633,19.80931894815548,14.368972521015873,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:45:00,2.0,15.5,1.6266826185564633,19.70152669208306,14.427332454484098,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:00:00,1.0,19.5,1.6266826185564633,19.964361991186973,14.483190311505842,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:15:00,1.0,21.5,1.6266826185564633,21.512666719286944,14.555663406348476,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:30:00,1.0,21.5,1.6266826185564633,21.90887360507348,14.648378170824966,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:45:00,1.0,21.5,1.6266826185564633,21.765805631419216,14.738539810789401,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:00:00,1.0,21.5,1.6266826185564633,21.627823463762482,14.823322152267393,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:15:00,3.0,21.5,1.6266826185564633,21.494816328256707,14.902985824918819,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:30:00,3.0,21.5,1.6266826185564633,21.365858989706286,14.977767549014759,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:45:00,3.0,21.5,1.6266826185564633,21.2407823704642,15.047888308042321,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:00:00,3.0,21.5,1.6266826185564633,21.120272063672054,15.113564109778586,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:15:00,3.0,21.5,1.6266826185564633,21.175974289331258,15.175391630886072,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:30:00,1.0,21.5,1.6266826185564633,21.960382849408756,15.245218382280907,10.0,60.0,60.0,0.0,0.0
