,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-03 02:15:00,0.0,0.001,0.7490666666666667,0.0,0.0
2024-01-03 02:30:00,0.0,0.001,0.05159999999999999,0.0,0.0
2024-01-03 02:45:00,0.0,0.001,0.038,0.0,0.0
2024-01-03 03:00:00,0.0,0.001,0.038,0.0,0.0
2024-01-03 03:15:00,0.0,0.001,0.15866666666666665,0.0,0.0
2024-01-03 03:30:00,0.0,0.001,0.24133333333333334,0.0,0.0
2024-01-03 03:45:00,0.0,0.001,0.038,0.0,0.0
2024-01-03 04:00:00,0.0,0.001,0.038,0.0,0.0
2024-01-03 04:15:00,0.0,0.001,0.05266666666666667,0.0,0.0
2024-01-03 04:30:00,0.0,0.001,0.6810666666666666,0.0,0.0
2024-01-03 04:45:00,0.0,0.001,0.18666666666666668,0.0,0.2
2024-01-03 05:00:00,0.0,0.001,0.08866666666666667,0.0,2.6
2024-01-03 05:15:00,0.0,0.001,0.038,0.0,0.0
2024-01-03 05:30:00,0.0,0.001,0.16266666666666665,0.0,1.0
2024-01-03 05:45:00,0.0,0.001,0.26166666666666666,0.0,1.2
2024-01-03 06:00:00,0.0,0.001,0.197,0.0,0.0
2024-01-03 06:15:00,0.0,0.001,0.2983333333333333,0.0,1.8
2024-01-03 06:30:00,0.0,0.001,0.11866666666666667,0.0,1.6
2024-01-03 06:45:00,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-03 07:00:00,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-03 07:15:00,0.0,0.001,0.43779999999999997,0.0,0.0
2024-01-03 07:30:00,0.0,0.001,0.17733333333333334,0.0,0.0
2024-01-03 07:45:00,0.0,0.001,0.47579999999999995,0.0,0.0
2024-01-03 08:00:00,0.0,0.001,0.14066666666666666,0.0,0.0
2024-01-03 08:15:00,0.0,0.001,0.1062,0.0,1.0
2024-01-03 08:30:00,0.0,0.001,0.159,0.0,3.0
2024-01-03 08:45:00,0.0,0.001,0.6094666666666666,0.0,0.2
2024-01-03 09:00:00,0.0,0.001,0.3076666666666667,0.0,0.0
2024-01-03 09:15:00,0.0,0.001,0.8020666666666666,0.0,2.4
2024-01-03 09:30:00,0.0,0.001,0.10913333333333333,0.0,1.2
2024-01-03 09:45:00,0.0,0.001,0.038,0.0,0.0
2024-01-03 10:00:00,0.0,0.001,0.4378,0.0,2.2
2024-01-03 10:15:00,0.0,0.001,0.24133333333333334,0.0,2.4
2024-01-03 10:30:00,0.0,0.001,0.15866666666666665,0.0,3.0
2024-01-03 10:45:00,0.0,0.001,0.038,0.0,1.6
2024-01-03 11:00:00,0.0,0.001,0.43779999999999997,0.0,0.0
2024-01-03 11:15:00,0.0,0.001,0.038,0.0,1.6
2024-01-03 11:30:00,0.0,0.001,0.182,0.0,3.0
2024-01-03 11:45:00,0.0,0.001,0.22233333333333333,0.0,3.0
2024-01-03 12:00:00,0.0,0.001,0.15955999999999998,2.3333333333333335,3.0
2024-01-03 12:15:00,0.0,0.001,0.18669999999999998,7.0,2.2
2024-01-03 12:30:00,0.0,0.001,0.18669999999999998,6.533333333333333,0.0
2024-01-03 12:45:00,0.0,0.001,0.2967,0.0,0.0
2024-01-03 13:00:00,0.0,0.001,0.3819666666666667,0.0,0.0
2024-01-03 13:15:00,0.0,0.001,0.18636666666666665,0.0,0.0
2024-01-03 13:30:00,0.0,0.001,0.1737,0.0,0.0
2024-01-03 13:45:00,0.0,0.001,0.20303333333333334,0.0,2.8
2024-01-03 14:00:00,0.0,0.001,0.2837,0.0,0.0
2024-01-03 14:15:00,0.0,0.001,0.25703333333333334,0.0,0.0
2024-01-03 14:30:00,0.0,0.001,0.2750333333333333,0.0,1.0
2024-01-03 14:45:00,0.0,0.001,0.1737,0.0,2.4
2024-01-03 15:00:00,0.0,0.001,0.23236666666666667,0.0,0.0
2024-01-03 15:15:00,0.0,0.001,0.2617,0.0,0.0
2024-01-03 15:30:00,0.0,0.001,0.1979,0.0,1.6
2024-01-03 15:45:00,0.0,0.001,0.4737666666666666,0.0,1.0
2024-01-03 16:00:00,0.0,0.001,0.3077,0.0,0.0
2024-01-03 16:15:00,0.0,0.001,0.39648824949151157,0.0,0.0
2024-01-03 16:30:00,0.0,0.001,0.37819040903934015,0.0,0.4
2024-01-03 16:45:00,0.0,0.001,0.31779040903934014,0.0,3.0
2024-01-03 17:00:00,0.0,0.001,0.23253040903934016,0.0,1.6
2024-01-03 17:15:00,0.0,0.001,0.17982374237267348,0.0,0.0
2024-01-03 17:30:00,0.0,0.001,0.19155707570600683,0.0,0.0
2024-01-03 17:45:00,0.0,0.001,0.06969808180786803,0.0,0.0
2024-01-03 18:00:00,0.0,0.001,0.14656,0.0,0.0
2024-01-03 18:15:00,0.0,0.001,0.1737,5.133333333333334,0.0
2024-01-03 18:30:00,0.0,0.001,0.9207666666666666,7.0,1.4
2024-01-03 18:45:00,0.0,0.001,0.5502333333333332,7.0,1.4
2024-01-03 19:00:00,1.0503333333333333,0.001,0.1737,0.4666666666666667,0.0
2024-01-03 19:15:00,1.9501333333333333,0.001,0.25436666666666663,0.0,0.0
2024-01-03 19:30:00,1.2004666666666666,0.001,0.2989069596470552,0.0,0.0
2024-01-03 19:45:00,0.4508,0.001,0.49358553068624766,0.0,0.0
2024-01-03 20:00:00,0.0002,0.001,0.48449536300260415,0.0,0.0
2024-01-03 20:15:00,0.0,0.001,0.3380759397255878,0.0,0.0
2024-01-03 20:30:00,0.0,0.001,0.396291873941283,0.0,0.0
2024-01-03 20:45:00,0.0,0.001,0.6168759397255879,0.0,0.6
2024-01-03 21:00:00,0.0,0.001,0.42187593972558785,0.0,2.0
2024-01-03 21:15:00,0.0,0.001,0.5532876902340761,0.0,0.8
2024-01-03 21:30:00,0.0,0.001,0.32625219735291433,0.0,2.6
2024-01-03 21:45:00,0.0,0.001,0.33176550025500495,0.0,0.0
2024-01-03 22:00:00,0.0,0.001,0.34853564674519927,0.0,0.0
2024-01-03 22:15:00,0.0,0.001,0.3916092730589212,0.0,2.0
2024-01-03 22:30:00,0.0,0.001,0.4740759397255878,0.0,0.6
2024-01-03 22:45:00,0.0,0.001,0.40140927305892116,0.0,3.0
2024-01-03 23:00:00,0.0,0.001,0.32940519531896056,0.0,2.6
2024-01-03 23:15:00,0.0,0.001,0.3513208789411657,0.0,0.0
2024-01-03 23:30:00,0.0,0.001,0.39736666666666665,0.0,0.0
2024-01-03 23:45:00,0.0,0.001,0.20709999999999998,0.0,0.0
2024-01-04 00:00:00,0.0,0.001,0.3257,0.0,0.0
2024-01-04 00:15:00,0.0,0.001,0.1737,0.0,0.0
2024-01-04 00:30:00,0.0,0.001,0.24703333333333335,0.0,0.0
2024-01-04 00:45:00,0.0,0.001,0.24703333333333335,0.0,2.4
2024-01-04 01:00:00,0.0,0.001,0.1737,0.0,2.0
2024-01-04 01:15:00,0.0,0.001,0.43363333333333326,0.0,0.0
2024-01-04 01:30:00,0.0,0.001,0.49089999999999995,0.0,2.6
2024-01-04 01:45:00,0.0,0.001,0.2763666666666667,0.0,1.2
2024-01-04 02:00:00,0.0,0.001,0.2903,0.0,0.0
2024-01-04 02:15:00,0.0,0.001,0.29469999999999996,0.0,1.2
2024-01-04 02:30:00,0.0,0.001,0.23318666666666665,0.0,3.0
2024-01-04 02:45:00,0.0,0.001,0.3203333333333333,0.0,1.0
2024-01-04 03:00:00,0.0,0.001,0.23673333333333335,0.0,0.0
2024-01-04 03:15:00,0.0,0.001,0.05266666666666666,0.0,0.0
2024-01-04 03:30:00,0.0,0.001,0.038,0.0,1.4
2024-01-04 03:45:00,0.0,0.001,0.038,0.0,3.0
2024-01-04 04:00:00,0.0,0.001,0.22866666666666668,0.0,1.2
2024-01-04 04:15:00,0.0,0.001,0.1713333333333333,0.0,0.0
2024-01-04 04:30:00,0.0,0.001,0.038,0.0,2.0
2024-01-04 04:45:00,0.0,0.001,0.038,4.666666666666667,0.8
2024-01-04 05:00:00,0.0,0.001,0.038,0.0,3.0
2024-01-04 05:15:00,0.0,0.001,0.16933333333333334,0.0,3.0
2024-01-04 05:30:00,0.0,0.001,0.2306666666666667,0.0,0.0
2024-01-04 05:45:00,0.0,0.001,0.050133333333333335,0.0,0.0
2024-01-04 06:00:00,0.0,0.001,0.051,0.0,0.0
2024-01-04 06:15:00,0.0,0.001,0.051,0.0,2.0
2024-01-04 06:30:00,0.0,0.001,0.161,0.0,0.2
2024-01-04 06:45:00,0.0,0.001,0.22840000000000002,0.0,0.0
2024-01-04 07:00:00,0.0,0.001,0.06333333333333332,0.0,2.6
2024-01-04 07:15:00,0.0,0.001,0.038,0.0,2.4
2024-01-04 07:30:00,0.0,0.001,0.06733333333333333,1.8666666666666667,0.0
2024-01-04 07:45:00,0.0,0.001,0.5478,0.0,2.2
2024-01-04 08:00:00,0.0,0.001,0.10953333333333333,0.0,0.6
2024-01-04 08:15:00,0.0,0.001,0.16726666666666665,0.0,2.6
2024-01-04 08:30:00,0.0,0.001,0.085,0.0,0.0
2024-01-04 08:45:00,0.0,0.001,0.1436666666666667,0.0,0.0
2024-01-04 09:00:00,0.0,0.001,0.19313333333333332,0.0,0.0
2024-01-04 09:15:00,0.0,0.001,0.5928000000000001,0.0,0.8
2024-01-04 09:30:00,0.0,0.001,0.3282,0.0,3.0
2024-01-04 09:45:00,0.0,0.001,0.1716666666666667,0.0,1.2
2024-01-04 10:00:00,0.0,0.001,0.247,0.0,2.6
2024-01-04 10:15:00,0.0,0.001,0.137,0.0,0.0
2024-01-04 10:30:00,0.0,0.001,0.038,0.0,2.8
2024-01-04 10:45:00,0.0,0.001,0.114,0.0,1.0
2024-01-04 11:00:00,0.0,0.001,0.14666666666666667,0.0,2.8
2024-01-04 11:15:00,0.0,0.001,0.148,0.0,0.6
2024-01-04 11:30:00,0.0,0.001,0.6004,0.0,2.4
2024-01-04 11:45:00,0.0,0.001,0.4378,0.0,3.0
2024-01-04 12:00:00,0.0,0.001,0.038,0.0,3.0
2024-01-04 12:15:00,0.0,0.001,0.252,0.0,1.8
2024-01-04 12:30:00,0.0,0.001,0.148,0.0,0.8
2024-01-04 12:45:00,0.0,0.001,0.038,0.0,3.0
2024-01-04 13:00:00,0.0,0.001,0.038,0.0,0.4
2024-01-04 13:15:00,0.0,0.001,0.038,0.0,0.0
2024-01-04 13:30:00,0.0,0.001,0.19266666666666668,0.0,0.0
2024-01-04 13:45:00,0.0,0.001,0.24766666666666667,0.0,2.8
2024-01-04 14:00:00,0.0,0.001,0.159,0.0,0.6
2024-01-04 14:15:00,0.0,0.001,0.5588,0.0,0.2
2024-01-04 14:30:00,0.0,0.001,0.159,0.0,2.2
2024-01-04 14:45:00,0.0,0.001,0.25433333333333336,0.0,3.0
2024-01-04 15:00:00,0.0,0.001,0.3392666666666667,0.0,1.8
2024-01-04 15:15:00,0.0,0.001,0.038,0.0,0.0
2024-01-04 15:30:00,0.0,0.001,0.038,0.0,0.0
2024-01-04 15:45:00,0.0,0.001,0.05266666666666667,0.0,0.0
2024-01-04 16:00:00,0.0,0.001,0.148,0.0,0.0
2024-01-04 16:15:00,0.0,0.001,0.16133333333333333,0.0,0.0
2024-01-04 16:30:00,0.0,0.001,0.6470666666666667,0.0,0.0
2024-01-04 16:45:00,0.0,0.001,0.038,3.7333333333333334,0.0
2024-01-04 17:00:00,0.0,0.001,0.082,7.0,2.2
2024-01-04 17:15:00,0.0,0.001,0.14066666666666666,7.0,1.0
2024-01-04 17:30:00,0.0,0.001,0.050666666666666665,7.0,2.8
2024-01-04 17:45:00,0.0,0.001,0.20266666666666666,7.0,0.0
2024-01-04 18:00:00,0.0,0.001,0.038,0.0,0.0
2024-01-04 18:15:00,0.0,0.001,0.11133333333333333,0.0,3.0
2024-01-04 18:30:00,0.0,0.001,0.11133333333333333,0.0,1.6
2024-01-04 18:45:00,0.0,0.001,0.038,0.0,3.0
2024-01-04 19:00:00,0.0,0.001,0.15200000000000002,0.0,0.6
2024-01-04 19:15:00,0.0,0.001,0.10133333333333333,0.0,0.0
2024-01-04 19:30:00,0.0,0.001,0.14066666666666666,0.0,0.0
2024-01-04 19:45:00,0.0,0.001,0.082,0.0,2.6
2024-01-04 20:00:00,0.0,0.001,0.0432,0.0,2.2
2024-01-04 20:15:00,0.0,0.001,0.07633333333333334,0.0,0.0
2024-01-04 20:30:00,0.0,0.001,0.225,0.0,0.0
2024-01-04 20:45:00,0.0,0.001,0.25146666666666667,0.0,2.4
2024-01-04 21:00:00,0.0,0.001,0.1970333333333333,0.0,3.0
2024-01-04 21:15:00,0.0,0.001,0.1737,0.0,3.0
2024-01-04 21:30:00,0.0,0.001,0.1737,0.0,3.0
2024-01-04 21:45:00,0.0,0.001,0.3517,0.0,3.0
2024-01-04 22:00:00,0.0,0.001,0.31970000000000004,0.0,3.0
2024-01-04 22:15:00,0.0,0.001,0.1737,0.0,3.0
2024-01-04 22:30:00,0.0,0.001,0.1737,0.0,3.0
