,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP
2024-01-01 00:00:00,2.0,14.5,0.6470333572608383,14.490425263386662,13.256240570780301,12.0
2024-01-01 00:15:00,2.0,14.5,0.6470333572608383,14.470242153286204,13.26923927082785,12.0
2024-01-01 00:30:00,2.0,14.5,0.6470333572608383,14.450565369990333,13.281671980060876,12.0
2024-01-01 00:45:00,2.0,14.5,0.6470333572608383,14.431378664096151,13.293557664736362,12.0
2024-01-01 01:00:00,2.0,14.5,0.6470333572608383,14.41266631954853,13.304914666493065,12.0
2024-01-01 01:15:00,2.0,14.5,0.6470333572608383,14.394413136103234,13.315760722894776,12.0
2024-01-01 01:30:00,2.0,14.5,0.6470333572608383,14.376604412366767,13.326112987297979,12.0
2024-01-01 01:45:00,2.0,14.5,0.6470333572608383,14.35922592939395,13.335988048066168,12.0
2024-01-01 02:00:00,2.0,14.5,0.6470333572608383,14.341906443374663,13.343235010105724,11.0
2024-01-01 02:15:00,2.0,14.5,0.6470333572608383,14.324544896083506,13.34761191100442,11.0
2024-01-01 02:30:00,2.0,14.5,0.6470333572608383,14.307518272329737,13.351637172586553,11.0
2024-01-01 02:45:00,2.0,14.5,0.6470333572608383,14.29081615992004,13.355322888475484,11.0
2024-01-01 03:00:00,2.0,14.5,0.6470333572608383,14.27442848753718,13.358680753237133,11.0
2024-01-01 03:15:00,2.0,14.5,0.6470333572608383,14.258345513534032,13.361722075506682,11.0
2024-01-01 03:30:00,2.0,14.5,0.6470333572608383,14.242557815096061,13.364457790683597,11.0
2024-01-01 03:45:00,2.0,14.5,0.6470333572608383,14.227056277760214,13.366898473209119,11.0
2024-01-01 04:00:00,2.0,14.5,0.6470333572608383,14.211832085278475,13.369054348440029,11.0
2024-01-01 04:15:00,1.0,18.9,0.6470333572608383,14.766198447603076,13.372892786607148,11.0
2024-01-01 04:30:00,2.0,16.7,0.6470333572608383,16.31403785387392,13.395638432917819,11.0
2024-01-01 04:45:00,2.0,15.6,0.6470333572608383,16.70466627531357,13.432530869963136,11.0
2024-01-01 05:00:00,2.0,14.5,0.6470333572608383,16.779727777983506,13.47056404225159,10.0
2024-01-01 05:15:00,1.0,18.9,0.6470333572608383,17.294854070518667,13.506900981585881,10.0
2024-01-01 05:30:00,1.0,20.0,0.6470333572608383,19.115409096687063,13.561649863701087,10.0
2024-01-01 05:45:00,1.0,20.0,0.6470333572608383,20.485057841282813,13.642299236662199,10.0
2024-01-01 06:00:00,1.0,20.0,0.6470333572608383,20.46112811778379,13.730895766416863,10.0
2024-01-01 06:15:00,2.0,15.6,0.6470333572608383,20.35348760129028,13.81622059618514,10.0
2024-01-01 06:30:00,2.0,14.5,0.6470333572608383,20.248784020601615,13.898208915342899,10.0
2024-01-01 06:45:00,2.0,15.6,0.6470333572608383,20.14692233043399,13.976971800286897,10.0
2024-01-01 07:00:00,2.0,14.5,0.6470333572608383,20.047824373812958,14.052616732633648,10.0
2024-01-01 07:15:00,2.0,14.5,0.6470333572608383,19.951402917448373,14.125247894315377,10.0
2024-01-01 07:30:00,2.0,14.5,0.6470333572608383,19.857556090446472,14.194965827230975,10.0
2024-01-01 07:45:00,1.0,20.0,0.6470333572608383,19.766200745262168,14.261867672989062,10.0
2024-01-01 08:00:00,1.0,20.0,0.6470333572608383,19.67865213378409,14.326053608852684,10.0
2024-01-01 08:15:00,3.0,16.0,0.6470333572608383,19.595001911206232,14.387644679190014,10.0
2024-01-01 08:30:00,3.0,16.0,0.6470333572608383,19.513564306104065,14.446736602480067,10.0
2024-01-01 08:45:00,3.0,15.0,0.6470333572608383,19.434267928044726,14.503412772866374,10.0
2024-01-01 09:00:00,1.0,19.0,0.6470333572608383,19.91950530120588,14.559719343749723,10.0
2024-01-01 09:15:00,1.0,20.0,0.6470333572608383,20.567700188924544,14.62770464211292,10.0
2024-01-01 09:30:00,1.0,20.0,0.6470333572608383,20.47851217220511,14.696881285313761,10.0
2024-01-01 09:45:00,1.0,20.0,0.6470333572608383,20.391735126968907,14.763323616788824,10.0
