,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,59.889599999999994,60.0,0.2567413333333333,0.0
2024-01-01 00:15:00,2.0,59.50319999999999,60.0,0.5134826666666666,0.0
2024-01-01 00:30:00,2.0,59.17199999999999,60.0,0.2567413333333333,0.0
2024-01-01 00:45:00,2.0,58.52610836120402,60.0,3.337637333333334,0.0
2024-01-01 01:00:00,2.0,56.1274262780698,60.0,1.5404480000000003,0.0
2024-01-01 01:15:00,2.0,57.27994419493556,60.0,0.5134826666666666,0.0
2024-01-01 01:30:00,2.0,58.414062111801336,60.0,0.5134826666666666,0.0
2024-01-01 01:45:00,2.0,59.75058002866711,60.0,0.0,0.0
2024-01-01 02:00:00,2.0,60.91372689918792,60.0,0.2567413333333333,0.0
2024-01-01 02:15:00,2.0,60.61739436215973,60.0,0.2567413333333333,0.0
2024-01-01 02:30:00,2.0,58.15996827520322,60.0,3.0808960000000005,0.0
2024-01-01 02:45:00,2.0,57.5941194457718,60.0,3.8511200000000003,0.0
2024-01-01 03:00:00,2.0,56.906637362637575,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,57.98555527950335,60.0,0.770224,0.0
2024-01-01 03:30:00,2.0,59.303673196369125,60.0,0.0,0.0
2024-01-01 03:45:00,2.0,59.73859111323489,60.0,4.107861333333333,0.0
2024-01-01 04:00:00,2.0,57.98390903010067,60.0,0.5134826666666666,0.0
2024-01-01 04:15:00,1.0,59.17322694696644,60.0,0.0,0.0
2024-01-01 04:30:00,1.0,60.678243669374496,60.0,0.0,0.0
2024-01-01 04:45:00,1.0,61.00074725274765,60.0,0.0,0.0
2024-01-01 05:00:00,2.0,60.98234725274765,60.0,0.2567413333333333,0.0
2024-01-01 05:15:00,1.0,60.66954725274765,60.0,0.5134826666666666,0.0
2024-01-01 05:30:00,1.0,59.55044892498845,60.0,1.5404480000000003,0.0
2024-01-01 05:45:00,1.0,59.9849639751557,60.0,0.2567413333333333,0.0
2024-01-01 06:00:00,1.0,60.92731084567651,60.0,0.2567413333333333,0.0
2024-01-01 06:15:00,1.0,60.722978308648315,60.0,0.2567413333333333,0.0
2024-01-01 06:30:00,1.0,60.28137830864831,60.0,0.2567413333333333,0.0
2024-01-01 06:45:00,1.0,60.0421783086483,60.0,0.5134826666666666,0.0
2024-01-01 07:00:00,2.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 07:15:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 07:30:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 07:45:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 08:00:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 08:15:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 08:30:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 08:45:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 09:00:00,1.0,59.6557783086483,60.0,0.0,0.0
2024-01-01 09:15:00,1.0,59.618978308648295,60.0,0.2567413333333333,0.0
2024-01-01 09:30:00,1.0,59.3797783086483,60.0,0.0,0.0
2024-01-01 09:45:00,1.0,59.3797783086483,60.0,0.0,0.0
2024-01-01 10:00:00,1.0,59.3797783086483,60.0,0.0,0.0
2024-01-01 10:15:00,1.0,59.21224577162011,60.0,0.770224,0.0
2024-01-01 10:30:00,1.0,59.712992642140904,60.0,0.2567413333333333,0.0
2024-01-01 10:45:00,1.0,60.07431055900668,60.0,1.5404480000000003,0.0
2024-01-01 11:00:00,1.0,60.50882560917393,60.0,0.770224,0.0
2024-01-01 11:15:00,1.0,60.19932728141473,60.0,0.0,0.0
2024-01-01 11:30:00,1.0,60.19932728141473,60.0,0.0,0.0
2024-01-01 11:45:00,1.0,60.19932728141473,60.0,0.0,0.0
2024-01-01 12:00:00,1.0,60.052127281414734,60.0,0.2567413333333333,0.0
2024-01-01 12:15:00,1.0,59.92332728141473,60.0,0.0,0.0
2024-01-01 12:30:00,3.0,59.92332728141473,60.0,0.0,0.0
2024-01-01 12:45:00,3.0,59.92332728141473,60.0,0.0,0.0
2024-01-01 13:00:00,1.0,59.79452728141473,60.0,0.5134826666666666,0.0
2024-01-01 13:15:00,1.0,59.27973014811324,60.0,0.5134826666666666,0.0
2024-01-01 13:30:00,1.0,60.51784615384667,60.0,0.0,0.0
2024-01-01 13:45:00,1.0,60.4144523650268,60.0,1.0269653333333333,0.0
2024-01-01 14:00:00,1.0,59.58645236502678,60.0,0.5134826666666666,0.0
2024-01-01 14:15:00,1.0,57.75345857620691,60.0,3.8511200000000003,0.0
2024-01-01 14:30:00,1.0,57.283676254181145,60.0,0.2567413333333333,0.0
2024-01-01 14:45:00,1.0,58.76739417104692,60.0,0.0,0.0
2024-01-01 15:00:00,1.0,59.47831208791269,60.0,3.8511200000000003,0.0
2024-01-01 15:15:00,1.0,57.410830004778454,60.0,2.053930666666667,0.0
2024-01-01 15:30:00,1.0,57.25694792164423,60.0,0.0,0.0
2024-01-01 15:45:00,1.0,58.86946583851001,60.0,0.0,0.0
2024-01-01 16:00:00,1.0,60.44208351648424,60.0,0.2567413333333333,0.0
2024-01-01 16:15:00,1.0,60.743489727664375,60.0,0.0,0.0
2024-01-01 16:30:00,1.0,60.43068972766437,60.0,0.5134826666666666,0.0
2024-01-01 16:45:00,1.0,60.19148972766437,60.0,0.0,0.0
2024-01-01 17:00:00,1.0,59.76828972766437,60.0,0.5134826666666666,0.0
2024-01-01 17:15:00,1.0,59.63948972766436,60.0,0.0,0.0
2024-01-01 17:30:00,1.0,59.63948972766436,60.0,0.0,0.0
2024-01-01 17:45:00,1.0,59.63948972766436,60.0,0.0,0.0
2024-01-01 18:00:00,1.0,59.63948972766436,60.0,0.0,0.0
2024-01-01 18:15:00,1.0,59.63948972766436,60.0,0.0,0.0
2024-01-01 18:30:00,1.0,59.473889727664364,60.0,0.5134826666666666,0.0
2024-01-01 18:45:00,1.0,58.99259092212207,60.0,0.5134826666666666,0.0
2024-01-01 19:00:00,1.0,59.93300525561469,60.0,0.0,0.0
