,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,57.73160668896321,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,59.22406497849978,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,60.6376860009556,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,59.599152986144325,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,59.968122312470186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,60.42373473483044,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,60.51416722408034,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,59.53763898709993,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,59.41661309125666,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,61.19823411371247,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,60.71983411371248,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,59.94703411371247,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,1.0,59.542234113712475,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,59.64103889154334,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,61.24027138079324,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,61.21587233635941,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,1.0,58.63214218824666,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,59.72672489249895,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,60.17033922599155,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,1.0,60.13353922599155,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,2.0,59.61833922599155,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,1.0,59.61833922599155,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,1.0,59.61833922599155,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,1.0,60.061953559484145,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,1.0,57.72197458193996,60.0,6.161792000000001,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,1.0,53.38803478260887,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,1.0,53.87650645007186,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,1.0,54.806578117534855,60.0,6.675274666666668,0.0,0.7666666666666666,1,0,1,0.7375
2024-01-01 07:00:00,1.0,50.032649784997844,60.0,0.0,0.0,0.7999999999999998,0,0,1,0.0
2024-01-01 07:15:00,1.0,53.869921452460844,60.0,3.3376373333333333,0.0,0.7999999999999998,0,0,1,0.0
2024-01-01 07:30:00,1.0,54.763193119923834,60.0,0.5134826666666666,0.0,0.0,0,1,0,0.0
2024-01-01 07:45:00,1.0,60.300189202102544,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:00:00,1.0,60.77166478738683,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 08:15:00,1.0,59.998864787386836,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:30:00,1.0,59.58593177257556,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 08:45:00,1.0,60.12690301003377,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:00:00,1.0,61.41691734352637,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:15:00,1.0,61.41691734352637,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:30:00,1.0,60.791317343526366,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 09:45:00,1.0,58.41252403248959,60.0,1.7971893333333335,0.0,0.0,0,0,0,0.0
2024-01-01 10:00:00,1.0,60.4685775441953,60.0,0.770224,0.0,0.0,0,0,0,0.0
