,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,59.926399999999994,60.0,0.2567413333333333,0.0
2024-01-01 00:15:00,2.0,59.67616,60.0,0.2567413333333333,0.0
2024-01-01 00:30:00,2.0,59.47008000000001,60.0,1.5404480000000003,0.0
2024-01-01 00:45:00,2.0,59.60961528905879,60.0,0.0,0.0
2024-01-01 01:00:00,2.0,61.14616569517443,60.0,1.5404480000000003,0.0
2024-01-01 01:15:00,2.0,59.626752489249924,60.0,0.2567413333333333,0.0
2024-01-01 01:30:00,2.0,59.53843248924992,60.0,0.2567413333333333,0.0
2024-01-01 01:45:00,2.0,59.195073253702866,60.0,0.5134826666666666,0.0
2024-01-01 02:00:00,2.0,60.60085083612047,60.0,0.0,0.0
2024-01-01 02:15:00,2.0,60.85173542283811,60.0,0.5134826666666666,0.0
2024-01-01 02:30:00,2.0,60.57205542283811,60.0,0.0,0.0
2024-01-01 02:45:00,2.0,60.57205542283811,60.0,0.0,0.0
2024-01-01 03:00:00,2.0,60.57205542283811,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,60.57205542283811,60.0,0.0,0.0
2024-01-01 03:30:00,2.0,59.33557542283811,60.0,1.5404480000000003,0.0
2024-01-01 03:45:00,2.0,59.24725542283811,60.0,0.0,0.0
2024-01-01 04:00:00,2.0,59.24725542283811,60.0,0.0,0.0
2024-01-01 04:15:00,1.0,59.17861580506458,60.0,0.5134826666666666,0.0
2024-01-01 04:30:00,1.0,60.381727740086106,60.0,0.5134826666666666,0.0
2024-01-01 04:45:00,1.0,61.116086000955676,60.0,1.5404480000000003,0.0
2024-01-01 05:00:00,2.0,58.78755623506938,60.0,3.0808960000000005,0.0
2024-01-01 05:15:00,2.0,59.72171466794089,60.0,0.0,0.0
2024-01-01 05:30:00,2.0,61.097729956999665,60.0,0.0,0.0
2024-01-01 05:45:00,2.0,60.37644995699967,60.0,2.053930666666667,0.0
2024-01-01 06:00:00,2.0,59.31197186813203,60.0,0.5134826666666666,0.0
2024-01-01 06:15:00,1.0,57.224954801720195,60.0,6.418533333333333,0.0
2024-01-01 06:30:00,1.0,58.09746346870541,60.0,0.2567413333333333,0.0
2024-01-01 06:45:00,1.0,60.430344194935735,60.0,0.0,0.0
2024-01-01 07:00:00,1.0,61.06101786908768,60.0,0.0,0.0
2024-01-01 07:15:00,2.0,60.825497869087684,60.0,0.5134826666666666,0.0
2024-01-01 07:30:00,2.0,60.18928466316318,60.0,3.0808960000000005,0.0
2024-01-01 07:45:00,1.0,59.429515069278814,60.0,0.2567413333333333,0.0
2024-01-01 08:00:00,1.0,61.05503006211208,60.0,0.2567413333333333,0.0
2024-01-01 08:15:00,1.0,61.14025800286698,60.0,0.0,0.0
2024-01-01 08:30:00,1.0,61.14025800286698,60.0,0.0,0.0
2024-01-01 08:45:00,1.0,61.00777800286698,60.0,0.5134826666666666,0.0
2024-01-01 09:00:00,1.0,60.698658002866985,60.0,0.0,0.0
2024-01-01 09:15:00,1.0,60.31593800286699,60.0,1.0269653333333333,0.0
2024-01-01 09:30:00,1.0,59.77129800286699,60.0,0.2567413333333333,0.0
2024-01-01 09:45:00,1.0,59.594658002867,60.0,0.0,0.0
2024-01-01 10:00:00,1.0,59.594658002867,60.0,0.0,0.0
2024-01-01 10:15:00,1.0,59.594658002867,60.0,0.0,0.0
2024-01-01 10:30:00,1.0,59.32644479694249,60.0,3.5943786666666666,0.0
2024-01-01 10:45:00,1.0,57.271315203058116,60.0,3.594378666666667,0.0
2024-01-01 11:00:00,1.0,57.20174387004332,60.0,0.5134826666666666,0.0
2024-01-01 11:15:00,1.0,59.54625253702854,60.0,0.2567413333333333,0.0
2024-01-01 11:30:00,1.0,60.714802943144186,60.0,0.5134826666666666,0.0
2024-01-01 11:45:00,1.0,59.113158146202004,60.0,3.0808960000000005,0.0
2024-01-01 12:00:00,1.0,60.33984825609214,60.0,3.337637333333334,0.0
2024-01-01 12:15:00,1.0,58.86408133779306,60.0,3.337637333333334,0.0
2024-01-01 12:30:00,1.0,59.39803000477827,60.0,0.0,0.0
2024-01-01 12:45:00,1.0,60.951168733875285,60.0,0.5134826666666666,0.0
2024-01-01 13:00:00,1.0,60.67644911610176,60.0,0.0,0.0
2024-01-01 13:15:00,1.0,60.543969116101756,60.0,0.5134826666666666,0.0
2024-01-01 13:30:00,1.0,60.23484911610176,60.0,0.0,0.0
