,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.11800000000000001,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.13866666666666666,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.215,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.11366666666666667,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.069,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.17200000000000001,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.18,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.20233333333333334,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.12633333333333333,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.08666666666666667,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.26799999999999996,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.06633333333333333,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.18966666666666665,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.13899999999999998,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.20766666666666664,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.18833333333333332,2.6666666666666665,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.025,2.4,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.177,0.26666666666666666,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.23433333333333334,4.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.21499999999999997,4.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.09833333333333334,2.6666666666666665,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.20566666666666666,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.31933333333333336,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.10866666666666668,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.091,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.30666666666666664,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.22866666666666668,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.10566666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.08366666666666668,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.025,2.933333333333333,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.13866666666666666,0.26666666666666666,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.232,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.18966666666666665,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.113,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.07633333333333334,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.09733333333333333,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.15933333333333335,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,1.9654,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,2.182866666666667,0.0,3.0
2024-01-01 11:30:00,0.001,0.0003333333333333333,0.001,0.12466666666666668,0.0,0.0
2024-01-01 11:45:00,0.001,0.6007333333333332,0.001,0.11299999999999999,0.0,0.0
2024-01-01 12:00:00,0.001,0.6007333333333332,0.001,0.193,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.058666666666666666,2.6666666666666665,0.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.11886666666666666,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.215,0.0,2.3333333333333335
2024-01-01 13:00:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.2063333333333333,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.087,0.0,1.3333333333333333
2024-01-01 13:45:00,0.001,1.5003333333333333,0.001,0.033666666666666664,0.0,2.0
2024-01-01 14:00:00,0.001,0.9006000000000001,0.001,0.114,0.0,0.3333333333333333
2024-01-01 14:15:00,0.001,0.001,0.001,1.0278,0.0,2.6666666666666665
2024-01-01 14:30:00,0.001,0.0006666666666666666,0.001,2.2640000000000002,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,1.2545313184117484,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,1.923218864019581,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.4693521973529143,0.0,2.6666666666666665
2024-01-01 15:30:00,0.001,0.0,0.001,0.2661521973529143,0.26666666666666666,3.3333333333333335
2024-01-01 15:45:00,0.001,0.0,0.001,0.3288855306862476,0.8,5.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.7299243587646934,1.8666666666666667,2.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.11153333333333333,0.0,1.6666666666666667
2024-01-01 16:30:00,0.001,0.0,0.001,0.146,0.0,4.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.146,0.0,2.3333333333333335
2024-01-01 17:00:00,0.001,0.0,0.001,0.21733333333333332,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.48666666666666664,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.7368666666666667,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,3.820666666666667,0.0,0.6666666666666666
2024-01-01 18:00:00,0.001,0.0,0.001,2.9600000000000004,0.0,1.6666666666666667
2024-01-01 18:15:00,0.001,0.0,0.001,0.8868000000000001,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.2404646517450819,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.4618855306862476,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.34081886401958095,0.0,2.3333333333333335
2024-01-01 19:15:00,0.001,0.0,0.001,0.19788553068624765,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.19055219735291432,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.2653153841960533,1.6,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.1802139192941105,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.2758855306862476,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.22988553068624762,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.0565521973529143,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.18081886401958097,0.0,3.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.3325521973529143,0.0,2.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.15866666666666665,0.0,3.3333333333333335
2024-01-01 21:45:00,0.001,0.0,0.001,0.37266666666666665,0.0,3.6666666666666665
2024-01-01 22:00:00,0.001,0.0,0.001,0.32466666666666666,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.0886347982352762,2.6666666666666665,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.22281886401958098,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.324818864019581,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.5903521973529143,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.42455219735291433,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.35128754560783243,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.26999999999999996,0.0,3.6666666666666665
2024-01-02 00:00:00,0.001,0.0,0.001,0.21253333333333332,0.0,0.3333333333333333
2024-01-02 00:15:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.25366666666666665,0.0,3.3333333333333335
2024-01-02 01:00:00,0.001,0.0,0.001,0.297,0.0,1.3333333333333333
2024-01-02 01:15:00,0.001,0.0,0.001,0.149,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.6894666666666667,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.37466666666666665,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.4351333333333333,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.39799999999999996,0.0,2.3333333333333335
2024-01-02 04:00:00,0.001,0.0,0.001,0.27666666666666667,0.0,0.0
2024-01-02 04:15:00,0.001,0.0,0.001,0.025,1.8666666666666667,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.025,1.8666666666666667,0.0
2024-01-02 04:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.13866666666666666,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.001,0.7304666666666667,0.0,2.3333333333333335
2024-01-02 05:30:00,0.001,0.0,0.001,0.23033333333333333,0.0,1.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.4248,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.025,0.0,4.333333333333333
2024-01-02 06:15:00,0.001,0.0,0.001,0.09733333333333333,0.0,1.6666666666666667
2024-01-02 06:30:00,0.001,0.0,0.001,0.15933333333333335,0.0,2.3333333333333335
2024-01-02 06:45:00,0.001,0.0,0.001,0.23233333333333336,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.001,0.23566666666666666,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.056,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.18,0.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.001,0.04566666666666667,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.001,0.227,1.3333333333333333,0.0
2024-01-02 08:30:00,0.001,0.0,0.001,0.24100000000000002,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 09:00:00,0.001,0.0,0.001,0.16966666666666666,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.001,0.087,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.22166666666666668,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.24633333333333332,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.001,0.12833333333333333,0.5333333333333333,0.0
2024-01-02 10:30:00,0.001,0.0,0.001,0.12833333333333333,2.1333333333333333,0.0
2024-01-02 10:45:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 11:00:00,0.001,0.0,0.001,0.025,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.001,0.21633333333333335,0.0,0.0
2024-01-02 11:30:00,0.001,0.0,0.001,0.31366666666666665,0.0,0.0
