,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,14.5,1.375687634087153,14.490022644015793,13.253363141655532,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:15:00,2.0,14.5,1.375687634087153,14.46894396583691,13.260221319354693,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:30:00,2.0,14.5,1.375687634087153,14.44832096876719,13.266554821465155,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:45:00,2.0,14.5,1.375687634087153,14.42813782762202,13.272385045450934,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:00:00,2.0,14.5,1.375687634087153,14.408379317214498,13.277732560827209,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:15:00,2.0,14.5,1.375687634087153,14.389030789342284,13.282617140996912,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:30:00,2.0,14.5,1.375687634087153,14.370078150658383,13.287057793864063,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:45:00,2.0,14.5,1.375687634087153,14.351507841391943,13.291072791270855,12.0,60.0,60.0,0.0,0.0
2024-01-01 02:00:00,2.0,14.5,1.375687634087153,14.333048181245351,13.289750990280842,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:15:00,2.0,14.5,1.375687634087153,14.314547114444071,13.282581777539585,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:30:00,2.0,14.5,1.375687634087153,14.29623668222697,13.275304353124758,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:45:00,2.0,14.5,1.375687634087153,14.278112030389694,13.26792469593738,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:00:00,2.0,14.5,1.375687634087153,14.260168479493265,13.260448546528634,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,14.5,1.375687634087153,14.242401518205485,13.252881416297974,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:30:00,2.0,14.5,1.375687634087153,14.224806796897955,13.245228596337702,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:45:00,2.0,14.5,1.375687634087153,14.20738012148878,13.237495165937508,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:00:00,2.0,14.5,1.375687634087153,14.190117447521576,13.229686000762145,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:15:00,1.0,16.7,1.375687634087153,14.765366313300671,13.224647350584148,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:30:00,2.0,17.433333333333334,1.375687634087153,16.00936560773271,13.236307638835497,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:45:00,2.0,14.5,1.375687634087153,16.23019471435055,13.261155229220115,11.0,60.0,60.0,0.0,0.0
2024-01-01 05:00:00,1.0,15.233333333333333,1.375687634087153,16.187299708885632,13.280555134353545,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:15:00,1.0,20.0,1.375687634087153,17.14164889074956,13.298626495204097,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:30:00,1.0,20.0,1.375687634087153,18.758671100491018,13.339124072308099,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:45:00,1.0,20.0,1.375687634087153,20.236878753511583,13.404570032256025,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:00:00,1.0,20.0,1.375687634087153,20.457298855751006,13.483633680924154,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:15:00,2.0,16.333333333333332,1.375687634087153,20.340522651709882,13.559986468041691,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:30:00,2.0,16.7,1.375687634087153,20.226879728445546,13.632407896983752,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:45:00,1.0,17.8,1.375687634087153,20.116256134312746,13.701053743526574,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:00:00,2.0,17.8,1.375687634087153,20.008542349665557,13.766073776664236,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:15:00,2.0,14.5,1.375687634087153,19.903632960870752,13.827611990641248,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:30:00,2.0,15.6,1.375687634087153,19.801426466419407,13.88580682397873,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:45:00,1.0,17.8,1.375687634087153,19.701825328337012,13.94079137381329,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:00:00,2.0,17.066666666666666,1.375687634087153,19.60475409328482,13.992693689191636,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:15:00,2.0,14.5,1.375687634087153,19.510124722558487,14.041637215459717,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:30:00,2.0,14.5,1.375687634087153,19.41782920183384,14.08774033371279,10.0,60.0,60.0,0.0,0.0
2024-01-01 08:45:00,2.0,14.5,1.375687634087153,19.327784048328,14.13111672688759,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:00:00,1.0,18.9,1.375687634087153,19.73537164509211,14.173691019839328,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:15:00,1.0,20.0,1.375687634087153,20.4918092551791,14.22843409050459,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:30:00,1.0,20.0,1.375687634087153,20.386368865814568,14.285451119662833,10.0,60.0,60.0,0.0,0.0
2024-01-01 09:45:00,1.0,20.0,1.375687634087153,20.28356835053038,14.339236937969092,10.0,60.0,60.0,0.0,0.0
2024-01-01 10:00:00,1.0,20.0,1.375687634087153,20.183675985696787,14.394849828863384,11.0,60.0,60.0,0.0,0.0
2024-01-01 10:15:00,1.0,20.0,1.375687634087153,20.086752702059698,14.452943783069802,11.0,60.0,60.0,0.0,0.0
2024-01-01 10:30:00,1.0,20.0,1.375687634087153,19.99234624279876,14.50791573704199,11.0,60.0,60.0,0.0,0.0
2024-01-01 10:45:00,1.0,20.0,1.375687634087153,19.900365645180717,14.55988985994554,11.0,60.0,60.0,0.0,0.0
2024-01-01 11:00:00,1.0,20.0,1.375687634087153,19.81108505676373,14.613914727602097,12.0,59.8712,60.0,0.5134826666666666,0.0
2024-01-01 11:15:00,1.0,20.0,1.375687634087153,19.724572198144944,14.670634974658523,12.0,59.8374215002389,60.0,1.5404480000000003,0.0
2024-01-01 11:30:00,1.0,20.0,1.375687634087153,19.64038306626696,14.724438566516303,12.0,61.017035833731505,60.0,0.0,0.0
2024-01-01 11:45:00,1.0,20.0,1.375687634087153,19.558433134768848,14.77544105886554,12.0,60.943435833731506,60.0,0.2567413333333333,0.0
2024-01-01 12:00:00,3.0,16.0,1.375687634087153,19.478606505160524,14.823753386674179,12.0,60.6490358337315,60.0,0.2567413333333333,0.0
2024-01-01 12:15:00,1.0,20.0,1.375687634087153,20.11289251863548,14.873144667620553,12.0,60.4650358337315,60.0,0.0,0.0
2024-01-01 12:30:00,1.0,20.0,1.375687634087153,20.434834672898216,14.932776984144121,12.0,60.2994358337315,60.0,0.770224,0.0
2024-01-01 12:45:00,1.0,20.0,1.375687634087153,20.34304539161693,14.991083868063441,12.0,59.99638031533684,60.0,0.770224,0.0
2024-01-01 13:00:00,1.0,20.0,1.375687634087153,20.25371099092369,15.046346326338927,12.0,61.22539703774488,60.0,0.2567413333333333,0.0
2024-01-01 13:15:00,1.0,20.0,1.375687634087153,20.166745373849512,15.098685584388587,12.0,61.04139703774487,60.0,0.0,0.0
2024-01-01 13:30:00,1.0,20.0,1.375687634087153,20.082041400944192,15.14821787957961,12.0,60.19113196368849,60.0,3.0808960000000005,0.0
2024-01-01 13:45:00,1.0,20.0,1.375687634087153,19.999517308333406,15.1950548317041,12.0,60.53509794553276,60.0,0.770224,0.0
2024-01-01 14:00:00,1.0,20.0,1.375687634087153,19.918985000959584,15.23930323359003,12.0,59.80397018633542,60.0,2.310672,0.0
2024-01-01 14:15:00,1.0,20.0,1.375687634087153,19.840355676414223,15.281063744868156,12.0,60.273796464405194,60.0,0.2567413333333333,0.0
2024-01-01 14:30:00,1.0,20.0,1.375687634087153,19.76368292987041,15.320434926588801,12.0,60.94980602006693,60.0,0.0,0.0
2024-01-01 14:45:00,1.0,20.0,1.375687634087153,19.688896645484288,15.35751230042172,12.0,60.729006020066926,60.0,0.2567413333333333,0.0
2024-01-01 15:00:00,1.0,20.0,1.375687634087153,19.61581389513462,15.39238715108382,12.0,60.58180602006692,60.0,0.5134826666666666,0.0
2024-01-01 15:15:00,1.0,20.0,1.375687634087153,19.54435592218663,15.425145115195711,12.0,60.39178174868614,60.0,3.0808960000000005,0.0
2024-01-01 15:30:00,1.0,17.333333333333332,1.375687634087153,19.564458271008423,15.456413256262321,12.0,58.65391648351655,60.0,3.0808960000000005,0.0
2024-01-01 15:45:00,1.0,20.0,1.375687634087153,19.562315788379184,15.486980416219337,12.0,59.659438891543324,60.0,4.107861333333334,0.0
2024-01-01 16:00:00,1.0,20.0,1.375687634087153,20.41317476928923,15.517878814398747,11.0,60.26587711419026,60.0,3.0808960000000005,0.0
2024-01-01 16:15:00,1.0,20.0,1.375687634087153,20.486072592890213,15.551804674763508,11.0,59.72501901576697,60.0,3.0808960000000005,0.0
2024-01-01 16:30:00,1.0,20.0,1.375687634087153,20.402230468303433,15.58389000647898,11.0,59.215471763019735,60.0,3.5943786666666666,0.0
2024-01-01 16:45:00,1.0,20.0,1.375687634087153,20.320277135617523,15.613760008780876,11.0,60.500160535117224,60.0,0.0,0.0
2024-01-01 17:00:00,1.0,20.0,1.375687634087153,20.240146355975718,15.641504457222432,11.0,61.16905685618747,60.0,0.0,0.0
2024-01-01 17:15:00,1.0,20.0,1.375687634087153,20.161774405289233,15.667209656153398,11.0,60.819456856187465,60.0,0.5134826666666666,0.0
2024-01-01 17:30:00,1.0,20.0,1.375687634087153,20.08509997776603,15.69095857218395,11.0,60.451456856187455,60.0,0.2567413333333333,0.0
2024-01-01 17:45:00,1.0,20.0,1.375687634087153,20.010064093145203,15.71283096252065,11.0,60.14414601051139,60.0,1.5404480000000003,0.0
2024-01-01 18:00:00,1.0,20.0,1.375687634087153,19.93661000749461,15.732903498371392,11.0,60.8350807453418,60.0,0.0,0.0
2024-01-01 18:15:00,1.0,20.0,1.375687634087153,19.864683127434862,15.751249883608818,11.0,60.751818060200854,60.0,0.5134826666666666,0.0
2024-01-01 18:30:00,1.0,20.0,1.375687634087153,19.794230927658013,15.76794096887437,11.0,60.27341806020084,60.0,1.0269653333333333,0.0
2024-01-01 18:45:00,1.0,20.0,1.375687634087153,19.72520287161445,15.783044861298121,11.0,59.445418060200836,60.0,0.2567413333333333,0.0
2024-01-01 19:00:00,1.0,20.0,1.375687634087153,19.65755033524617,15.796627030002847,11.0,60.38165886287642,60.0,0.770224,0.0
2024-01-01 19:15:00,1.0,20.0,1.375687634087153,19.59122653364951,15.808750407554292,11.0,60.94177926421422,60.0,0.0,0.0
2024-01-01 19:30:00,1.0,20.0,1.375687634087153,19.5261864505547,15.819475487513367,11.0,60.702579264214215,60.0,0.2567413333333333,0.0
2024-01-01 19:45:00,3.0,16.666666666666668,1.375687634087153,20.023814161600715,15.832475984563493,11.0,60.665779264214216,60.0,0.0,0.0
2024-01-01 20:00:00,3.0,15.0,1.375687634087153,20.06347674306369,15.85112635021573,11.0,60.610579264214216,60.0,0.2567413333333333,0.0
2024-01-01 20:15:00,3.0,15.0,1.375687634087153,19.99133873469988,15.868369963794203,11.0,60.13217926421421,60.0,0.2567413333333333,0.0
2024-01-01 20:30:00,1.0,19.666666666666668,1.375687634087153,19.9206613780541,15.88398431486491,11.0,60.11377926421421,60.0,0.0,0.0
2024-01-01 20:45:00,1.0,20.0,1.375687634087153,19.851394780655745,15.898036587768608,11.0,59.6905792642142,60.0,0.5134826666666666,0.0
2024-01-01 21:00:00,1.0,20.0,1.375687634087153,19.78323230364109,15.905662656900063,10.0,58.28738881987593,60.0,3.337637333333334,0.0
2024-01-01 21:15:00,1.0,20.0,1.375687634087153,19.715988254113956,15.906397103954392,10.0,60.84716674629737,60.0,1.5404480000000003,0.0
2024-01-01 21:30:00,1.0,20.0,1.375687634087153,19.649862306970636,15.906022571862374,10.0,59.7178171046347,60.0,5.134826666666667,0.0
2024-01-01 21:45:00,1.0,20.0,1.375687634087153,19.584818463723835,15.90458679757396,10.0,59.808438413760385,60.0,0.5134826666666666,0.0
2024-01-01 22:00:00,2.0,17.8,1.375687634087153,19.520822075863144,15.902135659687815,10.0,61.14592259914023,60.0,0.0,0.0
2024-01-01 22:15:00,1.0,19.633333333333333,1.375687634087153,20.09527284967903,15.901679062664853,10.0,61.14592259914023,60.0,0.0,0.0
2024-01-01 22:30:00,1.0,20.0,1.375687634087153,20.506850434997492,15.91322029412357,10.0,61.05392259914023,60.0,0.5134826666666666,0.0
2024-01-01 22:45:00,1.0,20.0,1.375687634087153,20.427819792610062,15.925475543178656,10.0,60.59392259914022,60.0,0.0,0.0
2024-01-01 23:00:00,2.0,15.966666666666667,1.375687634087153,20.35028404235295,15.936123119950578,10.0,60.59392259914022,60.0,0.0,0.0
2024-01-01 23:15:00,2.0,14.5,1.375687634087153,20.274193071024303,15.945230186749756,10.0,60.39152259914022,60.0,0.5134826666666666,0.0
2024-01-01 23:30:00,2.0,14.5,1.375687634087153,20.199498655952475,15.952861299976059,10.0,60.041922599140214,60.0,0.0,0.0
2024-01-01 23:45:00,2.0,14.5,1.375687634087153,20.126154392529468,15.959078510355914,10.0,59.037426086956756,60.0,3.0808960000000005,0.0
2024-01-02 00:00:00,2.0,14.5,1.375687634087153,20.054115624527714,15.963941459327861,10.0,61.00608122312495,60.0,0.0,0.0
2024-01-02 00:15:00,2.0,14.5,1.375687634087153,19.983339377093213,15.967507471724536,10.0,61.02997037744889,60.0,0.0,0.0
2024-01-02 00:30:00,2.0,14.5,1.375687634087153,19.913784292312123,15.969831644893377,10.0,60.66197037744889,60.0,1.0269653333333333,0.0
2024-01-02 00:45:00,2.0,14.5,1.375687634087153,19.845410567252095,15.970966934392846,10.0,58.81138232202604,60.0,3.337637333333334,0.0
2024-01-02 01:00:00,2.0,14.5,1.375687634087153,19.7784385280242,15.97589294341863,11.0,61.097401242236295,60.0,0.5134826666666666,0.0
2024-01-02 01:15:00,2.0,14.5,1.375687634087153,19.712970807766258,15.985186084898343,11.0,60.56349278547565,60.0,0.5134826666666666,0.0
2024-01-02 01:30:00,2.0,14.5,1.375687634087153,19.648727800141664,15.99317040000627,11.0,60.25069278547565,60.0,0.0,0.0
2024-01-02 01:45:00,2.0,14.5,1.375687634087153,19.585668580627665,15.999900691203509,11.0,59.86429278547565,60.0,0.5134826666666666,0.0
2024-01-02 02:00:00,2.0,14.5,1.375687634087153,19.52349513423061,16.000500927037496,10.0,59.69869278547564,60.0,0.0,0.0
2024-01-02 02:15:00,2.0,14.5,1.375687634087153,19.46203006106349,15.994494241098245,10.0,59.69869278547564,60.0,0.0,0.0
