,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,59.53999999999999,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,59.44799999999999,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,59.15980047778308,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,59.8990234113712,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,60.68583583373144,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,60.24423583373143,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,59.80263583373142,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,59.36103583373142,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,58.90204300047771,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,60.8440707118967,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,61.0346740563783,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,59.33809077878631,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,61.05810989010975,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,61.00290989010975,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,1.0,60.763709890109745,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,60.50610989010974,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,1.0,59.83191323459134,60.0,1.7971893333333335,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,60.939136168179466,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,2.0,60.87813855709489,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,1.0,60.23413855709488,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,1.0,59.77413855709488,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,2.0,59.43887204968924,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,2.0,60.58015671285214,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,2.0,61.05936244624916,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,2.0,58.3511002388913,60.0,4.6213440000000015,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,2.0,59.077198279980614,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:00:00,2.0,60.268086765408206,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 07:15:00,1.0,59.83591017677942,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:30:00,3.0,60.99305800286636,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 07:45:00,3.0,60.86425800286636,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:00:00,1.0,60.86425800286636,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:15:00,1.0,60.86425800286636,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:30:00,1.0,60.84585800286636,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 08:45:00,3.0,60.588258002866354,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:00:00,3.0,60.588258002866354,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:15:00,3.0,60.588258002866354,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:30:00,3.0,60.588258002866354,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:45:00,3.0,60.33065800286635,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 10:00:00,3.0,60.14665800286635,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 10:15:00,3.0,59.55785800286635,60.0,2.310672,0.0,0.0,0,0,0,0.0
2024-01-01 10:30:00,3.0,58.73867711418978,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 10:45:00,3.0,60.94410243669334,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 11:00:00,3.0,60.3677033922595,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 11:15:00,3.0,59.8709033922595,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 11:30:00,3.0,59.769322503582934,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 11:45:00,3.0,59.35055403726662,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 12:00:00,3.0,60.531376970854744,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 12:15:00,3.0,58.36057983755327,60.0,3.8511200000000003,0.0,0.0,0,0,0,0.0
2024-01-01 12:30:00,1.0,56.13820850453843,60.0,4.878085333333334,0.0,0.0,0,0,0,0.0
2024-01-01 12:45:00,3.0,56.10644433826989,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:00:00,1.0,59.331480172001335,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:15:00,3.0,60.22349928332476,60.0,1.540448,0.0,0.0,0,0,0,0.0
2024-01-01 13:30:00,3.0,59.39549928332475,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 13:45:00,3.0,57.53790501672178,60.0,3.5943786666666666,0.0,0.0,0,0,0,0.0
2024-01-01 14:00:00,3.0,58.69553750597163,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:15:00,3.0,60.95616282847518,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 14:30:00,3.0,60.287763784041346,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 14:45:00,3.0,60.232563784041346,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 15:00:00,3.0,60.232563784041346,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 15:15:00,3.0,59.864563784041344,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 15:30:00,3.0,59.98277572861848,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 15:45:00,3.0,61.00258767319563,60.0,0.0,0.0,0.0,0,0,0,0.0
