,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,14.5,0.37766709113043917,14.494912188902669,13.252812722879707,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:15:00,2.0,14.5,0.37766709113043917,14.484091246677345,13.258753018303343,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:30:00,2.0,14.5,0.37766709113043917,14.473395382287633,13.264559962404478,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:45:00,2.0,14.5,0.37766709113043917,14.462822705534082,13.270235708461609,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:00:00,2.0,14.5,0.37766709113043917,14.452371355730763,13.275782375906687,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:15:00,2.0,14.5,0.37766709113043917,14.442039501242872,13.281202050855711,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:30:00,2.0,14.5,0.37766709113043917,14.431825339031624,13.286496786631046,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:45:00,2.0,14.5,0.37766709113043917,14.421727094206249,13.291668604275518,12.0,60.0,60.0,0.0,0.0
2024-01-01 02:00:00,2.0,14.5,0.37766709113043917,14.411315969172362,13.295631685276994,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:15:00,2.0,14.5,0.37766709113043917,14.400523498099677,13.298242602837437,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:30:00,2.0,14.5,0.37766709113043917,14.389833008619185,13.300751864797121,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:45:00,2.0,14.5,0.37766709113043917,14.379243008152619,13.30316115992917,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:00:00,2.0,14.5,0.37766709113043917,14.368752027347472,13.30547215038927,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,14.5,0.37766709113043917,14.358358619713249,13.307686472133087,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:30:00,2.0,14.5,0.37766709113043917,14.34806136126344,13.3098057353271,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:45:00,2.0,14.5,0.37766709113043917,14.337858850163093,13.311831524753023,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:00:00,2.0,14.5,0.37766709113043917,14.327749706381896,13.313765400205874,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:15:00,1.0,16.333333333333332,0.37766709113043917,14.423092810834381,13.315659388089363,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:30:00,2.0,15.233333333333333,0.37766709113043917,15.378414082847886,13.321603415839586,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:45:00,2.0,14.5,0.37766709113043917,15.391669128139178,13.331070458773992,11.0,60.0,60.0,0.0,0.0
2024-01-01 05:00:00,2.0,14.5,0.37766709113043917,15.373058872223226,13.339249044182873,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:15:00,1.0,17.433333333333334,0.37766709113043917,15.64901479348881,13.346259630708996,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:30:00,1.0,20.0,0.37766709113043917,17.69789679014261,13.36111989040995,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:45:00,2.0,14.866666666666667,0.37766709113043917,19.066968259148478,13.390303105491421,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:00:00,2.0,14.5,0.37766709113043917,19.03011986133481,13.42295895416916,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:15:00,1.0,17.433333333333334,0.37766709113043917,19.278172606772312,13.455255458610463,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:30:00,1.0,19.266666666666666,0.37766709113043917,20.47887491523771,13.49352277299444,10.0,60.0,60.0,0.0,0.0
2024-01-01 06:45:00,1.0,20.0,0.37766709113043917,20.452676071104786,13.535405693621323,10.0,60.0,60.0,0.0,0.0
2024-01-01 07:00:00,1.0,20.0,0.37766709113043917,20.395572581119843,13.576500011793957,10.0,60.0,60.0,0.0,0.0
