,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.3272188640195809,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.20562783858822092,0.0,0.2
2024-01-01 00:30:00,0.001,0.0,0.001,0.09821886401958096,0.0,2.8
2024-01-01 00:45:00,0.001,0.0,0.001,0.1715521973529143,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.0615521973529143,0.0,2.4
2024-01-01 01:15:00,0.001,0.0,0.001,0.1235521973529143,0.0,2.4
2024-01-01 01:30:00,0.001,0.0,0.001,0.18518406578430477,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.13170146490194287,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.1275521973529143,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.19588553068624764,0.0,2.4
2024-01-01 03:00:00,0.001,0.0,0.001,0.13388553068624764,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.04893131841174858,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.04466666666666667,0.5333333333333333,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.19166666666666668,3.466666666666667,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.207,0.8,0.8
2024-01-01 04:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,3.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.029999999999999995,0.5333333333333333,2.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.029999999999999995,1.8666666666666667,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.5630666666666666,2.1333333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.21266666666666667,3.466666666666667,0.6
2024-01-01 05:45:00,0.001,0.0,0.001,0.20066666666666666,0.0,3.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,2.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.029999999999999995,0.8,2.4
2024-01-01 06:45:00,0.001,0.0,0.001,0.5014666666666666,1.6,0.2
2024-01-01 07:00:00,0.001,0.0,0.001,0.276,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.6338,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.165,0.0,0.6
2024-01-01 07:45:00,0.001,0.0,0.001,0.07246666666666667,0.0,2.4
2024-01-01 08:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.14886666666666667,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.136,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.47946666666666665,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.153,0.0,2.4
2024-01-01 09:15:00,0.001,0.0,0.001,0.03173333333333333,0.0,2.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.185,0.5333333333333333,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.061933333333333326,2.4,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.043,0.0,0.8
2024-01-01 10:30:00,0.001,0.0,0.001,0.12366666666666666,0.0,1.2
2024-01-01 10:45:00,0.001,0.0,0.001,0.109,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.13419999999999999,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.13333333333333333,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.2
2024-01-01 11:45:00,0.001,0.0,0.001,0.029999999999999995,0.0,2.2
2024-01-01 12:00:00,0.001,0.0,0.001,0.04466666666666667,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.16066666666666668,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.207,0.0,1.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.061000000000000006,0.0,2.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.029999999999999995,1.3333333333333333,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.44279999999999997,1.0666666666666667,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.7277333333333333,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.23253333333333334,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.5630666666666666,0.0,1.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.057161171921554295,0.0,1.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.21655219735291428,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.2055521973529143,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.5053521973529143,0.0,1.8
