,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
0,2.0,14.5,14.5,13.25,12.0,0.7699379048684841
1,2.0,14.5,14.49870526296377,13.250817070221188,12.0,0.7699379048684841
2,2.0,14.5,14.497412567004355,13.251631848750467,12.0,0.7699379048684841
3,2.0,14.5,14.496121907964843,13.252444340481123,12.0,0.7699379048684841
4,2.0,14.5,14.494833281696998,13.25325455029619,12.0,0.7699379048684841
5,2.0,14.5,14.493546684061243,13.254062483068466,12.0,0.7699379048684841
6,2.0,14.5,14.492262110926644,13.254868143660545,12.0,0.7699379048684841
7,2.0,14.5,14.490979558170885,13.255671536924822,12.0,0.7699379048684841
8,2.0,14.5,14.489699021680261,13.25647266770353,12.0,0.7699379048684841
9,2.0,14.5,14.488420497349653,13.257271540828752,12.0,0.7699379048684841
10,2.0,14.5,14.487143981082507,13.258068161122445,12.0,0.7699379048684841
11,2.0,14.5,14.485869468790828,13.258862533396462,12.0,0.7699379048684841
12,2.0,14.5,14.484596956395146,13.25965466245257,12.0,0.7699379048684841
13,2.0,14.5,14.483326439824513,13.260444553082479,12.0,0.7699379048684841
14,2.0,14.5,14.482057915016474,13.26123221006785,12.0,0.7699379048684841
15,2.0,14.5,14.480791377917058,13.26201763818033,12.0,0.7699379048684841
16,2.0,14.5,14.479526824480752,13.262800842181562,12.0,0.7699379048684841
17,2.0,14.5,14.478264250670493,13.263581826823211,12.0,0.7699379048684841
18,2.0,14.5,14.477003652457642,13.264360596846986,12.0,0.7699379048684841
19,2.0,14.5,14.475745025821965,13.265137156984657,12.0,0.7699379048684841
20,2.0,14.5,14.474488366751627,13.265911511958082,12.0,0.7699379048684841
21,2.0,14.5,14.473233671243165,13.266683666479217,12.0,0.7699379048684841
22,2.0,14.5,14.471980935301467,13.267453625250148,12.0,0.7699379048684841
23,2.0,14.5,14.470730154939767,13.268221392963106,12.0,0.7699379048684841
24,2.0,14.5,14.46948132617962,13.26898697430049,12.0,0.7699379048684841
25,2.0,14.5,14.468234445050882,13.269750373934881,12.0,0.7699379048684841
26,2.0,14.5,14.466989507591697,13.270511596529074,12.0,0.7699379048684841
