,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.45861886401958096,0.0
2024-01-01 00:15:00,0.001,0.001,0.5522785710391923,0.0
2024-01-01 00:30:00,0.001,0.001,0.4892,0.0
2024-01-01 00:45:00,0.001,0.001,0.206,0.0
2024-01-01 01:00:00,0.001,0.001,0.1266,0.0
2024-01-01 01:15:00,0.001,0.001,0.054,0.0
2024-01-01 01:30:00,0.001,0.001,0.12300000000000001,0.0
2024-01-01 01:45:00,0.001,0.001,0.399,0.0
2024-01-01 02:00:00,0.001,0.001,0.14833333333333334,0.0
2024-01-01 02:15:00,0.001,0.001,0.054,0.0
2024-01-01 02:30:00,0.001,0.001,0.054,0.0
2024-01-01 02:45:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 03:00:00,0.001,0.001,0.31033333333333335,0.0
2024-01-01 03:15:00,0.001,0.001,0.275,0.0
2024-01-01 03:30:00,0.001,0.001,0.054,0.0
2024-01-01 03:45:00,0.001,0.001,0.054,0.0
2024-01-01 04:00:00,0.001,0.001,0.08499999999999999,0.3333333333333333
2024-01-01 04:15:00,0.001,0.001,0.209,5.0
2024-01-01 04:30:00,0.001,0.001,0.24966666666666668,3.3333333333333335
2024-01-01 04:45:00,0.001,0.001,0.18066666666666667,0.0
2024-01-01 05:00:00,0.001,0.001,0.054,0.0
2024-01-01 05:15:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 05:30:00,0.001,0.001,0.209,0.0
2024-01-01 05:45:00,0.001,0.001,0.123,0.0
2024-01-01 06:00:00,0.001,0.001,0.24400000000000002,0.0
2024-01-01 06:15:00,0.001,0.001,0.11733333333333333,0.0
2024-01-01 06:30:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 06:45:00,0.001,0.001,0.209,0.0
2024-01-01 07:00:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 07:15:00,0.001,0.001,0.15533333333333335,0.0
2024-01-01 07:30:00,0.001,0.001,0.24400000000000002,0.0
2024-01-01 07:45:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 08:00:00,0.001,0.001,0.209,0.0
2024-01-01 08:15:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 08:30:00,0.001,0.001,0.054,0.0
2024-01-01 08:45:00,0.001,0.001,0.21866666666666665,0.0
2024-01-01 09:00:00,0.001,0.001,0.21166666666666664,0.0
2024-01-01 09:15:00,0.001,0.001,0.209,0.0
2024-01-01 09:30:00,0.001,0.001,0.08846666666666667,0.3333333333333333
2024-01-01 09:45:00,0.001,0.001,0.6000666666666666,3.6666666666666665
2024-01-01 10:00:00,0.001,0.001,0.10500000000000001,0.0
2024-01-01 10:15:00,0.001,0.001,0.28800000000000003,0.0
2024-01-01 10:30:00,0.001,0.001,0.28186666666666665,0.0
2024-01-01 10:45:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 11:00:00,0.001,0.001,0.054,0.0
2024-01-01 11:15:00,0.001,0.001,0.054,1.3333333333333333
2024-01-01 11:30:00,0.001,0.001,2.5922666666666667,0.6666666666666666
2024-01-01 11:45:00,0.001,0.001,1.9684666666666666,0.0
2024-01-01 12:00:00,0.001,0.001,2.341,2.6666666666666665
2024-01-01 12:15:00,0.001,0.001,1.3110000000000002,2.3333333333333335
2024-01-01 12:30:00,0.001,0.001,0.2325173991176381,0.0
2024-01-01 12:45:00,0.001,0.001,0.2686855306862476,0.0
2024-01-01 13:00:00,0.001,0.001,0.539218864019581,0.0
2024-01-01 13:15:00,0.001,0.001,0.3659521973529143,0.0
2024-01-01 13:30:00,0.001,0.001,0.21285819328500685,3.3333333333333335
2024-01-01 13:45:00,0.001,0.001,0.195237661666784,0.3333333333333333
2024-01-01 14:00:00,0.001,0.001,0.11295707570600684,0.0
2024-01-01 14:15:00,0.001,0.001,0.29109040903934014,0.0
2024-01-01 14:30:00,0.001,0.001,0.8076237423726735,0.0
2024-01-01 14:45:00,0.001,0.001,0.24227458079089115,0.0
2024-01-01 15:00:00,0.001,0.001,0.175,2.3333333333333335
2024-01-01 15:15:00,0.001,0.001,0.206,0.6666666666666666
2024-01-01 15:30:00,0.001,0.001,0.33,0.0
2024-01-01 15:45:00,0.001,0.001,0.1944,0.0
2024-01-01 16:00:00,0.001,0.001,0.24400000000000002,0.0
2024-01-01 16:15:00,0.001,0.001,0.054,0.0
2024-01-01 16:30:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 16:45:00,0.001,0.001,0.209,2.3333333333333335
2024-01-01 17:00:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 17:15:00,0.001,0.001,1.0182666666666667,0.6666666666666666
2024-01-01 17:30:00,0.001,0.001,0.18066666666666667,5.0
2024-01-01 17:45:00,0.001,0.001,0.08499999999999999,1.3333333333333333
2024-01-01 18:00:00,0.001,0.001,0.209,0.0
