,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.0,0.041,0.0
2024-01-01 00:15:00,0.0,0.10433333333333333,0.0
2024-01-01 00:30:00,0.0,0.14233333333333334,0.0
2024-01-01 00:45:00,0.0,0.041,0.0
2024-01-01 01:00:00,0.0,0.12166666666666666,0.0
2024-01-01 01:15:00,0.0,0.107,0.0
2024-01-01 01:30:00,0.0,0.3075333333333333,0.0
2024-01-01 01:45:00,0.0,0.4342,0.0
2024-01-01 02:00:00,0.0,0.079,0.0
2024-01-01 02:15:00,0.0,0.041,0.0
2024-01-01 02:30:00,0.0,0.09233333333333334,0.0
2024-01-01 02:45:00,0.0,0.13633333333333333,0.0
2024-01-01 03:00:00,0.0,0.041,0.0
2024-01-01 03:15:00,0.0,0.20566666666666666,0.0
2024-01-01 03:30:00,0.0,0.041,0.0
2024-01-01 03:45:00,0.0,0.041,0.0
2024-01-01 04:00:00,0.0,0.063,2.6666666666666665
2024-01-01 04:15:00,0.0,0.151,4.333333333333333
2024-01-01 04:30:00,0.0,0.11900000000000001,5.0
2024-01-01 04:45:00,0.0,0.14233333333333334,5.0
2024-01-01 05:00:00,0.0,0.041,0.0
2024-01-01 05:15:00,0.0,0.041,0.0
2024-01-01 05:30:00,0.0,0.041,0.0
2024-01-01 05:45:00,0.0,0.14366666666666666,0.0
2024-01-01 06:00:00,0.0,0.2116666666666667,0.0
2024-01-01 06:15:00,0.0,0.079,0.0
2024-01-01 06:30:00,0.0,0.041,0.0
2024-01-01 06:45:00,0.0,0.041,2.3333333333333335
2024-01-01 07:00:00,0.0,0.041,0.6666666666666666
2024-01-01 07:15:00,0.0,0.11433333333333333,0.0
2024-01-01 07:30:00,0.0,0.279,0.0
2024-01-01 07:45:00,0.0,0.041,0.0
2024-01-01 08:00:00,0.0,0.3075333333333333,0.0
2024-01-01 08:15:00,0.0,0.17426666666666665,0.0
2024-01-01 08:30:00,0.0,0.041,0.0
2024-01-01 08:45:00,0.0,0.15266666666666667,0.0
2024-01-01 09:00:00,0.0,0.258,0.0
2024-01-01 09:15:00,0.0,0.054,3.0
2024-01-01 09:30:00,0.0,0.054,0.0
2024-01-01 09:45:00,0.0,0.05226666666666667,0.0
2024-01-01 10:00:00,0.0,0.041,0.0
2024-01-01 10:15:00,0.0,0.18233333333333335,0.0
2024-01-01 10:30:00,0.0,0.189,0.0
2024-01-01 10:45:00,0.0,0.063,0.0
2024-01-01 11:00:00,0.0,0.041,0.0
2024-01-01 11:15:00,0.0,0.041,0.0
2024-01-01 11:30:00,0.0,0.041,0.0
2024-01-01 11:45:00,0.0,0.20566666666666666,0.0
2024-01-01 12:00:00,0.0,0.13633333333333333,0.0
2024-01-01 12:15:00,0.0,0.09233333333333334,0.0
2024-01-01 12:30:00,0.0,0.041,3.0
2024-01-01 12:45:00,0.0,0.041,0.0
2024-01-01 13:00:00,0.0,0.10433333333333333,0.0
2024-01-01 13:15:00,0.0,0.5421333333333334,0.0
2024-01-01 13:30:00,0.0,0.107,0.0
2024-01-01 13:45:00,0.0,0.12166666666666666,0.0
2024-01-01 14:00:00,0.0,0.041,0.0
2024-01-01 14:15:00,0.0,0.041,0.0
