,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.2005237423726735,0.0,0.0
2024-01-01 00:15:00,0.2005237423726735,0.0,0.3
2024-01-01 00:30:00,0.2005237423726735,0.0,1.5
2024-01-01 00:45:00,0.6707421052052743,0.0,0.5
2024-01-01 01:00:00,0.3752521973529143,0.0,0.0
2024-01-01 01:15:00,0.7287188640195811,0.0,0.0
2024-01-01 01:30:00,0.2642521973529143,0.0,0.0
2024-01-01 01:45:00,0.22655819328500684,0.0,0.0
2024-01-01 02:00:00,0.2502709950001173,0.0,0.0
2024-01-01 02:15:00,0.3555237423726735,0.0,0.6
2024-01-01 02:30:00,0.24185707570600684,0.0,1.5
2024-01-01 02:45:00,0.2005237423726735,0.0,1.5
2024-01-01 03:00:00,0.286398081807868,0.0,1.2
2024-01-01 03:15:00,0.2460333333333333,0.0,1.0
2024-01-01 03:30:00,0.3437,0.0,1.5
2024-01-01 03:45:00,0.2507,0.0,1.5
2024-01-01 04:00:00,0.18869999999999998,0.0,1.5
2024-01-01 04:15:00,0.5884999999999999,0.0,1.5
2024-01-01 04:30:00,0.18869999999999998,0.0,1.5
2024-01-01 04:45:00,0.4463666666666667,0.0,1.5
2024-01-01 05:00:00,0.30069999999999997,0.0,1.5
2024-01-01 05:15:00,0.18869999999999998,0.0,1.4
2024-01-01 05:30:00,0.18869999999999998,0.0,0.0
2024-01-01 05:45:00,0.18869999999999998,0.0,0.0
2024-01-01 06:00:00,0.32303333333333334,0.0,0.0
2024-01-01 06:15:00,0.2920333333333333,0.0,0.0
2024-01-01 06:30:00,0.6351733333333333,0.0,0.0
2024-01-01 06:45:00,0.075,0.0,0.0
2024-01-01 07:00:00,0.053,0.0,0.0
2024-01-01 07:15:00,0.17793333333333333,0.0,0.4
2024-01-01 07:30:00,0.19,7.333333333333333,1.5
2024-01-01 07:45:00,0.066,9.533333333333333,1.5
2024-01-01 08:00:00,0.07333333333333333,0.0,1.5
2024-01-01 08:15:00,0.16646666666666665,0.0,1.5
2024-01-01 08:30:00,0.16066666666666668,0.0,1.5
2024-01-01 08:45:00,0.20806666666666668,0.0,1.5
2024-01-01 09:00:00,0.066,0.0,1.0
2024-01-01 09:15:00,0.066,0.0,1.5
2024-01-01 09:30:00,0.066,0.0,1.4
2024-01-01 09:45:00,0.14854029298038857,0.0,0.0
2024-01-01 10:00:00,0.34955219735291426,0.0,0.1
2024-01-01 10:15:00,0.10568553068624764,0.0,1.5
2024-01-01 10:30:00,0.0975521973529143,0.0,1.5
2024-01-01 10:45:00,0.2079521973529143,0.0,1.5
2024-01-01 11:00:00,0.12818406578430477,0.7333333333333333,1.5
2024-01-01 11:15:00,0.2840666666666667,0.0,1.5
2024-01-01 11:30:00,1.2936666666666665,0.0,1.5
2024-01-01 11:45:00,2.1674945052548873,0.0,1.5
2024-01-01 12:00:00,0.21106994379349525,0.0,1.5
2024-01-01 12:15:00,0.2535759397255878,0.0,1.5
2024-01-01 12:30:00,0.2966426063922544,0.0,1.5
2024-01-01 12:45:00,0.7505759397255879,0.0,1.5
2024-01-01 13:00:00,0.20618814352426534,0.0,1.4
2024-01-01 13:15:00,0.24157064767717445,0.0,0.0
2024-01-01 13:30:00,0.3312426063922544,0.0,0.0
2024-01-01 13:45:00,0.3723759397255878,0.0,0.0
2024-01-01 14:00:00,0.18484260639225447,0.0,1.4
2024-01-01 14:15:00,0.09322294175954154,0.0,1.5
2024-01-01 14:30:00,0.059310439470582864,0.0,0.2
2024-01-01 14:45:00,0.053,0.0,0.0
2024-01-01 15:00:00,0.2343333333333333,0.0,0.0
2024-01-01 15:15:00,0.24133333333333334,0.0,0.0
2024-01-01 15:30:00,0.053,5.133333333333334,0.0
2024-01-01 15:45:00,0.053,0.0,0.0
2024-01-01 16:00:00,0.053,0.0,0.0
2024-01-01 16:15:00,0.177,0.0,0.0
2024-01-01 16:30:00,0.16666666666666666,0.0,0.0
2024-01-01 16:45:00,0.097,0.0,0.0
2024-01-01 17:00:00,0.14100000000000001,0.0,0.0
2024-01-01 17:15:00,0.053,0.0,0.0
2024-01-01 17:30:00,0.15633333333333332,0.0,0.0
2024-01-01 17:45:00,0.18733333333333332,0.0,0.0
2024-01-01 18:00:00,0.053,0.0,0.0
2024-01-01 18:15:00,0.053,0.0,0.0
2024-01-01 18:30:00,0.10433333333333333,0.0,0.0
2024-01-01 18:45:00,0.21633333333333335,0.0,0.0
2024-01-01 19:00:00,0.208,0.0,0.0
2024-01-01 19:15:00,0.053,0.0,0.0
2024-01-01 19:30:00,0.4528,0.0,0.0
2024-01-01 19:45:00,0.20309450525488765,0.0,0.0
2024-01-01 20:00:00,0.1465521973529143,0.0,0.0
2024-01-01 20:15:00,0.3202988640195809,0.0,0.2
2024-01-01 20:30:00,0.2447921973529143,0.0,1.5
2024-01-01 20:45:00,0.16242087894116572,0.0,1.5
2024-01-01 21:00:00,0.174,0.0,1.5
2024-01-01 21:15:00,0.21533333333333332,0.0,1.5
2024-01-01 21:30:00,0.329,0.0,1.5
2024-01-01 21:45:00,0.21533333333333332,0.0,1.5
2024-01-01 22:00:00,0.1270666666666667,0.0,1.5
2024-01-01 22:15:00,0.11900000000000001,0.0,1.5
2024-01-01 22:30:00,0.07366666666666667,0.0,1.5
2024-01-01 22:45:00,0.208,0.0,0.9
2024-01-01 23:00:00,0.11499999999999999,0.0,0.0
2024-01-01 23:15:00,0.053,5.133333333333334,0.0
2024-01-01 23:30:00,0.053,11.0,0.0
2024-01-01 23:45:00,0.12633333333333333,0.7333333333333333,0.0
2024-01-02 00:00:00,0.26666666666666666,0.0,0.0
2024-01-02 00:15:00,0.13566666666666666,0.0,0.0
2024-01-02 00:30:00,0.053,0.0,0.0
2024-01-02 00:45:00,0.053,0.0,0.0
2024-01-02 01:00:00,0.053,0.0,0.0
2024-01-02 01:15:00,0.18733333333333332,0.0,0.0
2024-01-02 01:30:00,0.23700000000000002,0.0,0.0
2024-01-02 01:45:00,0.10433333333333333,0.0,0.0
2024-01-02 02:00:00,0.053,0.0,0.0
2024-01-02 02:15:00,0.053,0.0,0.0
2024-01-02 02:30:00,0.16666666666666666,0.0,0.0
2024-01-02 02:45:00,0.177,0.0,0.0
2024-01-02 03:00:00,0.053,0.0,0.0
2024-01-02 03:15:00,0.14100000000000001,3.6666666666666665,0.0
2024-01-02 03:30:00,0.097,2.933333333333333,0.0
2024-01-02 03:45:00,0.146,0.0,0.0
2024-01-02 04:00:00,0.19766666666666666,0.0,0.0
2024-01-02 04:15:00,0.053,0.0,0.0
2024-01-02 04:30:00,0.053,0.0,0.0
2024-01-02 04:45:00,0.053,0.0,0.0
2024-01-02 05:00:00,0.22066666666666668,0.0,0.0
2024-01-02 05:15:00,0.24466666666666667,0.0,0.0
2024-01-02 05:30:00,0.06333333333333332,0.0,0.0
2024-01-02 05:45:00,0.053,0.0,0.0
2024-01-02 06:00:00,0.053,0.0,0.0
2024-01-02 06:15:00,0.10466666666666666,0.0,0.0
2024-01-02 06:30:00,0.208,0.0,0.0
2024-01-02 06:45:00,0.18666666666666665,0.0,0.0
2024-01-02 07:00:00,0.08233333333333334,0.0,0.0
2024-01-02 07:15:00,0.053,0.0,0.0
2024-01-02 07:30:00,0.084,0.0,0.0
2024-01-02 07:45:00,0.208,0.0,0.0
2024-01-02 08:00:00,0.10466666666666666,0.0,0.0
2024-01-02 08:15:00,0.1498,0.0,0.0
2024-01-02 08:30:00,0.284,0.0,0.0
2024-01-02 08:45:00,0.2063333333333333,0.0,0.0
2024-01-02 09:00:00,0.329,0.0,0.2
2024-01-02 09:15:00,0.24633333333333332,0.0,1.5
2024-01-02 09:30:00,0.1818,0.0,1.5
2024-01-02 09:45:00,0.08213333333333334,0.0,0.4
2024-01-02 10:00:00,0.07333333333333333,0.0,0.0
2024-01-02 10:15:00,1.1202666666666667,0.0,0.0
2024-01-02 10:30:00,0.29913333333333336,0.0,0.0
2024-01-02 10:45:00,0.053,0.0,1.1
2024-01-02 11:00:00,0.053,0.0,1.5
2024-01-02 11:15:00,0.053,0.0,0.5
2024-01-02 11:30:00,0.34659999999999996,0.0,0.0
2024-01-02 11:45:00,2.2323999999999997,0.0,0.0
2024-01-02 12:00:00,2.2266875456078323,0.0,0.0
2024-01-02 12:15:00,0.30388553068624763,0.0,0.0
2024-01-02 12:30:00,0.2546855306862476,0.0,0.0
2024-01-02 12:45:00,0.20088553068624765,0.0,0.0
2024-01-02 13:00:00,0.23188553068624762,0.0,0.0
2024-01-02 13:15:00,0.10306994379349527,0.0,0.0
2024-01-02 13:30:00,0.2138675151765897,0.0,0.0
2024-01-02 13:45:00,0.29582374237267345,0.0,0.6
2024-01-02 14:00:00,0.2684904090393402,0.0,1.5
2024-01-02 14:15:00,0.3408237423726735,0.0,1.2
2024-01-02 14:30:00,0.18188249491511568,0.0,0.2
2024-01-02 14:45:00,0.13671739911763808,0.0,1.5
2024-01-02 15:00:00,0.0975521973529143,0.0,1.5
2024-01-02 15:15:00,0.23728553068624764,0.0,0.2
2024-01-02 15:30:00,0.4762188640195809,0.0,1.3
2024-01-02 15:45:00,0.2357521973529143,0.0,1.5
2024-01-02 16:00:00,0.2055521973529143,0.0,1.5
2024-01-02 16:15:00,0.2276321973529143,0.0,0.3
2024-01-02 16:30:00,0.2068533333333333,0.0,0.0
2024-01-02 16:45:00,0.208,0.0,0.0
2024-01-02 17:00:00,0.5307999999999999,0.0,0.5
2024-01-02 17:15:00,0.14833333333333334,0.0,1.5
2024-01-02 17:30:00,0.10946666666666666,0.0,1.5
2024-01-02 17:45:00,0.1964,0.0,1.5
2024-01-02 18:00:00,0.342,0.0,1.5
2024-01-02 18:15:00,0.24900000000000003,0.0,1.5
2024-01-02 18:30:00,0.12246666666666667,0.0,1.5
2024-01-02 18:45:00,0.13808553068624765,0.0,0.5
2024-01-02 19:00:00,0.43908553068624767,0.0,0.7
2024-01-02 19:15:00,0.38070135893469664,0.0,1.5
2024-01-02 19:30:00,0.18710927305892114,0.0,1.5
2024-01-02 19:45:00,0.2173759397255878,0.0,0.2
2024-01-02 20:00:00,1.7858237423726737,0.0,0.8
2024-01-02 20:15:00,1.519157075706007,0.0,1.5
2024-01-02 20:30:00,0.3830617698379872,0.0,1.5
2024-01-02 20:45:00,0.9213426063922544,0.0,1.5
2024-01-02 21:00:00,0.2450759397255878,0.0,0.0
2024-01-02 21:15:00,0.3499426063922545,0.0,0.0
2024-01-02 21:30:00,0.36607593972558783,8.066666666666666,0.8
2024-01-02 21:45:00,0.4393973686863954,11.0,1.3
2024-01-02 22:00:00,0.45210433757124413,11.0,0.0
2024-01-02 22:15:00,0.399918864019581,8.066666666666666,0.0
2024-01-02 22:30:00,0.358118864019581,0.0,0.0
2024-01-02 22:45:00,0.22655819328500684,0.0,0.0
2024-01-02 23:00:00,0.32507593972558785,0.0,0.0
2024-01-02 23:15:00,0.3738988335883383,0.0,0.0
2024-01-02 23:30:00,0.3261904090393402,0.0,0.0
2024-01-02 23:45:00,0.3685237423726735,0.0,1.2
2024-01-03 00:00:00,0.4084098323163564,0.0,1.5
2024-01-03 00:15:00,0.4678333333333333,0.0,1.5
2024-01-03 00:30:00,0.4690333333333333,0.0,1.5
2024-01-03 00:45:00,0.23076666666666665,0.0,1.5
2024-01-03 01:00:00,0.18948824949151152,0.0,0.5
2024-01-03 01:15:00,0.2005237423726735,0.0,0.0
2024-01-03 01:30:00,0.25219040903934015,0.0,1.3
2024-01-03 01:45:00,0.42885707570600684,0.0,1.5
2024-01-03 02:00:00,0.24495707570600683,0.0,1.5
