,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.3283333333333333,0.0,0.0,0.0
2024-01-01 00:15:00,0.27666666666666667,0.0,0.0,0.0
2024-01-01 00:30:00,0.05,0.0,0.0,0.0
2024-01-01 00:45:00,0.05,0.0,0.0,0.6
2024-01-01 01:00:00,0.14533333333333334,0.0,0.0,3.0
2024-01-01 01:15:00,0.22066666666666668,0.0,0.0,2.4
2024-01-01 01:30:00,0.3846666666666667,0.0,0.0,0.0
2024-01-01 01:45:00,0.09366666666666666,0.0,0.0,0.0
2024-01-01 02:00:00,0.05,0.0,0.0,0.0
2024-01-01 02:15:00,0.05,0.0,0.0,0.0
2024-01-01 02:30:00,0.212,0.0,0.0,0.0
2024-01-01 02:45:00,0.3266666666666666,0.0,0.0,0.0
2024-01-01 03:00:00,0.25566666666666665,2.8,0.0,0.0
2024-01-01 03:15:00,0.05,0.0,0.0,0.0
2024-01-01 03:30:00,0.05,0.0,0.0,1.0
2024-01-01 03:45:00,0.10066666666666667,0.0,2.0,1.0
2024-01-01 04:00:00,0.29133333333333333,0.0,0.6666666666666666,1.0
2024-01-01 04:15:00,0.2783333333333333,0.0,5.0,2.0
2024-01-01 04:30:00,0.174,0.0,5.0,1.2
2024-01-01 04:45:00,0.05,0.0,1.6666666666666667,0.0
2024-01-01 05:00:00,0.06266666666666668,0.0,0.0,0.0
2024-01-01 05:15:00,0.23999999999999996,0.0,0.0,0.0
2024-01-01 05:30:00,0.206,0.0,0.0,0.0
2024-01-01 05:45:00,0.24266666666666667,0.0,0.6666666666666666,0.0
2024-01-01 06:00:00,0.5992666666666667,0.0,1.6666666666666667,1.2
2024-01-01 06:15:00,0.171,0.0,0.0,0.0
2024-01-01 06:30:00,0.7354666666666667,0.0,0.0,0.2
2024-01-01 06:45:00,0.8687333333333332,0.0,0.0,2.4
2024-01-01 07:00:00,0.17833333333333334,0.0,0.0,0.0
2024-01-01 07:15:00,0.6896000000000001,0.0,0.0,1.2
2024-01-01 07:30:00,0.2672666666666667,0.0,0.0,0.0
2024-01-01 07:45:00,0.17666666666666667,4.666666666666667,1.6666666666666667,0.0
2024-01-01 08:00:00,0.23999999999999996,4.2,0.6666666666666666,0.0
2024-01-01 08:15:00,0.06266666666666668,0.0,0.0,1.0
2024-01-01 08:30:00,0.05,0.0,0.0,3.0
2024-01-01 08:45:00,0.29,0.0,0.0,0.4
2024-01-01 09:00:00,0.21366666666666667,0.0,0.0,0.0
2024-01-01 09:15:00,0.23999999999999996,0.0,0.0,0.0
2024-01-01 09:30:00,0.10066666666666667,0.0,0.0,0.0
2024-01-01 09:45:00,0.05,0.0,0.0,0.0
2024-01-01 10:00:00,0.07066666666666667,0.0,1.6666666666666667,0.0
2024-01-01 10:15:00,0.32899999999999996,0.0,0.6666666666666666,0.0
2024-01-01 10:30:00,0.306,0.0,0.0,0.0
2024-01-01 10:45:00,0.13866666666666666,0.0,0.0,0.0
2024-01-01 11:00:00,0.05,0.0,0.0,0.0
2024-01-01 11:15:00,0.05,0.0,0.0,0.0
2024-01-01 11:30:00,0.11433333333333333,0.0,0.0,0.0
2024-01-01 11:45:00,0.4153333333333334,0.0,0.0,1.2
2024-01-01 12:00:00,0.26466666666666666,0.0,0.0,1.8
2024-01-01 12:15:00,0.05,0.0,0.0,1.6
2024-01-01 12:30:00,0.05,0.0,0.0,3.0
2024-01-01 12:45:00,0.05,0.0,0.0,0.2
2024-01-01 13:00:00,0.29733333333333334,0.0,2.3333333333333335,0.0
2024-01-01 13:15:00,0.7368,0.0,0.0,0.0
2024-01-01 13:30:00,0.16,0.0,0.0,0.0
2024-01-01 13:45:00,0.05,0.0,0.0,1.0
2024-01-01 14:00:00,0.05,0.0,0.0,0.6
2024-01-01 14:15:00,0.5764666666666667,0.0,0.0,1.2
2024-01-01 14:30:00,0.35366666666666663,0.0,0.0,0.0
2024-01-01 14:45:00,0.132,0.0,0.0,0.0
2024-01-01 15:00:00,0.16,0.0,0.0,0.4
2024-01-01 15:15:00,0.07200000000000001,0.0,0.0,3.0
2024-01-01 15:30:00,0.13866666666666666,0.0,0.0,3.0
2024-01-01 15:45:00,0.23999999999999996,0.0,0.0,0.2
2024-01-01 16:00:00,0.24533333333333332,0.0,0.6666666666666666,1.0
2024-01-01 16:15:00,0.081,0.0,1.6666666666666667,0.0
2024-01-01 16:30:00,0.14533333333333334,0.0,0.0,0.0
2024-01-01 16:45:00,0.14466666666666667,0.0,0.0,0.0
2024-01-01 17:00:00,0.23999999999999996,0.0,0.0,0.0
