,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.0,0.001,0.1894904090393402,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.24015707570600683,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.0628237423726735,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.17649040903934016,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.28578824949151155,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.073,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.10166666666666666,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.241,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.11433333333333333,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.13366666666666666,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.316,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.073,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.21566666666666665,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.19033333333333333,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.10266666666666667,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.316,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.10400000000000001,0.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.13966666666666666,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.241,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.09699999999999999,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.316,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.13499999999999998,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.06366666666666666,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.241,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.15233333333333332,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.30566666666666664,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.16599999999999998,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.17766666666666667,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.22833333333333333,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.27466666666666667,0.0,1.3333333333333333
2024-01-01 08:45:00,0.0,0.001,0.197,0.0,2.6666666666666665
2024-01-01 09:00:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.051,0.0,1.6666666666666667
2024-01-01 09:30:00,0.0,0.001,0.10166666666666666,0.0,3.0
2024-01-01 09:45:00,0.0,0.001,0.241,0.0,4.333333333333333
2024-01-01 10:00:00,0.0,0.001,0.307,0.0,2.6666666666666665
2024-01-01 10:15:00,0.0,0.001,0.228,6.533333333333333,0.0
2024-01-01 10:30:00,0.0,0.001,0.051,7.0,3.0
2024-01-01 10:45:00,0.0,0.001,0.051,6.066666666666666,0.3333333333333333
2024-01-01 11:00:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.21566666666666665,0.0,0.3333333333333333
2024-01-01 11:30:00,0.0,0.001,0.352,0.0,2.6666666666666665
2024-01-01 11:45:00,0.0,0.001,0.228,0.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.082,0.0,0.0
2024-01-01 12:15:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.13966666666666666,0.0,1.6666666666666667
2024-01-01 13:00:00,0.0,0.001,0.37166666666666665,2.3333333333333335,1.0
2024-01-01 13:15:00,0.0,0.001,0.2533333333333333,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.11299999999999999,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.051,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.06366666666666666,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.351,0.0,4.333333333333333
2024-01-01 14:45:00,0.0,0.001,0.319,0.0,0.0
2024-01-01 15:00:00,0.0006666666666666666,0.001,0.144,0.0,0.0
2024-01-01 15:15:00,1.2004666666666668,0.001,0.051,0.0,1.3333333333333333
2024-01-01 15:30:00,0.001,0.001,0.051,0.0,2.6666666666666665
2024-01-01 15:45:00,0.001,0.001,0.051,5.6,0.0
2024-01-01 16:00:00,0.001,0.001,0.6874666666666668,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.364,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.175,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.051,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.051,0.0,0.0
2024-01-01 17:15:00,2.25,0.001,0.051,0.0,0.0
2024-01-01 17:30:00,0.15026666666666666,0.001,0.21166666666666664,3.7333333333333334,0.0
2024-01-01 17:45:00,0.0,0.001,0.3456666666666667,0.4666666666666667,0.0
2024-01-01 18:00:00,0.0,0.001,0.28616117192155427,0.0,2.3333333333333335
2024-01-01 18:15:00,0.0,0.001,0.1487921973529143,0.0,1.3333333333333333
2024-01-01 18:30:00,0.0,0.001,0.24317886401958097,0.0,1.6666666666666667
2024-01-01 18:45:00,0.0,0.001,0.0955521973529143,0.0,1.3333333333333333
2024-01-01 19:00:00,0.0,0.001,0.20634044684442587,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.7202675151765897,0.0,0.0
