,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.3720681315686096,0.0,0.0
2024-01-01 00:15:00,0.001,0.3820733333333333,0.0,0.0
2024-01-01 00:30:00,0.001,0.15433333333333332,0.0,0.0
2024-01-01 00:45:00,0.001,0.7070666666666666,0.0,0.0
2024-01-01 01:00:00,0.001,0.25466666666666665,0.0,0.0
2024-01-01 01:15:00,0.001,0.21799999999999997,0.0,0.0
2024-01-01 01:30:00,0.001,0.298,0.0,0.0
2024-01-01 01:45:00,0.001,0.2508666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.053,0.0,0.0
2024-01-01 02:15:00,0.001,0.053,0.0,0.0
2024-01-01 02:30:00,0.001,0.14833333333333334,0.0,0.0
2024-01-01 02:45:00,0.001,0.13399999999999998,0.0,0.0
2024-01-01 03:00:00,0.001,0.6077999999999999,0.0,0.0
2024-01-01 03:15:00,0.001,0.07200407773996058,0.0,0.0
2024-01-01 03:30:00,0.001,0.0648237423726735,0.0,0.0
2024-01-01 03:45:00,0.001,0.0648237423726735,0.0,0.0
2024-01-01 04:00:00,0.001,0.1748237423726735,0.0,0.0
2024-01-01 04:15:00,0.001,0.21145899389813883,0.0,4.0
2024-01-01 04:30:00,0.001,0.13566666666666666,0.0,5.0
2024-01-01 04:45:00,0.001,0.053,0.0,0.0
2024-01-01 05:00:00,0.001,0.053,0.0,0.0
2024-01-01 05:15:00,0.001,0.06766666666666667,0.0,0.0
2024-01-01 05:30:00,0.001,0.225,0.0,0.0
2024-01-01 05:45:00,0.001,0.208,0.0,0.0
2024-01-01 06:00:00,0.001,0.053,0.0,0.0
2024-01-01 06:15:00,0.001,0.053,0.0,0.0
2024-01-01 06:30:00,0.001,0.053,0.0,3.0
2024-01-01 06:45:00,0.001,0.09273333333333333,0.0,5.0
2024-01-01 07:00:00,0.001,0.306,0.0,1.0
2024-01-01 07:15:00,0.001,0.6714,0.0,0.0
2024-01-01 07:30:00,0.001,0.066,0.0,0.0
2024-01-01 07:45:00,0.001,0.08959999999999999,0.0,0.0
2024-01-01 08:00:00,0.001,0.174,0.0,0.0
2024-01-01 08:15:00,0.001,0.2903333333333333,0.0,0.0
2024-01-01 08:30:00,0.001,0.3993333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.174,0.0,0.0
2024-01-01 09:00:00,0.001,0.18353333333333335,0.0,0.0
2024-01-01 09:15:00,0.001,0.066,0.0,0.0
2024-01-01 09:30:00,0.001,0.066,0.0,0.0
2024-01-01 09:45:00,0.001,0.3684,0.0,0.0
2024-01-01 10:00:00,0.21009531541237417,0.30893333333333334,0.0,0.0
2024-01-01 10:15:00,0.6512177418389324,0.174,0.0,0.0
2024-01-01 10:30:00,0.4137072442888054,0.7070666666666666,0.0,0.0
2024-01-01 10:45:00,0.16964365321084549,0.4405333333333334,0.0,0.0
2024-01-01 11:00:00,0.6030308412973945,0.3254,0.0,0.0
2024-01-01 11:15:00,1.1911661941981222,0.26066666666666666,0.0,0.0
2024-01-01 11:30:00,0.09525598664950095,3.751733333333333,0.0,0.0
2024-01-01 11:45:00,0.1389822423506404,2.5448,0.0,0.0
2024-01-01 12:00:00,0.4027552660211879,0.066,0.0,0.0
2024-01-01 12:15:00,0.7422495318685893,0.16113333333333335,0.0,0.0
2024-01-01 12:30:00,0.001,0.4252,0.0,1.0
2024-01-01 12:45:00,0.001,0.6712,0.0,2.3333333333333335
2024-01-01 13:00:00,0.001,0.5453333333333333,0.0,0.0
2024-01-01 13:15:00,0.001,0.22981886401958096,0.0,0.0
2024-01-01 13:30:00,0.001,0.2055521973529143,0.0,0.0
2024-01-01 13:45:00,0.001,0.2095521973529143,0.0,0.0
2024-01-01 14:00:00,0.001,0.2215521973529143,0.0,0.0
2024-01-01 14:15:00,0.001,0.3822985710391924,0.0,0.0
2024-01-01 14:30:00,0.001,0.34469999999999995,0.0,0.0
2024-01-01 14:45:00,0.001,0.31820983231635647,0.0,0.0
2024-01-01 15:00:00,0.001,0.3421904090393401,0.0,0.0
2024-01-01 15:15:00,0.001,0.4765237423726735,0.0,0.0
2024-01-01 15:30:00,0.001,0.7705675151765896,0.0,0.0
2024-01-01 15:45:00,0.001,1.4146759397255877,0.0,0.0
2024-01-01 16:00:00,0.08198752458236763,1.2270759397255877,0.0,0.0
2024-01-01 16:15:00,0.22577821760524625,0.34834644277651844,0.0,0.0
2024-01-01 16:30:00,1.1005373010781025,0.4509394831294632,0.0,0.0
2024-01-01 16:45:00,0.1826653497677094,0.4481904090393402,0.0,0.0
2024-01-01 17:00:00,0.137110304242186,0.8895904090393402,0.0,0.0
2024-01-01 17:15:00,0.2502079141020956,0.5153237423726734,0.0,0.0
2024-01-01 17:30:00,0.6559089073405496,0.4555237423726735,0.0,0.0
2024-01-01 17:45:00,0.12951676761525008,0.46485299796604623,0.0,0.0
2024-01-01 18:00:00,0.2676745865142295,0.5857,3.0,0.0
2024-01-01 18:15:00,1.5054608076497178,0.39837333333333336,15.0,0.0
2024-01-01 18:30:00,0.5942696089072896,0.3263979850784152,15.0,0.0
2024-01-01 18:45:00,0.1653275013284842,0.2935521973529143,15.0,0.0
2024-01-01 19:00:00,0.001,0.12233661046016193,1.0,2.0
2024-01-01 19:15:00,0.001,0.2100426063922545,0.0,1.3333333333333333
2024-01-01 19:30:00,0.001,0.5953023134118659,0.0,0.0
2024-01-01 19:45:00,0.001,0.1132237423726735,0.0,0.0
2024-01-01 20:00:00,0.001,0.23558057672298371,0.0,0.0
2024-01-01 20:15:00,0.001,0.2473333333333333,0.0,0.0
2024-01-01 20:30:00,0.001,0.21533333333333332,0.0,0.0
2024-01-01 20:45:00,0.001,0.4338666666666667,0.0,0.0
2024-01-01 21:00:00,0.001,0.3236672526274438,0.0,0.0
2024-01-01 21:15:00,0.001,0.3265521973529143,0.0,0.0
2024-01-01 21:30:00,0.001,0.3925521973529143,0.0,0.0
2024-01-01 21:45:00,0.001,0.7801051953189605,0.0,0.0
2024-01-01 22:00:00,0.001,0.4301092730589211,0.0,0.0
2024-01-01 22:15:00,0.001,0.4071759397255878,0.0,0.0
2024-01-01 22:30:00,0.001,0.31417593972558777,0.0,0.0
2024-01-01 22:45:00,0.001,0.33837593972558777,0.0,0.0
2024-01-01 23:00:00,0.001,0.41904260639225444,0.0,0.0
2024-01-01 23:15:00,0.001,0.4261601114771388,0.0,0.0
2024-01-01 23:30:00,0.001,0.4889077114275254,0.0,0.0
2024-01-01 23:45:00,0.001,0.24455707570600685,0.0,0.0
2024-01-02 00:00:00,0.001,0.12129040903934017,0.0,0.0
2024-01-02 00:15:00,0.001,0.0648237423726735,0.0,0.0
2024-01-02 00:30:00,0.001,0.15779232723147216,0.0,0.0
2024-01-02 00:45:00,0.001,0.22473333333333334,0.0,0.0
2024-01-02 01:00:00,0.001,0.25666666666666665,0.0,0.0
2024-01-02 01:15:00,0.001,0.174,0.0,0.0
2024-01-02 01:30:00,0.001,0.174,0.0,0.0
2024-01-02 01:45:00,0.001,0.7070666666666666,0.0,0.0
2024-01-02 02:00:00,0.001,0.4093266666666667,0.0,0.0
2024-01-02 02:15:00,0.001,0.3987,0.0,0.0
2024-01-02 02:30:00,0.001,0.18869999999999998,0.0,0.0
2024-01-02 02:45:00,0.001,0.18869999999999998,0.0,0.0
2024-01-02 03:00:00,0.001,0.18869999999999998,0.0,0.0
2024-01-02 03:15:00,0.001,0.20336666666666664,0.0,0.0
2024-01-02 03:30:00,0.001,0.4433666666666667,0.0,0.0
2024-01-02 03:45:00,0.001,0.7941,0.0,0.0
2024-01-02 04:00:00,0.001,0.4552333333333333,0.0,0.0
2024-01-02 04:15:00,0.001,0.18869999999999998,0.0,0.3333333333333333
2024-01-02 04:30:00,0.001,0.18869999999999998,0.0,4.333333333333333
2024-01-02 04:45:00,0.001,0.29036666666666666,2.0,0.0
2024-01-02 05:00:00,0.001,0.4287,9.0,0.0
2024-01-02 05:15:00,0.001,0.5884999999999999,0.0,0.0
2024-01-02 05:30:00,0.001,0.18869999999999998,0.0,0.0
2024-01-02 05:45:00,0.001,0.18869999999999998,0.0,0.0
2024-01-02 06:00:00,0.001,0.18869999999999998,0.0,0.0
2024-01-02 06:15:00,0.001,0.2610466666666667,0.0,0.0
2024-01-02 06:30:00,0.001,0.19566666666666668,0.0,0.0
2024-01-02 06:45:00,0.001,0.053,0.0,0.0
2024-01-02 07:00:00,0.001,0.053,0.0,0.0
2024-01-02 07:15:00,0.001,0.053,0.0,0.0
2024-01-02 07:30:00,0.001,0.13566666666666669,0.0,0.0
2024-01-02 07:45:00,0.001,0.246,0.0,0.0
2024-01-02 08:00:00,0.001,0.11900000000000001,0.0,0.0
2024-01-02 08:15:00,0.001,0.053,0.0,0.0
2024-01-02 08:30:00,0.001,0.053,0.0,0.0
2024-01-02 08:45:00,0.001,0.06333333333333332,0.0,0.0
2024-01-02 09:00:00,0.001,0.21194124745755785,0.0,0.0
2024-01-02 09:15:00,0.001,0.18982374237267352,0.0,0.0
2024-01-02 09:30:00,0.001,0.11615707570600685,0.0,0.0
2024-01-02 09:45:00,0.001,0.0648237423726735,0.0,0.0
2024-01-02 10:00:00,0.001,0.13719707570600684,0.0,0.0
2024-01-02 10:15:00,0.001,0.6933237423726735,0.0,0.0
2024-01-02 10:30:00,0.001,0.4352764989830231,0.0,0.0
2024-01-02 10:45:00,0.001,0.3977,0.0,0.0
2024-01-02 11:00:00,0.001,0.3463666666666666,0.0,0.0
2024-01-02 11:15:00,0.001,1.7490999999999999,0.0,0.0
2024-01-02 11:30:00,0.001,2.0896333333333335,0.0,2.3333333333333335
2024-01-02 11:45:00,0.001,0.3679,0.0,1.0
2024-01-02 12:00:00,0.001,0.23003333333333334,0.0,0.0
2024-01-02 12:15:00,0.001,0.37106091209027076,0.0,0.0
2024-01-02 12:30:00,0.001,0.3435237423726735,0.0,0.0
2024-01-02 12:45:00,0.001,0.5052570757060069,0.0,0.0
2024-01-02 13:00:00,0.001,0.6368570757060067,0.0,0.0
2024-01-02 13:15:00,0.001,1.04699040903934,0.0,0.0
2024-01-02 13:30:00,0.001,0.4491549161581782,2.0,0.0
2024-01-02 13:45:00,0.001,0.5046333333333334,15.0,0.0
2024-01-02 14:00:00,0.001,0.8178333333333333,1.0,0.0
2024-01-02 14:15:00,0.001,0.3407,0.0,0.0
2024-01-02 14:30:00,0.001,0.4647,0.0,0.0
2024-01-02 14:45:00,0.001,0.7625799999999999,0.0,0.0
2024-01-02 15:00:00,0.001,0.42596666666666666,0.0,0.0
2024-01-02 15:15:00,0.001,0.7100979850784152,0.0,0.0
2024-01-02 15:30:00,0.001,0.2686521973529143,0.0,0.0
2024-01-02 15:45:00,0.001,0.45491886401958104,0.0,0.0
2024-01-02 16:00:00,0.0687316897825012,0.41058553068624765,0.0,0.0
2024-01-02 16:15:00,0.22682445028681286,0.3408934448104721,0.0,0.0
2024-01-02 16:30:00,1.0480917842527124,0.8916605555295345,0.0,0.0
2024-01-02 16:45:00,0.23935650167967457,0.3352237423726735,0.0,0.0
2024-01-02 17:00:00,0.13825657016981338,1.1790904090393401,0.0,0.0
2024-01-02 17:15:00,0.23973158958077476,0.5668237423726735,0.0,0.0
2024-01-02 17:30:00,0.6691374043641064,3.0778942454236047,0.0,0.0
2024-01-02 17:45:00,0.12481499771125158,0.27799999999999997,0.0,0.0
2024-01-02 18:00:00,0.25295079774059637,0.32933333333333337,0.0,0.0
2024-01-02 18:15:00,1.3412469755805598,0.2603333333333333,0.0,0.0
2024-01-02 18:30:00,0.7702320920242269,0.2896666666666667,0.0,0.0
2024-01-02 18:45:00,0.16249106075250772,0.20483141514120137,0.0,0.0
2024-01-02 19:00:00,0.21353011618250387,0.2173759397255878,0.0,0.3333333333333333
2024-01-02 19:15:00,0.4998862558393829,0.2657759397255878,0.0,2.6666666666666665
2024-01-02 19:30:00,0.30985465272307805,0.8041759397255878,0.0,0.0
2024-01-02 19:45:00,0.001,0.9817759397255877,0.0,0.0
2024-01-02 20:00:00,0.001,1.0264426063922545,0.0,0.0
2024-01-02 20:15:00,0.001,0.7314201658196932,0.0,0.0
2024-01-02 20:30:00,0.001,0.3068237423726735,0.0,0.0
2024-01-02 20:45:00,0.001,0.3068237423726735,0.0,0.0
2024-01-02 21:00:00,0.001,0.3794237423726735,0.0,0.0
2024-01-02 21:15:00,0.001,0.4851570757060068,5.0,0.0
2024-01-02 21:30:00,0.001,0.5232921669216716,11.0,0.0
2024-01-02 21:45:00,0.001,0.4638286963359375,0.0,0.0
2024-01-02 22:00:00,0.001,0.4638286963359375,0.0,0.0
2024-01-02 22:15:00,0.001,0.4740759397255878,0.0,0.0
2024-01-02 22:30:00,0.001,0.6314092730589211,0.0,0.0
2024-01-02 22:45:00,0.001,0.6584092730589212,0.0,0.0
2024-01-02 23:00:00,0.001,0.4477559397255878,0.0,0.0
2024-01-02 23:15:00,0.001,0.5281394407425647,0.0,0.0
2024-01-02 23:30:00,0.001,0.3589575861307805,0.0,0.0
2024-01-02 23:45:00,0.001,0.3215237423726735,0.0,0.0
2024-01-03 00:00:00,0.001,0.6165237423726734,0.0,0.0
2024-01-03 00:15:00,0.001,0.5295237423726735,0.0,0.0
2024-01-03 00:30:00,0.001,0.4425237423726735,0.0,0.0
2024-01-03 00:45:00,0.001,0.43445707570600683,0.0,0.0
2024-01-03 01:00:00,0.001,0.3183707444066272,0.0,0.0
2024-01-03 01:15:00,0.001,0.37249999999999994,0.0,0.0
2024-01-03 01:30:00,0.001,0.4433666666666667,0.0,0.0
2024-01-03 01:45:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 02:00:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 02:15:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 02:30:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 02:45:00,0.001,0.3730333333333334,0.0,0.0
2024-01-03 03:00:00,0.001,0.34603333333333336,0.0,0.0
2024-01-03 03:15:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 03:30:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 03:45:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 04:00:00,0.001,0.27136666666666664,0.0,0.0
2024-01-03 04:15:00,0.001,0.3670333333333333,0.0,3.0
2024-01-03 04:30:00,0.001,0.26936666666666664,0.0,0.0
2024-01-03 04:45:00,0.001,0.053,0.0,0.0
2024-01-03 05:00:00,0.001,0.053,0.0,0.0
2024-01-03 05:15:00,0.001,0.06333333333333332,0.0,0.0
2024-01-03 05:30:00,0.001,0.208,0.0,0.0
2024-01-03 05:45:00,0.001,0.16333333333333336,0.0,0.0
2024-01-03 06:00:00,0.001,0.11900000000000001,0.0,0.0
2024-01-03 06:15:00,0.001,0.053,0.0,0.0
2024-01-03 06:30:00,0.001,0.053,0.0,0.0
2024-01-03 06:45:00,0.001,0.146,0.0,0.0
2024-01-03 07:00:00,0.001,0.177,0.0,0.0
2024-01-03 07:15:00,0.001,0.13846666666666665,0.0,0.0
2024-01-03 07:30:00,0.001,0.11733333333333333,8.0,0.0
2024-01-03 07:45:00,0.001,0.066,12.0,0.0
2024-01-03 08:00:00,0.001,0.08666666666666667,0.0,0.0
2024-01-03 08:15:00,0.001,0.21146666666666664,0.0,0.0
2024-01-03 08:30:00,0.001,0.09433333333333334,0.0,0.0
2024-01-03 08:45:00,0.001,0.14100000000000001,0.0,0.0
2024-01-03 09:00:00,0.001,0.08966666666666666,0.0,0.0
2024-01-03 09:15:00,0.001,0.08034523770585907,0.0,0.0
2024-01-03 09:30:00,0.001,0.2982855306862476,0.0,0.0
2024-01-03 09:45:00,0.001,0.598018864019581,0.0,0.0
2024-01-03 10:00:00,0.001,0.5389521973529143,0.0,0.0
2024-01-03 10:15:00,0.001,0.2761153841960533,3.0,3.3333333333333335
2024-01-03 10:30:00,0.001,0.16599999999999998,0.0,0.0
2024-01-03 10:45:00,0.001,0.2793333333333333,0.0,0.0
2024-01-03 11:00:00,0.001,0.208,0.0,0.0
2024-01-03 11:15:00,0.001,0.48380000000000006,0.0,0.0
2024-01-03 11:30:00,0.001,1.0216666666666667,0.0,0.0
2024-01-03 11:45:00,0.001,1.935266666666667,0.0,0.0
2024-01-03 12:00:00,0.001,1.497458993898139,0.0,0.0
2024-01-03 12:15:00,0.001,3.65749040903934,0.0,0.0
2024-01-03 12:30:00,0.001,2.1835570757060068,0.0,0.0
2024-01-03 12:45:00,0.001,0.8528904090393402,0.0,0.0
2024-01-03 13:00:00,0.001,0.33315299796604625,0.0,0.0
2024-01-03 13:15:00,0.001,0.4106666666666667,0.0,0.0
2024-01-03 13:30:00,0.001,0.6926666666666667,0.0,0.0
2024-01-03 13:45:00,0.001,0.342,0.0,0.0
2024-01-03 14:00:00,0.001,0.08666666666666667,0.0,0.0
2024-01-03 14:15:00,0.001,0.066,0.0,0.0
2024-01-03 14:30:00,0.001,0.10093333333333333,0.0,0.0
2024-01-03 14:45:00,0.001,0.14100000000000001,0.0,0.0
2024-01-03 15:00:00,0.001,0.19313333333333332,0.0,0.0
2024-01-03 15:15:00,0.001,0.33937333333333336,0.0,0.0
2024-01-03 15:30:00,0.001,0.7181707444066273,0.0,0.0
2024-01-03 15:45:00,0.001,0.36185707570600684,0.0,0.0
2024-01-03 16:00:00,0.001,0.49385707570600684,0.0,0.0
2024-01-03 16:15:00,0.001,0.5667354928811619,0.0,0.0
2024-01-03 16:30:00,0.001,0.4647,0.0,0.0
2024-01-03 16:45:00,0.001,0.3200333333333333,0.0,0.0
2024-01-03 17:00:00,0.001,0.19676666666666665,0.0,0.0
2024-01-03 17:15:00,0.001,0.18869999999999998,0.0,0.0
2024-01-03 17:30:00,0.001,0.2547,0.0,2.3333333333333335
2024-01-03 17:45:00,0.001,0.38170000000000004,0.0,0.6666666666666666
2024-01-03 18:00:00,0.001,0.6755,0.0,0.0
2024-01-03 18:15:00,0.001,0.4075666666666667,0.0,0.0
2024-01-03 18:30:00,0.001,0.3353208789411657,0.0,0.0
2024-01-03 18:45:00,0.001,0.3542521973529143,0.0,0.0
2024-01-03 19:00:00,0.001,0.49770711351109254,0.0,0.0
2024-01-03 19:15:00,0.001,0.6618759397255878,0.0,0.0
2024-01-03 19:30:00,0.001,0.4870759397255878,0.0,0.0
2024-01-03 19:45:00,0.001,0.36607593972558783,0.0,0.0
2024-01-03 20:00:00,0.001,0.7214359397255878,0.0,0.0
2024-01-03 20:15:00,0.001,0.29945158096089447,0.0,0.0
2024-01-03 20:30:00,0.001,0.4565876902340762,0.0,0.0
2024-01-03 20:45:00,0.001,0.31904260639225446,0.0,0.0
2024-01-03 21:00:00,0.001,0.6171759397255878,0.0,0.0
2024-01-03 21:15:00,0.001,0.30610927305892116,0.0,0.0
2024-01-03 21:30:00,0.001,0.22544260639225447,0.0,0.0
2024-01-03 21:45:00,0.001,0.28970927305892114,0.0,0.0
2024-01-03 22:00:00,0.001,0.5023759397255878,14.0,0.0
2024-01-03 22:15:00,0.001,0.2851844131072477,6.0,0.0
2024-01-03 22:30:00,0.001,0.2741084245489981,0.0,0.0
2024-01-03 22:45:00,0.001,0.3368855306862476,0.0,0.0
2024-01-03 23:00:00,0.001,0.33261886401958096,0.0,0.0
2024-01-03 23:15:00,0.001,0.49621886401958093,0.0,0.0
2024-01-03 23:30:00,0.001,0.49855219735291434,0.0,0.0
2024-01-03 23:45:00,0.001,0.29920695964705524,0.0,0.0
2024-01-04 00:00:00,0.001,0.24659999999999999,0.0,0.0
