,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.4824680256013633,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.3148092730589211,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.34707593972558776,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.3553744748236449,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.4108570757060068,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.41685707570600683,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.2901237423726735,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.1945237423726735,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.5848647484745347,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.2905,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.3786098323163565,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.4801904090393402,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.3155237423726735,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.21601040903934016,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.09915707570600683,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.12190983231635648,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.16166666666666665,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.14833333333333334,0.0,1.8
2024-01-01 04:30:00,0.001,0.001,0.047,0.0,1.6
2024-01-01 04:45:00,0.001,0.001,0.047,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.047,0.0,1.2
2024-01-01 05:15:00,0.001,0.001,0.1423333333333333,0.0,3.0
2024-01-01 05:30:00,0.001,0.001,0.21566666666666665,0.0,3.0
2024-01-01 05:45:00,0.001,0.001,0.07233333333333333,0.0,3.0
2024-01-01 06:00:00,0.001,0.001,0.047,0.0,1.8
2024-01-01 06:15:00,0.001,0.001,1.0292,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,1.3023333333333333,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.7647333333333334,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.19366666666666665,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.047,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.047,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.047,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.07633333333333334,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.7784666666666666,0.0,1.2
2024-01-01 08:30:00,0.001,0.001,0.16856666666666664,0.0,1.2
2024-01-01 08:45:00,0.001,0.001,0.19569999999999999,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.19569999999999999,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.19483333333333333,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.6407666666666666,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.4821,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,1.9166999999999998,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,1.5398382780588036,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.34565219735291436,0.0,0.0
2024-01-01 10:45:00,0.9887669884116619,0.001,0.34825219735291435,0.0,0.0
2024-01-01 11:00:00,1.9270935187488678,0.001,0.5490388640195809,0.0,0.0
2024-01-01 11:15:00,1.7897319924923003,0.001,0.37991886401958097,0.0,0.0
2024-01-01 11:30:00,0.5252236169965309,0.001,0.21797161139213717,0.0,0.0
2024-01-01 11:45:00,1.0781792581538319,0.001,0.5824999999999999,0.0,0.6
2024-01-01 12:00:00,0.7991305740280013,0.001,0.19136666666666666,0.0,1.6
2024-01-01 12:15:00,1.006747267478339,0.001,0.19885299796604625,0.0,0.0
2024-01-01 12:30:00,0.23766545013505083,0.001,0.4463973686863954,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.3582759397255878,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.35834260639225446,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.3600759397255878,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.3600759397255878,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.3927426063922545,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.5925814344707002,0.0,0.0
2024-01-01 14:15:00,0.001,0.09392164779051025,0.2417057932353935,0.0,0.0
2024-01-01 14:30:00,0.001,0.2165984273480836,0.2390759397255878,0.0,0.0
2024-01-01 14:45:00,0.001,1.1430523432723534,0.7721426063922545,0.0,0.0
2024-01-01 15:00:00,0.001,0.1447400146355617,0.2390759397255878,0.0,0.0
2024-01-01 15:15:00,0.001,0.1411019904780345,1.1693426063922545,0.0,0.0
2024-01-01 15:30:00,0.001,0.2720530160899676,0.3890759397255878,0.0,0.0
2024-01-01 15:45:00,1.5960292412518486,0.6309848638715755,0.2260759397255878,0.0,0.0
2024-01-01 16:00:00,1.9486174013484907,0.12937987831482983,0.2692272221962011,0.0,2.2
2024-01-01 16:15:00,1.5492703100199001,0.27823892558351815,0.3439229417595416,0.0,0.0
2024-01-01 16:30:00,0.3060760621231199,1.4867765731130198,0.34549944074256467,0.0,0.0
2024-01-01 16:45:00,1.1220097045281472,0.001,0.5682759397255878,0.0,0.0
2024-01-01 17:00:00,1.047406645034263,0.001,0.8332092730589211,0.0,0.0
2024-01-01 17:15:00,0.27557112107456333,0.001,0.2955426063922545,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.30360927305892116,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.3462051953189606,0.0,0.0
2024-01-01 18:00:00,0.001,0.0687316897825012,0.46587073245097144,0.0,0.0
2024-01-01 18:15:00,0.001,0.22682445028681286,0.515436610460162,0.0,0.0
2024-01-01 18:30:00,0.001,1.0480917842527124,0.5316759397255878,0.0,0.0
2024-01-01 18:45:00,0.001,0.23935650167967457,0.7296092730589212,0.0,0.0
2024-01-01 19:00:00,0.001,0.13825657016981338,0.35200927305892116,0.0,0.0
2024-01-01 19:15:00,0.001,0.23973158958077476,0.3600759397255878,0.0,0.0
2024-01-01 19:30:00,0.001,0.6691374043641064,0.5877292730589211,0.0,1.0
2024-01-01 19:45:00,0.001,0.12481499771125158,0.876209273058921,0.0,1.2
2024-01-01 20:00:00,0.001,0.25295079774059637,0.37640927305892113,0.0,0.0
2024-01-01 20:15:00,0.001,1.3412469755805598,0.3522759397255878,0.0,0.0
2024-01-01 20:30:00,0.001,0.7702320920242269,0.3600759397255878,0.0,0.0
2024-01-01 20:45:00,0.001,0.16249106075250772,0.41147593972558777,0.0,0.0
2024-01-01 21:00:00,0.001,0.21353011618250387,0.4797492730589211,0.0,0.0
2024-01-01 21:15:00,0.001,0.10080473290646645,0.4253759397255878,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.3075559397255878,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.32387593972558787,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.3600759397255878,0.0,0.0
2024-01-01 22:15:00,0.11525299393937072,0.001,0.4614092730589211,0.0,0.0
2024-01-01 22:30:00,1.6984739823927635,0.001,0.45274260639225444,0.0,0.0
2024-01-01 22:45:00,1.9571921555028464,0.001,0.4467426063922545,0.0,0.0
2024-01-01 23:00:00,1.9777871676156922,0.001,0.3496759397255878,0.0,0.0
2024-01-01 23:15:00,1.2913192803479392,0.001,0.3600759397255878,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.7518092730589211,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.4037426063922545,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.2872562750928749,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.30058553068624766,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.28371886401958096,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.34738553068624767,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.39858553068624764,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.43658553068624767,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.41095027916078236,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.30160927305892116,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.6258759397255879,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.2260759397255878,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.3654092730589211,0.0,0.0
