,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.042,0.0,0.0
2024-01-01 00:15:00,0.001,0.23393333333333333,0.0,1.0
2024-01-01 00:30:00,0.001,0.5371333333333332,0.0,2.6
2024-01-01 00:45:00,0.001,0.042,0.0,3.0
2024-01-01 01:00:00,0.001,0.042,0.0,0.6
2024-01-01 01:15:00,0.001,0.042,0.0,0.0
2024-01-01 01:30:00,0.001,0.042,0.0,0.0
2024-01-01 01:45:00,0.001,0.13,0.0,0.0
2024-01-01 02:00:00,0.001,0.108,0.0,0.0
2024-01-01 02:15:00,0.001,0.042,0.0,0.0
2024-01-01 02:30:00,0.001,0.042,0.0,0.0
2024-01-01 02:45:00,0.001,0.042,0.0,0.0
2024-01-01 03:00:00,0.001,0.04933333333333333,0.0,0.0
2024-01-01 03:15:00,0.001,0.152,0.0,0.0
2024-01-01 03:30:00,0.001,0.07866666666666666,0.0,0.0
2024-01-01 03:45:00,0.001,0.042,0.0,0.0
2024-01-01 04:00:00,0.001,0.042,0.0,0.0
2024-01-01 04:15:00,0.001,0.042,0.0,0.0
2024-01-01 04:30:00,0.001,0.07866666666666666,1.6,0.0
2024-01-01 04:45:00,0.001,0.152,3.0,0.0
2024-01-01 05:00:00,0.001,0.04933333333333333,2.6,0.0
2024-01-01 05:15:00,0.001,0.042,0.0,0.0
2024-01-01 05:30:00,0.001,0.042,1.0,0.0
2024-01-01 05:45:00,0.001,0.042,2.2,0.0
2024-01-01 06:00:00,0.001,0.10800000000000001,0.0,0.0
2024-01-01 06:15:00,0.001,0.13,0.0,0.0
2024-01-01 06:30:00,0.001,0.042,0.0,0.0
2024-01-01 06:45:00,0.001,0.042,0.0,0.0
2024-01-01 07:00:00,0.001,0.042,0.0,0.0
2024-01-01 07:15:00,0.001,0.042,0.0,0.0
2024-01-01 07:30:00,0.001,0.13733333333333334,0.0,0.0
2024-01-01 07:45:00,0.001,0.10066666666666667,0.0,0.0
2024-01-01 08:00:00,0.001,0.042,0.0,0.0
2024-01-01 08:15:00,0.001,0.042,0.0,0.0
2024-01-01 08:30:00,0.001,0.042,0.0,0.0
2024-01-01 08:45:00,0.001,0.05666666666666667,0.0,2.4
2024-01-01 09:00:00,0.001,0.2866666666666667,0.0,2.0
2024-01-01 09:15:00,0.001,0.16233333333333333,2.4,3.0
2024-01-01 09:30:00,0.001,0.133,0.0,2.4
2024-01-01 09:45:00,0.001,0.133,0.0,0.0
2024-01-01 10:00:00,0.001,0.10873333333333333,0.0,0.0
2024-01-01 10:15:00,0.001,0.1487701464901943,0.0,1.8
2024-01-01 10:30:00,0.001,0.27455219735291425,0.0,3.0
2024-01-01 10:45:00,0.001,0.1645521973529143,0.0,3.0
2024-01-01 11:00:00,0.001,0.1645521973529143,0.0,3.0
2024-01-01 11:15:00,0.001,0.1357953630026041,0.0,3.0
2024-01-01 11:30:00,0.001,0.07906550025500493,0.0,2.6
2024-01-01 11:45:00,0.001,0.1436147678040335,0.0,1.8
2024-01-01 12:00:00,0.001,0.7909759397255879,0.0,3.0
2024-01-01 12:15:00,0.001,0.1893759397255878,0.0,0.2
2024-01-01 12:30:00,0.001,0.17991694582744902,1.4,3.0
2024-01-01 12:45:00,0.001,0.17928960842620822,0.4,0.0
2024-01-01 13:00:00,0.001,0.22846550025500495,0.0,1.4
2024-01-01 13:15:00,0.001,0.30904260639225445,0.0,2.6
2024-01-01 13:30:00,0.001,0.25770927305892116,0.0,0.0
2024-01-01 13:45:00,0.001,0.20637593972558782,0.0,0.0
2024-01-01 14:00:00,0.001,0.14912102356740956,0.0,0.0
2024-01-01 14:15:00,0.001,0.07355219735291431,0.0,1.4
2024-01-01 14:30:00,0.001,0.09555219735291431,0.0,0.0
2024-01-01 14:45:00,0.001,0.1835521973529143,0.0,1.0
2024-01-01 15:00:00,0.001,0.08652435876469335,0.0,0.6
2024-01-01 15:15:00,0.001,0.06603549288116194,0.0,1.8
2024-01-01 15:30:00,0.001,0.08996202043147733,0.0,0.0
2024-01-01 15:45:00,0.001,0.09837593972558781,0.0,0.0
2024-01-01 16:00:00,0.001,0.13930927305892113,0.0,0.0
2024-01-01 16:15:00,0.001,0.1825248599516735,0.0,0.4
2024-01-01 16:30:00,0.001,0.07355219735291431,1.0,3.0
2024-01-01 16:45:00,0.001,0.3345588971686861,0.8,0.2
2024-01-01 17:00:00,0.001,0.43075707570600685,0.0,0.0
2024-01-01 17:15:00,0.001,0.0538237423726735,0.0,0.8
2024-01-01 17:30:00,0.001,0.13449040903934018,0.0,1.2
2024-01-01 17:45:00,0.001,0.11690983231635646,0.0,0.0
2024-01-01 18:00:00,0.001,0.5774314151412013,0.0,1.6
2024-01-01 18:15:00,0.001,0.0538237423726735,0.0,2.2
2024-01-01 18:30:00,0.001,0.0538237423726735,0.0,2.0
2024-01-01 18:45:00,0.001,0.05989040903934017,0.0,0.4
2024-01-01 19:00:00,0.001,0.17682374237267354,0.0,0.6
2024-01-01 19:15:00,0.001,0.10688249491511567,0.0,0.0
2024-01-01 19:30:00,0.001,0.0620942454236041,0.0,0.0
2024-01-01 19:45:00,0.001,0.06335707570600684,0.0,0.0
2024-01-01 20:00:00,0.001,0.0538237423726735,0.0,0.0
2024-01-01 20:15:00,0.001,0.19415707570600685,0.0,0.0
2024-01-01 20:30:00,0.001,0.7756237423726735,1.4,0.0
2024-01-01 20:45:00,0.001,0.28259388886286785,0.4,0.0
2024-01-01 21:00:00,0.10233478986486258,0.2973759397255878,0.0,0.0
2024-01-01 21:15:00,0.36330937265511193,0.25490927305892114,0.0,0.0
2024-01-01 21:30:00,0.7448434248549539,0.12570927305892116,0.0,0.0
2024-01-01 21:45:00,0.12795766130169658,0.5438426063922546,0.0,0.0
2024-01-01 22:00:00,0.18132711716955444,0.27750927305892115,0.0,0.0
2024-01-01 22:15:00,1.1661397118533803,0.19375506078442212,0.0,2.6
2024-01-01 22:30:00,0.596649559355055,0.20637593972558782,0.0,3.0
2024-01-01 22:45:00,0.12117046888454211,0.20637593972558782,0.0,2.2
2024-01-01 23:00:00,0.2824425081346481,0.20637593972558782,0.0,0.0
2024-01-01 23:15:00,0.9319294030625876,0.2943759397255878,0.0,0.0
2024-01-01 23:30:00,0.001,0.2652816943019837,0.0,0.0
2024-01-01 23:45:00,0.001,0.18928683248635977,0.0,1.4
2024-01-02 00:00:00,0.001,0.5100904090393402,0.0,2.0
2024-01-02 00:15:00,0.001,0.0538237423726735,0.0,0.0
2024-01-02 00:30:00,0.001,0.06115707570600683,0.0,0.0
2024-01-02 00:45:00,0.001,0.1638237423726735,0.0,3.0
2024-01-02 01:00:00,0.001,0.08812566056480547,0.0,1.0
2024-01-02 01:15:00,0.001,0.042,0.0,0.0
2024-01-02 01:30:00,0.001,0.44179999999999997,0.0,0.0
2024-01-02 01:45:00,0.001,0.44179999999999997,0.0,0.0
2024-01-02 02:00:00,0.001,0.47846666666666665,0.0,1.8
2024-01-02 02:15:00,0.001,0.28526666666666667,0.0,0.0
2024-01-02 02:30:00,0.001,0.04933333333333333,0.0,0.0
2024-01-02 02:45:00,0.001,0.042,0.0,0.0
2024-01-02 03:00:00,0.001,0.042,0.0,2.0
2024-01-02 03:15:00,0.001,0.042,0.0,1.4
2024-01-02 03:30:00,0.001,0.10800000000000001,0.0,0.0
2024-01-02 03:45:00,0.001,0.6630666666666667,0.0,0.0
2024-01-02 04:00:00,0.001,0.042,0.0,0.0
2024-01-02 04:15:00,0.001,0.042,0.8,0.0
2024-01-02 04:30:00,0.001,0.0446,2.0,0.0
2024-01-02 04:45:00,0.001,0.055,0.0,0.0
2024-01-02 05:00:00,0.001,0.15033333333333332,0.0,1.8
2024-01-02 05:15:00,0.001,0.11366666666666667,0.0,0.0
2024-01-02 05:30:00,0.001,0.055,0.0,0.0
2024-01-02 05:45:00,0.001,0.04373333333333333,0.0,0.0
2024-01-02 06:00:00,0.001,0.042,0.0,0.0
2024-01-02 06:15:00,0.001,0.05666666666666667,0.0,0.0
2024-01-02 06:30:00,0.001,0.152,0.0,0.0
2024-01-02 06:45:00,0.001,0.07133333333333333,0.0,0.0
2024-01-02 07:00:00,0.001,0.042,0.0,1.2
2024-01-02 07:15:00,0.001,0.042,0.0,0.4
2024-01-02 07:30:00,0.001,0.042,0.0,0.0
2024-01-02 07:45:00,0.001,0.08600000000000001,0.0,0.0
2024-01-02 08:00:00,0.001,0.152,0.0,0.0
2024-01-02 08:15:00,0.001,0.042,0.0,0.0
2024-01-02 08:30:00,0.001,0.048933333333333336,0.0,0.0
2024-01-02 08:45:00,0.001,0.055,0.0,1.2
2024-01-02 09:00:00,0.001,0.055,0.0,0.0
2024-01-02 09:15:00,0.001,0.12833333333333333,1.8,0.0
2024-01-02 09:30:00,0.001,0.12526666666666667,0.0,0.0
2024-01-02 09:45:00,0.001,0.042,0.0,0.0
2024-01-02 10:00:00,0.001,0.042,0.0,0.0
2024-01-02 10:15:00,0.001,0.042,0.0,0.8
2024-01-02 10:30:00,0.001,0.042,0.0,1.6
2024-01-02 10:45:00,0.001,0.14466666666666667,0.0,0.0
2024-01-02 11:00:00,0.001,0.6264,0.0,0.0
2024-01-02 11:15:00,0.001,0.042,0.0,0.0
2024-01-02 11:30:00,0.001,0.042,0.0,2.4
2024-01-02 11:45:00,0.001,0.042,0.0,3.0
2024-01-02 12:00:00,0.001,0.064,0.0,3.0
2024-01-02 12:15:00,0.001,0.16462087894116573,0.0,2.2
2024-01-02 12:30:00,0.001,0.09555219735291431,0.0,0.0
2024-01-02 12:45:00,0.001,0.07355219735291431,0.0,0.0
2024-01-02 13:00:00,0.001,0.07355219735291431,0.0,0.0
2024-01-02 13:15:00,0.001,0.0782816943019837,0.0,1.6
2024-01-02 13:30:00,0.001,0.5238883941177555,0.0,0.0
2024-01-02 13:45:00,0.001,0.15649040903934014,0.0,2.2
2024-01-02 14:00:00,0.001,0.0538237423726735,0.0,2.8
2024-01-02 14:15:00,0.001,0.0538237423726735,0.0,0.0
2024-01-02 14:30:00,0.001,0.05067074440662723,1.4,0.0
2024-01-02 14:45:00,0.001,0.042,0.4,0.0
2024-01-02 15:00:00,0.001,0.12266666666666666,0.0,0.0
2024-01-02 15:15:00,0.001,0.11533333333333333,0.0,0.0
2024-01-02 15:30:00,0.001,0.042,0.0,0.0
2024-01-02 15:45:00,0.001,0.042,0.0,0.0
2024-01-02 16:00:00,0.001,0.042,0.0,0.0
2024-01-02 16:15:00,0.001,0.042,0.0,0.0
2024-01-02 16:30:00,0.001,0.152,0.0,0.0
2024-01-02 16:45:00,0.001,0.08600000000000001,0.0,0.0
2024-01-02 17:00:00,0.001,0.042,0.0,0.0
2024-01-02 17:15:00,0.001,0.042,0.0,0.0
2024-01-02 17:30:00,0.001,0.042,0.0,0.0
2024-01-02 17:45:00,0.001,0.07133333333333333,0.0,0.0
2024-01-02 18:00:00,0.001,0.152,0.0,0.2
2024-01-02 18:15:00,0.001,0.07770146490194288,0.0,3.0
2024-01-02 18:30:00,0.001,0.07355219735291431,0.0,0.4
