,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.186
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.26866666666666666
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.4482
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.2996666666666667
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.16493333333333332
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.2876666666666667
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.29133333333333333
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.5850666666666667
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.4518000000000001
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.13366666666666666
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.39936474847453474
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.11215707570600685
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.0638237423726735
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.0638237423726735
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.0638237423726735
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.05751774644058097
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.32466666666666666
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.25433333333333336
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.19133333333333333
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.3274
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.22380000000000003
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.186
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.186
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.18339999999999998
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.27466666666666667
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.3505333333333333
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.22
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.07360000000000001
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.052
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.09
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.242
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,1.5186666666666666
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,1.3656666666666666
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,1.8664666666666667
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,2.0342666666666664
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.065
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.2586297475425595
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.3092226063922545
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.3740759397255878
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.35760927305892115
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.46500927305892115
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.4502033738562814
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.5563666666666667
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.5817
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.4526333333333333
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.4826313184117486
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.3513737801777593
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.43007593972558783
2024-01-01 14:30:00,0.001,0.001,0.0,0.0836337114293139,0.5214759397255878
2024-01-01 14:45:00,0.001,0.001,0.0,0.35241852509254945,1.0921426063922544
2024-01-01 15:00:00,0.001,0.001,0.0,0.759159940451665,0.899411287980506
2024-01-01 15:15:00,0.001,0.001,0.0,0.1313832674071484,0.47200927305892115
2024-01-01 15:30:00,0.001,0.001,0.0,0.16556550051723923,0.45557378017775924
2024-01-01 15:45:00,0.001,0.001,0.0,1.1133278462578373,0.36131886401958097
2024-01-01 16:00:00,0.001,0.001,0.0,0.6646948238997311,0.5090445245843864
2024-01-01 16:15:00,0.001,0.001,0.0,0.12497312234815415,0.6760759397255878
