,TumbleDryer,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.24588249491511566,0.0
2024-01-01 00:15:00,0.001,0.001,0.19498666666666667,0.0
2024-01-01 00:30:00,0.001,0.001,0.203,0.0
2024-01-01 00:45:00,0.001,0.001,0.06866666666666667,0.0
2024-01-01 01:00:00,0.001,0.001,0.048,0.0
2024-01-01 01:15:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 01:30:00,0.001,0.001,0.238,0.0
2024-01-01 01:45:00,0.001,0.001,0.21000000000000002,0.0
2024-01-01 02:00:00,0.001,0.001,0.12033333333333335,0.0
2024-01-01 02:15:00,0.001,0.001,0.048,0.0
2024-01-01 02:30:00,0.001,0.001,0.048,0.0
2024-01-01 02:45:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 03:00:00,0.001,0.001,0.31033333333333335,1.6666666666666667
2024-01-01 03:15:00,0.001,0.001,0.21000000000000002,0.3333333333333333
2024-01-01 03:30:00,0.001,0.001,0.048,0.0
2024-01-01 03:45:00,0.001,0.001,0.048,0.0
2024-01-01 04:00:00,0.001,0.001,0.44780000000000003,0.0
2024-01-01 04:15:00,0.001,0.001,0.10666666666666667,0.0
2024-01-01 04:30:00,0.001,0.001,0.393,0.0
2024-01-01 04:45:00,0.001,0.001,0.10666666666666667,2.0
2024-01-01 05:00:00,0.001,0.001,0.048,0.6666666666666666
2024-01-01 05:15:00,0.001,0.001,0.048,0.0
2024-01-01 05:30:00,0.001,0.001,0.048,0.0
2024-01-01 05:45:00,0.001,0.001,0.21000000000000002,0.0
2024-01-01 06:00:00,0.001,0.001,0.31033333333333335,0.0
2024-01-01 06:15:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 06:30:00,0.001,0.001,0.048,0.0
2024-01-01 06:45:00,0.001,0.001,0.5810666666666667,0.0
2024-01-01 07:00:00,0.001,0.001,0.12033333333333335,0.0
2024-01-01 07:15:00,0.001,0.001,0.6098,0.0
2024-01-01 07:30:00,0.001,0.001,0.3712666666666667,0.0
2024-01-01 07:45:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 08:00:00,0.001,0.001,0.048,0.0
2024-01-01 08:15:00,0.001,0.001,0.6017333333333333,0.0
2024-01-01 08:30:00,0.001,0.001,0.24333333333333335,1.0
2024-01-01 08:45:00,0.001,0.001,0.24974666666666667,1.6666666666666667
2024-01-01 09:00:00,0.001,0.001,0.42523999999999995,0.0
2024-01-01 09:15:00,0.001,0.001,0.207,0.0
2024-01-01 09:30:00,0.001,0.001,0.169,0.0
2024-01-01 09:45:00,0.001,0.001,0.2576,0.0
2024-01-01 10:00:00,0.001,0.001,0.13333333333333333,0.0
2024-01-01 10:15:00,0.001,0.001,0.09899999999999999,0.0
2024-01-01 10:30:00,0.001,0.001,0.251,0.0
2024-01-01 10:45:00,0.001,0.001,0.22516666666666665,0.0
2024-01-01 11:00:00,0.001,0.001,0.38930000000000003,0.0
2024-01-01 11:15:00,0.001,0.001,0.5742333333333334,0.0
2024-01-01 11:30:00,0.001,0.001,0.1837,0.0
2024-01-01 11:45:00,0.001,0.001,0.22169999999999998,0.0
2024-01-01 12:00:00,0.001,0.001,0.3737,0.0
2024-01-01 12:15:00,0.001,0.001,0.6508333333333333,0.0
2024-01-01 12:30:00,0.001,0.001,0.3517,0.0
2024-01-01 12:45:00,0.001,0.001,0.21736666666666665,0.0
2024-01-01 13:00:00,0.001,0.001,0.7297666666666667,0.0
2024-01-01 13:15:00,0.001,0.001,0.22776666666666667,0.6666666666666666
