,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.051,1.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.07166666666666667,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.206,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.16266666666666665,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.08766666666666666,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.11299999999999999,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.19566666666666668,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.161,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.058333333333333334,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.15433333333333332,1.3333333333333333
2024-01-01 03:30:00,0.001,0.0,0.001,0.18366666666666667,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.13899999999999998,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.051,1.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.19566666666666663,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.1716666666666667,2.3333333333333335
2024-01-01 05:15:00,0.001,0.0,0.001,0.6427333333333334,3.3333333333333335
2024-01-01 05:30:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.082,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.206,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.15966666666666668,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.6134000000000001,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.5840666666666666,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.12333333333333332,4.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.19266666666666665,2.6666666666666665
2024-01-01 08:00:00,0.001,0.0,0.001,0.161,1.6666666666666667
2024-01-01 08:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.051,2.6666666666666665
2024-01-01 08:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.16466666666666666,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.18066666666666667,2.3333333333333335
2024-01-01 09:30:00,0.001,0.0,0.001,0.5314666666666666,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.18426666666666666,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.206,1.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.16866666666666666,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.10233333333333333,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.051,2.3333333333333335
2024-01-01 11:45:00,0.001,0.0,0.001,0.09233333333333334,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.206,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.15666666666666668,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.073,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.13366666666666666,3.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.18966666666666665,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.15366666666666667,0.6666666666666666
2024-01-01 14:00:00,0.001,0.0,0.001,0.051,1.3333333333333333
2024-01-01 14:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.175,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.17766666666666667,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.12433333333333334,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.06133333333333333,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.206,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.16566666666666666,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.095,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.10266666666666667,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.206,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.15366666666666667,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.06566666666666666,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.144,0.0
