,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,15.5,0.8923794785695051,15.490461120779651,13.75529084182042,12.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,15.5,0.8923794785695051,15.470243299886627,13.766377122828166,12.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,15.5,0.8923794785695051,15.450365143760552,13.777080562694493,12.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,15.5,0.8923794785695051,15.430818887352663,13.787410540454959,12.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,15.5,0.8923794785695051,15.411596949695342,13.797376211332903,12.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,15.5,0.8923794785695051,15.392691929522833,13.806986512067263,12.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,15.5,0.8923794785695051,15.374096600996175,13.816250166113571,12.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,15.5,0.8923794785695051,15.355803909529872,13.82517568872118,12.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,15.5,0.8923794785695051,15.337536391300404,13.831770847286544,11.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,15.5,0.8923794785695051,15.319223810992352,13.835795450919209,11.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,15.5,0.8923794785695051,15.301155880000788,13.839563495210227,11.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,15.5,0.8923794785695051,15.283327206350952,13.84308144790071,11.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,15.5,0.8923794785695051,15.265732525421331,13.84635562199292,11.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,15.5,0.8923794785695051,15.248366696915005,13.84939217943469,11.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,15.5,0.8923794785695051,15.231224701903054,13.852197134716157,11.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,15.5,0.8923794785695051,15.214301639938324,13.854776358380892,11.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,15.5,0.8923794785695051,15.197592726237877,13.85713558045347,11.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,16.3,0.8923794785695051,15.184377132890235,13.859280393785467,11.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,17.1,0.8923794785695051,15.60646323469555,13.862821229441456,11.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,15.5,0.8923794785695051,16.022596122791725,13.872113658443048,11.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,1.0,17.5,0.8923794785695051,16.032923775548365,13.880930082522555,10.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,2.0,18.3,0.8923794785695051,16.470932799172836,13.889548213970707,10.0,0.0,0,0,0,0.0
