,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.5347000000000001,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.21503333333333333,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.3670333333333333,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.3230333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.3343666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.16255999999999998,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.206,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.13,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.147,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.18833333333333332,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.18066666666666667,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.15533333333333335,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.5870666666666666,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.25866666666666666,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.3046666666666667,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.054,0.0,0.6
2024-01-01 05:45:00,0.001,0.0,0.001,0.5870666666666666,0.0,1.5
2024-01-01 06:00:00,0.001,0.0,0.001,0.054,0.0,1.5
2024-01-01 06:15:00,0.001,0.0,0.001,0.13,0.0,0.2
2024-01-01 06:30:00,0.001,0.0,0.001,0.206,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.16766666666666666,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.18586666666666665,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.29369999999999996,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.34436666666666665,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.4710333333333333,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.2919666666666666,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.19576666666666664,0.0,0.7
2024-01-01 08:30:00,0.001,0.0,0.001,0.3137,0.0,1.5
2024-01-01 08:45:00,0.001,0.0,0.001,0.3183666666666667,0.0,1.5
2024-01-01 09:00:00,0.001,0.0,0.001,0.3797,0.0,1.5
2024-01-01 09:15:00,0.001,0.0,0.001,0.20236666666666667,0.0,1.5
2024-01-01 09:30:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.2
2024-01-01 09:45:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.5140333333333333,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.32070000000000004,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.18969999999999995,13.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.35436666666666666,15.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.25303333333333333,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.3343666666666667,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.2542733333333333,0.0,0.0
