,TumbleDryer,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.187,0.0
2024-01-01 00:15:00,0.001,0.001,0.063,0.0
2024-01-01 00:30:00,0.001,0.001,0.13466666666666666,0.0
2024-01-01 00:45:00,0.001,0.001,0.06133333333333333,0.0
2024-01-01 01:00:00,0.001,0.001,0.032,0.0
2024-01-01 01:15:00,0.001,0.001,0.032,0.0
2024-01-01 01:30:00,0.001,0.001,0.187,0.0
2024-01-01 01:45:00,0.001,0.001,0.08800000000000001,0.0
2024-01-01 02:00:00,0.001,0.001,0.142,0.0
2024-01-01 02:15:00,0.001,0.001,0.03933333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.032,0.0
2024-01-01 02:45:00,0.001,0.001,0.032,0.0
2024-01-01 03:00:00,0.001,0.001,0.17666666666666667,0.0
2024-01-01 03:15:00,0.001,0.001,0.12033333333333333,0.0
2024-01-01 03:30:00,0.001,0.001,0.12733333333333333,0.0
2024-01-01 03:45:00,0.001,0.001,0.032,0.0
2024-01-01 04:00:00,0.001,0.001,0.032,0.0
2024-01-01 04:15:00,0.001,0.001,0.032,2.0
2024-01-01 04:30:00,0.001,0.001,0.16633333333333333,1.8
2024-01-01 04:45:00,0.001,0.001,0.15266666666666667,0.0
2024-01-01 05:00:00,0.001,0.001,0.10533333333333332,2.2
2024-01-01 05:15:00,0.001,0.001,0.032,3.0
2024-01-01 05:30:00,0.001,0.001,0.032,3.0
2024-01-01 05:45:00,0.001,0.001,0.032,2.4
2024-01-01 06:00:00,0.001,0.001,0.156,0.8
2024-01-01 06:15:00,0.001,0.001,0.185,0.0
2024-01-01 06:30:00,0.001,0.001,0.08333333333333333,0.0
2024-01-01 06:45:00,0.001,0.001,0.032,0.0
2024-01-01 07:00:00,0.001,0.001,0.032,0.4
2024-01-01 07:15:00,0.001,0.001,0.032,2.8
2024-01-01 07:30:00,0.001,0.001,0.14566666666666667,0.0
2024-01-01 07:45:00,0.001,0.001,0.21733333333333332,0.0
2024-01-01 08:00:00,0.001,0.001,0.06133333333333333,0.0
2024-01-01 08:15:00,0.001,0.001,0.032,0.0
2024-01-01 08:30:00,0.001,0.001,0.032,0.0
2024-01-01 08:45:00,0.001,0.001,0.032,0.0
2024-01-01 09:00:00,0.001,0.001,0.15,0.0
2024-01-01 09:15:00,0.001,0.001,0.235,0.0
2024-01-01 09:30:00,0.001,0.001,0.4391333333333334,0.0
2024-01-01 09:45:00,0.001,0.001,0.032,0.0
2024-01-01 10:00:00,0.001,0.001,0.032,0.0
2024-01-01 10:15:00,0.001,0.001,0.2985333333333333,0.0
2024-01-01 10:30:00,0.001,0.001,0.2949333333333334,0.0
2024-01-01 10:45:00,0.001,0.001,0.23066666666666666,0.0
2024-01-01 11:00:00,0.001,0.001,0.5650666666666667,0.0
2024-01-01 11:15:00,0.001,0.001,0.032,0.0
2024-01-01 11:30:00,0.001,0.001,0.032,0.0
2024-01-01 11:45:00,0.001,0.001,0.032,0.0
2024-01-01 12:00:00,0.001,0.001,0.1733333333333333,0.0
2024-01-01 12:15:00,0.001,0.001,0.21899999999999997,0.0
2024-01-01 12:30:00,0.001,0.001,0.032,0.0
2024-01-01 12:45:00,0.001,0.001,0.032,0.0
2024-01-01 13:00:00,0.001,0.001,0.032,0.0
2024-01-01 13:15:00,0.001,0.001,0.05934523770585906,2.6
2024-01-01 13:30:00,0.001,0.001,0.21655219735291428,0.2
2024-01-01 13:45:00,0.001,0.001,0.23888553068624763,0.0
2024-01-01 14:00:00,0.001,0.001,0.0635521973529143,0.0
2024-01-01 14:15:00,0.001,0.001,0.0635521973529143,0.0
2024-01-01 14:30:00,0.001,0.001,0.17578406578430475,0.0
2024-01-01 14:45:00,0.001,0.001,0.3300855306862476,0.0
2024-01-01 15:00:00,0.001,0.001,0.22821886401958094,0.0
2024-01-01 15:15:00,0.001,0.001,0.25141886401958097,0.0
2024-01-01 15:30:00,0.001,0.001,1.3845521973529145,0.0
2024-01-01 15:45:00,0.001,0.001,1.3353979850784155,0.0
2024-01-01 16:00:00,0.001,0.001,0.274,0.0
2024-01-01 16:15:00,0.001,0.001,0.2886666666666667,0.0
2024-01-01 16:30:00,0.001,0.001,1.2964666666666667,0.0
2024-01-01 16:45:00,0.001,0.001,2.306,0.0
2024-01-01 17:00:00,0.001,0.11168793632775932,1.0222666666666667,0.0
2024-01-01 17:15:00,0.001,0.19883213881083456,0.03620695964705524,0.0
2024-01-01 17:30:00,0.001,1.1919111899081825,0.0635521973529143,0.0
2024-01-01 17:45:00,0.001,0.10943051901756166,0.10021886401958097,0.0
2024-01-01 18:00:00,0.001,0.17218476076597364,0.22441886401958094,0.0
2024-01-01 18:15:00,0.001,0.35116374390942556,0.33955219735291425,0.0
2024-01-01 18:30:00,0.001,0.5287194589028279,0.2336666666666667,0.0
2024-01-01 18:45:00,0.001,0.12049328674879728,0.274,0.4
2024-01-01 19:00:00,0.001,0.29288461440607627,0.28109868896209445,2.6
2024-01-01 19:15:00,0.001,1.8736703260242642,0.7758426063922546,0.0
2024-01-01 19:30:00,0.001,0.001,0.42170927305892114,0.0
2024-01-01 19:45:00,0.001,0.001,0.4159092730589211,0.0
2024-01-01 20:00:00,0.001,0.001,0.7275092730589211,0.0
2024-01-01 20:15:00,0.001,0.001,0.3089620204314773,0.0
2024-01-01 20:30:00,0.001,0.001,0.6856237423726735,0.0
2024-01-01 20:45:00,0.001,0.001,0.38936741844713685,0.0
2024-01-01 21:00:00,0.001,0.001,0.3862229417595415,0.0
2024-01-01 21:15:00,0.001,0.001,0.4723759397255878,0.0
2024-01-01 21:30:00,0.001,0.001,0.3380426063922545,0.0
2024-01-01 21:45:00,0.001,0.001,0.3173759397255878,0.0
2024-01-01 22:00:00,0.001,0.001,0.28686550025500496,0.0
2024-01-01 22:15:00,0.001,0.001,0.3926973686863954,0.0
2024-01-01 22:30:00,0.001,0.001,0.36917593972558777,0.0
2024-01-01 22:45:00,0.001,0.001,0.4853759397255878,0.0
2024-01-01 23:00:00,0.001,0.001,0.3613759397255878,0.0
2024-01-01 23:15:00,0.001,0.001,0.29004260639225443,0.0
2024-01-01 23:30:00,0.001,0.001,0.20943564674519924,0.0
2024-01-01 23:45:00,0.001,0.001,0.6829491615817823,0.0
2024-01-02 00:00:00,0.001,0.001,0.03933333333333333,0.0
2024-01-02 00:15:00,0.001,0.001,0.187,0.0
2024-01-02 00:30:00,0.001,0.001,0.07333333333333333,0.0
2024-01-02 00:45:00,0.001,0.001,0.04303549288116194,0.0
2024-01-02 01:00:00,0.001,0.001,0.08049040903934017,0.0
2024-01-02 01:15:00,0.001,0.001,0.13915707570600686,0.0
2024-01-02 01:30:00,0.001,0.001,0.0438237423726735,0.0
2024-01-02 01:45:00,0.001,0.001,0.18849040903934017,0.0
2024-01-02 02:00:00,0.001,0.001,0.0852431656496898,0.0
2024-01-02 02:15:00,0.001,0.001,0.032,0.0
2024-01-02 02:30:00,0.001,0.001,0.09066666666666666,0.0
2024-01-02 02:45:00,0.001,0.001,0.10533333333333332,0.0
2024-01-02 03:00:00,0.001,0.001,0.032,0.0
2024-01-02 03:15:00,0.001,0.001,0.16633333333333333,0.0
2024-01-02 03:30:00,0.001,0.001,0.094,0.0
2024-01-02 03:45:00,0.001,0.001,0.032,0.0
2024-01-02 04:00:00,0.001,0.001,0.11266666666666666,0.0
2024-01-02 04:15:00,0.001,0.001,0.08333333333333333,2.4
2024-01-02 04:30:00,0.001,0.001,0.032,1.8
2024-01-02 04:45:00,0.001,0.001,0.156,0.0
2024-01-02 05:00:00,0.001,0.001,0.10433333333333333,0.0
2024-01-02 05:15:00,0.001,0.001,0.032,0.0
2024-01-02 05:30:00,0.001,0.001,0.13466666666666666,0.0
2024-01-02 05:45:00,0.001,0.001,0.06133333333333333,0.0
2024-01-02 06:00:00,0.001,0.001,0.032,0.0
2024-01-02 06:15:00,0.001,0.001,0.14566666666666667,0.0
2024-01-02 06:30:00,0.001,0.001,0.11466666666666667,0.0
2024-01-02 06:45:00,0.001,0.001,0.04666666666666666,0.0
2024-01-02 07:00:00,0.001,0.001,0.142,0.0
2024-01-02 07:15:00,0.001,0.001,0.03933333333333333,0.0
2024-01-02 07:30:00,0.001,0.001,0.032,0.0
2024-01-02 07:45:00,0.001,0.001,0.13533333333333333,0.0
