,WasherDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.043,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.06824175788233146,0.0,0.6
2024-01-01 00:30:00,0.001,0.001,0.07455219735291431,0.0,3.0
2024-01-01 00:45:00,0.001,0.001,0.0641521973529143,0.0,1.2
2024-01-01 01:00:00,0.001,0.001,0.18821886401958093,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.2135521973529143,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.4298,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.5630666666666666,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.7024,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.16933333333333334,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.029999999999999995,2.6666666666666665,1.0
2024-01-01 03:45:00,0.001,0.001,0.029999999999999995,0.0,1.8
2024-01-01 04:00:00,0.001,0.001,0.182,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.15666666666666668,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.029999999999999995,3.7333333333333334,0.0
2024-01-01 04:45:00,0.001,0.001,0.029999999999999995,2.6666666666666665,0.0
2024-01-01 05:00:00,0.001,0.001,0.029999999999999995,0.8,0.0
2024-01-01 05:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.19466666666666665,1.6,0.0
2024-01-01 05:45:00,0.001,0.001,0.14400000000000002,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
