,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.23679999999999998,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.095,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.095,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.14633333333333332,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.051,0.0,0.5333333333333333,0.0
2024-01-01 02:15:00,0.001,0.001,0.051,0.0,1.6,1.2
2024-01-01 02:30:00,0.001,0.001,0.051,0.0,0.0,3.0
2024-01-01 02:45:00,0.001,0.001,0.051,0.0,0.0,3.0
2024-01-01 03:00:00,0.001,0.001,0.051,0.0,0.0,1.0
2024-01-01 03:15:00,0.001,0.001,0.15366666666666667,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.08766666666666666,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.051,0.0,1.3333333333333333,0.0
2024-01-01 04:30:00,0.001,0.001,0.051,0.0,4.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.10233333333333333,0.0,4.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.13899999999999998,0.0,3.2,0.0
2024-01-01 05:15:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.051,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.051,0.0,2.1333333333333333,0.0
2024-01-01 06:30:00,0.001,0.001,0.161,0.0,0.26666666666666666,0.0
2024-01-01 06:45:00,0.001,0.001,0.08033333333333334,7.333333333333333,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.051,11.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.051,5.866666666666666,1.0666666666666667,1.4
2024-01-01 07:30:00,0.001,0.001,0.051,0.0,1.3333333333333333,3.0
2024-01-01 07:45:00,0.001,0.023245747194113448,0.051,0.0,0.0,3.0
2024-01-01 08:00:00,0.001,0.10312271613385555,0.10966666666666666,0.0,0.0,1.6
2024-01-01 08:15:00,0.001,0.2010950398913879,0.13166666666666668,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,1.1929415846478972,0.051,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.10714553533121343,0.051,0.0,1.3333333333333333,0.0
2024-01-01 09:00:00,0.001,0.22679193220298569,0.051,0.0,1.0666666666666667,2.4
2024-01-01 09:15:00,0.001,0.46523556676035854,0.051,0.0,0.0,0.4
2024-01-01 09:30:00,0.001,0.3648347632789099,0.058333333333333334,0.0,0.0,2.6
2024-01-01 09:45:00,0.001,0.11089546792914368,0.174,0.0,0.0,3.0
2024-01-01 10:00:00,0.001,0.3183593209385203,0.08600000000000001,0.0,0.0,3.0
2024-01-01 10:15:00,0.001,1.9552611943631961,0.064,0.0,0.0,3.0
2024-01-01 10:30:00,0.001,0.09966301068376837,0.064,0.0,0.0,3.0
2024-01-01 10:45:00,0.001,0.15704385363812254,0.0614,0.0,2.4,3.0
2024-01-01 11:00:00,0.001,0.24201605146578084,0.051,0.0,0.0,3.0
2024-01-01 11:15:00,0.001,0.707970005707166,0.11699999999999999,0.0,0.0,3.0
2024-01-01 11:30:00,0.001,0.03051514850408295,0.12433333333333334,0.0,0.0,3.0
2024-01-01 11:45:00,0.001,0.001,0.051,0.0,0.0,3.0
2024-01-01 12:00:00,0.001,0.001,0.051,0.0,0.0,3.0
2024-01-01 12:15:00,0.001,0.001,0.051,0.0,0.0,3.0
2024-01-01 12:30:00,0.001,0.001,0.051,0.0,0.0,3.0
2024-01-01 12:45:00,0.001,0.001,0.06566666666666666,0.0,0.0,3.0
2024-01-01 13:00:00,0.001,0.001,0.161,0.0,0.0,3.0
