,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.07033333333333333,0.0,0.0
2024-01-01 00:15:00,0.001,0.14366666666666666,0.0,0.0
2024-01-01 00:30:00,0.001,0.041,0.0,0.0
2024-01-01 00:45:00,0.001,0.079,0.0,0.0
2024-01-01 01:00:00,0.001,0.231,0.0,0.0
2024-01-01 01:15:00,0.001,0.05366666666666667,0.0,0.0
2024-01-01 01:30:00,0.001,0.041,0.0,0.0
2024-01-01 01:45:00,0.001,0.12166666666666666,0.0,0.0
2024-01-01 02:00:00,0.001,0.09233333333333334,0.0,0.0
2024-01-01 02:15:00,0.001,0.16766666666666669,0.0,0.0
2024-01-01 02:30:00,0.001,0.155,0.0,0.0
2024-01-01 02:45:00,0.001,0.041,0.0,0.0
2024-01-01 03:00:00,0.001,0.041,0.0,0.0
2024-01-01 03:15:00,0.001,0.063,0.0,0.0
2024-01-01 03:30:00,0.001,0.17633333333333334,0.0,0.0
2024-01-01 03:45:00,0.001,0.231,0.0,0.0
2024-01-01 04:00:00,0.001,0.06633333333333333,3.0,0.0
2024-01-01 04:15:00,0.001,0.041,0.0,0.26666666666666666
2024-01-01 04:30:00,0.001,0.041,0.0,2.0
2024-01-01 04:45:00,0.001,0.041,0.0,2.0
2024-01-01 05:00:00,0.001,0.22833333333333336,0.0,2.0
2024-01-01 05:15:00,0.001,0.22633333333333333,0.0,0.9333333333333333
2024-01-01 05:30:00,0.001,0.041,0.0,0.0
2024-01-01 05:45:00,0.001,0.5740666666666667,0.0,0.0
2024-01-01 06:00:00,0.001,0.041,0.0,0.8
2024-01-01 06:15:00,0.001,0.05366666666666667,0.0,2.0
2024-01-01 06:30:00,0.001,0.24566666666666667,0.0,2.0
2024-01-01 06:45:00,0.001,0.189,0.0,2.0
2024-01-01 07:00:00,0.001,0.04833333333333333,0.0,2.0
2024-01-01 07:15:00,0.001,0.041,0.0,2.0
2024-01-01 07:30:00,0.001,0.4408,0.0,2.0
2024-01-01 07:45:00,0.001,0.14666666666666667,0.0,2.0
2024-01-01 08:00:00,0.001,0.19333333333333333,0.0,1.8666666666666667
2024-01-01 08:15:00,0.001,0.12000000000000001,0.0,0.0
2024-01-01 08:30:00,0.001,0.38653333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.32053333333333334,0.0,0.0
2024-01-01 09:00:00,0.001,0.054,0.0,0.0
2024-01-01 09:15:00,0.001,0.23793333333333333,9.0,0.0
2024-01-01 09:30:00,0.001,0.09166666666666666,3.0,0.0
2024-01-01 09:45:00,0.001,0.04833333333333334,0.0,0.0
2024-01-01 10:00:00,0.001,1.0841333333333334,0.0,0.0
2024-01-01 10:15:00,0.001,2.0556666666666663,0.0,0.0
2024-01-01 10:30:00,0.001,0.7963333333333333,0.0,0.0
2024-01-01 10:45:00,0.0687316897825012,0.193,0.0,0.0
