,WasherDryer,WashingMachine,BaseLoad
2024-01-05 13:15:00,0.001,0.001,0.35033216692167163
2024-01-05 13:30:00,0.001,0.001,0.4453759397255878
2024-01-05 13:45:00,0.001,0.001,0.3427092730589211
2024-01-05 14:00:00,0.001,0.001,0.33537593972558777
2024-01-05 14:15:00,0.001,0.001,0.31924260639225444
2024-01-05 14:30:00,0.001,0.001,2.0810426063922547
2024-01-05 14:45:00,0.001,0.001,0.8008585406079497
2024-01-05 15:00:00,0.001,0.001,0.15715707570600684
2024-01-05 15:15:00,0.001,0.001,0.0523647484745347
2024-01-05 15:30:00,0.001,0.001,0.11453333333333333
2024-01-05 15:45:00,0.001,0.001,0.31430215954782864
2024-01-05 16:00:00,0.001,0.001,0.3801504090393402
2024-01-05 16:15:00,0.001,0.001,0.5258570757060068
2024-01-05 16:30:00,0.001,0.001,0.5532023134118659
2024-01-05 16:45:00,0.001,0.001,0.3760092730589211
2024-01-05 17:00:00,0.001,0.001,0.3059855306862477
2024-01-05 17:15:00,0.001,0.001,0.2686210235674096
2024-01-05 17:30:00,0.001,0.001,0.4604759397255878
2024-01-05 17:45:00,0.001,0.001,0.5786759397255878
2024-01-05 18:00:00,0.001,0.001,0.8012092730589212
2024-01-05 18:15:00,0.001,0.001,0.7558391265687269
2024-01-05 18:30:00,0.001,0.001,0.4631934448104722
2024-01-05 18:45:00,0.001,0.001,0.45925219735291434
2024-01-05 19:00:00,0.001,0.001,0.4665855306862477
2024-01-05 19:15:00,0.001,0.001,0.9761464427765184
2024-01-05 19:30:00,0.001,0.001,0.5004092730589211
2024-01-05 19:45:00,0.001,0.001,0.4710759397255878
2024-01-05 20:00:00,0.001,0.001,0.5131159397255878
2024-01-05 20:15:00,0.001,0.001,0.39423593972558785
2024-01-05 20:30:00,0.001,0.23432020964825145,0.8195426063922545
2024-01-05 20:45:00,0.001,0.7039212343379038,0.5810759397255878
2024-01-05 21:00:00,0.001,0.34459935945807013,0.44222260639225447
2024-01-05 21:15:00,0.001,0.17055433073639628,0.899936610460162
2024-01-05 21:30:00,0.001,0.6931757513099117,0.2979664427765184
2024-01-05 21:45:00,0.001,1.1064459872400179,0.6413159397255879
2024-01-05 22:00:00,0.001,0.08670669606343534,1.3342759397255881
2024-01-05 22:15:00,0.6338278288461304,0.16148062471651628,0.5422092730589211
2024-01-05 22:30:00,0.7920347860576631,0.4466169173542534,0.4710759397255878
2024-01-05 22:45:00,0.7920347860576631,0.6702829062716366,0.3984759397255878
2024-01-05 23:00:00,0.7920347860576631,0.001,0.33535158096089446
2024-01-05 23:15:00,0.7920347860576631,0.001,0.3185237423726735
2024-01-05 23:30:00,0.7920347860576631,0.001,0.35959040903934014
2024-01-05 23:45:00,0.7920347860576631,0.001,0.29715279526934724
2024-01-06 00:00:00,0.7920347860576631,0.001,0.6170521973529143
2024-01-06 00:15:00,0.7920347860576631,0.001,0.2172521973529143
2024-01-06 00:30:00,0.7920347860576631,0.001,0.21304523770585906
2024-01-06 00:45:00,0.7920347860576631,0.001,0.1857
2024-01-06 01:00:00,0.001,0.001,0.28623333333333334
2024-01-06 01:15:00,0.001,0.001,0.25003333333333333
2024-01-06 01:30:00,0.001,0.001,0.1987
2024-01-06 01:45:00,0.001,0.001,0.1987
2024-01-06 02:00:00,0.001,0.001,0.19176666666666664
2024-01-06 02:15:00,0.001,0.001,0.1930333333333333
2024-01-06 02:30:00,0.001,0.001,0.29569999999999996
2024-01-06 02:45:00,0.001,0.001,0.08838
2024-01-06 03:00:00,0.001,0.001,0.05
2024-01-06 03:15:00,0.001,0.001,0.05
2024-01-06 03:30:00,0.001,0.001,0.05
2024-01-06 03:45:00,0.001,0.001,0.07933333333333333
2024-01-06 04:00:00,0.001,0.001,0.16
2024-01-06 04:15:00,0.001,0.001,0.05733333333333334
2024-01-06 04:30:00,0.001,0.001,0.05
2024-01-06 04:45:00,0.001,0.001,0.05
2024-01-06 05:00:00,0.001,0.001,0.05
2024-01-06 05:15:00,0.001,0.001,0.5011333333333333
2024-01-06 05:30:00,0.001,0.001,0.14880000000000002
2024-01-06 05:45:00,0.001,0.001,0.063
2024-01-06 06:00:00,0.001,0.001,0.063
2024-01-06 06:15:00,0.001,0.001,0.063
2024-01-06 06:30:00,0.001,0.001,0.05173333333333333
2024-01-06 06:45:00,0.001,0.001,0.12333333333333334
2024-01-06 07:00:00,0.001,0.001,0.12333333333333334
2024-01-06 07:15:00,0.001,0.001,0.05
2024-01-06 07:30:00,0.001,0.001,0.05
2024-01-06 07:45:00,0.001,0.001,0.12459333333333333
2024-01-06 08:00:00,0.001,0.001,0.1987
2024-01-06 08:15:00,0.001,0.001,0.3607666666666667
2024-01-06 08:30:00,0.001,0.001,0.34103333333333335
2024-01-06 08:45:00,0.001,0.001,0.28450000000000003
2024-01-06 09:00:00,0.001,0.001,0.8227666666666666
2024-01-06 09:15:00,0.001,0.001,0.2533
2024-01-06 09:30:00,0.001,0.001,0.20603333333333332
2024-01-06 09:45:00,0.001,0.001,0.3087
2024-01-06 10:00:00,0.001,0.001,0.2522333333333333
2024-01-06 10:15:00,0.001,0.001,0.3197
2024-01-06 10:30:00,0.001,0.001,0.8527666666666666
2024-01-06 10:45:00,0.001,0.001,0.3197
2024-01-06 11:00:00,0.001,0.001,0.34903333333333336
2024-01-06 11:15:00,0.001,0.001,1.7630333333333332
2024-01-06 11:30:00,0.001,0.001,1.6726999999999996
2024-01-06 11:45:00,0.001,0.001,0.1987
2024-01-06 12:00:00,0.001,0.001,0.2688812474575578
2024-01-06 12:15:00,0.001,0.001,0.2326037423726735
2024-01-06 12:30:00,0.001,0.001,0.33445707570600686
2024-01-06 12:45:00,0.001,0.001,0.8391457932353935
2024-01-06 13:00:00,0.001,0.001,1.595095939725588
2024-01-06 13:15:00,0.001,0.001,0.8882521973529144
2024-01-06 13:30:00,0.001,0.001,0.47225219735291435
2024-01-06 13:45:00,0.001,0.001,1.005318864019581
2024-01-06 14:00:00,0.001,0.001,0.5421188640195811
2024-01-06 14:15:00,0.001,0.001,0.5407292942523704
2024-01-06 14:30:00,0.001,0.001,0.40472374237267345
2024-01-06 14:45:00,0.001,0.001,0.26376374237267347
2024-01-06 15:00:00,0.001,0.001,0.2206620204314773
2024-01-06 15:15:00,0.001,0.001,0.2290759397255878
2024-01-06 15:30:00,0.001,0.001,0.32440927305892114
2024-01-06 15:45:00,0.001,0.042154049271240696,0.2804092730589211
2024-01-06 16:00:00,0.001,0.3286032769611479,1.6272759397255878
2024-01-06 16:15:00,0.001,0.7776798389088754,1.7932938888628678
2024-01-06 16:30:00,0.001,0.16114019821312534,1.1441707444066271
2024-01-06 16:45:00,0.001,0.1581828177695388,0.32703333333333334
2024-01-06 17:00:00,0.001,1.000722737988656,0.43206474847453463
2024-01-06 17:15:00,0.1064713048076884,0.7836777193005633,0.3846092730589212
2024-01-06 17:30:00,0.7920347860576631,0.12242849310647148,0.3823426063922545
2024-01-06 17:45:00,0.7920347860576631,0.2539360595937185,0.4468759397255878
2024-01-06 18:00:00,0.7920347860576631,0.5046953580490234,0.4773778579177198
2024-01-06 18:15:00,0.7920347860576631,0.001,0.48081200110197847
2024-01-06 18:30:00,0.7920347860576631,0.001,0.5625237423726734
2024-01-06 18:45:00,0.7920347860576631,0.001,0.4275904090393402
2024-01-06 19:00:00,0.7920347860576631,0.001,0.3193904090393402
2024-01-06 19:15:00,0.7920347860576631,0.001,0.3185237423726735
2024-01-06 19:30:00,0.7920347860576631,0.001,0.2776075787569374
2024-01-06 19:45:00,0.7920347860576631,0.001,0.22233333333333336
2024-01-06 20:00:00,0.7920347860576631,0.001,0.26633333333333337
2024-01-06 20:15:00,0.7920347860576631,0.001,0.14679999999999999
2024-01-06 20:30:00,0.4756208716345978,0.001,0.05
2024-01-06 20:45:00,0.001,0.001,0.05
2024-01-06 21:00:00,0.001,0.001,0.05
2024-01-06 21:15:00,0.001,0.001,0.12333333333333334
2024-01-06 21:30:00,0.001,0.001,0.12333333333333334
2024-01-06 21:45:00,0.001,0.001,0.05806666666666667
2024-01-06 22:00:00,0.001,0.001,0.2577433738562814
2024-01-06 22:15:00,0.001,0.001,0.2585359397255878
2024-01-06 22:30:00,0.001,0.001,0.23050927305892113
2024-01-06 22:45:00,0.001,0.001,0.43070927305892115
2024-01-06 23:00:00,0.001,0.001,0.3846057932353935
2024-01-06 23:15:00,0.001,0.001,0.28050241937911213
2024-01-06 23:30:00,0.001,0.001,0.856618864019581
2024-01-06 23:45:00,0.001,0.001,0.38687886401958094
2024-01-07 00:00:00,0.001,0.001,0.35759344481047217
2024-01-07 00:15:00,0.001,0.001,0.46007593972558786
2024-01-07 00:30:00,0.001,0.001,0.46603912656872687
2024-01-07 00:45:00,0.001,0.001,0.7660092730589212
2024-01-07 01:00:00,0.001,0.001,0.3500759397255878
2024-01-07 01:15:00,0.001,0.001,0.3500759397255878
2024-01-07 01:30:00,0.001,0.001,0.37940927305892114
2024-01-07 01:45:00,0.001,0.001,0.338728687098144
2024-01-07 02:00:00,0.001,0.001,0.20485707570600684
2024-01-07 02:15:00,0.001,0.001,0.1920059959320925
2024-01-07 02:30:00,0.001,0.001,0.1857
2024-01-07 02:45:00,0.001,0.001,0.7187666666666667
2024-01-07 03:00:00,0.001,0.001,0.2370333333333333
2024-01-07 03:15:00,0.001,0.001,0.2810333333333333
2024-01-07 03:30:00,0.001,0.001,0.1857
2024-01-07 03:45:00,0.001,0.001,0.7187666666666667
2024-01-07 04:00:00,0.001,0.001,0.1857
2024-01-07 04:15:00,0.001,0.001,0.1857
2024-01-07 04:30:00,0.001,0.001,0.2590333333333333
2024-01-07 04:45:00,0.001,0.001,0.5255666666666666
2024-01-07 05:00:00,0.001,0.001,0.7187666666666667
2024-01-07 05:15:00,0.001,0.001,0.16760666666666663
2024-01-07 05:30:00,0.001,0.001,0.05
2024-01-07 05:45:00,0.001,0.001,0.05
2024-01-07 06:00:00,0.001,0.001,0.14533333333333334
2024-01-07 06:15:00,0.001,0.001,0.10133333333333333
2024-01-07 06:30:00,0.001,0.001,0.05
2024-01-07 06:45:00,0.001,0.001,0.05
2024-01-07 07:00:00,0.001,0.001,0.05
2024-01-07 07:15:00,0.001,0.001,0.05733333333333334
2024-01-07 07:30:00,0.001,0.001,0.16
2024-01-07 07:45:00,0.001,0.001,0.07933333333333333
2024-01-07 08:00:00,0.001,0.001,0.05
2024-01-07 08:15:00,0.001,0.001,0.05
2024-01-07 08:30:00,0.001,0.001,0.6788942454236041
2024-01-07 08:45:00,0.001,0.001,0.7452237423726735
2024-01-07 09:00:00,0.001,0.001,0.39067707570600685
2024-01-07 09:15:00,0.7392991336538189,0.001,0.20315707570600683
2024-01-07 09:30:00,0.7920347860576631,0.001,0.22379232723147213
2024-01-07 09:45:00,0.7920347860576631,0.001,0.1782
2024-01-07 10:00:00,0.7920347860576631,0.001,0.2376066666666667
2024-01-07 10:15:00,0.7920347860576631,0.001,0.9507666666666666
2024-01-07 10:30:00,0.7920347860576631,0.001,1.6209666666666667
2024-01-07 10:45:00,0.7920347860576631,0.001,1.8361666666666667
2024-01-07 11:00:00,0.7920347860576631,0.001,0.5013
2024-01-07 11:15:00,0.7920347860576631,0.001,0.3681
2024-01-07 11:30:00,0.7920347860576631,0.001,0.6128771061372494
2024-01-07 11:45:00,0.7920347860576631,0.001,1.3019855306862478
2024-01-07 12:00:00,0.7920347860576631,0.001,1.3019855306862478
2024-01-07 12:15:00,0.7920347860576631,0.001,0.21898553068624763
2024-01-07 12:30:00,0.5810921764422863,0.001,0.33115435690074296
2024-01-07 12:45:00,0.7920347860576631,0.001,0.36097245990206017
2024-01-07 13:00:00,0.7920347860576631,0.001,0.36307593972558777
2024-01-07 13:15:00,0.7920347860576631,0.001,0.5025692730589212
2024-01-07 13:30:00,0.7920347860576631,0.001,0.4533692730589211
2024-01-07 13:45:00,0.7920347860576631,0.001,0.3500759397255878
2024-01-07 14:00:00,0.7920347860576631,0.001,0.4082759397255878
2024-01-07 14:15:00,0.7920347860576631,0.001,0.4685633314693829
2024-01-07 14:30:00,0.7920347860576631,0.001,0.4480333333333333
2024-01-07 14:45:00,0.7920347860576631,0.1613153268107452,0.48620916158178235
2024-01-07 15:00:00,0.7920347860576631,0.4742561237541715,0.34615707570600684
2024-01-07 15:15:00,0.7920347860576631,0.614273171681349,0.4417437423726735
2024-01-07 15:30:00,0.05373565240384421,0.15269830158935585,0.37499040903934017
2024-01-07 15:45:00,0.001,0.3591484120935252,0.32483418184325635
2024-01-07 16:00:00,0.001,1.3103478708408682,0.7904759397255877
2024-01-07 16:15:00,0.001,0.24717629226994017,0.4730759397255878
2024-01-07 16:30:00,0.001,0.10649224540073976,0.7702092730589212
2024-01-07 16:45:00,0.001,0.3213968434492331,0.3575581932850068
2024-01-07 17:00:00,0.001,0.8709994292464647,0.329537661666784
2024-01-07 17:15:00,0.001,0.001,0.22979040903934017
2024-01-07 17:30:00,0.001,0.001,0.3715904090393402
2024-01-07 17:45:00,0.001,0.001,0.42685707570600684
2024-01-07 18:00:00,0.001,0.001,0.3315237423726735
2024-01-07 18:15:00,0.001,0.001,0.32994724338965037
2024-01-07 18:30:00,0.001,0.001,0.2911904090393402
2024-01-07 18:45:00,0.001,0.001,0.2027237423726735
2024-01-07 19:00:00,0.001,0.001,0.38903912656872686
2024-01-07 19:15:00,0.001,0.001,0.41473852865229394
2024-01-07 19:30:00,0.001,0.001,0.33825219735291434
2024-01-07 19:45:00,0.001,0.001,0.36245219735291434
2024-01-07 20:00:00,0.001,0.001,0.45925219735291434
2024-01-07 20:15:00,0.001,0.001,0.8327442739908963
2024-01-07 20:30:00,0.001,0.001,0.5348570757060069
2024-01-07 20:45:00,0.001,0.001,0.5122709950001173
2024-01-07 21:00:00,0.001,0.001,0.8657826063922546
2024-01-07 21:15:00,0.001,0.001,0.23544260639225448
2024-01-07 21:30:00,0.001,0.001,0.2057248599516735
2024-01-07 21:45:00,0.001,0.001,0.09716011147713881
2024-01-07 22:00:00,0.001,0.001,0.20337593972558782
2024-01-07 22:15:00,0.001,0.001,0.09326055552953445
2024-01-07 22:30:00,0.001,0.001,0.16669040903934018
2024-01-07 22:45:00,0.001,0.001,0.21227245990206017
2024-01-07 23:00:00,0.001,0.001,0.2708426063922545
2024-01-07 23:15:00,0.001,0.001,0.3536737801777592
2024-01-07 23:30:00,0.001,0.001,0.4335521973529143
2024-01-07 23:45:00,0.001,0.001,0.29861886401958093
