,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_WB
2024-01-02 08:45:00,0.001,0.001,0.0,0.06266666666666668,1.5
2024-01-02 09:00:00,0.001,0.001,0.0,0.197,0.1
2024-01-02 09:15:00,0.001,0.001,0.0,0.052333333333333336,0.7
2024-01-02 09:30:00,0.001,0.19936030919213968,0.0,0.042,1.5
2024-01-02 09:45:00,0.001,1.7798584200956205,0.0,0.14466666666666667,1.5
2024-01-02 10:00:00,0.001,1.9083628405002044,0.0,0.09633333333333334,0.2
2024-01-02 10:15:00,0.001,1.2705341635296237,0.0,0.197,0.0
2024-01-02 10:30:00,0.001,0.6289654370282111,0.0,0.06266666666666668,0.0
2024-01-02 10:45:00,0.001,0.987430231231088,0.0,0.042,0.0
2024-01-02 11:00:00,0.001,1.0312784126129324,0.0,0.04933333333333333,0.0
2024-01-02 11:15:00,0.001,1.5952499697013354,0.0,0.152,0.6
2024-01-02 11:30:00,0.001,0.21175028044965288,0.0,0.22633333333333333,1.5
2024-01-02 11:45:00,0.001,0.001,0.0,0.6060666666666666,1.5
2024-01-02 12:00:00,0.001,0.001,0.0,0.051533333333333334,0.7
2024-01-02 12:15:00,0.001,0.001,0.0,0.055,0.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.077,0.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.3096666666666667,1.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.20633333333333334,1.5
2024-01-02 13:15:00,0.001,0.001,0.0,0.163,0.6
2024-01-02 13:30:00,0.001,0.001,0.0,0.163,0.0
2024-01-02 13:45:00,0.001,0.001,0.0,1.2291333333333332,1.2
2024-01-02 14:00:00,0.001,0.001,0.0,0.33399999999999996,1.5
2024-01-02 14:15:00,0.001,0.001,0.0,0.2359333333333333,1.5
2024-01-02 14:30:00,0.001,0.001,0.0,0.042,1.5
2024-01-02 14:45:00,0.001,0.001,0.0,0.042,1.5
2024-01-02 15:00:00,0.001,0.001,0.0,0.4460069596470552,0.0
2024-01-02 15:15:00,0.001,0.001,0.0,0.1975521973529143,0.0
2024-01-02 15:30:00,0.001,0.001,0.0,0.18688553068624764,0.0
2024-01-02 15:45:00,0.001,0.001,0.0,0.16888553068624765,0.3
2024-01-02 16:00:00,0.001,0.001,0.0,0.612136610460162,1.5
2024-01-02 16:15:00,0.001,0.001,0.0,0.058030702019728736,1.5
2024-01-02 16:30:00,0.001,0.001,0.0,0.16749040903934018,1.5
2024-01-02 16:45:00,0.001,0.001,0.0,0.14088143447070017,1.5
2024-01-02 17:00:00,0.001,0.001,0.0,0.1513759397255878,1.5
2024-01-02 17:15:00,0.001,0.001,0.0,0.1660426063922545,1.5
2024-01-02 17:30:00,0.001,0.001,0.0,0.07434044684442588,1.5
2024-01-02 17:45:00,0.001,0.001,0.0,0.17688553068624766,1.5
2024-01-02 18:00:00,0.001,0.001,0.0,0.14745769209802667,1.5
2024-01-02 18:15:00,0.001,0.001,0.0,0.5628,1.5
2024-01-02 18:30:00,0.001,0.001,0.0,0.25418406578430475,1.5
2024-01-02 18:45:00,0.001,0.001,0.0,0.7597521973529143,1.5
2024-01-02 19:00:00,0.001,0.001,0.0,1.5355521973529143,1.5
2024-01-02 19:15:00,0.001,0.001,0.0,0.6203521973529144,1.5
2024-01-02 19:30:00,0.001,0.001,0.0,0.13808553068624765,1.5
2024-01-02 19:45:00,0.001,0.001,0.0,0.07486298414644003,0.8
2024-01-02 20:00:00,0.001,0.001,0.0,0.14915707570600684,0.0
2024-01-02 20:15:00,0.001,0.001,0.0,0.1878237423726735,0.0
2024-01-02 20:30:00,0.001,0.001,0.0,0.15715707570600684,0.0
2024-01-02 20:45:00,0.001,0.001,0.0,0.058030702019728736,0.0
2024-01-02 21:00:00,0.001,0.001,0.0,0.08379944074256467,1.0
2024-01-02 21:15:00,0.001,0.001,0.0,0.07355219735291431,1.5
2024-01-02 21:30:00,0.001,0.001,0.0,0.25588553068624764,1.5
2024-01-02 21:45:00,0.001,0.001,0.0,0.2238855306862476,1.5
2024-01-02 22:00:00,0.001,0.001,0.0,0.07355219735291431,1.5
2024-01-02 22:15:00,0.001,0.001,0.0,0.12195219735291431,1.5
2024-01-02 22:30:00,0.001,0.001,0.0,0.19455219735291432,1.5
2024-01-02 22:45:00,0.001,0.001,0.0,0.271218864019581,1.5
2024-01-02 23:00:00,0.001,0.001,0.0,0.3991034798235276,1.5
2024-01-02 23:15:00,0.001,0.001,0.0,0.18500000000000003,1.5
2024-01-02 23:30:00,0.001,0.001,0.0,0.06620000000000001,1.5
2024-01-02 23:45:00,0.001,0.001,0.0,0.042,1.5
2024-01-03 00:00:00,0.001,0.001,0.0,0.09681966463271294,1.5
2024-01-03 00:15:00,0.001,0.001,0.0,0.2174904090393402,1.5
2024-01-03 00:30:00,0.001,0.001,0.0,0.1638237423726735,1.5
2024-01-03 00:45:00,0.001,0.001,0.0,0.08535707570600684,1.5
2024-01-03 01:00:00,0.001,0.001,0.0,0.7078904090393402,1.5
2024-01-03 01:15:00,0.001,0.001,0.0,0.612015828248449,1.5
2024-01-03 01:30:00,0.001,0.001,0.0,0.7074666666666667,1.5
2024-01-03 01:45:00,0.001,0.001,0.0,0.20700000000000002,1.5
2024-01-03 02:00:00,0.001,0.001,0.0,0.26566666666666666,1.5
2024-01-03 02:15:00,0.001,0.001,0.0,0.06620000000000001,1.5
2024-01-03 02:30:00,0.001,0.001,0.0,0.4728,1.5
2024-01-03 02:45:00,0.001,0.001,0.0,0.197,1.5
2024-01-03 03:00:00,0.001,0.001,0.0,0.04357649898302314,1.5
2024-01-03 03:15:00,0.001,0.001,0.0,0.11249040903934017,1.5
2024-01-03 03:30:00,0.001,0.001,0.0,0.1418237423726735,1.5
2024-01-03 03:45:00,0.001,0.001,0.0,0.07449040903934016,1.5
2024-01-03 04:00:00,0.001,0.001,0.0,0.2088237423726735,1.5
2024-01-03 04:15:00,0.001,0.001,0.0,0.06415707570600683,1.5
2024-01-03 04:30:00,0.001,0.001,0.0,0.042788249491511575,1.5
2024-01-03 04:45:00,0.001,0.001,0.0,0.11533333333333333,1.5
2024-01-03 05:00:00,0.001,0.001,0.0,0.12566666666666668,1.5
2024-01-03 05:15:00,0.001,0.001,0.0,0.7300666666666668,1.5
2024-01-03 05:30:00,0.001,0.001,0.0,0.06266666666666668,1.5
2024-01-03 05:45:00,0.001,0.001,0.0,0.042,1.5
2024-01-03 06:00:00,0.001,0.001,0.0,0.44179999999999997,1.5
2024-01-03 06:15:00,0.001,0.001,0.0,0.13,1.5
2024-01-03 06:30:00,0.001,0.001,0.0,0.7887333333333334,1.5
2024-01-03 06:45:00,0.001,0.001,0.0,0.4728,1.5
2024-01-03 07:00:00,0.001,0.001,0.0,0.20193333333333333,1.5
2024-01-03 07:15:00,0.001,0.001,0.0,2.8408,1.5
2024-01-03 07:30:00,0.001,0.001,0.0,0.36186666666666667,1.5
2024-01-03 07:45:00,0.001,0.001,0.0,0.28933333333333333,1.5
2024-01-03 08:00:00,0.001,0.001,0.0,0.6604,1.5
2024-01-03 08:15:00,0.001,0.001,0.0,0.042,1.5
2024-01-03 08:30:00,0.001,0.001,0.0,0.042,1.5
2024-01-03 08:45:00,0.001,0.001,0.0,0.042,1.5
2024-01-03 09:00:00,0.001,0.001,0.0,0.18366666666666667,1.5
2024-01-03 09:15:00,0.001,0.001,0.0,0.6438,1.5
2024-01-03 09:30:00,0.001,0.001,0.0,0.2049542122744991,1.5
2024-01-03 09:45:00,0.001,0.001,0.0,0.727618864019581,1.5
2024-01-03 10:00:00,0.001,0.001,0.0,0.19455219735291432,1.5
2024-01-03 10:15:00,0.001,0.001,0.0,0.3306855306862476,1.5
2024-01-03 10:30:00,0.1592069572115326,0.001,0.0,0.2915521973529143,1.5
2024-01-03 10:45:00,0.7920347860576631,0.001,0.0,0.2810785710391924,1.5
2024-01-03 11:00:00,0.7920347860576631,0.001,0.0,0.31786666666666663,1.5
2024-01-03 11:15:00,0.7920347860576631,0.001,0.0,0.4295333333333333,1.5
2024-01-03 11:30:00,0.7920347860576631,0.001,0.0,0.27666666666666667,1.5
2024-01-03 11:45:00,0.7920347860576631,0.001,0.0,0.23533333333333334,1.5
2024-01-03 12:00:00,0.7920347860576631,0.001,0.0,0.14320000000000002,1.5
2024-01-03 12:15:00,0.7920347860576631,0.001,0.0,0.6850666666666666,1.5
2024-01-03 12:30:00,0.7920347860576631,0.001,0.0,0.17526666666666665,1.5
2024-01-03 12:45:00,0.7920347860576631,0.001,0.0,0.5451333333333334,1.5
2024-01-03 13:00:00,0.7920347860576631,0.001,0.0,0.7762281859111638,1.5
2024-01-03 13:15:00,0.7920347860576631,0.001,0.0,2.164509273058921,1.5
2024-01-03 13:30:00,0.7920347860576631,0.001,0.0,0.8030426063922546,1.5
2024-01-03 13:45:00,0.5810921764422863,0.001,0.0,0.43030927305892114,1.5
2024-01-03 14:00:00,0.001,0.001,0.0,1.4263759397255877,1.5
2024-01-03 14:15:00,0.001,0.001,0.0,1.175215027635317,1.5
2024-01-03 14:30:00,0.001,0.001,0.0,0.17772435876469336,1.5
2024-01-03 14:45:00,0.001,0.001,0.0,0.163,1.5
2024-01-03 15:00:00,0.001,0.001,0.0,0.229,1.5
2024-01-03 15:15:00,0.001,0.001,0.0,0.32633333333333336,0.7
2024-01-03 15:30:00,0.001,0.001,0.0,0.5532,0.0
2024-01-03 15:45:00,0.001,0.001,0.0,0.042,0.0
2024-01-03 16:00:00,0.001,0.001,0.0,0.44179999999999997,0.6
2024-01-03 16:15:00,0.001,0.001,0.0,1.2599840657843047,1.5
2024-01-03 16:30:00,0.001,0.001,0.0,0.34755219735291426,1.5
2024-01-03 16:45:00,0.001,0.001,0.0,0.784418864019581,0.7
2024-01-03 17:00:00,0.001,0.001,0.0,0.2075521973529143,0.0
2024-01-03 17:15:00,0.001,0.001,0.0,0.7492896084262082,1.1
2024-01-03 17:30:00,0.001,0.001,0.0,0.7314078081569784,1.5
2024-01-03 17:45:00,0.001,0.001,0.0,0.8076356467451994,1.5
2024-01-03 18:00:00,0.001,0.001,0.0,0.4257092730589211,1.5
2024-01-03 18:15:00,0.001,0.001,0.0,1.3867759397255879,1.5
2024-01-03 18:30:00,0.6338278288461304,0.001,0.0,2.618375939725588,0.4
2024-01-03 18:45:00,0.7920347860576631,0.001,0.0,1.4988426063922546,0.0
2024-01-03 19:00:00,0.7920347860576631,0.001,0.0,0.6708426063922545,0.0
2024-01-03 19:15:00,0.7920347860576631,0.001,0.0,0.8670737801777592,0.0
2024-01-03 19:30:00,0.7920347860576631,0.001,0.0,0.32448960842620816,0.0
2024-01-03 19:45:00,0.7920347860576631,0.001,1.2003333333333333,0.25604260639225446,0.0
2024-01-03 20:00:00,0.7920347860576631,0.001,1.8002,1.1522426063922544,1.5
2024-01-03 20:15:00,0.7920347860576631,0.001,1.3504,0.25464260639225444,1.5
2024-01-03 20:30:00,0.7920347860576631,0.001,0.30033333333333334,0.8841092730589212,1.5
2024-01-03 20:45:00,0.7920347860576631,0.001,0.0,0.9309759397255878,1.5
2024-01-03 21:00:00,0.7920347860576631,0.001,0.0,2.4513759397255876,1.5
2024-01-03 21:15:00,0.7920347860576631,0.001,0.0,0.3820543569007429,1.5
2024-01-03 21:30:00,0.7920347860576631,0.001,0.0,0.2385521973529143,1.5
2024-01-03 21:45:00,0.264678262019221,0.001,0.0,0.36948960842620815,1.5
2024-01-03 22:00:00,0.001,0.001,0.0,0.2193759397255878,1.5
2024-01-03 22:15:00,0.001,0.001,0.0,0.24870927305892113,1.5
2024-01-03 22:30:00,0.001,0.001,0.0,0.32937593972558776,1.5
2024-01-03 22:45:00,0.001,0.001,0.0,0.23784260639225446,1.5
2024-01-03 23:00:00,0.001,0.001,0.0,0.3511286963359374,1.5
2024-01-03 23:15:00,0.001,0.001,0.0,0.7489876902340763,1.5
2024-01-03 23:30:00,0.001,0.001,0.0,0.20637593972558782,1.5
2024-01-03 23:45:00,0.001,0.001,0.0,0.2503759397255878,1.5
2024-01-04 00:00:00,0.001,0.001,0.0,0.3193759397255878,1.5
2024-01-04 00:15:00,0.001,0.001,0.0,0.3550699437934952,1.5
2024-01-04 00:30:00,0.001,0.001,0.0,0.10228553068624763,1.5
2024-01-04 00:45:00,0.001,0.001,0.0,0.058827838588220965,1.3
2024-01-04 01:00:00,0.001,0.001,0.0,0.44179999999999997,0.0
2024-01-04 01:15:00,0.001,0.001,0.0,0.10066666666666667,0.0
2024-01-04 01:30:00,0.001,0.001,0.0,0.29453333333333337,0.0
2024-01-04 01:45:00,0.001,0.001,0.0,0.08600000000000001,0.0
2024-01-04 02:00:00,0.001,0.001,0.0,0.055,1.4
2024-01-04 02:15:00,0.001,0.001,0.0,0.0644589938981388,0.9
2024-01-04 02:30:00,0.001,0.001,0.0,0.054690409039340165,0.0
2024-01-04 02:45:00,0.001,0.001,0.0,0.6716237423726735,0.0
2024-01-04 03:00:00,0.001,0.001,0.0,0.16849040903934015,0.0
2024-01-04 03:15:00,0.001,0.001,0.0,0.8534237423726735,0.0
2024-01-04 03:30:00,0.001,0.001,0.0,0.579796163615736,0.0
2024-01-04 03:45:00,0.001,0.001,0.0,0.042,1.4
2024-01-04 04:00:00,0.001,0.001,0.0,0.17633333333333334,1.5
2024-01-04 04:15:00,0.001,0.001,0.0,0.5814666666666667,1.5
2024-01-04 04:30:00,0.001,0.001,0.0,0.10066666666666667,1.5
2024-01-04 04:45:00,0.001,0.001,0.0,0.042,1.5
2024-01-04 05:00:00,0.001,0.001,0.0,0.042,1.5
2024-01-04 05:15:00,0.001,0.001,0.0,0.5658,1.5
2024-01-04 05:30:00,0.001,0.001,0.0,0.6370666666666668,1.4
2024-01-04 05:45:00,0.001,0.001,0.0,0.14466666666666667,0.0
2024-01-04 06:00:00,0.001,0.001,0.0,0.08600000000000001,0.0
2024-01-04 06:15:00,0.001,0.001,0.0,0.042,0.0
2024-01-04 06:30:00,0.001,0.001,0.0,0.5554666666666667,0.0
2024-01-04 06:45:00,0.001,0.001,0.0,0.11433333333333334,0.0
2024-01-04 07:00:00,0.001,0.001,0.0,0.04933333333333333,0.0
2024-01-04 07:15:00,0.001,0.001,0.0,0.165,0.0
2024-01-04 07:30:00,0.001,0.001,0.0,0.08433333333333334,0.4
2024-01-04 07:45:00,0.001,0.001,0.0,0.15833333333333333,1.5
2024-01-04 08:00:00,0.001,0.001,0.0,0.13766666666666666,1.5
2024-01-04 08:15:00,0.001,0.001,0.0,0.05413333333333334,1.5
2024-01-04 08:30:00,0.001,0.001,0.0,0.064,1.0
2024-01-04 08:45:00,0.001,0.001,0.0,0.16067074440662724,0.0
2024-01-04 09:00:00,0.001,0.001,0.0,0.16149040903934017,0.4
2024-01-04 09:15:00,0.001,0.001,0.0,0.1468237423726735,1.5
2024-01-04 09:30:00,0.001,0.001,0.0,0.0538237423726735,1.5
2024-01-04 09:45:00,0.001,0.001,0.0,0.0538237423726735,1.5
2024-01-04 10:00:00,0.001,0.001,0.0,0.08339616361573607,1.5
2024-01-04 10:15:00,0.001,0.001,0.0,0.23466666666666666,1.5
2024-01-04 10:30:00,0.001,0.001,0.0,0.14533333333333334,1.5
2024-01-04 10:45:00,0.001,0.001,0.0,0.042,1.5
2024-01-04 11:00:00,0.001,0.001,0.0,0.042,1.5
2024-01-04 11:15:00,0.001,0.001,0.0,0.042,1.5
2024-01-04 11:30:00,0.001,0.001,0.0,0.6987333333333333,1.5
2024-01-04 11:45:00,0.001,0.001,0.0,0.251,1.1
2024-01-04 12:00:00,0.001,0.001,0.0,0.05251739911763811,1.5
2024-01-04 12:15:00,0.001,0.001,0.0,0.07355219735291431,1.5
2024-01-04 12:30:00,0.001,0.001,0.0,0.16228553068624765,0.2
2024-01-04 12:45:00,0.001,0.001,0.0,0.2565521973529143,0.0
2024-01-04 13:00:00,0.001,0.001,0.0,0.3845521973529143,0.9
2024-01-04 13:15:00,0.001,0.001,0.0,0.2862543569007429,1.5
2024-01-04 13:30:00,0.001,0.001,0.0,0.17903070201972873,1.5
2024-01-04 13:45:00,0.001,0.001,0.0,0.0538237423726735,1.5
2024-01-04 14:00:00,0.001,0.001,0.0,0.10549040903934018,0.8
2024-01-04 14:15:00,0.001,0.001,0.0,0.18815707570600684,1.4
2024-01-04 14:30:00,0.001,0.001,0.0,0.13291391005631703,1.5
2024-01-04 14:45:00,0.001,0.001,0.0,0.6410666666666667,1.5
2024-01-04 15:00:00,0.001,0.001,0.0,0.042,0.5
2024-01-04 15:15:00,0.001,0.001,0.0,0.0896437728039162,0.0
2024-01-04 15:30:00,0.001,0.001,0.0,0.21821886401958096,0.0
2024-01-04 15:45:00,0.001,0.001,0.0,0.47335219735291434,0.0
2024-01-04 16:00:00,0.001,0.001,0.0,0.16888553068624765,0.0
2024-01-04 16:15:00,0.001,0.001,0.0,0.12488553068624765,0.0
2024-01-04 16:30:00,0.001,1.4722013236727856,0.0,0.11148553068624764,0.0
2024-01-04 16:45:00,0.001,1.954200059956906,0.0,0.774618864019581,1.1
2024-01-04 17:00:00,0.001,1.6200243860984527,0.0,0.08655219735291432,1.5
2024-01-04 17:15:00,0.001,0.2757115776730087,0.0,0.08655219735291432,1.5
2024-01-04 17:30:00,0.001,1.1323136157883729,0.0,0.729618864019581,0.0
2024-01-04 17:45:00,0.001,0.14704348735343528,0.0,0.12544175788233144,0.0
2024-01-04 18:00:00,0.001,0.001,0.0,0.23288553068624765,1.5
2024-01-04 18:15:00,0.001,0.001,0.0002,0.10082677814380547,1.5
2024-01-04 18:30:00,0.001,0.001,0.30086666666666667,1.9128426063922546,1.5
2024-01-04 18:45:00,0.001,0.001,0.9006000000000001,2.2995759397255875,1.5
2024-01-04 19:00:00,0.26467826201922107,0.001,0.001,0.6184356467451992,1.5
2024-01-04 19:15:00,0.7920347860576631,0.001,0.001,0.37447447482364493,1.5
2024-01-04 19:30:00,0.7920347860576631,0.001,0.0002,2.2075759397255874,1.5
2024-01-04 19:45:00,0.7920347860576631,0.001,0.0,1.9039759397255875,1.5
2024-01-04 20:00:00,0.7920347860576631,0.001,0.0,0.20637593972558782,0.1
2024-01-04 20:15:00,0.7920347860576631,0.001,0.0,0.5100426063922545,0.7
2024-01-04 20:30:00,0.7920347860576631,0.001,0.0,0.7509092730589212,1.5
