,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 07:15:00,0.001,0.001,0.001,0.4387999999999999,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.23741391929411046,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.08321886401958098,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.47035219735291434,0.0,0.26666666666666666
2024-01-01 08:30:00,0.528356524038442,0.001,0.001,0.0705521973529143,0.0,2.4
2024-01-01 08:45:00,0.7920347860576631,0.001,0.001,0.07401886401958097,0.0,0.0
2024-01-01 09:00:00,0.7920347860576631,0.001,0.001,0.17016117192155428,0.0,0.0
2024-01-01 09:15:00,0.7920347860576631,0.001,0.001,0.20400000000000001,0.0,0.0
2024-01-01 09:30:00,0.7920347860576631,0.001,0.001,0.04766666666666666,0.0,0.0
2024-01-01 09:45:00,0.7920347860576631,0.001,0.001,0.039,0.0,0.0
2024-01-01 10:00:00,0.7920347860576631,0.001,0.001,0.039,4.0,0.8
2024-01-01 10:15:00,0.7920347860576631,0.001,0.001,0.05026666666666667,7.0,1.8666666666666667
2024-01-01 10:30:00,0.7920347860576631,0.001,0.001,0.20400000000000001,0.0,0.0
2024-01-01 10:45:00,0.7920347860576631,0.001,0.001,0.15333333333333332,0.0,0.0
2024-01-01 11:00:00,0.7920347860576631,0.001,0.001,0.052,0.0,0.0
2024-01-01 11:15:00,0.7920347860576631,0.001,0.001,0.04073333333333333,0.0,0.0
2024-01-01 11:30:00,0.1592069572115326,0.001,0.001,0.039,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.052533333333333335,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.242,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.10266666666666667,0.0,2.6666666666666665
2024-01-01 12:30:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.0494,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.46299999999999997,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.1704,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.173,0.0,0.5333333333333333
2024-01-01 14:45:00,0.001,0.001,0.001,0.287,0.0,2.1333333333333333
2024-01-01 15:00:00,0.001,0.001,0.001,0.7112666666666667,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.07933333333333333,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.039,7.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.001,0.039,8.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 16:15:00,0.001,1.3312494268995703,0.001,0.2036666666666667,0.0,0.0
2024-01-01 16:30:00,0.001,1.9120072957021788,0.001,0.12766666666666668,0.0,0.0
2024-01-01 16:45:00,0.001,1.975589256962361,0.001,0.039,0.0,0.0
2024-01-01 17:00:00,0.001,1.7335662512467718,0.001,0.039,4.0,1.3333333333333333
2024-01-01 17:15:00,0.001,0.08761334898773074,0.001,0.039,0.0,1.3333333333333333
2024-01-01 17:30:00,0.001,0.001,0.001,0.06433333333333334,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.077,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.001,0.6480666666666667,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.21633333333333335,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-01 19:45:00,0.001,0.001,0.001,0.43879999999999997,0.0,1.6
2024-01-01 20:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.16566666666666668,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.16566666666666666,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.001,0.0508237423726735,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.001,0.0508237423726735,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.22815707570600682,0.0,1.0666666666666667
2024-01-01 22:15:00,0.001,0.001,0.001,0.12682374237267352,0.0,1.6
2024-01-01 22:30:00,0.001,0.001,0.001,0.0508237423726735,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.03978824949151157,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.077,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.06433333333333333,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.001,0.2036666666666667,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.001,0.17833333333333334,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.001,0.153,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.26666666666666666
2024-01-02 04:15:00,0.001,0.001,0.001,0.039,0.0,4.0
2024-01-02 04:30:00,0.001,0.001,0.001,0.039,0.0,1.3333333333333333
2024-01-02 04:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.001,0.051666666666666666,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.001,0.14033333333333334,0.0,2.6666666666666665
2024-01-02 06:45:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 07:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.001,0.43879999999999997,0.0,0.0
2024-01-02 08:00:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-02 08:15:00,0.001,0.001,0.001,0.14033333333333334,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.001,0.5720666666666666,0.0,0.8
2024-01-02 08:45:00,0.001,0.001,0.001,0.039,0.0,1.8666666666666667
2024-01-02 09:00:00,0.001,0.001,0.001,0.5720666666666666,13.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.001,0.051666666666666666,4.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.001,0.10179999999999999,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.001,0.03986666666666667,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.0
2024-01-02 11:00:00,0.001,0.001,0.001,0.229,0.0,2.6666666666666665
2024-01-02 11:15:00,0.001,0.001,0.001,0.08976474847453471,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.001,0.5716237423726735,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,0.001,0.1718237423726735,0.0,0.0
2024-01-02 12:00:00,0.001,0.001,0.001,0.1718237423726735,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.001,0.25355707570600683,0.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.001,0.18385107977391432,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.001,0.039,0.0,2.6666666666666665
2024-01-02 13:45:00,0.001,0.001,0.001,0.2036666666666667,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.001,0.039,7.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.001,0.06433333333333334,11.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.001,0.077,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-02 16:15:00,0.001,0.001,0.001,0.039,0.0,1.6
2024-01-02 16:30:00,0.001,0.001,0.001,0.18760000000000002,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.001,0.3373333333333333,4.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.001,0.16,2.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.001,0.16,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.001,0.12773333333333334,0.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 18:00:00,0.001,0.001,0.001,0.16566666666666668,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.001,0.22820000000000001,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.001,0.251,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.001,0.251,0.0,2.6666666666666665
2024-01-02 19:00:00,0.001,0.001,0.001,0.28255219735291426,0.0,0.0
2024-01-02 19:15:00,0.001,0.001,0.001,0.25221886401958094,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.001,0.28233277407589796,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.001,0.1583759397255878,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.001,0.1065759397255878,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,0.001,0.19496202043147734,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.001,0.2342816943019837,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.001,0.383916945827449,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.001,0.10770927305892113,0.0,1.8666666666666667
2024-01-02 21:30:00,0.001,0.001,0.001,0.7203092730589212,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.001,0.18654810113736683,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.001,0.7259252072746165,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.001,0.2841601114771388,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.001,0.35621886401958097,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.001,0.07861886401958097,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.001,0.0705521973529143,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.001,0.06003479823527621,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.001,0.7113999999999999,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.001,0.153,0.0,0.0
2024-01-03 00:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 00:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 00:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.001,0.48946666666666666,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.001,0.051666666666666666,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.001,0.039,0.0,1.3333333333333333
2024-01-03 04:00:00,0.001,0.001,0.001,0.14033333333333334,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.001,0.191,0.0,2.6666666666666665
2024-01-03 04:30:00,0.001,0.001,0.001,0.039,0.0,3.2
2024-01-03 04:45:00,0.001,0.001,0.001,0.039,4.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.001,0.14033333333333334,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.001,0.039,0.0,0.8
2024-01-03 06:30:00,0.001,0.001,0.001,0.039,0.0,1.8666666666666667
2024-01-03 06:45:00,0.001,0.001,0.001,0.051666666666666666,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-03 07:15:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-03 07:30:00,0.001,0.001,0.001,0.04766666666666666,0.0,0.0
2024-01-03 07:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-03 08:15:00,0.001,0.001,0.001,0.11533333333333333,0.0,0.0
2024-01-03 08:30:00,0.001,0.001,0.001,0.22986666666666666,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.001,0.039,0.0,2.6666666666666665
2024-01-03 09:00:00,0.001,0.001,0.001,0.15939232723147215,0.0,0.5333333333333333
2024-01-03 09:15:00,0.001,0.001,0.001,0.18482374237267354,0.0,0.0
2024-01-03 09:30:00,0.001,0.001,0.001,0.18482374237267354,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.001,0.3655570757060068,0.0,0.0
2024-01-03 10:00:00,0.001,0.001,0.001,0.40491391005631705,0.0,0.0
2024-01-03 10:15:00,0.001,0.001,0.001,0.13806666666666667,0.0,0.0
2024-01-03 10:30:00,0.001,0.001,0.001,0.13,0.0,0.0
2024-01-03 10:45:00,0.001,0.001,0.001,2.031,0.0,2.6666666666666665
2024-01-03 11:00:00,0.001,0.001,0.001,0.9986,0.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.001,0.2036666666666667,0.0,0.0
2024-01-03 11:30:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-03 11:45:00,0.001,0.001,0.001,0.03978824949151157,0.0,0.0
2024-01-03 12:00:00,0.001,0.001,0.001,0.05169040903934017,0.0,0.0
2024-01-03 12:15:00,0.001,0.001,0.001,0.0638237423726735,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.001,1.528557075706007,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.001,1.853157075706007,0.0,2.6666666666666665
2024-01-03 13:00:00,0.001,0.001,0.001,0.1186560244993848,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,0.001,0.09222294175954154,0.0,0.0
2024-01-03 13:30:00,0.001,0.001,0.001,0.09537593972558782,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.001,0.09190927305892115,0.0,0.0
2024-01-03 14:00:00,0.001,0.001,0.001,0.17137593972558782,0.0,0.0
2024-01-03 14:15:00,0.001,0.001,0.001,0.2727092730589211,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.001,0.08426202966927078,0.0,0.0
2024-01-03 14:45:00,0.001,0.001,0.001,0.0705521973529143,0.0,1.6
2024-01-03 15:00:00,0.001,0.001,0.001,0.05793131841174858,0.0,0.0
2024-01-03 15:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 15:30:00,0.001,0.001,0.001,0.16566666666666668,0.0,0.0
2024-01-03 15:45:00,0.001,0.001,0.001,0.16566666666666666,2.0,0.0
2024-01-03 16:00:00,0.001,0.001,0.001,0.039,15.0,2.1333333333333333
2024-01-03 16:15:00,0.001,0.001,0.001,0.06213827805880382,9.0,0.5333333333333333
2024-01-03 16:30:00,0.001,0.001,0.001,0.8705521973529142,0.0,0.0
2024-01-03 16:45:00,0.001,0.001,0.001,1.9372188640195809,0.0,0.0
2024-01-03 17:00:00,0.001,0.001,0.001,0.2478855306862476,0.0,0.0
2024-01-03 17:15:00,0.001,0.001,0.001,0.1465521973529143,0.0,0.0
2024-01-03 17:30:00,0.001,0.001,0.001,0.045310439470582865,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,0.001,0.039,2.0,0.0
2024-01-03 18:00:00,0.001,0.001,0.001,0.039,0.0,1.6
2024-01-03 18:15:00,0.001,0.001,0.001,0.077,0.0,1.0666666666666667
2024-01-03 18:30:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.001,0.06433333333333333,0.0,0.0
2024-01-03 19:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 19:45:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.001,0.2036666666666667,0.0,1.6
2024-01-03 20:15:00,0.001,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-03 20:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 21:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 21:15:00,0.001,0.001,0.001,0.17833333333333334,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.001,0.153,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 22:00:00,0.001,0.001,0.001,0.039,0.0,2.1333333333333333
2024-01-03 22:15:00,0.001,0.001,0.001,0.039,0.0,0.5333333333333333
2024-01-03 22:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 22:45:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-03 23:00:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.0
2024-01-03 23:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-03 23:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-04 00:30:00,0.001,0.001,0.001,0.051666666666666666,0.0,0.0
2024-01-04 00:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 01:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.001,0.14033333333333334,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.001,0.14033333333333334,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 04:00:00,0.001,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-04 04:15:00,0.001,0.001,0.001,0.051666666666666666,0.0,4.0
2024-01-04 04:30:00,0.001,0.001,0.001,0.229,0.0,2.1333333333333333
2024-01-04 04:45:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-04 05:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 05:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 05:45:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.0
2024-01-04 06:00:00,0.001,0.001,0.001,0.229,0.0,2.6666666666666665
2024-01-04 06:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 06:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 06:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 07:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 07:15:00,0.001,0.001,0.001,0.153,5.0,0.0
2024-01-04 07:30:00,0.001,0.001,0.001,0.17833333333333334,4.0,0.0
2024-01-04 07:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 08:00:00,0.001,0.001,0.001,0.039,0.0,2.1333333333333333
2024-01-04 08:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 08:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 08:45:00,0.001,0.001,0.001,0.2036666666666667,0.0,1.0666666666666667
2024-01-04 09:00:00,0.001,0.001,0.001,0.12766666666666668,0.0,1.6
2024-01-04 09:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 09:45:00,0.001,0.001,0.001,0.5807333333333333,0.0,0.0
2024-01-04 10:00:00,0.001,0.001,0.001,1.9965333333333333,0.0,0.0
2024-01-04 10:15:00,0.001,0.001,0.001,1.0416666666666667,0.0,0.0
2024-01-04 10:30:00,0.001,0.001,0.001,0.09,0.0,2.6666666666666665
2024-01-04 10:45:00,0.001,0.001,0.001,0.44139999999999996,0.0,0.0
2024-01-04 11:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 11:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-04 11:30:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-04 11:45:00,0.001,0.001,0.001,0.21633333333333335,0.0,0.0
2024-01-04 12:00:00,0.001,0.001,0.001,0.039,0.0,1.8666666666666667
2024-01-04 12:15:00,0.001,0.001,0.001,0.039,0.0,0.8
2024-01-04 12:30:00,0.001,0.001,0.042154049271240696,0.039,0.0,0.0
2024-01-04 12:45:00,0.001,0.001,0.3286032769611479,0.051620878941165724,0.0,0.0
2024-01-04 13:00:00,0.001,0.001,0.7776798389088754,0.597018864019581,0.0,0.0
2024-01-04 13:15:00,0.001,0.001,0.16114019821312534,0.7302855306862476,0.0,0.0
2024-01-04 13:30:00,0.001,0.001,0.1581828177695388,0.0705521973529143,0.0,0.0
2024-01-04 13:45:00,0.001,0.001,1.000722737988656,0.0705521973529143,0.0,0.0
