,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-04 14:00:00,0.001,0.001,0.7836777193005633,0.06634523770585907,0.0,2.6666666666666665
2024-01-04 14:15:00,0.001,0.001,0.12242849310647148,0.039,0.0,0.5333333333333333
2024-01-04 14:30:00,0.001,0.001,0.15995175922739335,0.21633333333333335,0.0,0.0
2024-01-04 14:45:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-04 15:00:00,0.001,0.001,0.001,0.045310439470582865,0.0,0.0
2024-01-04 15:15:00,0.001,0.001,0.001,0.0783521973529143,0.0,0.0
2024-01-04 15:30:00,0.001,0.001,0.001,0.09222294175954154,0.0,0.0
2024-01-04 15:45:00,0.001,0.001,0.001,0.5331759397255879,0.0,2.6666666666666665
2024-01-04 16:00:00,0.001,0.001,0.001,0.2853759397255878,0.0,0.0
2024-01-04 16:15:00,0.001,0.001,0.001,0.11637593972558781,0.0,0.0
2024-01-04 16:30:00,0.001,0.001,0.001,0.44951774644058096,0.0,0.0
2024-01-04 16:45:00,0.001,0.001,0.001,0.09233333333333332,0.0,0.0
2024-01-04 17:00:00,0.001,0.001,0.001,0.7060666666666667,8.0,0.0
2024-01-04 17:15:00,0.001,0.001,0.001,0.34053333333333335,15.0,1.8666666666666667
2024-01-04 17:30:00,0.001,0.001,0.001,0.4286666666666667,8.0,0.8
2024-01-04 17:45:00,0.001,0.001,0.001,0.2536,0.0,0.0
2024-01-04 18:00:00,0.001,0.001,0.001,1.862954212274499,0.0,0.0
2024-01-04 18:15:00,0.001,0.001,0.001,1.0518855306862478,0.0,0.0
2024-01-04 18:30:00,0.001,0.001,0.001,0.19155219735291432,0.0,0.0
2024-01-04 18:45:00,0.001,0.001,0.001,1.770285530686248,0.0,0.0
2024-01-04 19:00:00,0.001,0.001,0.001,1.4250855306862478,0.0,2.6666666666666665
2024-01-04 19:15:00,0.001,0.001,0.001,2.2464855306862477,0.0,0.0
2024-01-04 19:30:00,0.001,0.001,0.09392164779051025,0.9998855306862476,0.0,0.0
2024-01-04 19:45:00,0.001,0.001,0.2165984273480836,0.20455219735291433,0.0,0.0
2024-01-04 20:00:00,0.001,0.001,1.1430523432723534,0.2092816943019837,0.0,0.0
2024-01-04 20:15:00,0.001,0.001,0.1447400146355617,0.3979620204314773,0.0,0.0
2024-01-04 20:30:00,0.001,0.001,0.1411019904780345,0.27017593972558784,0.0,1.8666666666666667
2024-01-04 20:45:00,0.001,0.001,0.2720530160899676,0.20337593972558782,0.0,0.8
2024-01-04 21:00:00,0.001,0.001,0.6309848638715755,0.20337593972558782,0.0,0.0
2024-01-04 21:15:00,0.001,0.11525299393937072,0.12937987831482983,0.20337593972558782,0.0,0.0
2024-01-04 21:30:00,0.001,1.6984739823927635,0.27823892558351815,0.25404260639225446,0.0,0.0
2024-01-04 21:45:00,0.001,1.9571921555028464,1.4867765731130198,0.39337593972558776,0.0,0.0
2024-01-04 22:00:00,0.001,1.9777871676156922,0.001,0.21604260639225448,0.0,0.0
2024-01-04 22:15:00,0.001,1.2913192803479392,0.001,0.20337593972558782,0.0,0.0
2024-01-04 22:30:00,0.001,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-04 22:45:00,0.001,0.001,0.001,0.18444462131383924,0.0,0.0
2024-01-04 23:00:00,0.001,0.001,0.001,0.27315707570600684,0.0,0.0
2024-01-04 23:15:00,0.001,0.001,0.001,0.32382374237267353,0.0,0.0
2024-01-04 23:30:00,0.001,0.001,0.001,0.1718237423726735,0.0,0.0
2024-01-04 23:45:00,0.001,0.001,0.001,0.2012724599020602,0.0,0.0
2024-01-05 00:00:00,0.001,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 00:15:00,0.001,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 00:30:00,0.001,0.001,0.001,0.3553759397255878,0.0,1.6
2024-01-05 00:45:00,0.001,0.001,0.001,0.8209481011373668,0.0,0.0
2024-01-05 01:00:00,0.001,0.001,0.001,0.06695707570600683,0.0,0.0
2024-01-05 01:15:00,0.001,0.001,0.001,0.0460942454236041,0.0,0.0
2024-01-05 01:30:00,0.001,0.001,0.001,0.039,0.0,0.8
2024-01-05 01:45:00,0.001,0.001,0.001,0.051666666666666666,0.0,0.0
2024-01-05 02:00:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-05 02:15:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-05 02:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 02:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 03:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 03:15:00,0.001,0.001,0.001,0.10233333333333335,0.0,0.0
2024-01-05 03:30:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-05 03:45:00,0.001,0.001,0.001,0.039,0.0,0.8
2024-01-05 04:00:00,0.001,0.001,0.001,0.039,0.0,1.6
2024-01-05 04:15:00,0.001,0.001,0.001,0.039,0.0,3.466666666666667
2024-01-05 04:30:00,0.001,0.001,0.001,0.039,0.0,3.7333333333333334
2024-01-05 04:45:00,0.001,0.001,0.001,0.153,0.0,0.0
2024-01-05 05:00:00,0.001,0.001,0.001,0.17833333333333334,0.0,0.0
2024-01-05 05:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 05:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 05:45:00,0.001,0.001,0.001,0.039,0.0,2.933333333333333
2024-01-05 06:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 06:15:00,0.001,0.001,0.001,0.2036666666666667,0.0,0.0
2024-01-05 06:30:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-05 06:45:00,0.001,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-05 07:00:00,0.001,0.001,0.001,0.3055333333333333,0.0,1.8666666666666667
2024-01-05 07:15:00,0.001,0.001,0.001,0.7053333333333333,0.0,0.0
2024-01-05 07:30:00,0.001,0.001,0.001,0.06433333333333334,0.0,0.0
2024-01-05 07:45:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-05 08:00:00,0.001,0.001,0.001,0.077,0.0,1.6
2024-01-05 08:15:00,0.001,0.001,0.030528685607001272,0.039,0.0,1.3333333333333333
2024-01-05 08:30:00,0.001,0.001,0.14989578781234514,0.039,5.0,0.0
2024-01-05 08:45:00,0.001,0.001,0.5244482883318516,0.039,6.0,0.0
2024-01-05 09:00:00,0.001,0.001,0.8344073934396177,0.115,0.0,0.0
2024-01-05 09:15:00,0.001,0.001,0.13497999927447052,0.21893333333333334,0.0,1.6
2024-01-05 09:30:00,0.001,0.001,0.2774706408661197,0.07093131841174859,0.0,1.3333333333333333
2024-01-05 09:45:00,0.001,0.001,0.6517822434126704,0.09968553068624764,0.0,0.0
2024-01-05 10:00:00,0.001,0.001,0.11003856463190093,0.20455219735291433,0.0,0.0
2024-01-05 10:15:00,0.001,0.001,0.13970506768754115,0.20368553068624762,0.0,0.0
2024-01-05 10:30:00,0.001,0.001,0.5599897908457803,0.30597710613724954,0.0,1.3333333333333333
2024-01-05 10:45:00,0.001,0.001,1.6718671559005132,0.2996666666666667,0.0,1.6
2024-01-05 11:00:00,0.001,0.001,0.11865499625442359,0.173,0.0,0.0
2024-01-05 11:15:00,0.001,0.001,0.1359613838168895,0.0494,0.0,0.0
2024-01-05 11:30:00,0.001,0.001,0.25647076513338335,0.06213827805880382,2.0,0.0
2024-01-05 11:45:00,0.001,0.001,0.6388748568576952,0.08095219735291431,6.0,0.5333333333333333
2024-01-05 12:00:00,0.001,0.001,0.001,0.2608855306862476,0.0,2.4
2024-01-05 12:15:00,0.001,0.001,0.001,0.15955219735291426,0.0,0.0
2024-01-05 12:30:00,0.001,0.001,0.001,0.6189836124941157,0.0,0.0
2024-01-05 12:45:00,0.001,0.001,0.001,0.5984973686863955,0.0,0.0
2024-01-05 13:00:00,0.001,0.001,0.001,0.18409040903934015,0.0,0.0
2024-01-05 13:15:00,0.001,0.001,0.001,0.38059883358833824,0.0,2.933333333333333
2024-01-05 13:30:00,0.001,0.001,0.001,0.4056426063922544,0.0,0.0
2024-01-05 13:45:00,0.001,0.001,0.001,0.40650927305892115,0.0,0.0
2024-01-05 14:00:00,0.001,0.001,0.001,0.6031759397255879,0.0,0.0
2024-01-05 14:15:00,0.001,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 14:30:00,0.001,0.001,0.001,0.17393166573469146,0.0,0.0
2024-01-05 14:45:00,0.001,0.001,0.001,0.24866666666666667,8.0,0.8
2024-01-05 15:00:00,0.001,0.001,0.001,0.27626666666666666,0.0,2.6666666666666665
2024-01-05 15:15:00,0.001,0.001,0.001,0.0442,0.0,0.0
2024-01-05 15:30:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-05 15:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-05 16:00:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-05 16:15:00,0.001,0.001,0.001,0.18006666666666668,0.0,1.3333333333333333
2024-01-05 16:30:00,0.001,0.001,0.001,0.153,0.0,1.6
2024-01-05 16:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-05 17:00:00,0.001,0.001,0.001,0.0705521973529143,0.0,0.0
2024-01-05 17:15:00,0.001,0.001,0.001,0.0705521973529143,0.0,0.0
2024-01-05 17:30:00,0.001,0.001,0.001,0.19155219735291432,0.0,0.0
2024-01-05 17:45:00,0.001,0.001,0.001,0.3815521973529143,0.0,1.8666666666666667
2024-01-05 18:00:00,0.001,0.001,0.001,0.2422646517450819,0.0,1.0666666666666667
2024-01-05 18:15:00,0.3701495668269094,0.001,0.001,2.559,0.0,0.0
2024-01-05 18:30:00,0.7920347860576631,0.001,0.001,0.3309688262144953,0.0,0.0
2024-01-05 18:45:00,0.7920347860576631,0.001,0.001,0.12342374237267349,0.0,0.0
2024-01-05 19:00:00,0.7920347860576631,0.001,0.001,0.10149040903934017,0.0,0.0
2024-01-05 19:15:00,0.7920347860576631,0.001,0.001,0.27770231341186585,0.0,2.4
2024-01-05 19:30:00,0.7920347860576631,0.001,0.001,0.5078426063922544,0.0,0.26666666666666666
2024-01-05 19:45:00,0.7920347860576631,0.001,0.001,0.09537593972558782,0.0,0.0
2024-01-05 20:00:00,0.7920347860576631,0.001,0.001,0.20024260639225447,0.0,0.0
2024-01-05 20:15:00,0.7920347860576631,0.001,0.001,0.19954810113736685,0.0,0.0
2024-01-05 20:30:00,0.7920347860576631,0.001,0.001,0.3177092730589211,0.0,0.5333333333333333
2024-01-05 20:45:00,0.7920347860576631,0.001,0.001,0.35103852865229385,0.0,2.4
2024-01-05 21:00:00,0.7920347860576631,0.001,0.001,2.4385013589346967,0.0,0.0
2024-01-05 21:15:00,0.7920347860576631,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 21:30:00,0.7920347860576631,0.001,0.001,0.17110927305892115,0.0,0.0
2024-01-05 21:45:00,0.1592069572115326,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 22:00:00,0.001,0.001,0.001,0.7551759397255878,0.0,0.5333333333333333
2024-01-05 22:15:00,0.4228852192307536,0.001,0.001,0.30470927305892115,0.0,2.4
2024-01-05 22:30:00,0.7920347860576631,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 22:45:00,0.7920347860576631,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 23:00:00,0.7920347860576631,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-05 23:15:00,0.7920347860576631,0.001,0.001,0.20737186198562724,0.0,0.0
2024-01-05 23:30:00,0.7920347860576631,0.001,0.001,0.3815521973529143,0.0,0.0
2024-01-05 23:45:00,0.7920347860576631,0.001,0.001,0.642018864019581,0.0,0.0
2024-01-06 00:00:00,0.7920347860576631,0.001,0.001,0.19155219735291432,0.0,0.0
2024-01-06 00:15:00,0.7920347860576631,0.001,0.001,0.20258769023407627,0.0,0.0
2024-01-06 00:30:00,0.7920347860576631,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-06 00:45:00,0.7920347860576631,0.001,0.001,0.13694810113736683,0.0,0.0
2024-01-06 01:00:00,0.7920347860576631,0.001,0.001,0.2408237423726735,0.0,0.0
2024-01-06 01:15:00,0.1064713048076884,0.001,0.001,0.5838904090393401,0.0,0.0
2024-01-06 01:30:00,0.001,0.001,0.001,0.0508237423726735,11.0,0.0
2024-01-06 01:45:00,0.001,0.001,0.001,0.5831021595478286,15.0,0.0
2024-01-06 02:00:00,0.001,0.001,0.001,0.039,15.0,0.0
2024-01-06 02:15:00,0.001,0.001,0.001,0.153,15.0,0.0
2024-01-06 02:30:00,0.001,0.001,0.001,0.17833333333333334,5.0,0.0
2024-01-06 02:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 03:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 03:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 03:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 03:45:00,0.001,0.001,0.001,0.2036666666666667,0.0,0.0
2024-01-06 04:00:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-06 04:15:00,0.001,0.001,0.001,0.5720666666666666,0.0,2.4
2024-01-06 04:30:00,0.001,0.001,0.001,0.039,0.0,4.0
2024-01-06 04:45:00,0.001,0.001,0.001,0.039,0.0,2.1333333333333333
2024-01-06 05:00:00,0.001,0.001,0.001,0.06433333333333334,0.0,0.0
2024-01-06 05:15:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-06 05:30:00,0.001,0.001,0.001,0.077,0.0,3.2
2024-01-06 05:45:00,0.001,0.001,0.001,0.039,0.0,0.26666666666666666
2024-01-06 06:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 06:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 06:30:00,0.001,0.001,0.001,0.947,0.0,0.0
2024-01-06 06:45:00,0.001,0.001,0.001,1.4643333333333333,0.0,1.8666666666666667
2024-01-06 07:00:00,0.001,0.001,0.001,0.12653333333333333,0.0,0.0
2024-01-06 07:15:00,0.001,0.001,0.001,0.18526666666666666,0.0,0.0
2024-01-06 07:30:00,0.001,0.001,0.001,0.3185333333333334,0.0,1.3333333333333333
2024-01-06 07:45:00,0.001,0.001,0.001,0.052,0.0,1.6
2024-01-06 08:00:00,0.001,0.001,0.001,0.7082666666666667,0.0,0.0
2024-01-06 08:15:00,0.001,0.001,0.001,0.5654666666666667,0.0,0.0
2024-01-06 08:30:00,0.001,0.001,0.001,0.17226666666666665,0.0,0.0
2024-01-06 08:45:00,0.001,0.001,0.001,0.039,0.0,0.8
2024-01-06 09:00:00,0.001,0.001,0.001,0.039,0.0,2.1333333333333333
2024-01-06 09:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 09:30:00,0.001,0.001,0.001,1.5814,0.0,0.0
2024-01-06 09:45:00,0.001,0.001,0.001,1.363,0.0,0.0
2024-01-06 10:00:00,0.001,0.001,0.001,0.45499999999999996,0.0,0.0
2024-01-06 10:15:00,0.001,0.001,0.001,0.039,0.0,2.933333333333333
2024-01-06 10:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 10:45:00,0.001,0.001,0.001,0.077,0.0,0.0
2024-01-06 11:00:00,0.001,1.1086209490368857,0.001,0.229,0.0,0.0
2024-01-06 11:15:00,0.001,1.9396937650350974,0.001,0.06433333333333333,0.0,0.0
2024-01-06 11:30:00,0.001,1.7610668775895202,0.001,0.5720666666666666,0.0,2.933333333333333
2024-01-06 11:45:00,0.001,0.428166157682132,0.001,0.039,0.0,0.0
2024-01-06 12:00:00,0.001,0.40381657023945894,0.001,0.039,0.0,0.0
2024-01-06 12:15:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-06 12:30:00,0.001,0.001,0.001,0.2036666666666667,0.0,0.0
2024-01-06 12:45:00,0.001,0.001,0.001,0.039,0.0,1.3333333333333333
2024-01-06 13:00:00,0.001,0.001,0.001,0.039,0.0,1.6
2024-01-06 13:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 13:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 13:45:00,0.001,0.001,0.001,0.17833333333333334,0.0,0.0
2024-01-06 14:00:00,0.001,0.001,0.001,0.5528,0.0,0.0
2024-01-06 14:15:00,0.001,0.001,0.001,0.039,0.0,2.933333333333333
2024-01-06 14:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-06 14:45:00,0.001,0.001,0.001,0.44053333333333333,0.0,0.0
2024-01-06 15:00:00,0.001,0.001,0.001,0.05620695964705524,0.0,0.0
2024-01-06 15:15:00,0.001,0.001,0.001,0.27355219735291425,0.0,0.0
2024-01-06 15:30:00,0.001,0.001,0.001,0.14688553068624763,0.0,0.0
2024-01-06 15:45:00,0.001,0.001,0.001,0.6131521973529143,0.0,2.933333333333333
2024-01-06 16:00:00,0.001,0.001,0.001,0.0705521973529143,0.0,0.0
2024-01-06 16:15:00,0.001,0.001,0.001,0.0705521973529143,0.0,0.0
2024-01-06 16:30:00,0.001,1.349903287396694,0.001,0.10439102543136002,0.0,0.0
2024-01-06 16:45:00,0.001,1.9543692345505406,0.001,0.6395961636157362,0.0,0.0
2024-01-06 17:00:00,0.001,1.6781960525128936,0.001,0.18942374237267354,0.0,1.0666666666666667
2024-01-06 17:15:00,0.001,0.29146574527918295,0.001,0.18482374237267354,0.0,1.8666666666666667
2024-01-06 17:30:00,0.001,1.126037347586818,0.001,0.18482374237267354,0.0,0.0
2024-01-06 17:45:00,0.001,0.9460586926351623,0.001,0.17875707570600685,0.0,0.0
2024-01-06 18:00:00,0.001,1.1589785383217532,0.001,2.664274580790891,0.0,0.0
2024-01-06 18:15:00,0.001,1.106781166057763,0.001,0.5095258144288428,0.0,0.0
2024-01-06 18:30:00,0.001,0.001,0.001,0.20770927305892115,0.0,2.1333333333333333
2024-01-06 18:45:00,0.001,0.001,0.001,0.2163759397255878,0.0,0.8
2024-01-06 19:00:00,0.001,0.001,0.001,0.6161759397255878,0.0,0.0
2024-01-06 19:15:00,0.001,0.001,0.001,0.6161759397255878,0.0,0.0
2024-01-06 19:30:00,0.001,0.001,0.001,0.36837593972558774,0.0,0.0
2024-01-06 19:45:00,0.001,0.001,0.001,0.3177092730589211,0.0,0.0
2024-01-06 20:00:00,0.001,0.001,0.001,0.2163759397255878,0.0,2.933333333333333
2024-01-06 20:15:00,0.001,0.001,0.001,2.1355759397255882,0.0,0.0
2024-01-06 20:30:00,0.001,0.001,0.001,0.9362426063922545,0.0,0.0
2024-01-06 20:45:00,0.001,0.001,0.001,2.3509092730589214,0.0,0.0
2024-01-06 21:00:00,0.001,0.001,0.001,0.39337593972558776,0.0,0.0
2024-01-06 21:15:00,0.001,0.001,0.001,0.9077550607844221,0.0,1.6
2024-01-06 21:30:00,0.001,0.001,0.001,0.4699092730589212,0.0,1.3333333333333333
2024-01-06 21:45:00,0.001,0.001,0.0320847911347406,0.20337593972558782,0.0,0.0
2024-01-06 22:00:00,0.001,0.001,0.17024573764765996,0.19155219735291432,0.0,0.0
2024-01-06 22:15:00,0.001,0.001,0.6549454171780517,0.2643445245843864,0.0,0.0
2024-01-06 22:30:00,0.001,0.001,0.6899985656358884,0.28044260639225443,0.0,0.0
2024-01-06 22:45:00,0.001,0.001,0.14051531329240405,0.0823759397255878,0.0,0.0
2024-01-06 23:00:00,0.001,0.001,0.26725347411247097,0.06344462131383923,0.0,0.0
2024-01-06 23:15:00,0.001,0.001,0.6694765650804625,0.044517746440580964,0.0,0.0
2024-01-06 23:30:00,0.001,0.001,0.09643487810921333,0.06844871752938668,0.0,0.0
2024-01-06 23:45:00,0.001,0.001,0.16095998638317108,0.1845521973529143,0.0,0.0
2024-01-07 00:00:00,0.001,0.001,0.6840029394128664,0.20988553068624763,0.0,0.0
2024-01-07 00:15:00,0.001,0.001,1.519195949822883,0.0705521973529143,0.0,0.0
2024-01-07 00:30:00,0.001,0.001,0.13219224463900603,0.13508553068624762,0.0,0.0
2024-01-07 00:45:00,0.001,0.001,0.1423001883100892,0.16210347982352763,0.0,0.0
2024-01-07 01:00:00,0.001,0.001,0.2842216236540919,0.16,0.0,0.0
2024-01-07 01:15:00,0.001,0.001,0.6317941157534207,0.8577333333333333,0.0,0.0
2024-01-07 01:30:00,0.001,0.001,0.001,0.24866666666666667,0.0,0.0
2024-01-07 01:45:00,0.001,0.001,0.001,0.16,0.0,0.0
2024-01-07 02:00:00,0.001,0.001,0.001,0.0495173991176381,0.0,0.0
2024-01-07 02:15:00,0.001,0.001,0.001,0.0705521973529143,0.0,0.0
2024-01-07 02:30:00,0.001,0.001,0.001,0.09588553068624764,0.0,1.6
2024-01-07 02:45:00,0.001,0.001,0.001,0.39381886401958094,0.0,0.0
2024-01-07 03:00:00,0.001,0.001,0.001,0.5083521973529143,0.0,0.0
2024-01-07 03:15:00,0.001,0.001,0.001,0.06424175788233145,0.0,3.466666666666667
2024-01-07 03:30:00,0.001,0.001,0.001,0.039,0.0,4.0
2024-01-07 03:45:00,0.001,0.001,0.001,0.039,0.0,1.6
2024-01-07 04:00:00,0.001,0.001,0.001,0.6480666666666666,0.0,0.0
2024-01-07 04:15:00,0.001,0.001,0.001,0.21633333333333335,0.0,0.0
2024-01-07 04:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 04:45:00,0.001,0.001,0.001,0.039,0.0,1.8666666666666667
2024-01-07 05:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 05:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 05:30:00,0.001,0.001,0.001,0.5654666666666667,8.0,0.5333333333333333
2024-01-07 05:45:00,0.001,0.001,0.001,0.16566666666666666,0.0,2.6666666666666665
2024-01-07 06:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 06:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 06:30:00,0.001,0.001,0.001,0.039,3.0,0.0
2024-01-07 06:45:00,0.001,0.001,0.001,0.039,0.0,0.5333333333333333
2024-01-07 07:00:00,0.001,0.001,0.001,0.21633333333333335,0.0,2.4
2024-01-07 07:15:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-07 07:30:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 07:45:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 08:00:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 08:15:00,0.001,0.001,0.001,0.08046666666666666,0.0,0.0
2024-01-07 08:30:00,0.001,0.001,0.001,0.242,0.0,2.1333333333333333
2024-01-07 08:45:00,0.001,0.001,0.001,0.18219999999999997,0.0,0.0
2024-01-07 09:00:00,0.001,0.001,0.001,0.7060666666666667,0.0,0.26666666666666666
2024-01-07 09:15:00,0.001,0.001,0.001,0.1772069596470552,0.0,2.6666666666666665
2024-01-07 09:30:00,0.001,0.001,0.001,1.1374188640195808,0.0,0.0
2024-01-07 09:45:00,0.001,0.001,0.001,0.29321886401958097,0.0,0.0
2024-01-07 10:00:00,0.001,0.001,0.001,0.369218864019581,8.0,0.0
2024-01-07 10:15:00,0.31741391442306527,0.001,0.001,0.1077521973529143,0.0,0.0
2024-01-07 10:30:00,0.7920347860576631,0.001,0.001,0.06288754560783238,0.0,2.933333333333333
2024-01-07 10:45:00,0.7920347860576631,0.001,0.001,1.9582000000000002,0.0,0.0
2024-01-07 11:00:00,0.7920347860576631,0.001,0.001,0.8386666666666667,0.0,0.0
2024-01-07 11:15:00,0.7920347860576631,0.001,0.001,0.17833333333333334,0.0,0.0
2024-01-07 11:30:00,0.7920347860576631,0.001,0.001,0.153,0.0,0.0
2024-01-07 11:45:00,0.7920347860576631,0.001,0.001,0.08739999999999999,0.0,2.6666666666666665
2024-01-07 12:00:00,0.7920347860576631,0.001,0.001,0.16,0.0,0.26666666666666666
2024-01-07 12:15:00,0.7920347860576631,0.001,0.001,0.16,0.0,0.0
2024-01-07 12:30:00,0.7920347860576631,0.001,0.001,0.16,0.0,0.0
2024-01-07 12:45:00,0.7920347860576631,0.001,0.001,0.35,11.0,0.0
2024-01-07 13:00:00,0.7920347860576631,0.001,0.001,0.19913333333333333,0.0,0.0
2024-01-07 13:15:00,0.7920347860576631,0.001,0.001,0.039,0.0,0.0
2024-01-07 13:30:00,0.7920347860576631,0.001,0.001,0.039,0.0,2.1333333333333333
2024-01-07 13:45:00,0.05373565240384421,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-07 14:00:00,0.001,0.001,0.001,0.08966666666666666,0.0,0.0
2024-01-07 14:15:00,0.001,0.001,0.001,0.229,0.0,0.0
2024-01-07 14:30:00,0.001,0.001,0.001,0.051666666666666666,0.0,0.0
2024-01-07 14:45:00,0.001,0.001,0.001,0.039,0.0,2.933333333333333
2024-01-07 15:00:00,0.001,0.001,0.001,0.43879999999999997,0.0,0.0
2024-01-07 15:15:00,0.001,0.001,0.001,0.039,0.0,0.0
2024-01-07 15:30:00,0.001,0.001,0.001,0.14033333333333334,0.0,0.0
2024-01-07 15:45:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-07 16:00:00,0.001,0.001,0.001,0.039,0.0,1.8666666666666667
2024-01-07 16:15:00,0.001,0.001,0.001,0.039,0.0,1.0666666666666667
2024-01-07 16:30:00,0.001,0.001,0.001,2.039,0.0,0.0
2024-01-07 16:45:00,0.001,0.001,0.001,1.3720666666666665,0.0,0.0
2024-01-07 17:00:00,0.001,0.001,0.001,0.191,0.0,0.0
2024-01-07 17:15:00,0.001,0.001,0.001,0.2613333333333333,0.0,0.0
2024-01-07 17:30:00,0.001,0.001,0.001,0.16866666666666666,0.0,2.933333333333333
2024-01-07 17:45:00,0.001,0.001,0.001,0.173,0.0,0.0
2024-01-07 18:00:00,0.001,0.001,0.001,0.173,12.0,0.0
2024-01-07 18:15:00,0.5810921764422863,0.001,0.001,0.18566666666666665,6.0,0.0
2024-01-07 18:30:00,0.7920347860576631,0.001,0.001,0.32266666666666666,0.0,0.0
2024-01-07 18:45:00,0.7920347860576631,0.001,0.001,0.09999232723147214,0.0,1.0666666666666667
2024-01-07 19:00:00,0.7920347860576631,0.001,0.001,0.4610237423726736,0.0,1.8666666666666667
2024-01-07 19:15:00,0.7920347860576631,0.001,0.001,0.17675707570600682,0.0,0.0
2024-01-07 19:30:00,0.7920347860576631,0.001,0.001,0.21427245990206018,0.0,0.0
2024-01-07 19:45:00,0.7920347860576631,0.001,0.001,1.1109210235674096,0.0,0.0
2024-01-07 20:00:00,0.7920347860576631,0.001,0.001,1.604509273058921,0.0,0.0
2024-01-07 20:15:00,0.7920347860576631,0.001,0.001,0.49837593972558786,0.0,2.6666666666666665
2024-01-07 20:30:00,0.7920347860576631,0.001,0.001,0.0823759397255878,0.0,0.26666666666666666
2024-01-07 20:45:00,0.7920347860576631,0.001,0.001,0.18724260639225448,0.0,0.0
2024-01-07 21:00:00,0.7920347860576631,0.001,0.001,0.20337593972558782,0.0,0.0
2024-01-07 21:15:00,0.7920347860576631,0.001,0.001,0.2889811838772101,0.0,0.0
2024-01-07 21:30:00,0.7920347860576631,0.001,0.001,0.332191873941283,0.0,0.0
2024-01-07 21:45:00,0.528356524038442,0.001,0.001,0.18724260639225448,0.0,1.3333333333333333
2024-01-07 22:00:00,0.001,0.001,0.001,0.09850927305892114,0.0,1.8666666666666667
2024-01-07 22:15:00,0.001,0.001,0.001,0.6031759397255878,0.0,0.0
2024-01-07 22:30:00,0.001,0.001,0.001,0.2010111912510531,0.0,0.0
