,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-01-01 00:00:00,2.0,15.0,15.0,13.5,12.0,2.020542435221591
2024-01-01 00:01:00,2.0,15.0,14.99767819905562,13.501219191157912,12.0,2.020542435221591
2024-01-01 00:02:00,2.0,15.0,14.995361654093763,13.502432253212357,12.0,2.020542435221591
2024-01-01 00:03:00,2.0,15.0,14.993050348319683,13.503639207378523,12.0,2.020542435221591
2024-01-01 00:04:00,2.0,15.0,14.990744264994667,13.504840074800258,12.0,2.020542435221591
2024-01-01 00:05:00,2.0,15.0,14.988443387435856,13.506034876550304,12.0,2.020542435221591
2024-01-01 00:06:00,2.0,15.0,14.986147699016044,13.507223633630542,12.0,2.020542435221591
2024-01-01 00:07:00,2.0,15.0,14.9838571831635,13.50840636697222,12.0,2.020542435221591
2024-01-01 00:08:00,2.0,15.0,14.981571823361786,13.509583097436202,12.0,2.020542435221591
2024-01-01 00:09:00,2.0,15.0,14.97929160314956,13.510753845813193,12.0,2.020542435221591
2024-01-01 00:10:00,2.0,15.0,14.9770165061204,13.511918632823981,12.0,2.020542435221591
2024-01-01 00:11:00,2.0,15.0,14.974746515922616,13.513077479119671,12.0,2.020542435221591
2024-01-01 00:12:00,2.0,15.0,14.97248161625907,13.514230405281912,12.0,2.020542435221591
2024-01-01 00:13:00,2.0,15.0,14.970221790886994,13.515377431823142,12.0,2.020542435221591
2024-01-01 00:14:00,2.0,15.0,14.967967023617799,13.516518579186807,12.0,2.020542435221591
2024-01-01 00:15:00,2.0,15.0,14.965717298316905,13.517653867747603,12.0,2.020542435221591
2024-01-01 00:16:00,2.0,15.0,14.963472598903552,13.518783317811698,12.0,2.020542435221591
2024-01-01 00:17:00,2.0,15.0,14.961232909350624,13.51990694961697,12.0,2.020542435221591
2024-01-01 00:18:00,2.0,15.0,14.958998213684467,13.52102478333323,12.0,2.020542435221591
2024-01-01 00:19:00,2.0,15.0,14.95676849598471,13.522136839062451,12.0,2.020542435221591
2024-01-01 00:20:00,2.0,15.0,14.954543740384086,13.523243136839,12.0,2.020542435221591
