,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-01-01 00:00:00,2.0,15.0,15.0,13.5,12.0,0.7399547590890541
2024-01-01 00:01:00,2.0,15.0,14.999151531429865,13.500321475997211,12.0,0.7399547590890541
2024-01-01 00:02:00,2.0,15.0,14.998303668106843,13.500642273330474,12.0,0.7399547590890541
2024-01-01 00:03:00,2.0,15.0,14.99745640937908,13.500962392838064,12.0,0.7399547590890541
2024-01-01 00:04:00,2.0,15.0,14.996609754595475,13.501281835357267,12.0,0.7399547590890541
2024-01-01 00:05:00,2.0,15.0,14.995763703105684,13.501600601724382,12.0,0.7399547590890541
2024-01-01 00:06:00,2.0,15.0,14.994918254260112,13.501918692774728,12.0,0.7399547590890541
2024-01-01 00:07:00,2.0,15.0,14.994073407409918,13.502236109342634,12.0,0.7399547590890541
2024-01-01 00:08:00,2.0,15.0,14.993229161907012,13.50255285226145,12.0,0.7399547590890541
2024-01-01 00:09:00,2.0,15.0,14.992385517104056,13.502868922363545,12.0,0.7399547590890541
2024-01-01 00:10:00,2.0,15.0,14.991542472354459,13.503184320480303,12.0,0.7399547590890541
2024-01-01 00:11:00,2.0,15.0,14.990700027012377,13.503499047442132,12.0,0.7399547590890541
2024-01-01 00:12:00,2.0,15.0,14.989858180432718,13.503813104078462,12.0,0.7399547590890541
2024-01-01 00:13:00,2.0,15.0,14.989016931971134,13.504126491217745,12.0,0.7399547590890541
2024-01-01 00:14:00,2.0,15.0,14.988176280984023,13.504439209687456,12.0,0.7399547590890541
2024-01-01 00:15:00,2.0,15.0,14.987336226828528,13.504751260314098,12.0,0.7399547590890541
2024-01-01 00:16:00,2.0,15.0,14.986496768862537,13.505062643923196,12.0,0.7399547590890541
2024-01-01 00:17:00,2.0,15.0,14.98565790644468,13.505373361339307,12.0,0.7399547590890541
2024-01-01 00:18:00,2.0,15.0,14.984819638934333,13.505683413386016,12.0,0.7399547590890541
2024-01-01 00:19:00,2.0,15.0,14.983981965691607,13.505992800885934,12.0,0.7399547590890541
2024-01-01 00:20:00,2.0,15.0,14.983144886077358,13.506301524660708,12.0,0.7399547590890541
2024-01-01 00:21:00,2.0,15.0,14.982308399453181,13.506609585531013,12.0,0.7399547590890541
2024-01-01 00:22:00,2.0,15.0,14.981472505181411,13.50691698431656,12.0,0.7399547590890541
2024-01-01 00:23:00,2.0,15.0,14.98063720262512,13.50722372183609,12.0,0.7399547590890541
2024-01-01 00:24:00,2.0,15.0,14.979802491148115,13.507529798907385,12.0,0.7399547590890541
2024-01-01 00:25:00,2.0,15.0,14.978968370114945,13.50783521634726,12.0,0.7399547590890541
2024-01-01 00:26:00,2.0,15.0,14.978134838890888,13.50813997497157,12.0,0.7399547590890541
2024-01-01 00:27:00,2.0,15.0,14.97730189684196,13.508444075595206,12.0,0.7399547590890541
2024-01-01 00:28:00,2.0,15.0,14.976469543334911,13.5087475190321,12.0,0.7399547590890541
2024-01-01 00:29:00,2.0,15.0,14.975637777737223,13.50905030609523,12.0,0.7399547590890541
2024-01-01 00:30:00,2.0,15.0,14.97480659941711,13.509352437596606,12.0,0.7399547590890541
2024-01-01 00:31:00,2.0,15.0,14.973976007743518,13.509653914347291,12.0,0.7399547590890541
2024-01-01 00:32:00,2.0,15.0,14.973146002086123,13.509954737157388,12.0,0.7399547590890541
