,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,0,0,0,0.0,0.0,15.5,15.5,13.75,12.0,1.7368939306695816,0.0,0.076,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,0,0,0,0.0,0.0,15.5,15.494384286906044,13.75387330527665,12.0,1.7368939306695816,0.0,0.0759891065456283,60.0,59.994553272814144,0.0
2024-01-01 00:02:00,2.0,0,0,0,0.0,0.0,15.5,15.488798320635023,13.757712358173352,12.0,1.7368939306695816,0.0,0.07597821465266906,60.0,59.989107326334526,0.0
2024-01-01 00:03:00,2.0,0,0,0,0.0,0.0,15.5,15.483241900985664,13.761517397767587,12.0,1.7368939306695816,0.0,0.07596732432089849,60.0,59.98366216044924,0.0
2024-01-01 00:04:00,2.0,0,0,0,0.0,0.0,15.5,15.477714829130626,13.765288661491914,12.0,1.7368939306695816,0.0,0.07595643555009282,60.0,59.97821777504641,0.0
2024-01-01 00:05:00,2.0,0,0,0,0.0,0.0,15.5,15.472216907607065,13.769026385145269,12.0,1.7368939306695816,0.0,0.07594554834002831,60.0,59.972774170014155,0.0
2024-01-01 00:06:00,2.0,0,0,0,0.0,0.0,15.5,15.46674794030725,13.772730802904201,12.0,1.7368939306695816,0.0,0.07593466269048124,60.0,59.96733134524062,0.0
2024-01-01 00:07:00,2.0,0,0,0,0.0,0.0,15.5,15.461307732469256,13.776402147334018,12.0,1.7368939306695816,0.0,0.07592377860122795,60.0,59.961889300613976,0.0
2024-01-01 00:08:00,2.0,0,0,0,0.0,0.0,15.5,15.455896090667714,13.780040649399862,12.0,1.7368939306695816,0.0,0.0759128960720448,60.0,59.956448036022394,0.0
2024-01-01 00:09:00,2.0,0,0,0,0.0,0.0,15.5,15.45051282280462,13.78364653847771,12.0,1.7368939306695816,0.0,0.07590201510270814,60.0,59.95100755135407,0.0
2024-01-01 00:10:00,2.0,0,0,0,0.0,0.0,15.5,15.445157738100225,13.787220042365297,12.0,1.7368939306695816,0.0,0.07589113569299441,60.0,59.945567846497205,0.0
2024-01-01 00:11:00,2.0,0,0,0,0.0,0.0,15.5,15.43983064708396,13.790761387292962,12.0,1.7368939306695816,0.0,0.07588025784268009,60.0,59.94012892134004,0.0
2024-01-01 00:12:00,2.0,0,0,0,0.0,0.0,15.5,15.434531361585456,13.794270797934422,12.0,1.7368939306695816,0.0,0.07586938155154162,60.0,59.93469077577081,0.0
2024-01-01 00:13:00,2.0,0,0,0,0.0,0.0,15.5,15.429259694725598,13.797748497417473,12.0,1.7368939306695816,0.0,0.07585850681935555,60.0,59.92925340967777,0.0
2024-01-01 00:14:00,2.0,0,0,0,0.0,0.0,15.5,15.42401546090765,13.801194707334615,12.0,1.7368939306695816,0.0,0.0758476336458984,60.0,59.9238168229492,0.0
2024-01-01 00:15:00,2.0,0,0,0,0.0,0.0,15.5,15.418798475808451,13.804609647753605,12.0,1.7368939306695816,0.0,0.07583676203094676,60.0,59.91838101547338,0.0
2024-01-01 00:16:00,2.0,0,0,0,0.0,0.0,15.5,15.413608556369654,13.807993537227935,12.0,1.7368939306695816,0.0,0.07582589197427726,60.0,59.91294598713863,0.0
2024-01-01 00:17:00,2.0,0,0,0,0.0,0.0,15.5,15.408445520789039,13.811346592807245,12.0,1.7368939306695816,0.0,0.07581502347566652,60.0,59.907511737833254,0.0
2024-01-01 00:18:00,2.0,0,0,0,0.0,0.0,15.5,15.40330918851188,13.814669030047657,12.0,1.7368939306695816,0.0,0.07580415653489121,60.0,59.9020782674456,0.0
2024-01-01 00:19:00,2.0,0,0,0,0.0,0.0,15.5,15.398199380222371,13.81796106302204,12.0,1.7368939306695816,0.0,0.07579329115172806,60.0,59.89664557586403,0.0
2024-01-01 00:20:00,2.0,0,0,0,0.0,0.0,15.5,15.393115917835111,13.821222904330204,12.0,1.7368939306695816,0.0,0.0757824273259538,60.0,59.8912136629769,0.0
2024-01-01 00:21:00,2.0,0,0,0,0.0,0.0,15.5,15.38805862448665,13.824454765109031,12.0,1.7368939306695816,0.0,0.07577156505734521,60.0,59.88578252867261,0.0
2024-01-01 00:22:00,2.0,0,0,0,0.0,0.0,15.5,15.383027324527093,13.827656855042523,12.0,1.7368939306695816,0.0,0.0757607043456791,60.0,59.880352172839544,0.0
2024-01-01 00:23:00,2.0,0,0,0,0.0,0.0,15.5,15.378021843511759,13.830829382371796,12.0,1.7368939306695816,0.0,0.07574984519073226,60.0,59.87492259536613,0.0
2024-01-01 00:24:00,2.0,0,0,0,0.0,0.0,15.5,15.373042008192893,13.833972553904989,12.0,1.7368939306695816,0.0,0.0757389875922816,60.0,59.8694937961408,0.0
2024-01-01 00:25:00,2.0,0,0,0,0.0,0.0,15.5,15.368087646511453,13.837086575027122,12.0,1.7368939306695816,0.0,0.07572813155010402,60.0,59.86406577505201,0.0
2024-01-01 00:26:00,2.0,0,0,0,0.0,0.0,15.5,15.363158587588929,13.840171649709873,12.0,1.7368939306695816,0.0,0.07571727706397643,60.0,59.85863853198822,0.0
2024-01-01 00:27:00,2.0,0,0,0,0.0,0.0,15.5,15.358254661719235,13.843227980521293,12.0,1.7368939306695816,1.92556,0.07570642413367583,60.0,59.85321206683791,1.0
2024-01-01 00:28:00,2.0,0,0,0,0.0,0.0,15.5,15.353375700360653,13.846255768635457,12.0,1.7368939306695816,0.0,0.07541957275897918,60.0,59.709786379489586,0.0
2024-01-01 00:29:00,2.0,0,0,0,0.0,0.0,15.5,15.34852153612783,13.849255213842042,12.0,1.7368939306695816,0.0,0.07540876250010307,60.0,59.70438125005153,0.0
2024-01-01 00:30:00,2.0,0,0,0,0.0,0.0,15.5,15.343692002783833,13.852226514555843,12.0,1.7368939306695816,0.0,0.07539795379071461,60.0,59.698976895357305,0.0
2024-01-01 00:31:00,2.0,0,0,0,0.0,0.0,15.5,15.338886935232253,13.855169867826227,12.0,1.7368939306695816,0.0,0.07538714663059172,60.0,59.69357331529586,0.0
2024-01-01 00:32:00,2.0,0,0,0,0.0,0.0,15.5,15.33410616950937,13.858085469346513,12.0,1.7368939306695816,0.0,0.07537634101951232,60.0,59.68817050975616,0.0
2024-01-01 00:33:00,2.0,0,0,0,0.0,0.0,15.5,15.32934954277637,13.860973513463296,12.0,1.7368939306695816,0.0,0.0753655369572544,60.0,59.682768478627196,0.0
2024-01-01 00:34:00,2.0,0,0,0,0.0,0.0,15.5,15.324616893311612,13.863834193185706,12.0,1.7368939306695816,0.0,0.07535473444359592,60.0,59.67736722179796,0.0
2024-01-01 00:35:00,2.0,0,0,0,0.0,0.0,15.5,15.319908060502954,13.866667700194597,12.0,1.7368939306695816,0.0,0.07534393347831495,60.0,59.67196673915747,0.0
2024-01-01 00:36:00,2.0,0,0,0,0.0,0.0,15.5,15.315222884840123,13.869474224851677,12.0,1.7368939306695816,0.0,0.07533313406118952,60.0,59.66656703059476,0.0
2024-01-01 00:37:00,2.0,0,0,0,0.0,0.0,15.5,15.31056120790715,13.87225395620858,12.0,1.7368939306695816,0.0,0.07532233619199777,60.0,59.66116809599888,0.0
2024-01-01 00:38:00,2.0,0,0,0,0.0,0.0,15.5,15.305922872374842,13.875007082015864,12.0,1.7368939306695816,0.0,0.07531153987051778,60.0,59.65576993525889,0.0
