,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,14.5,14.5,13.25,12.0,0.637987245889478,0.0,0.076,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,14.5,14.498939996794602,13.250717273124861,12.0,0.637987245889478,0.0,0.0759891065456283,60.0,59.994553272814144,0.0
2024-01-01 00:02:00,2.0,14.5,14.497881329541357,13.251433108679018,12.0,0.637987245889478,1.92556,0.07597821465266906,60.0,59.989107326334526,1.0
2024-01-01 00:03:00,2.0,14.5,14.496823996177287,13.252147508959158,12.0,0.637987245889478,0.0,0.07569132432089849,60.0,59.845662160449244,0.0
2024-01-01 00:04:00,2.0,14.5,14.495767994642655,13.252860476258352,12.0,0.637987245889478,0.0,0.07568047511053239,60.0,59.84023755526619,0.0
2024-01-01 00:05:00,2.0,14.5,14.494713322880958,13.25357201286606,12.0,0.637987245889478,0.0,0.07566962745523703,60.0,59.83481372761852,0.0
2024-01-01 00:06:00,2.0,14.5,14.493659978838924,13.254282121068139,12.0,0.637987245889478,0.0,0.07565878135478955,60.0,59.82939067739478,0.0
2024-01-01 00:07:00,2.0,14.5,14.492607960466504,13.254990803146843,12.0,0.637987245889478,0.0,0.07564793680896707,60.0,59.82396840448354,0.0
2024-01-01 00:08:00,2.0,14.5,14.491557265716873,13.255698061380835,12.0,0.637987245889478,0.0,0.07563709381754677,60.0,59.818546908773385,0.0
2024-01-01 00:09:00,2.0,14.5,14.490507892546416,13.256403898045193,12.0,0.637987245889478,0.0,0.07562625238030585,60.0,59.81312619015292,0.0
2024-01-01 00:10:00,2.0,14.5,14.489459838914732,13.257108315411406,12.0,0.637987245889478,0.0,0.07561541249702153,60.0,59.80770624851076,0.0
2024-01-01 00:11:00,2.0,14.5,14.48841310278462,13.257811315747391,12.0,0.637987245889478,0.0,0.07560457416747107,60.0,59.802287083735536,0.0
2024-01-01 00:12:00,2.0,14.5,14.487367682122082,13.258512901317491,12.0,0.637987245889478,0.0,0.07559373739143177,60.0,59.79686869571589,0.0
