,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,0,0,0,0.0,0.0,15.0,15.0,13.5,12.0,0.6119327981171315,0.0,0.076,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,0,0,0,0.0,0.0,15.0,14.999148317081511,13.500343428038823,12.0,0.6119327981171315,0.0,0.0759891065456283,60.0,59.994553272814144,0.0
2024-01-01 00:02:00,2.0,0,0,0,0.0,0.0,15.0,14.99829723600993,13.500686192377275,12.0,0.6119327981171315,0.0,0.07597821465266906,60.0,59.989107326334526,0.0
2024-01-01 00:03:00,2.0,0,0,0,0.0,0.0,15.0,14.997446756162901,13.50102829379424,12.0,0.6119327981171315,0.0,0.07596732432089849,60.0,59.98366216044924,0.0
2024-01-01 00:04:00,2.0,0,0,0,0.0,0.0,15.0,14.996596876918753,13.501369733067731,12.0,0.6119327981171315,0.0,0.07595643555009282,60.0,59.97821777504641,0.0
2024-01-01 00:05:00,2.0,0,0,0,0.0,0.0,15.0,14.995747597656504,13.50171051097489,12.0,0.6119327981171315,0.0,0.07594554834002831,60.0,59.972774170014155,0.0
2024-01-01 00:06:00,2.0,0,0,0,0.0,0.0,15.0,14.994898917755854,13.502050628291984,12.0,0.6119327981171315,0.0,0.07593466269048124,60.0,59.96733134524062,0.0
2024-01-01 00:07:00,2.0,0,0,0,0.0,0.0,15.0,14.994050836597195,13.50239008579441,12.0,0.6119327981171315,0.0,0.07592377860122795,60.0,59.961889300613976,0.0
2024-01-01 00:08:00,2.0,0,0,0,0.0,0.0,15.0,14.993203353561594,13.502728884256697,12.0,0.6119327981171315,0.0,0.0759128960720448,60.0,59.956448036022394,0.0
2024-01-01 00:09:00,2.0,0,0,0,0.0,0.0,15.0,14.992356468030804,13.503067024452506,12.0,0.6119327981171315,0.0,0.07590201510270814,60.0,59.95100755135407,0.0
2024-01-01 00:10:00,2.0,0,0,0,0.0,0.0,15.0,14.991510179387264,13.503404507154626,12.0,0.6119327981171315,0.0,0.07589113569299441,60.0,59.945567846497205,0.0
2024-01-01 00:11:00,2.0,0,0,0,0.0,0.0,15.0,14.99066448701409,13.503741333134982,12.0,0.6119327981171315,0.0,0.07588025784268009,60.0,59.94012892134004,0.0
2024-01-01 00:12:00,2.0,0,0,0,0.0,0.0,15.0,14.98981939029508,13.504077503164636,12.0,0.6119327981171315,0.0,0.07586938155154162,60.0,59.93469077577081,0.0
2024-01-01 00:13:00,2.0,0,0,0,0.0,0.0,15.0,14.988974888614713,13.50441301801378,12.0,0.6119327981171315,0.0,0.07585850681935555,60.0,59.92925340967777,0.0
2024-01-01 00:14:00,2.0,0,0,0,0.0,0.0,15.0,14.988130981358148,13.504747878451745,12.0,0.6119327981171315,0.0,0.0758476336458984,60.0,59.9238168229492,0.0
2024-01-01 00:15:00,2.0,0,0,0,0.0,0.0,15.0,14.98728766791122,13.505082085246999,12.0,0.6119327981171315,0.0,0.07583676203094676,60.0,59.91838101547338,0.0
2024-01-01 00:16:00,2.0,0,0,0,0.0,0.0,15.0,14.986444947660443,13.505415639167145,12.0,0.6119327981171315,0.0,0.07582589197427726,60.0,59.91294598713863,0.0
2024-01-01 00:17:00,2.0,0,0,0,0.0,0.0,15.0,14.985602819993009,13.505748540978932,12.0,0.6119327981171315,0.0,0.07581502347566652,60.0,59.907511737833254,0.0
2024-01-01 00:18:00,2.0,0,0,0,0.0,0.0,15.0,14.984761284296784,13.506080791448241,12.0,0.6119327981171315,0.0,0.07580415653489121,60.0,59.9020782674456,0.0
2024-01-01 00:19:00,2.0,0,0,0,0.0,0.0,15.0,14.983920339960314,13.506412391340099,12.0,0.6119327981171315,0.0,0.07579329115172806,60.0,59.89664557586403,0.0
2024-01-01 00:20:00,2.0,0,0,0,0.0,0.0,15.0,14.983079986372813,13.506743341418673,12.0,0.6119327981171315,0.0,0.0757824273259538,60.0,59.8912136629769,0.0
2024-01-01 00:21:00,2.0,0,0,0,0.0,0.0,15.0,14.982240222924174,13.507073642447274,12.0,0.6119327981171315,0.0,0.07577156505734521,60.0,59.88578252867261,0.0
2024-01-01 00:22:00,2.0,0,0,0,0.0,0.0,15.0,14.981401049004964,13.507403295188356,12.0,0.6119327981171315,0.0,0.0757607043456791,60.0,59.880352172839544,0.0
2024-01-01 00:23:00,2.0,0,0,0,0.0,0.0,15.0,14.980562464006418,13.507732300403516,12.0,0.6119327981171315,0.0,0.07574984519073226,60.0,59.87492259536613,0.0
2024-01-01 00:24:00,2.0,0,0,0,0.0,0.0,15.0,14.979724467320446,13.5080606588535,12.0,0.6119327981171315,0.0,0.0757389875922816,60.0,59.8694937961408,0.0
2024-01-01 00:25:00,2.0,0,0,0,0.0,0.0,15.0,14.978887058339629,13.5083883712982,12.0,0.6119327981171315,0.0,0.07572813155010402,60.0,59.86406577505201,0.0
2024-01-01 00:26:00,2.0,0,0,0,0.0,0.0,15.0,14.978050236457214,13.508715438496653,12.0,0.6119327981171315,0.0,0.07571727706397643,60.0,59.85863853198822,0.0
2024-01-01 00:27:00,2.0,0,0,0,0.0,0.0,15.0,14.977214001067125,13.509041861207049,12.0,0.6119327981171315,0.0,0.07570642413367583,60.0,59.85321206683791,0.0
2024-01-01 00:28:00,2.0,0,0,0,0.0,0.0,15.0,14.976378351563948,13.509367640186722,12.0,0.6119327981171315,0.0,0.07569557275897917,60.0,59.847786379489584,0.0
2024-01-01 00:29:00,2.0,0,0,0,0.0,0.0,15.0,14.975543287342942,13.509692776192162,12.0,0.6119327981171315,0.0,0.07568472293966351,60.0,59.84236146983175,0.0
2024-01-01 00:30:00,2.0,0,0,0,0.0,0.0,15.0,14.97470880780003,13.510017269979008,12.0,0.6119327981171315,0.0,0.07567387467550589,60.0,59.83693733775294,0.0
2024-01-01 00:31:00,2.0,0,0,0,0.0,0.0,15.0,14.973874912331802,13.51034112230205,12.0,0.6119327981171315,0.0,0.07566302796628341,60.0,59.831513983141704,0.0
2024-01-01 00:32:00,2.0,0,0,0,0.0,0.0,15.0,14.973041600335515,13.510664333915233,12.0,0.6119327981171315,0.0,0.07565218281177319,60.0,59.826091405886594,0.0
2024-01-01 00:33:00,2.0,0,0,0,0.0,0.0,15.0,14.97220887120909,13.510986905571656,12.0,0.6119327981171315,0.0,0.07564133921175238,60.0,59.82066960587619,0.0
2024-01-01 00:34:00,2.0,0,0,0,0.0,0.0,15.0,14.971376724351115,13.511308838023572,12.0,0.6119327981171315,0.0,0.07563049716599819,60.0,59.8152485829991,0.0
2024-01-01 00:35:00,2.0,0,0,0,0.0,0.0,15.0,14.970545159160837,13.511630132022391,12.0,0.6119327981171315,0.0,0.07561965667428783,60.0,59.80982833714391,0.0
2024-01-01 00:36:00,2.0,0,0,0,0.0,0.0,15.0,14.969714175038169,13.511950788318682,12.0,0.6119327981171315,0.0,0.07560881773639853,60.0,59.80440886819927,0.0
2024-01-01 00:37:00,2.0,0,0,0,0.0,0.0,15.0,14.968883771383684,13.51227080766217,12.0,0.6119327981171315,0.0,0.0755979803521076,60.0,59.7989901760538,0.0
2024-01-01 00:38:00,2.0,0,0,0,0.0,0.0,15.0,14.96805394759862,13.512590190801738,12.0,0.6119327981171315,0.0,0.07558714452119235,60.0,59.79357226059617,0.0
2024-01-01 00:39:00,2.0,0,0,0,0.0,0.0,15.0,14.967224703084872,13.512908938485431,12.0,0.6119327981171315,0.0,0.07557631024343012,60.0,59.78815512171506,0.0
2024-01-01 00:40:00,2.0,0,0,0,0.0,0.0,15.0,14.966396037244996,13.513227051460454,12.0,0.6119327981171315,0.0,0.07556547751859828,60.0,59.78273875929914,0.0
2024-01-01 00:41:00,2.0,0,0,0,0.0,0.0,15.0,14.965567949482208,13.513544530473174,12.0,0.6119327981171315,0.0,0.07555464634647426,60.0,59.77732317323713,0.0
