,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-01-01 00:00:00,2.0,11.0,11.0,11.5,12.0,1.0075071652503533
2024-01-01 00:01:00,2.0,11.0,11.000395398348038,11.499809854134691,12.0,1.0075071652503533
2024-01-01 00:02:00,2.0,11.0,11.000790363039494,11.499620203493828,12.0,1.0075071652503533
2024-01-01 00:03:00,2.0,11.0,11.001184894754966,11.49943104722379,12.0,1.0075071652503533
2024-01-01 00:04:00,2.0,11.0,11.001578994173927,11.499242384472382,12.0,1.0075071652503533
2024-01-01 00:05:00,2.0,11.0,11.001972661974737,11.499054214388822,12.0,1.0075071652503533
2024-01-01 00:06:00,2.0,11.0,11.002365898834627,11.498866536123755,12.0,1.0075071652503533
2024-01-01 00:07:00,2.0,11.0,11.00275870542972,11.498679348829233,12.0,1.0075071652503533
2024-01-01 00:08:00,2.0,11.0,11.003151082435016,11.498492651658726,12.0,1.0075071652503533
2024-01-01 00:09:00,2.0,11.0,11.003543030524407,11.498306443767111,12.0,1.0075071652503533
2024-01-01 00:10:00,2.0,11.0,11.00393455037067,11.498120724310679,12.0,1.0075071652503533
2024-01-01 00:11:00,2.0,11.0,11.004325642645473,11.497935492447121,12.0,1.0075071652503533
2024-01-01 00:12:00,2.0,11.0,11.004716308019376,11.497750747335536,12.0,1.0075071652503533
2024-01-01 00:13:00,2.0,11.0,11.005106547161834,11.49756648813642,12.0,1.0075071652503533
2024-01-01 00:14:00,2.0,11.0,11.005496360741198,11.497382714011671,12.0,1.0075071652503533
2024-01-01 00:15:00,2.0,11.0,11.005885749424714,11.497199424124585,12.0,1.0075071652503533
2024-01-01 00:16:00,2.0,11.0,11.006274713878529,11.497016617639849,12.0,1.0075071652503533
2024-01-01 00:17:00,2.0,11.0,11.006663254767691,11.496834293723545,12.0,1.0075071652503533
2024-01-01 00:18:00,2.0,11.0,11.007051372756152,11.496652451543142,12.0,1.0075071652503533
2024-01-01 00:19:00,2.0,11.0,11.007439068506766,11.496471090267496,12.0,1.0075071652503533
2024-01-01 00:20:00,2.0,11.0,11.007826342681298,11.496290209066853,12.0,1.0075071652503533
2024-01-01 00:21:00,2.0,11.0,11.008213195940417,11.496109807112838,12.0,1.0075071652503533
2024-01-01 00:22:00,2.0,11.0,11.008599628943706,11.495929883578455,12.0,1.0075071652503533
2024-01-01 00:23:00,2.0,11.0,11.008985642349657,11.49575043763809,12.0,1.0075071652503533
2024-01-01 00:24:00,2.0,11.0,11.009371236815676,11.495571468467505,12.0,1.0075071652503533
2024-01-01 00:25:00,2.0,11.0,11.009756412998088,11.495392975243831,12.0,1.0075071652503533
2024-01-01 00:26:00,2.0,11.0,11.010141171552133,11.495214957145576,12.0,1.0075071652503533
2024-01-01 00:27:00,2.0,11.0,11.01052551313197,11.495037413352613,12.0,1.0075071652503533
2024-01-01 00:28:00,2.0,11.0,11.01090943839068,11.494860343046183,12.0,1.0075071652503533
2024-01-01 00:29:00,2.0,11.0,11.011292947980268,11.494683745408892,12.0,1.0075071652503533
2024-01-01 00:30:00,2.0,11.0,11.01167604255166,11.494507619624708,12.0,1.0075071652503533
2024-01-01 00:31:00,2.0,11.0,11.01205872275471,11.49433196487896,12.0,1.0075071652503533
2024-01-01 00:32:00,2.0,11.0,11.012440989238206,11.494156780358333,12.0,1.0075071652503533
2024-01-01 00:33:00,2.0,11.0,11.012822842649856,11.493982065250869,12.0,1.0075071652503533
2024-01-01 00:34:00,2.0,11.0,11.013204283636306,11.493807818745962,12.0,1.0075071652503533
2024-01-01 00:35:00,2.0,11.0,11.013585312843134,11.493634040034358,12.0,1.0075071652503533
2024-01-01 00:36:00,2.0,11.0,11.013965930914853,11.493460728308152,12.0,1.0075071652503533
2024-01-01 00:37:00,2.0,11.0,11.014346138494915,11.493287882760784,12.0,1.0075071652503533
2024-01-01 00:38:00,2.0,11.0,11.014725936225707,11.49311550258704,12.0,1.0075071652503533
2024-01-01 00:39:00,2.0,11.0,11.01510532474856,11.492943586983047,12.0,1.0075071652503533
2024-01-01 00:40:00,2.0,11.0,11.01548430470375,11.492772135146273,12.0,1.0075071652503533
2024-01-01 00:41:00,2.0,11.0,11.015862876730488,11.492601146275522,12.0,1.0075071652503533
2024-01-01 00:42:00,2.0,11.0,11.01624104146694,11.492430619570934,12.0,1.0075071652503533
2024-01-01 00:43:00,2.0,11.0,11.016618799550214,11.492260554233983,12.0,1.0075071652503533
2024-01-01 00:44:00,2.0,11.0,11.01699615161637,11.492090949467475,12.0,1.0075071652503533
2024-01-01 00:45:00,2.0,11.0,11.017373098300418,11.49192180447554,12.0,1.0075071652503533
2024-01-01 00:46:00,2.0,11.0,11.017749640236321,11.491753118463638,12.0,1.0075071652503533
2024-01-01 00:47:00,2.0,11.0,11.018125778056998,11.491584890638554,12.0,1.0075071652503533
2024-01-01 00:48:00,2.0,11.0,11.018501512394321,11.491417120208395,12.0,1.0075071652503533
2024-01-01 00:49:00,2.0,11.0,11.018876843879124,11.491249806382585,12.0,1.0075071652503533
2024-01-01 00:50:00,2.0,11.0,11.019251773141198,11.491082948371869,12.0,1.0075071652503533
2024-01-01 00:51:00,2.0,11.0,11.019626300809296,11.490916545388306,12.0,1.0075071652503533
2024-01-01 00:52:00,2.0,11.0,11.020000427511135,11.490750596645269,12.0,1.0075071652503533
2024-01-01 00:53:00,2.0,11.0,11.020374153873398,11.490585101357441,12.0,1.0075071652503533
2024-01-01 00:54:00,2.0,11.0,11.020747480521731,11.490420058740815,12.0,1.0075071652503533
2024-01-01 00:55:00,2.0,11.0,11.021120408080751,11.490255468012693,12.0,1.0075071652503533
2024-01-01 00:56:00,2.0,11.0,11.021492937174045,11.490091328391678,12.0,1.0075071652503533
2024-01-01 00:57:00,2.0,11.0,11.021865068424173,11.489927639097676,12.0,1.0075071652503533
2024-01-01 00:58:00,2.0,11.0,11.022236802452664,11.489764399351895,12.0,1.0075071652503533
2024-01-01 00:59:00,2.0,11.0,11.022608139880026,11.48960160837684,12.0,1.0075071652503533
2024-01-01 01:00:00,2.0,11.0,11.022979081325744,11.489439265396316,12.0,1.0075071652503533
2024-01-01 01:01:00,2.0,11.0,11.02334962740828,11.489277369635413,12.0,1.0075071652503533
2024-01-01 01:02:00,2.0,11.0,11.023719778745075,11.489115920320522,12.0,1.0075071652503533
2024-01-01 01:03:00,2.0,11.0,11.024089535952557,11.488954916679319,12.0,1.0075071652503533
2024-01-01 01:04:00,2.0,11.0,11.024458899646133,11.488794357940767,12.0,1.0075071652503533
2024-01-01 01:05:00,2.0,11.0,11.024827870440197,11.488634243335117,12.0,1.0075071652503533
