,Occupancy,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,1.92556,0.076,60.0,60.0,1.0
2024-01-01 00:01:00,2.0,1.92556,0.07571310654562828,60.0,59.85655327281414,1.0
2024-01-01 00:02:00,2.0,11.553360000000001,0.0754262542131086,60.0,59.713127106554296,6.0
2024-01-01 00:03:00,2.0,13.47892,0.07375944299654676,60.0,58.879721498273376,7.0
2024-01-01 00:04:00,2.0,0.0,0.07224687547007806,60.0,58.12343773503903,0.0
2024-01-01 00:05:00,2.0,0.0,0.07266652474736376,60.0,58.33326237368188,0.0
2024-01-01 00:06:00,2.0,0.0,0.07308611387425139,60.0,58.54305693712569,0.0
2024-01-01 00:07:00,2.0,0.0,0.07350564285936256,60.0,58.75282142968128,0.0
2024-01-01 00:08:00,2.0,0.0,0.07392511171131774,60.0,58.96255585565887,0.0
2024-01-01 00:09:00,2.0,0.0,0.07434452043873609,60.0,59.17226021936804,0.0
2024-01-01 00:10:00,2.0,0.0,0.07476386905023555,60.0,59.38193452511777,0.0
2024-01-01 00:11:00,2.0,0.0,0.07518315755443283,60.0,59.59157877721642,0.0
2024-01-01 00:12:00,2.0,0.0,0.07560238595994344,60.0,59.80119297997172,0.0
2024-01-01 00:13:00,2.0,0.0,0.07602155427538156,60.0,60.01077713769078,0.0
2024-01-01 00:14:00,2.0,0.0,0.07644066250936025,60.0,60.220331254680126,0.0
2024-01-01 00:15:00,2.0,0.0,0.07685971067049126,60.0,60.42985533524563,0.0
2024-01-01 00:16:00,2.0,0.0,0.0772786987673851,60.0,60.639349383692554,0.0
2024-01-01 00:17:00,2.0,0.0,0.07769762680865114,60.0,60.84881340432557,0.0
2024-01-01 00:18:00,2.0,0.0,0.0781164948028974,60.0,61.058247401448696,0.0
2024-01-01 00:19:00,2.0,0.0,0.07810529798089985,60.0,61.052648990449924,0.0
2024-01-01 00:20:00,2.0,0.0,0.07809410276379795,60.0,61.047051381898974,0.0
2024-01-01 00:21:00,2.0,0.0,0.07808290915136167,60.0,61.04145457568083,0.0
2024-01-01 00:22:00,2.0,0.0,0.07807171714336099,60.0,61.03585857168049,0.0
2024-01-01 00:23:00,2.0,0.0,0.07806052673956594,60.0,61.03026336978297,0.0
2024-01-01 00:24:00,2.0,0.0,0.07804933793974661,60.0,61.024668969873304,0.0
2024-01-01 00:25:00,2.0,1.92556,0.07803815074367307,60.0,61.019075371836536,1.0
2024-01-01 00:26:00,2.0,1.92556,0.07775096515111546,60.0,60.875482575557726,1.0
2024-01-01 00:27:00,2.0,0.0,0.07746382072228347,60.0,60.731910361141736,0.0
2024-01-01 00:28:00,2.0,0.0,0.07745271745127694,60.0,60.72635872563847,0.0
2024-01-01 00:29:00,2.0,0.0,0.07744161577175693,60.0,60.720807885878465,0.0
2024-01-01 00:30:00,2.0,0.0,0.07743051568349534,60.0,60.715257841747665,0.0
2024-01-01 00:31:00,2.0,0.0,0.07741941718626406,60.0,60.70970859313203,0.0
2024-01-01 00:32:00,2.0,0.0,0.07740832027983507,60.0,60.70416013991753,0.0
2024-01-01 00:33:00,2.0,0.0,0.07739722496398034,60.0,60.69861248199017,0.0
2024-01-01 00:34:00,2.0,1.92556,0.07738613123847188,60.0,60.69306561923594,1.0
