,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,1.0,0,0,0,0.0,0.0,18.5,18.5,15.25,12.0,3.85301085076494,0.0,0.076,60.0,60.0,0.0
2024-01-01 00:01:00,1.0,0,0,0,0.0,0.0,18.5,18.489844548087664,15.25657452916601,12.0,3.85301085076494,0.0,0.07597821309125656,60.0,59.98910654562828,0.0
2024-01-01 00:02:00,1.0,0,0,0,0.0,0.0,18.5,18.479740263310536,15.263089680279307,12.0,3.85301085076494,0.0,0.07595643242816304,60.0,59.97821621408152,0.0
2024-01-01 00:03:00,1.0,0,0,0,0.0,0.0,18.5,18.46968680833515,15.2695458631479,12.0,3.85301085076494,0.0,0.07593465800892898,60.0,59.96732900446449,0.0
2024-01-01 00:04:00,1.0,0,0,0,0.0,0.0,18.5,18.459683848107584,15.275943484800727,12.0,3.85301085076494,0.0,0.07591288983176445,60.0,59.95644491588222,0.0
2024-01-01 00:05:00,1.0,0,0,0,0.0,0.0,18.5,18.449731049838,15.282282949506477,12.0,3.85301085076494,0.0,0.07589112789488005,60.0,59.94556394744002,0.0
2024-01-01 00:06:00,1.0,0,0,0,0.0,0.0,18.5,18.439828082985333,15.288564658792282,12.0,3.85301085076494,0.0,0.07586937219648687,60.0,59.93468609824343,0.0
2024-01-01 00:07:00,1.0,0,0,0,0.0,0.0,18.5,18.429974619242056,15.294789011462283,12.0,3.85301085076494,11.553360000000001,0.07584762273479652,60.0,59.92381136739826,6.0
2024-01-01 00:08:00,1.0,0,0,0,0.0,0.0,18.5,18.42017033251907,15.300956403616077,12.0,3.85301085076494,11.553360000000001,0.07251387950802113,60.0,58.25693975401057,6.0
2024-01-01 00:09:00,1.0,0,0,0,0.0,0.0,18.5,18.41041489893067,15.307067228667025,12.0,3.85301085076494,0.0,0.07004110152058453,60.0,57.02055076029227,0.0
2024-01-01 00:10:00,1.0,0,0,0,0.0,0.0,18.5,18.400707996779637,15.31312187736045,12.0,3.85301085076494,0.0,0.07088103240404733,60.0,57.440516202023666,0.0
2024-01-01 00:11:00,1.0,0,0,0,0.0,0.0,18.5,18.391049306542417,15.319120737791703,12.0,3.85301085076494,11.553360000000001,0.07172072250464818,60.0,57.86036125232409,6.0
2024-01-01 00:12:00,1.0,0,0,0,0.0,0.0,18.5,18.3814385108544,15.325064195424112,12.0,3.85301085076494,0.0,0.06924817189141226,60.0,56.62408594570613,0.0
2024-01-01 00:13:00,1.0,0,0,0,0.0,0.0,18.5,18.371875294495315,15.330952633106804,12.0,3.85301085076494,0.0,0.07008833008389441,60.0,57.0441650419472,0.0
2024-01-01 00:14:00,1.0,0,0,0,0.0,0.0,18.5,18.362359344374696,15.336786431092415,12.0,3.85301085076494,0.0,0.07092824742835196,60.0,57.46412371417598,0.0
2024-01-01 00:15:00,1.0,0,0,0,0.0,0.0,18.5,18.35289034951748,15.342565967054666,12.0,3.85301085076494,0.0,0.0717679239938288,60.0,57.883961996914394,0.0
2024-01-01 00:16:00,1.0,0,0,0,0.0,0.0,18.5,18.34346800104967,15.348291616105834,12.0,3.85301085076494,0.0,0.07260735984934895,60.0,58.303679924674476,0.0
2024-01-01 00:17:00,1.0,0,0,0,0.0,0.0,18.5,18.334091992184113,15.353963750814103,12.0,3.85301085076494,0.0,0.07344655506391674,60.0,58.723277531958374,0.0
2024-01-01 00:18:00,1.0,0,0,0,0.0,0.0,18.5,18.32476201820638,15.359582741220782,12.0,3.85301085076494,0.0,0.07428550970651668,60.0,59.14275485325834,0.0
2024-01-01 00:19:00,1.0,0,0,0,0.0,0.0,18.5,18.31547777646072,15.365148954857428,12.0,3.85301085076494,0.0,0.07512422384611346,60.0,59.56211192305673,0.0
2024-01-01 00:20:00,1.0,0,0,0,0.0,0.0,18.5,18.306238966336135,15.370662756762842,12.0,3.85301085076494,0.0,0.07596269755165208,60.0,59.98134877582604,0.0
2024-01-01 00:21:00,1.0,0,0,0,0.0,0.0,18.5,18.297045289252527,15.376124509499947,12.0,3.85301085076494,1.92556,0.07680093089205772,60.0,60.40046544602886,1.0
