,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-01-01 00:00:00,1.0,21.5,21.5,16.75,12.0,2.2480967735955177
2024-01-01 00:01:00,1.0,21.5,21.48371565850343,16.76153731137649,12.0,2.2480967735955177
2024-01-01 00:02:00,1.0,21.5,21.467524708671313,16.77296759532728,12.0,2.2480967735955177
2024-01-01 00:03:00,1.0,21.5,21.451426478945756,16.784291646818836,12.0,2.2480967735955177
2024-01-01 00:04:00,1.0,21.5,21.435420302682257,16.795510254988777,12.0,2.2480967735955177
2024-01-01 00:05:00,1.0,21.5,21.41950551811371,16.806624203188584,12.0,2.2480967735955177
2024-01-01 00:06:00,1.0,21.5,21.403681468314677,16.817634269025987,12.0,2.2480967735955177
2024-01-01 00:07:00,1.0,21.5,21.387947501165925,16.82854122440704,12.0,2.2480967735955177
2024-01-01 00:08:00,1.0,21.5,21.37230296931922,16.839345835577895,12.0,2.2480967735955177
2024-01-01 00:09:00,1.0,21.5,21.356747230162387,16.85004886316626,12.0,2.2480967735955177
2024-01-01 00:10:00,1.0,21.5,21.341279645784603,16.860651062222576,12.0,2.2480967735955177
2024-01-01 00:11:00,1.0,21.5,21.325899582941975,16.87115318226085,12.0,2.2480967735955177
2024-01-01 00:12:00,1.0,21.5,21.310606413023354,16.881555967299242,12.0,2.2480967735955177
2024-01-01 00:13:00,1.0,21.5,21.29539951201639,16.891860155900304,12.0,2.2480967735955177
2024-01-01 00:14:00,1.0,21.5,21.28027826047386,16.902066481210962,12.0,2.2480967735955177
2024-01-01 00:15:00,1.0,21.5,21.265242043480217,16.912175671002192,12.0,2.2480967735955177
2024-01-01 00:16:00,1.0,21.5,21.250290250618406,16.92218844770839,12.0,2.2480967735955177
2024-01-01 00:17:00,1.0,21.5,21.235422275936905,16.932105528466483,12.0,2.2480967735955177
2024-01-01 00:18:00,1.0,21.5,21.220637517917023,16.941927625154726,12.0,2.2480967735955177
2024-01-01 00:19:00,1.0,21.5,21.205935379440426,16.95165544443124,12.0,2.2480967735955177
2024-01-01 00:20:00,1.0,21.5,21.191315267756906,16.961289687772243,12.0,2.2480967735955177
2024-01-01 00:21:00,1.0,21.5,21.176776594452388,16.970831051510018,12.0,2.2480967735955177
2024-01-01 00:22:00,1.0,21.5,21.162318775417162,16.980280226870594,12.0,2.2480967735955177
2024-01-01 00:23:00,1.0,21.5,21.14794123081436,16.98963790001116,12.0,2.2480967735955177
2024-01-01 00:24:00,1.0,21.5,21.133643385048657,16.9989047520572,12.0,2.2480967735955177
2024-01-01 00:25:00,1.0,21.5,21.1194246667352,17.008081459139344,12.0,2.2480967735955177
2024-01-01 00:26:00,1.0,21.5,21.105284508668767,17.01716869242997,12.0,2.2480967735955177
2024-01-01 00:27:00,1.0,21.5,21.09122234779316,17.02616711817953,12.0,2.2480967735955177
2024-01-01 00:28:00,1.0,21.5,21.077237625170806,17.035077397752598,12.0,2.2480967735955177
