,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,60.0,0.12837066666666666,0.07566643302433596,60.0
2024-01-01 00:15:00,2.0,59.78065768069529,0.2567413333333333,0.07517291714011222,60.0
2024-01-01 00:30:00,2.0,59.42384589686097,0.0,0.07477264039988067,60.0
2024-01-01 00:45:00,2.0,59.343464415303515,0.385112,0.07442047470492702,60.0
2024-01-01 01:00:00,2.0,59.20779883093367,0.0,0.07434097953812552,60.0
2024-01-01 01:15:00,2.0,59.12788138995861,0.12837066666666666,0.07425103513074464,60.0
2024-01-01 01:30:00,2.0,59.268397955154896,0.2567413333333333,0.07432216038324303,60.0
2024-01-01 01:45:00,2.0,59.27083805985518,0.0,0.07446693157438133,60.0
2024-01-01 02:00:00,2.0,59.19078521893671,0.0,0.07430698643396252,60.0
2024-01-01 02:15:00,2.0,59.11090432095467,1.2837066666666668,0.0740880072239411,60.0
2024-01-01 02:30:00,2.0,58.72627077281616,0.0,0.07404716258191799,60.0
2024-01-01 02:45:00,2.0,59.005006503437606,0.0,0.07455638569724268,60.0
2024-01-01 03:00:00,2.0,59.28319481312762,0.12837066666666666,0.07427099428295565,60.0
2024-01-01 03:15:00,2.0,59.06535260713782,0.0,0.0741041510669795,60.0
2024-01-01 03:30:00,2.0,59.3440270744571,0.12837066666666666,0.07448441819856663,60.0
2024-01-01 03:45:00,2.0,59.125955435208766,0.0,0.07417745687894962,60.0
2024-01-01 04:00:00,1.0,59.04621378304553,0.2567413333333333,0.07413140101280913,60.0
2024-01-01 04:15:00,2.0,59.04885895634759,0.7702240000000001,0.07403329431299982,60.0
2024-01-01 04:30:00,2.0,59.21628422524188,0.0,0.07435793330976641,60.0
2024-01-01 04:45:00,1.0,59.13634855875981,0.12837066666666666,0.07420920322924424,60.0
2024-01-01 05:00:00,2.0,59.276910093749876,0.385112,0.07444168384100867,60.0
2024-01-01 05:15:00,1.0,59.14122170930542,0.0,0.07420795881149878,60.0
2024-01-01 05:30:00,2.0,59.06144726720038,0.5134826666666666,0.07411056380541554,60.0
2024-01-01 05:45:00,2.0,59.146452155608316,1.5404480000000003,0.07380980058682049,60.0
2024-01-01 06:00:00,2.0,58.4861176829278,1.0269653333333335,0.07390381171930271,60.0
2024-01-01 06:15:00,1.0,59.09435677687504,0.0,0.07411432293159376,60.0
2024-01-01 06:30:00,1.0,59.014682994459335,0.385112,0.07422286767847752,60.0
2024-01-01 06:45:00,2.0,59.23756715486232,0.0,0.07440045648730274,60.0
2024-01-01 07:00:00,2.0,59.15758577545648,1.5404480000000003,0.07383204549867563,60.0
2024-01-01 07:15:00,2.0,58.497227389230005,0.12837066666666666,0.07398949325664962,60.0
2024-01-01 07:30:00,1.0,58.996362429924005,0.12837066666666666,0.07449483061252771,60.0
2024-01-01 07:45:00,1.0,59.13661691206535,0.0,0.07419875845167752,60.0
2024-01-01 08:00:00,1.0,59.056852360457,0.2567413333333333,0.07416361890602649,60.0
2024-01-01 08:15:00,1.0,59.05946289913903,0.385112,0.07434527219522151,60.0
2024-01-01 08:30:00,1.0,59.28221547322444,0.7702240000000001,0.07422777806188509,60.0
