,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 07:15:00,0.001,0.001,0.001,0.205,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.205,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.19319999999999998,0.0,0.3333333333333333
2024-01-01 08:30:00,0.001,0.001,0.001,0.4658,0.0,1.6666666666666667
2024-01-01 08:45:00,0.001,0.001,0.001,0.16733333333333336,0.0,1.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.2542666666666667,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.06566666666666666,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.11924,0.0,1.3333333333333333
2024-01-01 09:45:00,0.001,0.001,0.001,1.7192399999999999,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,1.29716,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.10366666666666666,0.0,0.3333333333333333
2024-01-01 10:30:00,0.001,0.001,0.001,0.243,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.21313333333333334,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.174,1.6,0.3333333333333333
2024-01-01 11:15:00,0.001,0.001,0.001,0.174,1.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.1949173991176381,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.2185521973529143,0.0,0.3333333333333333
2024-01-01 12:00:00,0.001,0.001,0.001,0.28755219735291426,0.0,0.6666666666666666
2024-01-01 12:15:00,0.001,0.001,0.001,0.21155219735291428,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.6176188640195811,0.0,0.3333333333333333
2024-01-01 12:45:00,0.001,0.001,0.001,0.07824175788233144,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.10946666666666666,0.0,1.6666666666666667
2024-01-01 13:15:00,0.001,0.001,0.001,0.5738,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.4466,0.0,0.3333333333333333
2024-01-01 13:45:00,0.001,0.001,0.001,0.33866666666666667,0.0,1.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.174,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.14173333333333332,0.0,0.3333333333333333
2024-01-01 14:30:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.053,0.0,1.6666666666666667
2024-01-01 15:00:00,0.001,0.001,0.001,0.14166666666666666,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.243,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.47813333333333335,0.0,0.3333333333333333
2024-01-01 15:45:00,0.001,0.001,0.001,0.053,0.0,0.3333333333333333
2024-01-01 16:00:00,0.001,0.001,0.001,0.053,0.0,3.0
2024-01-01 16:15:00,0.001,0.001,0.001,1.1191333333333333,1.4,5.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.4908,1.2,5.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.243,0.0,5.0
2024-01-01 17:00:00,0.001,0.001,0.001,0.129,0.0,2.6666666666666665
2024-01-01 17:15:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 17:30:00,0.31741391442306527,0.001,0.001,0.053,0.0,0.3333333333333333
2024-01-01 17:45:00,0.7920347860576631,0.001,0.001,0.053,0.0,0.3333333333333333
2024-01-01 18:00:00,0.7920347860576631,0.001,0.001,0.053,0.0,0.3333333333333333
2024-01-01 18:15:00,0.7920347860576631,0.001,0.001,0.24230983231635647,0.0,0.3333333333333333
2024-01-01 18:30:00,0.7920347860576631,0.001,0.001,0.22097099500011733,0.0,0.0
2024-01-01 18:45:00,0.7920347860576631,0.001,0.001,0.2303759397255878,0.0,0.3333333333333333
2024-01-01 19:00:00,0.7920347860576631,0.001,0.001,0.22170927305892113,0.0,0.0
2024-01-01 19:15:00,0.7920347860576631,0.001,0.001,0.2173759397255878,0.0,0.0
2024-01-01 19:30:00,0.7920347860576631,0.001,0.001,0.24648960842620818,0.0,0.3333333333333333
2024-01-01 19:45:00,0.7920347860576631,0.001,0.001,0.43428754560783234,0.0,0.3333333333333333
2024-01-01 20:00:00,0.7920347860576631,0.001,0.001,0.5525866666666667,0.0,0.0
2024-01-01 20:15:00,0.7920347860576631,0.001,0.001,0.295,0.0,0.3333333333333333
2024-01-01 20:30:00,0.7920347860576631,0.001,0.001,0.295,0.0,0.0
2024-01-01 20:45:00,0.7920347860576631,0.001,0.001,0.25466666666666665,0.0,0.0
2024-01-01 21:00:00,0.05373565240384421,0.001,0.001,0.174,0.0,0.3333333333333333
2024-01-01 21:15:00,0.001,0.001,0.001,0.1532,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.001,0.243,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.001,0.091,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.001,0.053,0.0,0.3333333333333333
2024-01-01 22:30:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.243,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.14166666666666666,0.0,0.3333333333333333
2024-01-01 23:30:00,0.001,0.001,0.001,0.053,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.053,0.0,0.0
