,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.1797,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.1797,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.1797,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.3063666666666666,0.0,0.2
2024-01-01 01:00:00,0.0,0.001,0.5831333333333333,0.0,0.4
2024-01-01 01:15:00,0.0,0.001,0.044,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.044,0.0,0.2
2024-01-01 01:45:00,0.0,0.001,0.044,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.044,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.196,0.0,0.2
2024-01-01 02:30:00,0.0,0.001,0.158,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.044,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.044,0.0,0.2
2024-01-01 03:15:00,0.0,0.001,0.044,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.044,0.0,0.2
2024-01-01 03:45:00,0.0,0.001,0.22133333333333335,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.13266666666666665,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.044,2.0,0.2
2024-01-01 04:30:00,0.0,0.001,0.5770666666666667,1.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.044,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.056666666666666664,0.0,0.2
2024-01-01 05:15:00,0.0,0.001,0.234,2.6,0.2
2024-01-01 05:30:00,0.0,0.001,0.10733333333333334,2.2,0.2
2024-01-01 05:45:00,0.0,0.001,0.044,1.8,0.2
2024-01-01 06:00:00,0.0,0.001,0.044,3.0,0.2
2024-01-01 06:15:00,0.0,0.001,0.044,2.0,1.0
2024-01-01 06:30:00,0.0,0.001,0.082,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.24180000000000001,0.0,0.8
2024-01-01 07:00:00,0.0,0.001,0.095,0.0,0.4
2024-01-01 07:15:00,0.0,0.001,0.057,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.057,0.0,0.2
2024-01-01 07:45:00,0.0,0.001,0.0518,0.0,0.2
2024-01-01 08:00:00,0.0,0.001,0.10733333333333334,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.23478824949151159,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.06849040903934016,0.0,1.0
2024-01-01 08:45:00,0.0,0.001,0.0558237423726735,0.8,1.0
2024-01-01 09:00:00,0.0,0.001,0.0558237423726735,2.4,1.2
2024-01-01 09:15:00,0.0,0.001,0.0558237423726735,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.7982666666666667,0.0,0.4
2024-01-01 09:45:00,0.0,0.001,1.8691333333333333,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.9591999999999999,0.0,0.0
2024-01-01 10:15:00,0.0,0.001,0.1408,0.0,0.2
2024-01-01 10:30:00,0.0,0.001,0.165,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.165,0.0,0.2
2024-01-01 11:00:00,0.0,0.001,0.27899999999999997,0.0,0.2
2024-01-01 11:15:00,0.0,0.001,0.30086666666666667,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.0518,0.0,0.6
2024-01-01 11:45:00,0.0,0.001,0.8058,0.0,1.4
2024-01-01 12:00:00,0.0,0.001,1.3592799999999998,0.0,2.0
