,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref,SoC_arr,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.997800192481735,14.978131640763054,12.0,115.47322300284395,0.0,0.0
2024-01-01 01:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.992689021811893,14.934942101339294,12.0,112.37603758679319,0.0,0.0
2024-01-01 02:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.984829720600858,14.88630567696968,11.0,146.18082780288594,0.0,0.0
2024-01-01 03:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.974031816789294,14.83224340257623,11.0,140.85493146373577,0.0,0.0
2024-01-01 04:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.96193227460151,14.780358312582484,11.0,135.2569427693156,0.0,0.0
2024-01-01 05:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.94705338734475,14.72320894195367,10.0,168.58881266153446,0.0,0.0
2024-01-01 06:00:00,3.0,0.0,0.0,0.0,0.0,0.0,19.5,14.929212861372232,14.660806860177777,10.0,162.81428846803234,0.0,0.0
2024-01-01 07:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.910087177928927,14.600746645407723,10.0,156.78747969447755,1069.7555555555557,1069.7555555555557
2024-01-01 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.892637386973108,14.54290864786861,10.0,150.90635976397652,891.462962962963,891.462962962963
2024-01-01 09:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.88082149570616,14.487316210308473,10.0,144.8185923705959,0.0,0.0
2024-01-01 10:00:00,1.0,1.0,0.0,0.0,0.8641666666666685,0.6961111111111111,20.0,14.88306411160654,14.441428684156888,11.0,99.39102112367294,713.1703703703704,713.1703703703704
2024-01-01 11:00:00,1.0,1.0,0.0,0.0,1.0475000000000039,0.0,20.0,14.90508189814133,14.412796052580681,12.0,53.75888079559636,416.01604938271606,416.01604938271606
2024-01-01 12:00:00,3.0,1.0,0.0,0.0,1.2308333333333392,0.0,19.5,14.932304901572968,14.393789435367186,12.0,48.23088641177394,772.6012345679013,772.6012345679013
2024-01-01 13:00:00,3.0,1.0,0.0,0.0,0.8580555555555563,0.7908333333333334,19.5,14.954605955319316,14.376467693901219,12.0,44.029689560968244,1119.7555555555557,1119.7555555555557
2024-01-01 14:00:00,1.0,1.0,0.0,0.0,1.0413888888888916,0.0,20.0,14.964784339604346,14.360546818744517,12.0,41.051202245901486,1079.1864197530865,1079.1864197530865
2024-01-01 15:00:00,1.0,1.0,0.0,0.0,1.224722222222227,0.0,20.0,14.953121795024343,14.345352119634587,12.0,40.0992142991731,297.1543209876544,297.1543209876544
2024-01-01 16:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.92885285976489,14.322963922362757,11.0,78.72815731830916,237.7234567901235,237.7234567901235
2024-01-01 17:00:00,1.0,1.0,0.0,0.0,0.9588888888888908,0.7908333333333334,20.0,14.902557832038005,14.293392127373002,11.0,77.92156822539155,59.43086419753087,59.43086419753087
2024-01-01 18:00:00,1.0,1.0,0.0,0.0,1.142222222222226,0.0,20.0,14.876248134222358,14.26436081584368,11.0,76.51864195433336,713.1703703703704,713.1703703703704
2024-01-01 19:00:00,1.0,1.0,0.0,0.0,1.3255555555555614,0.0,20.0,14.849940973168627,14.235844309749874,11.0,75.18165958344885,356.5851851851852,356.5851851851852
2024-01-01 20:00:00,1.0,1.0,0.0,0.0,1.5088888888888967,0.0,20.0,14.823652173579806,14.207818677701532,11.0,73.9061446511699,59.43086419753087,59.43086419753087
2024-01-01 21:00:00,1.0,1.0,0.0,0.0,1.692222222222232,0.0,20.0,14.795806762907258,14.172963219873994,10.0,111.25105138746314,1842.356790123457,1842.356790123457
2024-01-01 22:00:00,2.0,1.0,0.0,0.0,1.8755555555555674,0.0,15.0,14.76613224085442,14.131401535139881,10.0,109.20250994367483,2076.340740740741,2076.340740740741
2024-01-01 23:00:00,1.0,1.0,0.0,0.0,2.0588888888889025,0.0,20.0,14.736188051958575,14.090831773466142,10.0,106.63820055417933,957.479012345679,957.479012345679
