,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref,SoC_arr,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.5,15.497001853415412,15.474486131519267,12.0,134.72569809501337,356.5851851851852,356.5851851851852
2024-01-01 01:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.5,15.490137009692567,15.424092164686275,12.0,131.1315124754805,534.8777777777779,534.8777777777779
2024-01-01 02:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.5,15.480340269186664,15.368553029875278,11.0,164.157990045051,1318.8617283950618,1318.8617283950618
2024-01-01 03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,15.46743478581019,15.307871862641099,11.0,158.10226040070992,1514.0641975308642,1514.0641975308642
2024-01-01 04:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.5,15.453073057731924,15.249632061087619,11.0,151.82742624900692,495.20246913580263,495.20246913580263
2024-01-01 05:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,15.435791732782487,15.18637398368651,10.0,184.5238674125824,237.7234567901235,237.7234567901235
2024-01-01 06:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.5,15.415418985490971,15.118095233583528,10.0,178.1523098381336,1248.0481481481481,1248.0481481481481
2024-01-01 07:00:00,3.0,0.0,0.0,0.0,0.0,0.0,21.5,15.393622948902793,15.05237418535395,10.0,171.5738361023946,237.7234567901235,237.7234567901235
2024-01-01 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,15.37238222952215,14.989064314383613,10.0,165.26424062215932,1845.2024691358026,1845.2024691358026
2024-01-01 09:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,15.353762354002987,14.928112630743708,10.0,159.02592835526494,1601.787654320988,1601.787654320988
2024-01-01 10:00:00,1.0,1.0,0.0,0.0,0.8030555555555569,0.6869444444444445,21.5,15.347079525183828,14.87687533239292,11.0,113.6389866982119,468.86172839506173,468.86172839506173
2024-01-01 11:00:00,1.0,1.0,0.0,0.0,0.9863888888888922,0.0,21.5,15.361513964266672,14.84289164576558,12.0,67.92810256547848,1750.8938271604939,1750.8938271604939
2024-01-01 12:00:00,1.0,1.0,0.0,0.0,1.1697222222222274,0.0,21.5,15.381852767003146,14.818587931750121,12.0,62.26467076275946,692.3567901234569,692.3567901234569
2024-01-01 13:00:00,1.0,1.0,0.0,0.0,1.3530555555555628,0.0,21.5,15.3980020009328,14.796014748760717,12.0,57.88431127087033,713.1703703703704,713.1703703703704
2024-01-01 14:00:00,1.0,1.0,0.0,0.0,1.5363888888888981,0.0,21.5,15.403917569214792,14.774945155635754,12.0,54.58477706225867,356.5851851851852,356.5851851851852
2024-01-01 15:00:00,1.0,1.0,0.0,0.0,1.7197222222222335,0.0,21.5,15.388817038295663,14.754726187725478,12.0,53.285401635199726,0.0,0.0
2024-01-01 16:00:00,1.0,1.0,0.0,0.0,1.9030555555555688,0.0,21.5,15.361803726350493,14.727452192157333,11.0,91.52972007861625,1307.4790123456792,1307.4790123456792
2024-01-01 17:00:00,1.0,1.0,0.0,0.0,2.086388888888904,0.0,21.5,15.33289545291553,14.693140938836383,11.0,90.33782866791749,287.72345679012346,287.72345679012346
2024-01-01 18:00:00,1.0,1.0,0.0,0.0,2.2697222222222395,0.0,21.5,15.303912975829173,14.65951035477468,11.0,88.57391040495217,68.86172839506175,68.86172839506175
2024-01-01 19:00:00,1.0,1.0,0.0,0.0,2.453055555555575,0.0,21.5,15.274880221074662,14.626525964718374,11.0,86.89845451851167,0.0,0.0
2024-01-01 20:00:00,1.0,1.0,0.0,0.0,2.63638888888891,0.0,21.5,15.245819203639146,14.594155692578903,11.0,85.30531554183587,0.0,0.0
2024-01-01 21:00:00,1.0,1.0,0.0,0.0,2.8197222222222456,0.0,21.5,15.215159743147414,14.555072233090396,10.0,122.34453408393419,475.446913580247,475.446913580247
2024-01-01 22:00:00,1.0,1.0,0.0,0.0,3.003055555555581,0.0,21.5,15.182631040987467,14.50939583100324,10.0,120.00166318313887,1816.90987654321,1816.90987654321
2024-01-01 23:00:00,1.0,1.0,0.0,0.0,3.1863888888889162,0.0,21.5,15.149797107551795,14.4648183849904,10.0,117.16185326166686,500.8938271604939,500.8938271604939
