,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.10146666666666666,0.0,0.0029000000000000002,0.9320320987654322
2024-01-01 01:00:00,0.001,0.001,0.0,0.2771717638416174,0.0,0.0013,0.4943086419753087
2024-01-01 02:00:00,0.001,0.001,0.0,0.15378537220331362,0.0,0.0,0.11886172839506173
2024-01-01 03:00:00,0.001,0.001,0.0,0.08581936774997716,0.0,0.0,0.11886172839506173
2024-01-01 04:00:00,0.001,0.001,0.0,0.3001606681911581,0.0,0.00185,0.41601604938271614
2024-01-01 05:00:00,0.001,0.001,0.0,0.14533333333333331,0.0,0.003,0.5848777777777777
2024-01-01 06:00:00,0.001,0.001,0.0,0.23566666666666666,0.0,0.003,1.5546333333333335
2024-01-01 07:00:00,0.001,0.001,0.0,0.21873333333333334,0.0,0.003,1.9565851851851852
2024-01-01 08:00:00,0.001,0.001,0.30068333333333336,0.1663550971749507,0.0,0.003,3.0
2024-01-01 09:00:00,0.001,0.001,0.00023333333333333333,0.8233069550281585,0.0,0.003,3.0
2024-01-01 10:00:00,0.6865634812499747,0.001,0.30083333333333334,0.6987529979660463,0.0,0.003,2.859832098765432
2024-01-01 11:00:00,0.7920347860576631,0.001,0.001,0.9450172433896503,0.0,0.003,0.8914629629629631
2024-01-01 12:00:00,0.7920347860576631,0.001,0.60065,1.096468673746473,0.0,0.003,1.1291864197530865
2024-01-01 13:00:00,0.3305978275240263,0.001,0.30071666666666663,0.6065592730589212,4.216666666666667,0.003,2.6149580246913584
2024-01-01 14:00:00,0.001,0.001,0.001,0.6312324419314925,0.0,0.003,0.11886172839506173
2024-01-01 15:00:00,0.001,0.001,0.6006833333333332,0.9961037423726735,0.0,0.003,0.7726012345679013
2024-01-01 16:00:00,0.001,0.001,0.0,0.4596977855860559,0.0,0.003,0.23772345679012347
2024-01-01 17:00:00,0.4624369585336368,0.001,0.0,0.5944926063922544,0.0,0.003,0.5348777777777778
2024-01-01 18:00:00,0.7920347860576631,0.001,0.0,1.1466893677314351,0.0,0.003,0.28772345679012346
2024-01-01 19:00:00,0.7920347860576631,0.001,0.30055000000000004,0.713867153336033,0.0,0.003,1.3763407407407409
2024-01-01 20:00:00,0.7920347860576631,0.001,0.001,0.7815523134118659,0.0,0.003,1.4197555555555559
2024-01-01 21:00:00,0.21194260961537684,0.001,0.6007333333333332,0.40248760639225445,0.0,0.0025,1.2660160493827162
2024-01-01 22:00:00,0.001,0.001,0.00031666666666666665,0.48381163002362837,0.0,0.0,3.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.6161904090393402,0.0,0.0,3.0
