,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,0.39488123872811165,15.0,13.5,12.0,60.0,0.0,0.07584768092734909,60.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.0,0.41119326709301907,14.968829167318363,13.514304003808482,12.0,59.83692567406925,0.0,0.07552218594206912,60.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,0.39940417969412767,14.938563959587457,13.527553885385416,12.0,59.674551170132645,0.2567413333333333,0.07467174820721685,60.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,0.38811818942322324,14.909165636958665,13.53979961532245,12.0,60.25201946113482,0.0,0.07789595224550928,60.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,0.3773125484778742,14.880597211707085,13.551088878829386,12.0,60.944550858600294,0.0,0.07773299651005353,60.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,0.366965544258198,14.852823368493855,13.561467179864238,12.0,60.77742305912813,0.2567413333333333,0.0773626108256205,60.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,0.3570564522244276,14.825810388259697,13.570977940520613,12.0,60.059091597725704,1.5404480000000003,0.07467530765325298,60.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,0.3475654909014723,14.799526075584318,13.579662595888472,12.0,61.31659045848078,0.0,0.07847558442752915,60.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,0.3467271749426018,14.773939689353764,13.587560684594411,11.0,61.14786607724625,1.5404480000000003,0.07608207435175131,60.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,0.34108631389031857,14.748363325910981,13.584330441868778,11.0,61.1123260225005,0.2567413333333333,0.07773684307732426,60.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,0.335177047098967,14.723238738487167,13.58068869335077,11.0,60.3931899528168,1.668818666666667,0.07470737392951594,60.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,0.32948999630795595,14.698548827119291,13.57665690294738,11.0,60.08460553681926,0.12837066666666666,0.0778811937305017,60.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,0.32401526974385403,14.674277253691615,13.57225554376254,11.0,60.93117344327542,0.2567413333333333,0.0771548119493554,60.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,0.31874342502107156,14.650408407321354,13.567504143286028,11.0,60.2132887544211,0.6418533333333334,0.07564819367178245,60.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,0.31366544868077334,14.62692737132037,13.562421326524072,11.0,59.10064810868626,0.0,0.07748711973128884,60.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,15.0,0.3087727366616163,14.603819891661134,13.557024857165285,11.0,61.08407283931654,0.0,0.07801148121204608,60.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.0,0.30405707565989665,14.581072346878457,13.551331676871499,11.0,60.91634629108233,0.0,0.07767670043011152,60.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,18.333333333333332,0.34841021444361747,14.558671719341586,13.545357942778852,11.0,60.749339529526914,0.0,0.077343356336344,60.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,19.666666666666668,0.6161577293935446,15.269573964619482,13.543591014615716,11.0,60.5830494657364,0.0,0.0770114427652974,60.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,15.0,0.7592555390291945,16.255167630547582,13.56193895325443,11.0,60.41747302405277,0.0,0.07668095357798406,60.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,2.0,15.0,0.7450584657615086,16.19928730450167,13.58898430957668,10.0,60.25260714201697,0.0,0.07635188266176152,60.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,15.333333333333334,0.7266409722950659,16.144399247993338,13.603717949367155,10.0,60.088448770312276,0.0,0.07602422393021911,60.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,1.0,20.0,0.850373831315813,16.16464963016913,13.616912110835028,10.0,59.92499487270788,0.0,0.0756979713230657,60.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,1.0,20.0,1.1292336795897628,17.206748324117395,13.640485170040513,10.0,59.76224242600277,0.0,0.07537311880601744,60.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,2.0,18.666666666666668,1.3930781652683504,18.228336716660017,13.684097995925736,10.0,59.600188419969776,0.0,0.07504966037068612,60.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,2.0,15.0,1.4526192934768436,18.9358324343756,13.746134654045344,10.0,59.438829857299886,0.0,0.07472759003446819,60.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,2.0,15.0,1.4063003631503124,18.828938293059657,13.810607079123937,10.0,59.27816375354684,0.0,0.07440690184043398,60.0,0.7303333333333334,0.7245277777777779,1,1,0
2024-01-01 06:45:00,1.0,19.333333333333332,1.4514038506476974,18.725449932195758,13.870997462946757,10.0,59.11818713707196,0.0,0.07425957533242909,60.0,0.7999999999999995,0.0,1,0,0
2024-01-01 07:00:00,1.0,20.0,1.6990325026461548,19.576147521260342,13.935222237957177,10.0,60.248541609601375,0.0,0.07788901048305079,60.0,0.7999999999999995,0.0,1,0,0
2024-01-01 07:15:00,1.0,20.0,1.822290907381959,20.55582531336235,14.017094050241461,10.0,60.941087932021944,0.0,0.07772608453768011,60.0,0.7999999999999995,0.0,1,0,1
2024-01-01 07:30:00,1.0,20.0,1.763504954357032,20.421637333257934,14.10562100757998,10.0,60.7739749934555,0.385112,0.076841045163455,60.0,0.0,0.0,0,0,0
2024-01-01 07:45:00,3.0,19.766666666666666,1.705976563989427,20.291872524627706,14.18879362153262,10.0,59.78076491068649,0.12837066666666666,0.07489584842997443,60.0,0.0,0.0,0,0,0
2024-01-01 08:00:00,3.0,19.5,1.6203025857721913,20.16633767038062,14.266862191527938,10.0,59.343737047363575,0.0,0.07453778558429626,60.0,0.0,0.0,0,0,0
2024-01-01 08:15:00,3.0,19.5,1.5661224890115428,20.04726884656734,14.340088505525747,10.0,59.18347902771268,0.0,0.07421791192270334,60.0,0.0,0.0,0,0,0
2024-01-01 08:30:00,3.0,19.5,1.5164153496928152,19.93202116313377,14.408725114457962,10.0,59.02390874407571,0.0,0.0764764011643906,60.0,0.0,0.0,0,0,0
2024-01-01 08:45:00,3.0,19.5,1.4688666602283404,19.820428399563813,14.472987163295677,10.0,61.00950654377004,0.0,0.07786264751224224,60.0,0.0,0.0,0,0,0
2024-01-01 09:00:00,1.0,19.533333333333335,1.380432048948807,19.712331867495557,14.533079968831393,10.0,60.842099991545915,0.0,0.07752850543965689,60.0,0.0,0.0,0,0,0
2024-01-01 09:15:00,1.0,20.0,1.3347315457694873,19.610971200641703,14.589231577130377,10.0,60.67541185276021,1.7971893333333335,0.07530476478956795,60.0,0.0,0.0,0,0,0
2024-01-01 09:30:00,3.0,19.566666666666666,1.293972208134293,19.512743017809417,14.64166342511627,10.0,58.79952869864981,1.0269653333333333,0.07740150235310962,60.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,3.0,19.5,1.2549715613043964,19.417511887758394,14.690550587860388,10.0,59.00514228651938,5.391568,0.06118010616036474,60.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,3.0,19.5,1.1097792765380052,19.325148511961896,14.736060139356317,11.0,53.30167048636572,0.0,0.0684904664347178,60.0,0.0,0.0,0,0,0
2024-01-01 10:15:00,3.0,19.5,1.0659349716536652,19.244053942894293,14.788805490876545,11.0,59.60448601481471,0.0,0.07792017530891429,60.0,0.0,0.0,0,0,0
2024-01-01 10:30:00,1.0,19.533333333333335,1.0313582975749618,19.165617765817135,14.838337883983277,11.0,61.15697488777692,0.0,0.0781569930886401,60.0,0.0,0.0,0,0,0
2024-01-01 10:45:00,1.0,20.0,1.1401512852452202,19.163471166737427,14.884807598411827,11.0,60.98893548553186,0.0,0.07782158785272682,60.0,0.0,0.0,0,0,0
2024-01-01 11:00:00,1.0,20.0,1.2687821279684341,20.184271208773428,14.940202081071059,12.0,60.82161721255658,0.0,0.0774876219847809,60.0,0.0,0.0,0,0,0
2024-01-01 11:15:00,3.0,19.666666666666668,1.24392102500992,20.459522923356424,15.020214601870187,12.0,60.655016974175545,0.0,0.07715508930785604,60.0,0.0,0.0,0,0,0
2024-01-01 11:30:00,3.0,19.5,1.1984497821221356,20.368015538948715,15.09738155161362,12.0,60.48913168899382,0.0,0.07682398367151379,60.0,0.0,0.0,0,0,0
2024-01-01 11:45:00,1.0,19.533333333333335,1.154994947491292,20.279851401896092,15.170388314507116,12.0,60.323958288840075,0.12837066666666666,0.07642070950116045,60.0,0.7013055555555554,0.6780833333333334,1,1,0
2024-01-01 12:00:00,1.0,19.9,1.1457615868807016,20.19488226775598,15.239427505795485,12.0,59.88365193778645,0.12837066666666666,0.07554186172155518,60.0,0.788388888888888,0.0,1,0,0
2024-01-01 12:15:00,1.0,20.0,1.107708282573267,20.110416428728183,15.304658805989865,12.0,59.44523513045391,0.2567413333333333,0.07647273285574782,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 12:30:00,3.0,19.566666666666666,1.0691056177143692,20.028919838084786,15.366231745577013,12.0,61.308845594930325,0.5134826666666666,0.07702698092339562,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 12:45:00,1.0,19.633333333333333,1.032203303414224,19.95026154426403,15.424316288606141,12.0,60.0392357458356,0.0,0.07592599514658814,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 13:00:00,1.0,20.0,1.0051448856769285,19.87431653879949,15.479074642102134,12.0,59.87599304246261,0.0,0.0756001640813473,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 13:15:00,3.0,19.766666666666666,0.9718325617323607,19.800316365462,15.530655463083326,12.0,59.713450883663725,0.0,0.07527573129719413,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 13:30:00,3.0,19.5,0.9394131955824848,19.7288091648662,15.579199893500167,12.0,59.55160626310119,0.12837066666666666,0.07487910134295431,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 13:45:00,3.0,19.5,0.9084125972070999,19.65968567475613,15.624849569560508,12.0,59.11461440641544,0.0,0.07442439680011928,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 14:00:00,1.0,19.533333333333335,0.986276082466469,19.592841588181184,15.667739660592812,12.0,60.67461928668274,0.0,0.07799539698921981,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 14:15:00,1.0,20.0,1.0122792977406987,19.51968818923359,15.707918782336511,12.0,60.936932097742705,0.7702240000000001,0.07771778952735382,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 14:30:00,1.0,20.0,1.2061824499772618,20.181757204568836,15.749895743128508,12.0,59.11383699364662,0.2567413333333333,0.07534463918361453,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 14:45:00,1.0,20.0,1.1951765445447304,20.46113048684967,15.805217860762019,12.0,60.97987288646733,0.0,0.07780349898108946,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 15:00:00,1.0,20.0,1.2577574007045802,20.3731811754156,15.858524485902558,12.0,60.81259350499818,0.0,0.07746961074026323,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 15:15:00,1.0,20.0,1.2263522718199185,20.280082958691395,15.908389298643478,12.0,60.64603199122313,0.12837066666666666,0.07662291425738184,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 15:30:00,1.0,20.0,1.1893453751891732,20.18982860617578,15.954889360266675,12.0,60.20529089511314,0.7702240000000001,0.07640960078660547,60.0,0.799999999999999,0.0,1,0,0
2024-01-01 15:45:00,1.0,19.7,1.1539320396873927,20.10229540394268,15.998183242836996,12.0,60.96503709504636,0.7702240000000001,0.07777388686598413,60.0,0.799999999999999,0.0,1,0,1
2024-01-01 16:00:00,1.0,20.0,1.1319251592507988,20.01736619367622,16.0384222705716,11.0,59.14182138033211,1.155336,0.07516975694643913,60.0,0.0,0.0,0,0,0
2024-01-01 16:15:00,1.0,20.0,1.1027397951877485,19.933983809978436,16.065368641463394,11.0,61.226257163294854,0.385112,0.07752347074299444,60.0,0.0,0.0,0,0,0
2024-01-01 16:30:00,1.0,20.0,1.0740498701157348,19.85280371642041,16.08983807081932,11.0,60.231579849227266,0.0,0.07630991236191205,60.0,0.0,0.0,0,0,0
2024-01-01 16:45:00,1.0,20.0,1.0465616279262089,19.77373338867308,16.111949457256767,11.0,60.06751171466988,0.0,0.075982433742958,60.0,0.7767777777777778,0.7709722222222223,1,1,0
2024-01-01 17:00:00,1.0,20.0,1.0202208517287135,19.696684478360083,16.131816254692918,11.0,59.90414766696644,0.12837066666666666,0.075582771024903,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 17:15:00,2.0,15.666666666666666,0.9949757913459762,19.621572623056544,16.149546720457998,11.0,59.46564290365441,0.0,0.07478110864985212,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 17:30:00,1.0,18.333333333333332,0.9748739531705933,19.54831726494023,16.16524415210807,11.0,59.304861733599786,1.2837066666666668,0.0742432475811228,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 17:45:00,1.0,20.0,1.145547858256748,19.77122660257085,16.17960747055802,11.0,60.25527997816975,0.0,0.07790246021013357,60.0,0.7999999999999998,0.0,1,0,0
