,WashingMachine,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.30755219735291434,0.0
2024-01-01 00:15:00,0.001,0.17315219735291432,0.0
2024-01-01 00:30:00,0.001,0.07555219735291431,0.0
2024-01-01 00:45:00,0.001,0.07555219735291431,0.0
2024-01-01 01:00:00,0.001,0.048206959647055236,0.0
2024-01-01 01:15:00,0.001,0.09533333333333333,0.0
2024-01-01 01:30:00,0.001,0.14666666666666667,0.0
2024-01-01 01:45:00,0.001,0.044,0.0
2024-01-01 02:00:00,0.001,0.044,0.0
2024-01-01 02:15:00,0.001,0.044,0.0
2024-01-01 02:30:00,0.001,0.044,0.0
2024-01-01 02:45:00,0.001,0.10266666666666667,0.0
2024-01-01 03:00:00,0.001,0.13933333333333334,0.0
2024-01-01 03:15:00,0.001,0.044,0.0
2024-01-01 03:30:00,0.001,0.044,0.0
2024-01-01 03:45:00,0.001,0.044,0.0
2024-01-01 04:00:00,0.001,0.044,0.0
2024-01-01 04:15:00,0.001,0.11,0.0
2024-01-01 04:30:00,0.001,0.132,0.0
2024-01-01 04:45:00,0.001,0.5770666666666667,0.0
2024-01-01 05:00:00,0.001,0.044,0.0
2024-01-01 05:15:00,0.001,0.044,0.0
2024-01-01 05:30:00,0.001,0.044,0.0
2024-01-01 05:45:00,0.001,0.11733333333333333,0.0
2024-01-01 06:00:00,0.001,0.5244666666666666,0.0
2024-01-01 06:15:00,0.001,0.044,0.0
2024-01-01 06:30:00,0.001,0.044,0.0
2024-01-01 06:45:00,0.001,0.044,0.0
2024-01-01 07:00:00,0.001,0.044,0.0
2024-01-01 07:15:00,0.001,0.12466666666666666,0.0
2024-01-01 07:30:00,0.001,0.17193333333333335,14.0
2024-01-01 07:45:00,0.001,0.18590347982352765,3.0
2024-01-01 08:00:00,0.001,0.28855219735291426,0.0
2024-01-01 08:15:00,0.001,0.28855219735291426,0.0
2024-01-01 08:30:00,0.001,0.2521521973529143,0.0
2024-01-01 08:45:00,0.001,0.2855521973529143,0.0
2024-01-01 09:00:00,0.001,0.1728487175293867,0.0
2024-01-01 09:15:00,0.001,0.7236666666666667,0.0
2024-01-01 09:30:00,0.001,1.9236666666666666,0.0
2024-01-01 09:45:00,0.001,0.32353333333333334,0.0
2024-01-01 10:00:00,0.001,0.32266666666666666,0.0
2024-01-01 10:15:00,0.001,0.20440000000000003,0.0
2024-01-01 10:30:00,0.001,0.22986666666666666,0.0
2024-01-01 10:45:00,0.001,0.3,0.0
2024-01-01 11:00:00,0.001,0.3,0.0
2024-01-01 11:15:00,0.001,0.3,0.0
2024-01-01 11:30:00,0.001,1.0081333333333333,0.0
2024-01-01 11:45:00,0.001,2.4148666666666667,0.0
