,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,60.0,0.0,0.07592379316188327,60.0
2024-01-01 00:15:00,2.0,59.91838101547338,0.0,0.07576071887506004,60.0
2024-01-01 00:30:00,2.0,59.83693733775294,0.0,0.07559799485028137,60.0
2024-01-01 00:45:00,2.0,59.755668590302804,0.0,0.07543562033523059,60.0
2024-01-01 01:00:00,2.0,59.67457439739583,0.0,0.07527359457920693,60.0
2024-01-01 01:15:00,2.0,59.59365438411192,0.385112,0.07467055674997693,60.0
2024-01-01 01:30:00,2.0,59.09938264369747,0.0,0.07412436458614866,60.0
2024-01-01 01:45:00,2.0,59.019698066383185,0.385112,0.07608399460715852,60.0
2024-01-01 02:00:00,2.0,61.103935530374535,0.12837066666666666,0.07805586616539469,60.0
2024-01-01 02:15:00,2.0,60.88202454190243,0.0,0.07768607339564919,60.0
2024-01-01 02:30:00,2.0,60.79851108507481,0.2567413333333333,0.077464016600843,60.0
2024-01-01 02:45:00,2.0,60.439236341953965,1.2837066666666668,0.07548970159758252,60.0
2024-01-01 03:00:00,2.0,59.62309117779029,0.0,0.07737645052555114,60.0
2024-01-01 03:15:00,2.0,61.044927291654375,0.0,0.07801155220295625,60.0
2024-01-01 03:30:00,2.0,60.9610639412212,0.0,0.07784399368526805,60.0
2024-01-01 03:45:00,2.0,60.87738071819593,0.0,0.07767679506116044,60.0
2024-01-01 04:00:00,2.0,60.79387723568871,0.0,0.0775099555576295,60.0
2024-01-01 04:15:00,1.0,60.710553107640614,0.0,0.07734347440333167,60.0
2024-01-01 04:30:00,1.0,60.62740794882194,0.0,0.07717735082858006,60.0
2024-01-01 04:45:00,2.0,60.54444137483039,0.0,0.07701158406534099,60.0
2024-01-01 05:00:00,2.0,60.46165300208934,0.0,0.07684617334723046,60.0
2024-01-01 05:15:00,1.0,60.37904244784602,0.0,0.0766811179095105,60.0
2024-01-01 05:30:00,1.0,60.296609330169765,0.0,0.07651641698908573,60.0
2024-01-01 05:45:00,1.0,60.21435326795025,0.0,0.0763520698244998,60.0
2024-01-01 06:00:00,1.0,60.132273880895724,0.0,0.07618807565593184,60.0
2024-01-01 06:15:00,1.0,60.05037078953124,0.0,0.07602443372519302,60.0
2024-01-01 06:30:00,1.0,59.96864361519695,0.0,0.07586114327572298,60.0
2024-01-01 06:45:00,1.0,59.88709198004628,0.0,0.0756982035525863,60.0
2024-01-01 07:00:00,1.0,59.80571550704421,0.0,0.07553561380246915,60.0
2024-01-01 07:15:00,1.0,59.724513819965594,0.0,0.07537337327367563,60.0
