,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,60.0,0.0,0.07593902695731437,60.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,59.934691711169066,0.0,0.07580851517031256,60.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,59.86949566372208,0.0,0.07567822768598131,60.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,59.804411664756586,0.0,0.07554816411882527,60.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,59.73943952170169,0.0,0.07541832408401157,60.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,59.67457904231743,0.0,0.07528870719736878,60.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,59.60983003469427,0.0,0.07515931307538579,60.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,59.54519230725247,0.0,0.07503014133521048,60.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,59.48066566874155,0.0,0.07490119159464873,60.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,59.4162499282397,0.0,0.07477246347216332,60.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,59.35194489515327,0.8985946666666668,0.07441705113680679,60.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,59.66182492762042,0.12837066666666666,0.07769303016166976,60.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,61.204627290596534,0.0,0.07834634864926508,60.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,61.13724868210697,0.2567413333333333,0.07802041042016336,60.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,60.849350383608986,0.2567413333333333,0.07723921002755893,60.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,60.56212392491353,0.12837066666666666,0.0769005456523235,60.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,1.0,60.38558872081693,0.12837066666666666,0.0765477585043549,60.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,60.2093569170387,1.5404480000000003,0.07592660156845658,60.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,61.11261812925884,0.0,0.078162477960235,60.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,61.045397651318844,0.0,0.07802814486322528,60.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,1.0,60.97829270112591,1.5404480000000003,0.07656994117536302,60.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,59.58764182003864,0.2567413333333333,0.0748942549383393,60.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,1.0,59.302432045127496,1.0269653333333335,0.07406824727010589,60.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,1.0,58.92887234847857,0.0,0.0770073525224336,60.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,2.0,61.156004104551,0.0,0.07824918029568975,60.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,1.0,61.08870906177402,0.12837066666666666,0.07811469818864936,60.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,1.0,60.91112967489415,0.2567413333333333,0.07742146851342603,60.0,0.0,0.0,0,0,0
2024-01-01 06:45:00,1.0,60.623746472159226,0.0,0.07718551906688882,60.0,0.0,0.0,0,0,0
2024-01-01 07:00:00,2.0,60.557366188202984,0.0,0.07705286500971022,60.0,0.0,0.0,0,0,0
2024-01-01 07:15:00,1.0,60.49109998800352,1.5404480000000003,0.07471389670558069,60.0,0.0,0.0,0,0,0
2024-01-01 07:30:00,1.0,59.10204532289599,0.12837066666666666,0.0742150670410406,60.0,0.0,0.0,0,0,0
2024-01-01 07:45:00,1.0,59.78782921172835,0.12837066666666666,0.07770391237941411,60.0,0.0,0.0,0,0,0
2024-01-01 08:00:00,1.0,61.04395236400597,0.0,0.07802525660764072,60.0,0.0,0.0,0,0,0
2024-01-01 08:15:00,1.0,60.97684989774044,0.2567413333333333,0.07769986009881492,60.0,0.0,0.0,0,0,0
2024-01-01 08:30:00,1.0,60.68922727558188,0.0,0.07731637560626513,60.0,0.0,0.0,0,0,0
2024-01-01 08:45:00,1.0,60.62273445375136,1.5404480000000003,0.07603570117905736,60.0,0.0,0.0,0,0,0
2024-01-01 09:00:00,1.0,59.23254302416593,0.12837066666666666,0.07430233987099889,60.0,0.0,0.0,0,0,0
2024-01-01 09:15:00,1.0,59.05824230186884,1.5404480000000003,0.07410838622999631,60.0,0.0,0.0,0,0,0
2024-01-01 09:30:00,1.0,60.249737048541554,1.5404480000000003,0.07642696201612541,60.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,1.0,59.71921868655922,0.12837066666666666,0.07534847654705569,60.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,1.0,59.54401827672421,0.0,0.07502779515794904,60.0,0.0,0.0,0,0,0
2024-01-01 10:15:00,1.0,59.47949365594814,0.7702240000000001,0.07481052944961944,60.0,0.7477499999999994,0.6664722222222222,1,1,0
2024-01-01 10:30:00,1.0,59.03942573764459,0.0,0.07696081540705003,60.0,0.7999999999999989,0.0,1,0,0
2024-01-01 10:45:00,1.0,60.97992766419371,0.0,0.0778973099390887,60.0,0.7999999999999989,0.0,1,0,0
2024-01-01 11:00:00,1.0,60.91293523328575,0.0,0.07776343257022934,60.0,0.7999999999999989,0.0,1,0,0
2024-01-01 11:15:00,3.0,60.846057938194306,0.7702240000000001,0.07727656604845151,60.0,0.7999999999999989,0.0,1,0,0
2024-01-01 11:30:00,1.0,60.117199352963915,0.0,0.07617323761058034,60.0,0.7999999999999989,0.0,1,0,0
2024-01-01 11:45:00,1.0,60.05168964073313,1.5404480000000003,0.07586569342744602,60.0,0.7999999999999989,0.0,1,0,0
2024-01-01 12:00:00,1.0,58.66164441943862,1.0269653333333335,0.07662900234526279,60.0,0.7999999999999989,0.0,1,0,1
2024-01-01 12:15:00,1.0,60.29257141216606,2.3106720000000007,0.0755359564946811,60.0,0.0,0.0,0,0,0
2024-01-01 12:30:00,1.0,61.10710828665703,0.12837066666666666,0.07809259724256837,60.0,0.0,0.0,0,0,0
2024-01-01 12:45:00,1.0,60.929547906801986,0.0,0.07779663126133413,60.0,0.0,0.0,0,0,0
2024-01-01 13:00:00,1.0,60.86264206051895,0.12837066666666666,0.07760405704949329,60.0,0.0,0.0,0,0,0
2024-01-01 13:15:00,1.0,60.685501829898264,0.12837066666666666,0.07730893069257576,60.0,0.0,0.0,0,0,0
2024-01-01 13:30:00,1.0,60.50861541076466,0.0,0.07695544167807654,60.0,0.0,0.0,0,0,0
2024-01-01 13:45:00,1.0,60.44243299556135,0.0,0.07682318304091275,60.0,0.7883888888888888,0.7767777777777778,1,1,0
2024-01-01 14:00:00,1.0,60.37636432404981,0.8985946666666667,0.07597011978428739,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 14:15:00,1.0,59.53822929509056,1.7971893333333335,0.07441241214565615,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 14:30:00,1.0,59.36198316902168,0.12837066666666666,0.07727031591503374,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 14:45:00,1.0,60.90514907028919,0.12837066666666666,0.0776448681769337,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 15:00:00,1.0,60.72797374170894,1.668818666666667,0.0753635701437146,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 15:15:00,1.0,59.22796035123655,0.12837066666666666,0.0743814664389048,60.0,0.7999999999999998,0.0,1,0,0
2024-01-01 15:30:00,1.0,59.05359157933495,0.12837066666666666,0.07500000463567638,60.0,0.7999999999999998,0.0,1,0,1
2024-01-01 15:45:00,1.0,61.17204967377154,0.0,0.07828124568815249,60.0,0.0,0.0,0,0,0
2024-01-01 16:00:00,1.0,61.10472705445063,0.0,0.07814670847227229,60.0,0.0,0.0,0,0,0
2024-01-01 16:15:00,1.0,61.03752013842096,1.668818666666667,0.07568814749661272,60.0,0.7999999999999999,0.7883888888888889,1,1,0
2024-01-01 16:30:00,1.0,59.53722760832353,0.0,0.07501422471714017,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 16:45:00,1.0,59.472714658256244,0.0,0.07488530233150185,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 17:00:00,1.0,59.408312582672544,0.0,0.07475660151692662,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 17:15:00,1.0,59.34402119101917,0.0,0.07462812189261378,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 17:30:00,1.0,59.279840293070436,0.12837066666666666,0.0744998630784171,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 17:45:00,1.0,59.105369698927504,1.0269653333333335,0.07665733943403903,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 18:00:00,1.0,60.44960246960056,0.5134826666666666,0.07630790262044235,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 18:15:00,1.0,59.94237694417448,1.0269653333333335,0.07467632244093883,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 18:30:00,1.0,59.28162444518083,0.0,0.07744482420127691,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 18:45:00,1.0,61.22171011954188,0.0,0.07838048689683844,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 19:00:00,1.0,61.15430215183318,1.5404480000000003,0.0772745122731057,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 19:15:00,1.0,59.76304533286921,0.7702240000000001,0.07546549782955368,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 19:30:00,3.0,59.03574428361303,0.7702240000000001,0.07602385154421533,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 19:45:00,3.0,61.174661563699225,1.5404480000000003,0.07678567327277643,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 20:00:00,1.0,59.78382515094671,0.2567413333333333,0.07513926708480506,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 20:15:00,1.0,59.498404663248365,1.5404480000000003,0.07453862632553765,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 20:30:00,1.0,59.829519843665956,0.0,0.0778902313090489,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 20:45:00,1.0,61.19588275988369,0.12837066666666666,0.07818174955173166,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 21:00:00,1.0,61.01824570819085,0.0,0.07797388454372159,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 21:15:00,1.0,60.95118742239118,0.0,0.07783987557074654,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 21:30:00,1.0,60.88424438558882,0.0,0.07770609691084288,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 21:45:00,2.0,60.81741639971232,0.0,0.07757254816818555,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 22:00:00,2.0,60.75070326703066,0.0,0.07743922894762978,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 22:15:00,2.0,60.684104790152624,0.0,0.07730613885470984,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 22:30:00,2.0,60.61762077202626,1.0269653333333335,0.07606994734131763,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 22:45:00,2.0,59.668999890414035,0.0,0.07527755784561112,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 23:00:00,2.0,59.60426047133993,0.0,0.07514818288534088,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 23:15:00,2.0,59.539632315967914,1.2837066666666668,0.0744537824687614,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 23:30:00,2.0,59.51828075913859,0.12837066666666666,0.07750909405885079,60.0,0.7999999999999999,0.0,1,0,0
2024-01-01 23:45:00,2.0,61.061241308920756,1.9255600000000002,0.07692666209382362,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 00:00:00,2.0,59.3390836444349,0.0,0.07461825472200416,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 00:15:00,2.0,59.27491123234718,0.0,0.07449001286591347,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 00:30:00,2.0,59.21084910948112,0.385112,0.07651861226964878,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 00:45:00,2.0,61.10720118684119,0.8985946666666668,0.07750417190674021,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 01:00:00,2.0,60.267746858397736,0.2567413333333333,0.07634163806376669,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 01:15:00,2.0,59.98129232016802,0.0,0.07590164161512833,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 01:30:00,2.0,59.916016183088594,0.0,0.07577119408004032,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 01:45:00,2.0,59.85085223213585,0.12837066666666666,0.07552325798789825,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 02:00:00,2.0,59.67550150859154,0.5134826666666666,0.07464326378042516,60.0,0.7999999999999999,0.0,1,0,0
2024-01-02 02:15:00,2.0,59.16970758847459,1.0269653333333335,0.07415608378144321,60.0,0.7999999999999999,0.0,1,0,1
2024-01-02 02:30:00,2.0,58.79607235158658,0.8985946666666668,0.07622649859047202,60.0,0.0,0.0,0,0,0
2024-01-02 02:45:00,2.0,61.11108520516381,0.0,0.07815941457170407,60.0,0.0,0.0,0,0,0
2024-01-02 03:00:00,2.0,61.04386736176723,3.337637333333334,0.0749794800738023,60.0,0.0,0.0,0,0,0
2024-01-02 03:15:00,2.0,59.542333551861425,0.0,0.0776601656109172,60.0,0.0,0.0,0,0,0
2024-01-02 03:30:00,2.0,61.19556417866523,1.155336,0.0768865104991992,60.0,0.0,0.0,0,0,0
2024-01-02 03:45:00,2.0,60.13584104493444,0.2567413333333333,0.0761663327708366,60.0,0.0,0.0,0,0,0
2024-01-02 04:00:00,2.0,59.8495372709318,0.12837066666666666,0.07563834292471489,60.0,0.0,0.0,0,0,0
2024-01-02 04:15:00,1.0,59.67408757324213,0.385112,0.07503764026528907,60.0,0.0,0.0,0,0,0
2024-01-02 04:30:00,1.0,59.27835448557968,0.0,0.0744968938474936,60.0,0.0,0.0,0,0,0
2024-01-02 04:45:00,1.0,59.21428644500371,0.0,0.07436886056695671,60.0,0.0,0.0,0,0,0
2024-01-02 05:00:00,1.0,59.150328514272445,0.0,0.07424104732943211,60.0,0.0,0.0,0,0,0
2024-01-02 05:15:00,1.0,59.0864805041468,0.12837066666666666,0.0744220532765044,60.0,0.0,0.0,0,0,0
2024-01-02 05:30:00,1.0,60.345426086613266,0.2567413333333333,0.07817142965864486,60.0,0.0,0.0,0,0,0
2024-01-02 05:45:00,1.0,61.20407731767605,0.12837066666666666,0.07828637971258359,60.0,0.0,0.0,0,0,0
2024-01-02 06:00:00,1.0,61.026350283045076,0.0,0.07799008068920403,60.0,0.0,0.0,0,0,0
2024-01-02 06:15:00,2.0,60.95927806840553,0.0,0.0778560438808988,60.0,0.0,0.0,0,0,0
2024-01-02 06:30:00,2.0,60.89232112670194,0.0,0.07772223743350382,60.0,0.0,0.0,0,0,0
2024-01-02 06:45:00,2.0,60.8254792598217,0.0,0.07758866095111183,60.0,0.0,0.0,0,0,0
2024-01-02 07:00:00,2.0,60.75875226999274,0.0,0.07745531403849601,60.0,0.0,0.0,0,0,0
2024-01-02 07:15:00,1.0,60.69213995978286,0.0,0.07732219630110869,60.0,0.0,0.0,0,0,0
2024-01-02 07:30:00,1.0,60.62564213209914,0.0,0.07718930734508037,60.0,0.7825833333333329,0.7187222222222223,1,1,0
2024-01-02 07:45:00,1.0,60.55925859018745,0.0,0.07705664677721843,60.0,0.7999999999999994,0.0,1,0,0
2024-01-02 08:00:00,2.0,60.492989137631795,0.0,0.07692421420500604,60.0,0.7999999999999994,0.0,1,0,0
2024-01-02 08:15:00,2.0,60.42683357835372,0.0,0.07679200923660096,60.0,0.7999999999999994,0.0,1,0,1
2024-01-02 08:30:00,1.0,60.36079171661178,0.0,0.0766600314808343,60.0,0.0,0.0,0,0,0
2024-01-02 08:45:00,1.0,60.294863357000935,0.7702240000000001,0.0764399605472096,60.0,0.0,0.0,0,0,0
2024-01-02 09:00:00,1.0,59.56672426049594,0.0,0.07507317069252097,60.0,0.0,0.0,0,0,0
2024-01-02 09:15:00,1.0,59.502160616326556,0.0,0.07494414700001989,60.0,0.0,0.0,0,0,0
2024-01-02 09:30:00,1.0,59.43770793376564,0.2567413333333333,0.07447698921555629,60.0,0.0,0.0,0,0,0
2024-01-02 09:45:00,1.0,59.152857011363345,0.2567413333333333,0.07557432034936418,60.0,0.0,0.0,0,0,0
2024-01-02 10:00:00,1.0,61.160421188798196,0.0,0.07825800737673504,60.0,0.0,0.0,0,0,0
2024-01-02 10:15:00,1.0,61.09311855464716,0.0,0.0781235100991273,60.0,0.0,0.0,0,0,0
2024-01-02 10:30:00,1.0,61.02593158944008,0.0,0.07798924397381042,60.0,0.0,0.0,0,0,0
2024-01-02 10:45:00,1.0,60.95886009438376,0.0,0.07785520860351705,60.0,0.0,0.0,0,0,0
2024-01-02 11:00:00,1.0,60.891903871026706,0.0,0.07772140359166253,60.0,0.0,0.0,0,0,0
2024-01-02 11:15:00,1.0,60.82506272125844,0.0,0.07758782854234385,60.0,0.0,0.0,0,0,0
2024-01-02 11:30:00,1.0,60.758336447308984,0.0,0.07745448306033834,60.0,0.0,0.0,0,0,0
2024-01-02 11:45:00,1.0,60.69172485174824,0.12837066666666666,0.07729192843901472,60.0,0.0,0.0,0,0,0
2024-01-02 12:00:00,1.0,60.51485305471517,0.385112,0.07646774752809676,60.0,0.0,0.0,0,0,0
2024-01-02 12:15:00,1.0,60.11789006114107,0.2567413333333333,0.07615989791865622,60.0,0.0,0.0,0,0,0
2024-01-02 12:30:00,1.0,59.8315918211728,0.0,0.07560248081963564,60.0,0.0,0.0,0,0,0
2024-01-02 12:45:00,1.0,59.76657296523617,0.0,0.07547254743401184,60.0,0.7593611111111109,0.7303333333333334,1,1,0
2024-01-02 13:00:00,1.0,59.7016658532528,0.2567413333333333,0.075122120047077,60.0,0.7999999999999995,0.0,1,0,0
2024-01-02 13:15:00,1.0,59.41626011217075,0.0,0.07477248382368475,60.0,0.7999999999999995,0.0,1,0,0
2024-01-02 13:30:00,1.0,59.35195506158181,0.2567413333333333,0.07462925690341725,60.0,0.7999999999999995,0.0,1,0,0
2024-01-02 13:45:00,1.0,59.06697318751292,0.12837066666666666,0.07407447042401558,60.0,0.7999999999999995,0.0,1,0,0
2024-01-02 14:00:00,1.0,58.89286843511768,1.4120773333333332,0.0763700895936455,60.0,0.7999999999999995,0.0,1,0,0
2024-01-02 14:15:00,1.0,60.19281809528558,0.0,0.07632435376088673,60.0,0.7999999999999995,0.0,1,0,0
