,TumbleDryer,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.32425219735291433,0.0,1.1
2024-01-01 00:15:00,0.001,0.0,0.36054175788233145,0.0,1.5
2024-01-01 00:30:00,0.001,0.0,0.4594333333333333,0.0,1.5
2024-01-01 00:45:00,0.001,0.0,0.1717,0.0,1.5
2024-01-01 01:00:00,0.001,0.0,0.1717,0.0,1.5
2024-01-01 01:15:00,0.001,0.0,0.1717,0.0,1.3
2024-01-01 01:30:00,0.001,0.0,0.1717,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.22236666666666666,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.27665999999999996,0.0,0.2
2024-01-01 02:15:00,0.001,0.0,0.036,0.0,1.5
2024-01-01 02:30:00,0.001,0.0,0.06826666666666667,0.0,1.5
2024-01-01 02:45:00,0.001,0.0,0.6900666666666667,0.0,1.5
2024-01-01 03:00:00,0.001,0.0,0.157,0.0,1.5
2024-01-01 03:15:00,0.001,0.0,0.20766666666666664,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.3343333333333333,0.0,0.2
2024-01-01 03:45:00,0.001,0.0,0.157,0.0,0.4
2024-01-01 04:00:00,0.001,0.0,0.45193333333333335,0.0,1.5
2024-01-01 04:15:00,0.001,0.0,0.5690666666666666,0.0,0.3
2024-01-01 04:30:00,0.001,0.0,0.036,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.08666666666666667,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.21333333333333335,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.036,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.036,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.4358000000000001,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.036,0.4666666666666667,0.0
2024-01-01 06:15:00,0.001,0.0,0.08666666666666667,5.133333333333334,0.6
2024-01-01 06:30:00,0.001,0.0,0.21333333333333335,0.0,0.6
2024-01-01 06:45:00,0.001,0.0,0.4358000000000001,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.036,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.049,0.0,0.5
2024-01-01 07:30:00,0.001,0.0,0.049,0.0,1.5
2024-01-01 07:45:00,0.001,0.0,0.09966666666666667,0.0,0.1
2024-01-01 08:00:00,0.001,0.0,0.28093333333333337,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.2999333333333334,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,2.3790666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.12873333333333334,0.0,0.9
2024-01-01 09:00:00,0.001,0.0,0.06026666666666667,0.0,1.0
2024-01-01 09:15:00,0.001,0.0,0.08666666666666667,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.3399866666666666,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.1717,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.1717,0.0,0.7
2024-01-01 10:15:00,0.001,0.0,0.1717,0.0,1.5
2024-01-01 10:30:00,0.001,0.0,0.1786333333333333,0.0,0.5
2024-01-01 10:45:00,0.001,0.0,0.23536666666666664,0.0,0.0
