,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.4525237423726735,0.0,0.0
2024-01-01 00:15:00,0.4111904090393402,0.0,0.0
2024-01-01 00:30:00,0.1935237423726735,0.0,0.0
2024-01-01 00:45:00,0.18721774644058095,0.0,0.0
2024-01-01 01:00:00,0.24485707570600684,0.0,0.0
2024-01-01 01:15:00,0.28686374237267354,0.0,0.0
2024-01-01 01:30:00,0.24782374237267352,0.0,0.0
2024-01-01 01:45:00,0.07049040903934016,0.0,0.0
2024-01-01 02:00:00,0.5908904090393402,0.0,0.0
2024-01-01 02:15:00,0.059639329265425874,0.0,0.0
2024-01-01 02:30:00,0.20666666666666664,0.0,0.0
2024-01-01 02:45:00,0.25066666666666665,0.0,0.0
2024-01-01 03:00:00,0.084,0.0,0.0
2024-01-01 03:15:00,0.046,0.0,0.0
2024-01-01 03:30:00,0.046,0.0,0.0
2024-01-01 03:45:00,0.14466666666666667,0.0,0.0
2024-01-01 04:00:00,0.2946666666666667,0.0,0.3333333333333333
2024-01-01 04:15:00,0.10933333333333332,0.0,2.3333333333333335
2024-01-01 04:30:00,0.046,0.0,0.0
2024-01-01 04:45:00,0.046,0.0,0.0
2024-01-01 05:00:00,0.07533333333333332,0.0,0.0
2024-01-01 05:15:00,0.33866666666666667,0.0,0.0
2024-01-01 05:30:00,0.13466666666666666,0.0,0.0
2024-01-01 05:45:00,0.046,0.0,0.0
2024-01-01 06:00:00,0.046,0.0,0.0
2024-01-01 06:15:00,0.4458,0.0,0.0
2024-01-01 06:30:00,0.8390666666666667,0.0,0.0
2024-01-01 06:45:00,0.19666666666666666,0.0,0.0
2024-01-01 07:00:00,0.046,0.0,0.0
2024-01-01 07:15:00,0.046,0.0,0.0
2024-01-01 07:30:00,0.046,0.0,0.0
2024-01-01 07:45:00,0.23666666666666666,0.0,0.0
2024-01-01 08:00:00,0.26599999999999996,0.0,0.0
2024-01-01 08:15:00,0.046,0.0,0.0
2024-01-01 08:30:00,0.046,0.0,0.0
2024-01-01 08:45:00,0.046,0.0,0.0
2024-01-01 09:00:00,0.1673333333333333,0.0,0.0
2024-01-01 09:15:00,0.32066666666666666,0.0,0.0
2024-01-01 09:30:00,0.06066666666666667,0.0,0.0
2024-01-01 09:45:00,0.5790666666666666,0.0,0.0
2024-01-01 10:00:00,0.046,0.0,0.0
2024-01-01 10:15:00,0.13466666666666666,0.0,0.0
2024-01-01 10:30:00,0.3093333333333333,0.0,0.6666666666666666
2024-01-01 10:45:00,0.10466666666666667,0.0,1.3333333333333333
2024-01-01 11:00:00,0.046,0.0,0.0
2024-01-01 11:15:00,0.046,0.0,0.0
2024-01-01 11:30:00,0.10933333333333332,0.0,0.0
2024-01-01 11:45:00,0.2653333333333333,0.0,0.0
2024-01-01 12:00:00,0.174,0.0,0.0
2024-01-01 12:15:00,0.046,0.0,0.0
2024-01-01 12:30:00,0.04810347982352762,4.0,0.0
2024-01-01 12:45:00,0.11555219735291432,15.0,0.0
2024-01-01 13:00:00,0.2860502791607823,15.0,0.0
2024-01-01 13:15:00,0.4205692730589211,4.0,0.0
2024-01-01 13:30:00,0.3957426063922545,0.0,0.0
2024-01-01 13:45:00,0.3380411414903116,0.0,0.0
2024-01-01 14:00:00,0.34019040903934017,0.0,0.0
2024-01-01 14:15:00,0.45730000000000004,0.0,0.0
2024-01-01 14:30:00,0.8455666666666666,0.0,0.0
2024-01-01 14:45:00,0.272613910056317,0.0,0.0
2024-01-01 15:00:00,0.1935237423726735,0.0,0.0
2024-01-01 15:15:00,0.1935237423726735,0.0,0.0
2024-01-01 15:30:00,0.37085707570600684,0.0,0.0
2024-01-01 15:45:00,0.7100570757060068,0.0,0.0
2024-01-01 16:00:00,0.9497079141242245,0.0,0.0
2024-01-01 16:15:00,0.31736666666666663,0.0,0.0
2024-01-01 16:30:00,0.3105,0.0,0.0
2024-01-01 16:45:00,0.4677,0.0,0.0
2024-01-01 17:00:00,0.4423666666666667,0.0,0.0
2024-01-01 17:15:00,0.2841666666666666,0.0,0.0
2024-01-01 17:30:00,0.25336666666666663,0.0,0.0
2024-01-01 17:45:00,0.25309798507841524,0.0,0.0
2024-01-01 18:00:00,0.4730521973529143,0.0,0.0
2024-01-01 18:15:00,0.4630655306862476,0.0,2.0
2024-01-01 18:30:00,0.28414044684442585,0.0,0.0
2024-01-01 18:45:00,0.41704260639225443,0.0,0.0
2024-01-01 19:00:00,0.3143759397255878,0.0,0.0
2024-01-01 19:15:00,0.3988814344707002,0.0,0.0
2024-01-01 19:30:00,0.42289040903934016,0.0,0.0
2024-01-01 19:45:00,0.1851341818432564,0.0,0.0
2024-01-01 20:00:00,0.7055092730589212,0.0,0.0
2024-01-01 20:15:00,0.2470426063922545,0.0,0.0
2024-01-01 20:30:00,0.9099092730589212,0.0,0.0
2024-01-01 20:45:00,0.5360759397255878,0.0,0.0
2024-01-01 21:00:00,0.3656759397255878,0.0,0.0
2024-01-01 21:15:00,0.3942759397255878,0.0,0.0
2024-01-01 21:30:00,0.31874260639225444,0.0,0.0
2024-01-01 21:45:00,0.28322485995167346,0.0,0.0
2024-01-01 22:00:00,0.4435855306862476,0.0,0.0
2024-01-01 22:15:00,0.3722521973529143,0.0,0.0
2024-01-01 22:30:00,0.33317161139213713,0.0,0.0
2024-01-01 22:45:00,0.4442521973529143,0.0,0.0
2024-01-01 23:00:00,0.3742521973529144,0.0,0.0
2024-01-01 23:15:00,0.5242521973529143,0.0,0.0
2024-01-01 23:30:00,0.32795435690074287,0.0,0.0
2024-01-01 23:45:00,0.19773070201972873,0.0,0.0
2024-01-02 00:00:00,0.29840927305892123,0.0,0.0
2024-01-02 00:15:00,0.2837426063922545,0.0,0.0
2024-01-02 00:30:00,0.4150759397255878,0.0,0.0
2024-01-02 00:45:00,0.3137426063922545,0.0,0.0
2024-01-02 01:00:00,0.2990849142942278,0.0,0.0
2024-01-02 01:15:00,0.33833932926542587,0.0,0.0
2024-01-02 01:30:00,0.7961199999999999,0.0,0.0
2024-01-02 01:45:00,0.33166666666666667,0.0,0.0
2024-01-02 02:00:00,0.7737333333333333,0.0,0.0
2024-01-02 02:15:00,0.046,0.0,0.0
2024-01-02 02:30:00,0.046,0.0,0.0
2024-01-02 02:45:00,0.6744,0.0,0.0
2024-01-02 03:00:00,0.222,0.0,0.0
2024-01-02 03:15:00,0.18533333333333332,0.0,0.0
2024-01-02 03:30:00,0.046,0.0,0.0
2024-01-02 03:45:00,0.5790666666666666,0.0,0.0
2024-01-02 04:00:00,0.09733333333333333,0.0,0.0
2024-01-02 04:15:00,0.24066666666666667,0.0,2.6666666666666665
2024-01-02 04:30:00,0.21066666666666664,0.0,0.0
2024-01-02 04:45:00,0.046,0.0,0.0
2024-01-02 05:00:00,0.046,0.0,0.0
2024-01-02 05:15:00,0.05333333333333334,0.0,0.0
2024-01-02 05:30:00,0.7777333333333334,0.0,0.0
2024-01-02 05:45:00,0.25066666666666665,0.0,0.0
2024-01-02 06:00:00,0.046,0.0,0.0
2024-01-02 06:15:00,0.046,0.0,0.0
2024-01-02 06:30:00,0.046,0.0,0.0
2024-01-02 06:45:00,0.19566666666666668,0.0,0.0
2024-01-02 07:00:00,0.3076666666666667,0.0,0.0
2024-01-02 07:15:00,0.08433333333333333,0.0,0.0
2024-01-02 07:30:00,0.059000000000000004,0.0,0.0
2024-01-02 07:45:00,0.9638000000000001,0.0,0.0
2024-01-02 08:00:00,1.3629098323163567,0.0,0.0
2024-01-02 08:15:00,0.4336904090393402,0.0,0.0
2024-01-02 08:30:00,1.3564904090393404,0.0,0.0
2024-01-02 08:45:00,1.3058237423726735,0.0,0.0
2024-01-02 09:00:00,0.3914904090393402,0.0,0.0
2024-01-02 09:15:00,0.08033741107329391,0.0,0.0
2024-01-02 09:30:00,0.3443333333333333,0.0,0.0
2024-01-02 09:45:00,0.17166666666666666,0.0,0.0
2024-01-02 10:00:00,0.1856533333333333,0.0,0.0
2024-01-02 10:15:00,0.18776666666666667,0.0,0.0
2024-01-02 10:30:00,2.0207666666666664,0.0,0.0
2024-01-02 10:45:00,1.9760333333333333,0.0,0.0
2024-01-02 11:00:00,0.3766999999999999,0.0,0.0
2024-01-02 11:15:00,0.9813,0.0,2.0
2024-01-02 11:30:00,2.0967666666666664,0.0,0.0
2024-01-02 11:45:00,0.9691666666666666,0.0,0.0
2024-01-02 12:00:00,0.46518633129937953,0.0,0.0
2024-01-02 12:15:00,0.97939040903934,0.0,0.0
2024-01-02 12:30:00,0.20819040903934016,0.0,0.0
2024-01-02 12:45:00,0.1935237423726735,0.0,0.0
2024-01-02 13:00:00,0.20329232723147211,0.0,0.0
2024-01-02 13:15:00,0.7211666666666666,0.0,0.0
2024-01-02 13:30:00,0.4473785710391924,0.0,0.0
2024-01-02 13:45:00,0.2840521973529143,0.0,0.0
2024-01-02 14:00:00,0.21325219735291429,0.0,0.0
2024-01-02 14:15:00,0.21325219735291429,13.0,0.0
2024-01-02 14:30:00,0.2991208789411657,15.0,0.0
2024-01-02 14:45:00,0.4021549161581782,9.0,0.0
2024-01-02 15:00:00,0.7089904090393401,0.0,0.0
2024-01-02 15:15:00,0.20652374237267349,0.0,0.0
2024-01-02 15:30:00,0.2030570757060068,0.0,0.0
2024-01-02 15:45:00,0.2825237423726735,0.0,0.0
2024-01-02 16:00:00,0.3949472433896504,0.0,0.0
2024-01-02 16:15:00,0.3145237423726735,0.0,0.0
2024-01-02 16:30:00,0.6619217274510888,0.0,0.0
2024-01-02 16:45:00,0.22680927305892115,0.0,0.0
2024-01-02 17:00:00,0.35460927305892115,0.0,0.0
2024-01-02 17:15:00,0.5060759397255877,0.0,0.0
2024-01-02 17:30:00,1.395675939725588,0.0,0.0
2024-01-02 17:45:00,2.469857075706007,0.0,0.0
2024-01-02 18:00:00,2.2193237423726737,0.0,0.0
2024-01-02 18:15:00,0.34576283028240273,0.0,0.0
2024-01-02 18:30:00,0.5057,0.0,0.0
2024-01-02 18:45:00,0.3942491615817823,0.0,2.0
2024-01-02 19:00:00,0.3563089800785325,0.0,0.0
2024-01-02 19:15:00,0.35564927305892113,0.0,0.0
2024-01-02 19:30:00,0.3590759397255878,0.0,0.0
2024-01-02 19:45:00,0.5490759397255878,0.0,0.0
2024-01-02 20:00:00,0.44774260639225444,0.0,0.0
