,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,60.0,0.0,0.07593902695731437,60.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,59.934691711169066,0.0,0.07580851517031256,60.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,59.86949566372208,0.0,0.07567822768598131,60.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,59.804411664756586,0.0,0.07554816411882527,60.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,59.73943952170169,0.0,0.07541832408401157,60.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,59.67457904231743,0.0,0.07528870719736878,60.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,59.60983003469427,0.0,0.07515931307538579,60.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,59.54519230725247,0.2567413333333333,0.07489768833909433,60.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,59.25997957958389,0.2567413333333333,0.07438053184062984,60.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,59.835221167107484,0.0,0.07737457109686856,60.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,60.972691674525365,0.0,0.07788284957028639,60.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,60.90571167967276,0.0,0.07774899705358343,60.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,60.838846799263564,0.12837066666666666,0.07760065458105996,60.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,60.661709494798245,0.0,0.07726138419845635,60.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,60.59526396610392,0.0,0.07712859975649027,60.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,60.52893263329853,0.0,0.07699604352306859,60.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,60.46271530012055,0.2567413333333333,0.07670183729797937,60.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,60.17595098710748,0.8985946666666668,0.07573150089847261,60.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,59.338021172670175,0.0,0.07461613148326778,60.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,59.273850586588054,0.0,0.07448789327625839,60.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,2.0,59.20979028658937,0.0,0.07435987546445591,60.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,2.0,59.14584008313213,0.12837066666666666,0.07442890483374436,60.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,2.0,60.00344198055175,0.385112,0.0773710464173465,60.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,2.0,60.98171743036006,0.12837066666666666,0.07790088659964535,60.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,2.0,60.80432192348982,0.2567413333333333,0.0771786265593383,60.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,2.0,60.51714756715596,0.2567413333333333,0.07684003930443942,60.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,2.0,60.23026439909671,0.0,0.0763991862839016,60.0,0.0,0.0,0,0,0
2024-01-01 06:45:00,1.0,60.16456036884778,0.0,0.07626788364905218,60.0,0.0,0.0,0,0,0
2024-01-01 07:00:00,2.0,60.09896926011949,0.2567413333333333,0.07597492886805156,60.0,0.0,0.0,0,0,0
2024-01-01 07:15:00,2.0,59.812830095302246,0.7702240000000001,0.0751234887352052,60.0,0.0,0.0,0,0,0
2024-01-01 07:30:00,2.0,59.08582317713531,3.0808960000000005,0.07282770914459903,60.0,0.0,0.0,0,0,0
2024-01-01 07:45:00,2.0,57.57760402928043,0.12837066666666666,0.07332842387238146,60.0,0.0,0.0,0,0,0
2024-01-01 08:00:00,1.0,59.984169551033744,0.7702240000000001,0.07767222886903237,60.0,0.0,0.0,0,0,0
2024-01-01 08:15:00,1.0,60.45898406992325,1.5404480000000003,0.07659130876002057,60.0,0.0,0.0,0,0,0
2024-01-01 08:30:00,3.0,59.068314812509,1.5404480000000003,0.07365867727349026,60.0,0.0,0.0,0,0,0
2024-01-01 08:45:00,3.0,59.91619249091689,0.0,0.07753638382164572,60.0,0.0,0.0,0,0,0
2024-01-01 09:00:00,3.0,61.05352383784525,0.2567413333333333,0.07770602836023942,60.0,0.0,0.0,0,0,0
2024-01-01 09:15:00,3.0,60.765895910922936,0.2567413333333333,0.07741071492154322,60.0,0.0,0.0,0,0,0
2024-01-01 09:30:00,1.0,60.4785219563798,0.2567413333333333,0.07667458574595372,60.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,1.0,60.19178107996188,1.668818666666667,0.07588893549106594,60.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,3.0,59.03531969253526,0.2567413333333333,0.07613850153752467,60.0,0.7261111111111112,0.7039444444444445,1,1,0
2024-01-01 10:15:00,3.0,61.157066609512064,0.12837066666666666,0.07819243372746391,60.0,0.7538194444444445,0.0,1,0,0
2024-01-01 10:30:00,1.0,60.979420369326014,0.12837066666666666,0.07786685785124724,60.0,0.7815277777777778,0.0,1,0,0
2024-01-01 10:45:00,1.0,60.80205412750457,0.12837066666666666,0.07742413552406284,60.0,0.8,0.0,1,0,0
2024-01-01 11:00:00,1.0,60.62506863111502,0.385112,0.07689386420390125,60.0,0.8,0.0,1,0,0
2024-01-01 11:15:00,1.0,60.22773917312791,0.2567413333333333,0.07637941988382481,60.0,0.8,0.0,1,0,0
2024-01-01 11:30:00,1.0,59.94125214217192,0.2567413333333333,0.07563032625994513,60.0,0.8,0.0,1,0,0
2024-01-01 11:45:00,3.0,59.65540933889055,0.0,0.07525039854933464,60.0,0.8,0.0,1,0,0
2024-01-01 12:00:00,3.0,59.59069327707077,1.7971893333333335,0.07467701658265269,60.0,0.8,0.0,1,0,0
2024-01-01 12:15:00,3.0,60.3888970850742,0.385112,0.0776646880127331,60.0,0.8,0.0,1,0,0
2024-01-01 12:30:00,3.0,60.85091426690748,0.12837066666666666,0.07749236608626996,60.0,0.8,0.0,1,0,0
2024-01-01 12:45:00,3.0,60.673870091582444,0.12837066666666666,0.07728568587969349,60.0,0.8,0.0,1,0,0
2024-01-01 13:00:00,3.0,60.49700366321004,0.0,0.07693223681464044,60.0,0.8,0.0,1,0,0
2024-01-01 13:15:00,3.0,60.43084120441101,1.5404480000000003,0.07565222258341044,60.0,0.8,0.0,1,0,0
2024-01-01 13:30:00,3.0,59.04097957008223,0.0,0.0742518344828549,60.0,0.8,0.0,1,0,0
2024-01-01 13:45:00,3.0,59.8371318385633,0.385112,0.07727399702938474,60.0,0.8,0.0,1,0,0
2024-01-01 14:00:00,1.0,60.815490751772614,0.0,0.07756869996211176,60.0,0.8,0.0,1,0,0
2024-01-01 14:15:00,1.0,60.74878092858494,1.5404480000000003,0.07664066937853681,60.0,0.8,0.0,1,0,0
2024-01-01 14:30:00,1.0,59.3580692205671,0.2567413333333333,0.07431783957375551,60.0,0.8,0.0,1,0,0
2024-01-01 14:45:00,1.0,59.07335516837753,1.5404480000000003,0.07340491350948682,60.0,0.8,0.0,1,0,0
2024-01-01 15:00:00,1.0,59.061441530385636,0.12837066666666666,0.07635901834458961,60.0,0.8,0.0,1,0,0
2024-01-01 15:15:00,2.0,61.12139688966884,1.5404480000000003,0.07685571753555184,60.0,0.8,0.0,1,0,1
2024-01-01 15:30:00,1.0,59.73050023818102,0.2567413333333333,0.07515032785981225,60.0,0.0,0.0,0,0,0
2024-01-01 15:45:00,1.0,59.445070238110475,0.385112,0.07438871768678545,60.0,0.0,0.0,0,0,0
2024-01-01 16:00:00,1.0,59.04989523006642,0.0,0.07410914004632894,60.0,0.0,0.0,0,0,0
2024-01-01 16:15:00,1.0,59.502166394861746,0.0,0.07700703794830481,60.0,0.7944583333333334,0.7889166666666667,1,1,0
2024-01-01 16:30:00,1.0,60.98395680656411,0.2567413333333333,0.07765522975813503,60.0,0.8,0.0,1,0,0
2024-01-01 16:45:00,1.0,60.69637256692501,0.8985946666666668,0.07700690078424254,60.0,0.8,0.0,1,0,0
2024-01-01 17:00:00,1.0,59.85734589639866,0.385112,0.07550677127492957,60.0,0.8,0.0,1,0,0
2024-01-01 17:15:00,1.0,59.461209351585055,0.0,0.07486231017904248,60.0,0.8,0.0,1,0,0
2024-01-01 17:30:00,3.0,59.396827049472165,1.668818666666667,0.07408198496222447,60.0,0.8,0.0,1,0,0
2024-01-01 17:45:00,1.0,59.78993685695808,0.0,0.0774445550405956,60.0,0.8,0.0,1,0,0
2024-01-01 18:00:00,1.0,61.09934908864797,0.2567413333333333,0.07803293636014323,60.0,0.8,0.0,1,0,0
2024-01-01 18:15:00,1.0,60.811440017721885,0.2567413333333333,0.0774575801838719,60.0,0.8,0.0,1,0,0
2024-01-01 18:30:00,1.0,60.524025758605305,1.5404480000000003,0.07663298802828263,60.0,0.8,0.0,1,0,0
2024-01-01 18:45:00,1.0,59.133320656622075,1.7971893333333335,0.0738551982355598,60.0,0.8,0.0,1,0,0
2024-01-01 19:00:00,1.0,59.07222168059531,0.12837066666666666,0.0763217319656905,60.0,0.8,0.0,1,0,0
2024-01-01 19:15:00,3.0,61.13220910652068,0.2567413333333333,0.07783387144141408,60.0,0.8,0.0,1,0,0
2024-01-01 19:30:00,3.0,60.84447123332692,0.12837066666666666,0.0775530313016654,60.0,0.8,0.0,1,0,0
2024-01-01 19:45:00,3.0,60.66737488533696,0.7702240000000001,0.0771843858891101,60.0,0.8,0.0,1,0,0
2024-01-01 20:00:00,1.0,59.93859557592444,1.7971893333333335,0.07472339409620092,60.0,0.8,0.0,1,0,0
2024-01-01 20:15:00,1.0,59.53274612089665,0.0,0.07706814833356039,60.0,0.8,0.0,1,0,0
2024-01-01 20:30:00,1.0,61.014483977083735,0.0,0.07796636711740713,60.0,0.8,0.0,1,0,0
2024-01-01 20:45:00,1.0,60.947432156342536,1.1553360000000004,0.07689065050720385,60.0,0.8,0.0,1,0,0
2024-01-01 21:00:00,1.0,59.8877054621653,0.2567413333333333,0.07552331881845836,60.0,0.8,0.0,1,0,0
2024-01-01 21:15:00,2.0,59.60195468630615,0.2567413333333333,0.07480521917789379,60.0,0.8,0.0,1,0,0
2024-01-01 21:30:00,2.0,59.316821482999785,0.7702240000000001,0.07450948284765962,60.0,0.8,0.0,1,0,0
2024-01-01 21:45:00,2.0,59.96635790482215,0.0,0.077636634156353,60.0,0.8,0.0,1,0,0
2024-01-01 22:00:00,1.0,61.10360303550469,0.2567413333333333,0.07807086898938403,60.0,0.8,0.0,1,0,0
2024-01-01 22:15:00,2.0,60.81566134215501,0.12837066666666666,0.0774072136723916,60.0,0.8,0.0,1,0,0
2024-01-01 22:30:00,2.0,60.63869039871959,0.2567413333333333,0.07711235813191714,60.0,0.8,0.0,1,0,0
2024-01-01 22:45:00,2.0,60.35157303386653,0.5134826666666666,0.07643558966140689,60.0,0.8,0.0,1,0,0
2024-01-01 23:00:00,1.0,59.844237696365084,0.2567413333333333,0.07537762027831477,60.0,0.8,0.0,1,0,0
2024-01-01 23:15:00,1.0,59.5586122226427,0.0,0.0750569596330153,60.0,0.8,0.0,1,0,0
2024-01-01 23:30:00,2.0,59.494062520139394,0.12837066666666666,0.07481025105217746,60.0,0.8,0.0,1,0,0
2024-01-01 23:45:00,2.0,59.31932498937307,0.0,0.07457876911570467,60.0,0.8,0.0,1,0,0
2024-01-02 00:00:00,2.0,59.255186535284075,0.0,0.07445059512112401,60.0,0.8,0.0,1,0,0
2024-01-02 00:15:00,2.0,59.191158312055194,0.12837066666666666,0.07416081421462876,60.0,0.8,0.0,1,0,0
2024-01-02 00:30:00,2.0,59.016979303174956,0.0,0.07500625883364559,60.0,0.8,0.0,1,0,0
2024-01-02 00:45:00,2.0,60.67249231516704,0.0,0.07790169518630383,60.0,0.8,0.0,1,0,0
2024-01-02 01:00:00,2.0,60.94949993516927,0.12837066666666666,0.0777187905546679,60.0,0.8,0.0,1,0,0
2024-01-02 01:15:00,2.0,60.77226103263777,0.2567413333333333,0.07708515501962405,60.0,0.8,0.0,1,0,0
2024-01-02 01:30:00,2.0,60.48516706272122,0.2567413333333333,0.07674670479812074,60.0,0.8,0.0,1,0,0
2024-01-02 01:45:00,2.0,60.1983641632293,0.12837066666666666,0.07629128206135274,60.0,0.8,0.0,1,0,0
2024-01-02 02:00:00,2.0,60.022352931642864,0.2567413333333333,0.07591010370557451,60.0,0.8,0.0,1,0,0
2024-01-02 02:15:00,2.0,59.7362695170848,1.5404480000000003,0.074718485352601,60.0,0.8,0.0,1,0,0
2024-01-02 02:30:00,2.0,60.41123383928513,0.0,0.07790675188192173,60.0,0.8,0.0,1,0,0
2024-01-02 02:45:00,2.0,61.0322409327455,0.0,0.07800185253674079,60.0,0.8,0.0,1,0,0
2024-01-02 03:00:00,2.0,60.96515859420458,0.0,0.07786779549687713,60.0,0.8,0.0,1,0,0
2024-01-02 03:15:00,2.0,60.89819154599894,0.0,0.07773396885269451,60.0,0.8,0.0,1,0,0
2024-01-02 03:30:00,2.0,60.83133958998611,0.0,0.07760037220822588,60.0,0.8,0.0,1,0,0
2024-01-02 03:45:00,2.0,60.76460252836412,0.0,0.07746700516818474,60.0,0.8,0.0,1,0,0
2024-01-02 04:00:00,2.0,60.697980163670984,0.0,0.07733386733796387,60.0,0.8,0.0,1,0,0
2024-01-02 04:15:00,2.0,60.631472298784054,0.0,0.07720095832363436,60.0,0.8,0.0,1,0,0
2024-01-02 04:30:00,1.0,60.56507873691948,0.0,0.07706827773194419,60.0,0.8,0.0,1,0,0
2024-01-02 04:45:00,2.0,60.4987992816316,0.0,0.07693582517031729,60.0,0.8,0.0,1,0,0
2024-01-02 05:00:00,1.0,60.43263373681239,0.0,0.07680360024685225,60.0,0.8,0.0,1,0,0
2024-01-02 05:15:00,2.0,60.36658190669087,0.0,0.07667160257032127,60.0,0.8,0.0,1,0,0
2024-01-02 05:30:00,2.0,60.3006435958325,0.0,0.07653983175016879,60.0,0.8,0.0,1,0,0
2024-01-02 05:45:00,1.0,60.234818609138614,0.0,0.0764082873965106,60.0,0.8,0.0,1,0,1
2024-01-02 06:00:00,1.0,60.16910675184587,0.0,0.07627696912013245,60.0,0.0,0.0,0,0,0
2024-01-02 06:15:00,2.0,60.10350782952563,0.0,0.07614587653248911,60.0,0.0,0.0,0,0,0
2024-01-02 06:30:00,2.0,60.03802164808346,0.0,0.07601500924570308,60.0,0.0,0.0,0,0,0
2024-01-02 06:45:00,2.0,59.972648013758445,0.0,0.07588436687256349,60.0,0.0,0.0,0,0,0
2024-01-02 07:00:00,2.0,59.907386733122706,0.0,0.0757539490265249,60.0,0.0,0.0,0,0,0
2024-01-02 07:15:00,2.0,59.84223761308078,0.0,0.07562375532170622,60.0,0.0,0.0,0,0,0
2024-01-02 07:30:00,2.0,59.777200460869075,0.0,0.07549378537288963,60.0,0.0,0.0,0,0,0
2024-01-02 07:45:00,1.0,59.71227508405533,0.0,0.07536403879551928,60.0,0.0,0.0,0,0,0
2024-01-02 08:00:00,1.0,59.647461290537926,0.0,0.07523451520570021,60.0,0.0,0.0,0,0,0
2024-01-02 08:15:00,1.0,59.582758888545435,0.0,0.07510521422019731,60.0,0.0,0.0,0,0,0
2024-01-02 08:30:00,1.0,59.51816768663603,0.0,0.07497613545643406,60.0,0.0,0.0,0,0,0
2024-01-02 08:45:00,1.0,59.45368749369691,0.0,0.07484727853249153,60.0,0.0,0.0,0,0,0
2024-01-02 09:00:00,1.0,59.38931811894369,0.0,0.07471864306710702,60.0,0.0,0.0,0,0,0
2024-01-02 09:15:00,1.0,59.32505937191989,0.0,0.07459022867967326,60.0,0.0,0.0,0,0,0
2024-01-02 09:30:00,1.0,59.26091106249637,0.0,0.07446203499023697,60.0,0.0,0.0,0,0,0
2024-01-02 09:45:00,3.0,59.19687300087075,0.0,0.07433406161949797,60.0,0.0,0.0,0,0,0
2024-01-02 10:00:00,3.0,59.132944997566824,0.0,0.07420630818880787,60.0,0.0,0.0,0,0,0
2024-01-02 10:15:00,1.0,59.06912686343408,0.0,0.07407877432016914,60.0,0.0,0.0,0,0,0
2024-01-02 10:30:00,1.0,59.005418409647035,0.0,0.07573952761983667,60.0,0.0,0.0,0,0,0
2024-01-02 10:45:00,1.0,61.00430462574083,0.0,0.07794602474803773,60.0,0.0,0.0,0,0,0
2024-01-02 11:00:00,3.0,60.93727029963166,0.0,0.07781206365599909,60.0,0.0,0.0,0,0,0
2024-01-02 11:15:00,3.0,60.87035118134175,0.0,0.07767833279474178,60.0,0.0,0.0,0,0,0
2024-01-02 11:30:00,3.0,60.8035470728704,0.12837066666666666,0.07751539345649426,60.0,0.0,0.0,0,0,0
2024-01-02 11:45:00,3.0,60.62648309378695,0.0,0.07719098791908778,60.0,0.0,0.0,0,0,0
2024-01-02 12:00:00,3.0,60.56009810656558,0.0,0.07705832446292551,60.0,0.0,0.0,0,0,0
2024-01-02 12:15:00,3.0,60.493827211184175,0.0,0.07692588900737675,60.0,0.0,0.0,0,0,0
2024-01-02 12:30:00,3.0,60.427670211560056,0.2567413333333333,0.07651413784199317,60.0,0.0,0.0,0,0,0
2024-01-02 12:45:00,1.0,60.14106732187274,0.0,0.07622093525095885,60.0,0.6873194444444445,0.6780833333333334,1,1,0
2024-01-02 13:00:00,3.0,60.07551658921545,0.7702240000000001,0.07591330909279101,60.0,0.7150277777777778,0.0,1,0,0
2024-01-02 13:15:00,1.0,59.34783041799375,0.0,0.07463573423445348,60.0,0.7427361111111112,0.0,1,0,0
2024-01-02 13:30:00,1.0,59.283642973358276,0.0,0.07450746233738785,60.0,0.7704444444444445,0.0,1,0,0
2024-01-02 13:45:00,1.0,59.21956584378002,0.0,0.07437941089343021,60.0,0.7981527777777778,0.0,1,0,0
2024-01-02 14:00:00,1.0,59.15559883966718,0.0,0.07425157952370118,60.0,0.8,0.0,1,0,0
2024-01-02 14:15:00,1.0,59.09174177175383,0.0,0.07412396784997256,60.0,0.8,0.0,1,0,0
2024-01-02 14:30:00,1.0,59.027994451099296,0.0,0.07463856871814971,60.0,0.8,0.0,1,0,0
2024-01-02 14:45:00,1.0,60.33981985783954,0.12837066666666666,0.07763161925518243,60.0,0.8,0.0,1,0,0
2024-01-02 15:00:00,3.0,60.850663567987965,0.0,0.07763898915786814,60.0,0.8,0.0,1,0,0
2024-01-02 15:15:00,3.0,60.783893295420285,0.0,0.07750555574922433,60.0,0.8,0.0,1,0,0
2024-01-02 15:30:00,1.0,60.717237776859065,0.0,0.07737235166446449,60.0,0.8,0.0,1,0,0
2024-01-02 15:45:00,1.0,60.6506968150836,0.7702240000000001,0.07723937650946364,60.0,0.8,0.0,1,0,0
