,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.3552237423726735,0.0,0.0,0.0
2024-01-01 00:15:00,0.0,0.1481101721312174,0.4390628302824027,0.0,0.0,1.6
2024-01-01 00:30:00,0.0,0.4300445279238899,0.4596666666666666,0.0,0.0,2.0
2024-01-01 00:45:00,0.0,0.663232898700175,0.20553333333333332,0.0,0.0,3.0
2024-01-01 01:00:00,0.0,0.14419002230744984,0.14073333333333332,0.0,0.0,0.8
2024-01-01 01:15:00,0.0,0.29652354140320536,0.052,0.0,0.0,0.0
2024-01-01 01:30:00,0.0,1.296082042536148,0.052,0.0,0.0,2.2
2024-01-01 01:45:00,0.0,0.3347254971841325,0.19133333333333333,0.0,0.0,2.8
2024-01-01 02:00:00,0.0,0.10695473016285469,0.21666666666666667,0.0,0.0,0.0
2024-01-01 02:15:00,0.0,0.306670447376543,0.052,0.0,0.0,0.0
2024-01-01 02:30:00,0.0,0.8915701374107773,0.052,0.0,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.052,0.0,0.2,0.0
2024-01-01 03:15:00,0.0,0.001,0.19133333333333333,0.0,2.8,0.4
2024-01-01 03:30:00,0.0,0.001,0.22571333333333332,0.0,0.0,2.2
2024-01-01 03:45:00,0.0,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,1.2538333333333331,0.0,0.6,1.8
2024-01-01 04:15:00,0.0,0.001,0.18769999999999998,0.0,0.0,2.2
2024-01-01 04:30:00,0.0,0.001,0.18769999999999998,0.0,1.2,2.0
2024-01-01 04:45:00,0.0,0.001,0.32703333333333334,0.0,1.8,0.6
2024-01-01 05:00:00,0.0,0.001,0.35236666666666666,0.0,0.0,1.6
2024-01-01 05:15:00,0.0,0.001,0.18769999999999998,0.0,0.0,1.4
2024-01-01 05:30:00,0.0,0.001,0.18769999999999998,0.0,1.4,2.8
2024-01-01 05:45:00,0.0,0.001,0.18769999999999998,0.0,1.0,3.0
2024-01-01 06:00:00,0.0,0.001,0.18769999999999998,0.0,0.0,3.0
2024-01-01 06:15:00,0.0,0.001,0.32703333333333334,0.0,0.0,2.6
2024-01-01 06:30:00,0.0,0.001,0.35236666666666666,0.0,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.18769999999999998,0.0,0.0,1.6
2024-01-01 07:00:00,0.0,0.001,0.18769999999999998,0.0,0.0,0.4
2024-01-01 07:15:00,0.0,0.001,0.18769999999999998,0.0,1.4,0.0
2024-01-01 07:30:00,0.0,0.001,0.18769999999999998,0.0,3.0,0.4
2024-01-01 07:45:00,0.0,0.001,0.32703333333333334,0.0,0.4,2.8
2024-01-01 08:00:00,0.0,0.001,0.26189999999999997,0.0,1.8,0.0
2024-01-01 08:15:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.052,0.0,0.0,0.4
2024-01-01 08:45:00,0.0,0.001,0.45180000000000003,0.0,0.0,3.0
2024-01-01 09:00:00,0.0,0.001,0.052,0.0,0.0,3.0
2024-01-01 09:15:00,0.0,0.001,0.19133333333333333,0.0,2.0,3.0
2024-01-01 09:30:00,0.0,0.001,0.21666666666666667,0.0,3.0,3.0
2024-01-01 09:45:00,0.0,0.001,0.052,0.0,3.0,3.0
2024-01-01 10:00:00,0.0,0.001,0.052,0.0,2.6,1.6
2024-01-01 10:15:00,0.0,0.001,0.052,0.0,0.0,3.0
2024-01-01 10:30:00,0.0,0.001,0.052,0.0,0.0,2.6
2024-01-01 10:45:00,0.0,0.001,0.19133333333333333,0.0,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.21666666666666667,0.0,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.5405333333333334,0.0,0.0,2.0
2024-01-01 11:30:00,0.0,0.001,0.7060666666666667,0.0,2.8,0.0
2024-01-01 11:45:00,0.0,0.001,2.574266666666667,0.0,0.6,0.0
2024-01-01 12:00:00,0.0,0.001,0.6928666666666666,0.0,0.0,0.0
2024-01-01 12:15:00,0.0,0.001,0.35933333333333334,0.0,0.0,1.0
2024-01-01 12:30:00,0.0,0.001,0.25386666666666663,0.0,0.0,3.0
