,TumbleDryer,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.35221886401958097,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.20521886401958098,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.05541391929411048,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.05733333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.6904666666666667,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.26566666666666666,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.047,0.0,1.3333333333333333
2024-01-01 02:00:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.18833333333333335,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.3403333333333334,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.08499999999999999,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.047,0.0,2.3333333333333335
2024-01-01 03:45:00,0.001,0.0,0.08833333333333335,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.37933333333333336,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.146,0.0,3.3333333333333335
2024-01-01 04:30:00,0.001,0.0,0.047,0.0,0.6666666666666666
2024-01-01 04:45:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.308,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.25866666666666666,0.0,3.3333333333333335
2024-01-01 05:45:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.19533333333333333,7.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.37133333333333335,2.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.08266666666666667,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.392,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.13899999999999998,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.047,1.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.315,2.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.2516666666666667,0.0,3.6666666666666665
2024-01-01 09:45:00,0.001,0.0,0.5800666666666666,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.047,0.0,1.6666666666666667
2024-01-01 10:15:00,0.001,0.0,0.047,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.6021333333333333,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.35400000000000004,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.05733333333333333,0.0,3.6666666666666665
2024-01-01 11:15:00,0.8689622377404913,0.0,0.047,0.0,0.0
2024-01-01 11:30:00,1.9127276990289628,0.0,0.5800666666666666,0.0,2.0
2024-01-01 11:45:00,1.8124454728166914,0.0,1.0432,0.0,2.6666666666666665
2024-01-01 12:00:00,0.6293646436977995,0.0,0.37133333333333335,1.0,0.0
2024-01-01 12:15:00,1.066386949685267,0.0,0.132,6.0,0.0
2024-01-01 12:30:00,0.7806512044240247,0.0,0.9798666666666666,0.0,0.0
2024-01-01 12:45:00,0.9624449889523569,0.0,0.04786666666666666,0.0,0.0
2024-01-01 13:00:00,1.020050580457879,0.0,0.07266666666666666,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.8659173991176381,0.0,2.3333333333333335
2024-01-01 13:30:00,0.001,0.0,0.28921886401958097,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.09155219735291431,0.0,1.3333333333333333
2024-01-01 14:00:00,0.001,0.0,0.09155219735291431,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.09155219735291431,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.25178205086272,0.0,2.6666666666666665
2024-01-01 14:45:00,0.001,0.0,0.32033333333333336,0.0,1.0
2024-01-01 15:00:00,0.001,0.0,0.08833333333333333,0.0,3.0
2024-01-01 15:15:00,0.001,0.0,0.3135333333333333,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.8465999999999999,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.14833333333333334,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.315,0.0,1.3333333333333333
2024-01-01 16:15:00,0.001,0.0,0.15033333333333335,2.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.047,0.0,1.6666666666666667
2024-01-01 16:45:00,0.001,0.0,0.047,0.0,2.3333333333333335
2024-01-01 17:00:00,0.001,0.0,0.09766666666666665,0.0,1.0
2024-01-01 17:15:00,0.001,0.0,0.2783333333333333,0.0,1.0
2024-01-01 17:30:00,0.001,0.0,0.22733333333333333,0.0,4.333333333333333
2024-01-01 17:45:00,0.001,0.0,0.05733333333333333,0.0,0.3333333333333333
2024-01-01 18:00:00,0.001,0.0,0.4586237423726735,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.09109040903934017,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.3992724599020602,0.0,1.6666666666666667
2024-01-01 18:45:00,0.001,0.0,0.42864260639225443,0.0,2.0
2024-01-01 19:00:00,0.001,0.0,0.2935562750928749,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.21255219735291433,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.20413827805880383,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.33356813156860954,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.39855219735291425,0.0,2.0
2024-01-01 20:15:00,0.001,0.0,0.46958553068624764,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.868318864019581,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.33525219735291434,0.0,1.0
2024-01-01 21:00:00,0.001,0.0,0.4325896084262082,0.0,3.6666666666666665
2024-01-01 21:15:00,0.001,0.0,0.5347426063922545,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.5020759397255878,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.9310092730589211,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.3600759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.39176550025500495,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.5185237423726735,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.4697307020197287,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.45040927305892114,0.0,1.6666666666666667
2024-01-01 23:15:00,0.001,0.0,0.3309426063922544,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.2260759397255878,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.3915855306862477,0.0,3.0
2024-01-02 00:00:00,0.001,0.0,0.3316313184117486,0.0,3.0
2024-01-02 00:15:00,0.001,0.0,0.3377,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.19303333333333333,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.1827,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.3093666666666666,0.0,1.0
2024-01-02 01:15:00,0.001,0.0,0.20442666666666665,0.0,1.0
2024-01-02 01:30:00,0.001,0.0,0.18133333333333335,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.11933333333333333,0.0,3.3333333333333335
2024-01-02 02:00:00,0.001,0.0,0.4468,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.123,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.237,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.5191333333333333,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.18133333333333335,0.0,1.3333333333333333
2024-01-02 03:15:00,0.001,0.0,0.5800666666666666,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.07233333333333333,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.237,0.0,0.0
2024-01-02 04:00:00,0.001,0.0,0.108,0.0,0.0
2024-01-02 04:15:00,0.001,0.0,0.202,0.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.08833333333333333,0.0,3.0
2024-01-02 04:45:00,0.001,0.0,0.047,0.0,1.0
2024-01-02 05:00:00,0.001,0.0,0.21166666666666664,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.5481333333333335,0.0,1.3333333333333333
2024-01-02 05:30:00,0.001,0.0,0.15033333333333332,0.0,0.0
2024-01-02 05:45:00,0.001,0.0,0.15033333333333335,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.047,1.0,0.0
2024-01-02 06:15:00,0.001,0.0,0.161,13.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.19899999999999998,0.0,2.0
2024-01-02 06:45:00,0.001,0.0,0.08833333333333335,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.7350666666666666,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.05733333333333333,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.11033333333333334,0.0,1.0
2024-01-02 07:45:00,0.001,0.0,0.237,0.0,1.0
2024-01-02 08:00:00,0.001,0.0,0.059666666666666666,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.18133333333333335,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.11933333333333333,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.7193866666666666,0.0,1.6666666666666667
2024-01-02 09:00:00,0.001,0.0,0.3727,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.24603333333333335,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.25503333333333333,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.31703333333333333,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.1827,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.33469999999999994,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.8297666666666665,0.0,2.6666666666666665
2024-01-02 10:45:00,0.001,0.0,0.19303333333333333,0.0,3.0
2024-01-02 11:00:00,0.001,0.0,0.3377,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.22403333333333333,0.0,1.0
2024-01-02 11:30:00,0.001,0.0,0.8170999999999999,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.34736666666666666,0.0,1.3333333333333333
2024-01-02 12:00:00,0.001,0.0,0.1827,0.0,0.0
