,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.2795297395044324,0.2496237423726735,0.0,0.0
2024-01-01 00:15:00,0.001,0.6215710321512413,0.3994237423726735,0.0,1.2
2024-01-01 00:30:00,0.001,0.14483182563310534,0.26749040903934024,0.0,1.6
2024-01-01 00:45:00,0.001,0.12370632987967563,0.061000000000000006,0.0,0.0
2024-01-01 01:00:00,0.001,0.4627587167084743,0.061000000000000006,0.0,0.0
2024-01-01 01:15:00,0.001,1.7921499552981397,0.05493333333333333,0.0,2.2
2024-01-01 01:30:00,0.001,0.10716399965674288,0.23433333333333334,0.0,0.8
2024-01-01 01:45:00,0.001,0.13654650227945514,0.43366666666666664,0.0,0.0
2024-01-01 02:00:00,0.001,0.2432091648742815,0.09200000000000001,0.0,0.0
2024-01-01 02:15:00,0.001,0.7331036540502113,0.048,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.11133333333333333,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.28966666666666663,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.331,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.07600000000000001,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.06066666666666667,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.238,2.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.18433333333333335,4.666666666666667,0.0
2024-01-01 04:45:00,0.001,0.001,0.2836666666666667,2.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.08933333333333333,4.333333333333333,0.0
2024-01-01 05:15:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.2,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.17466666666666666,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.12433333333333334,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.247,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.11000000000000001,0.0,0.0
