,WasherDryer,TumbleDryer,BaseLoad,P_WB
2024-01-01 20:15:00,0.001,0.001,0.3803426063922545,0.0
2024-01-01 20:30:00,0.001,0.001,0.30284836096865037,0.0
2024-01-01 20:45:00,0.001,0.001,0.5186681315686096,0.0
2024-01-01 21:00:00,0.001,0.001,0.42669999999999997,0.0
2024-01-01 21:15:00,0.001,0.001,0.554365953545194,0.5
2024-01-01 21:30:00,0.001,0.001,0.5702759397255879,1.5
2024-01-01 21:45:00,0.001,0.001,0.5749426063922545,1.5
2024-01-01 22:00:00,0.001,0.001,0.46940927305892116,1.5
2024-01-01 22:15:00,0.001,0.001,0.4376759397255878,0.6
2024-01-01 22:30:00,0.001,0.001,0.46534644277651843,0.0
2024-01-01 22:45:00,0.001,0.001,0.39749258706275564,0.0
2024-01-01 23:00:00,0.001,0.001,0.5137426063922544,0.0
2024-01-01 23:15:00,0.001,0.001,0.37440927305892113,0.0
2024-01-01 23:30:00,0.001,0.001,0.37040927305892113,0.1
2024-01-01 23:45:00,0.001,0.001,0.3699452284680656,1.5
2024-01-02 00:00:00,0.001,0.001,0.30569999999999997,1.5
2024-01-02 00:15:00,0.001,0.001,0.30569999999999997,0.3
2024-01-02 00:30:00,0.001,0.001,0.46429999999999993,0.0
2024-01-02 00:45:00,0.001,0.001,0.8848333333333332,0.0
2024-01-02 01:00:00,0.001,0.001,0.33071333333333336,0.9
2024-01-02 01:15:00,0.001,0.001,0.07733333333333332,1.5
2024-01-02 01:30:00,0.001,0.001,0.048,1.5
2024-01-02 01:45:00,0.001,0.001,0.048,1.5
2024-01-02 02:00:00,0.001,0.001,0.048,0.0
2024-01-02 02:15:00,0.001,0.001,0.16066666666666665,0.0
2024-01-02 02:30:00,0.001,0.001,0.272,0.0
2024-01-02 02:45:00,0.001,0.001,0.05533333333333334,0.0
2024-01-02 03:00:00,0.001,0.001,0.048,1.2
2024-01-02 03:15:00,0.001,0.001,0.048,1.5
2024-01-02 03:30:00,0.001,0.001,0.048,1.5
2024-01-02 03:45:00,0.001,0.001,0.10666666666666667,0.4
2024-01-02 04:00:00,0.001,0.001,0.26999999999999996,1.5
2024-01-02 04:15:00,0.001,0.001,0.11133333333333333,1.5
2024-01-02 04:30:00,0.001,0.001,0.048,0.8
2024-01-02 04:45:00,0.001,0.001,0.048,0.0
2024-01-02 05:00:00,0.001,0.001,0.048,0.0
2024-01-02 05:15:00,0.001,0.001,0.12866666666666665,0.0
2024-01-02 05:30:00,0.001,0.001,0.12133333333333333,0.0
2024-01-02 05:45:00,0.001,0.001,0.22533333333333333,0.4
2024-01-02 06:00:00,0.001,0.001,0.06066666666666667,1.5
2024-01-02 06:15:00,0.001,0.001,0.048,0.2
2024-01-02 06:30:00,0.001,0.001,0.048,0.0
2024-01-02 06:45:00,0.001,0.001,0.15066666666666664,0.0
2024-01-02 07:00:00,0.001,0.001,0.6324000000000001,0.0
2024-01-02 07:15:00,0.001,0.001,0.08600000000000001,0.6
2024-01-02 07:30:00,0.001,0.001,0.2,1.5
2024-01-02 07:45:00,0.001,0.001,0.048,1.5
2024-01-02 08:00:00,0.001,0.001,0.19836666666666666,1.0
2024-01-02 08:15:00,0.001,0.001,0.6935,0.0
2024-01-02 08:30:00,0.001,0.001,0.21303333333333332,0.8
2024-01-02 08:45:00,0.001,0.001,0.1837,1.5
2024-01-02 09:00:00,0.001,0.001,0.27236666666666665,1.5
2024-01-02 09:15:00,0.001,0.001,0.28503333333333336,1.5
2024-01-02 09:30:00,0.001,0.001,0.22036666666666666,1.5
2024-01-02 09:45:00,0.001,0.001,0.40809999999999996,1.3
2024-01-02 10:00:00,0.001,0.001,0.5915666666666667,1.5
2024-01-02 10:15:00,0.001,0.001,0.4509666666666667,1.5
2024-01-02 10:30:00,0.001,0.001,0.3177,1.5
2024-01-02 10:45:00,0.001,0.001,0.39649999999999996,1.5
2024-01-02 11:00:00,0.001,0.001,0.32037857103919243,1.5
2024-01-02 11:15:00,0.001,0.001,0.31058553068624767,1.5
2024-01-02 11:30:00,0.001,0.001,0.271718864019581,1.5
2024-01-02 11:45:00,0.001,0.001,0.33625219735291434,1.5
2024-01-02 12:00:00,0.001,0.001,0.33625219735291434,1.5
2024-01-02 12:15:00,0.001,0.001,0.321527838588221,0.5
2024-01-02 12:30:00,0.001,0.001,0.5753666666666667,1.0
2024-01-02 12:45:00,0.001,0.001,0.3141,1.0
2024-01-02 13:00:00,0.001,0.001,0.48567333333333335,0.0
2024-01-02 13:15:00,0.001,0.001,0.425,0.0
2024-01-02 13:30:00,0.001,0.001,0.425,0.0
2024-01-02 13:45:00,0.001,0.001,0.406898081807868,1.5
2024-01-02 14:00:00,0.001,0.001,0.4964904090393401,0.6
2024-01-02 14:15:00,0.001,0.001,0.4934904090393401,0.0
2024-01-02 14:30:00,0.001,0.001,0.18082374237267348,0.0
2024-01-02 14:45:00,0.001,0.001,0.18082374237267348,1.2
2024-01-02 15:00:00,0.001,0.001,0.14855707570600682,1.1
2024-01-02 15:15:00,0.001,0.001,0.06581966463271294,0.0
2024-01-02 15:30:00,0.001,0.001,0.23866666666666667,0.0
2024-01-02 15:45:00,0.001,0.001,0.2996666666666667,1.4
2024-01-02 16:00:00,0.001,0.001,0.41186666666666666,1.5
2024-01-02 16:15:00,0.001,0.001,0.412,1.5
2024-01-02 16:30:00,0.001,0.001,0.412,1.5
2024-01-02 16:45:00,0.001,0.001,0.37606666666666666,1.5
2024-01-02 17:00:00,0.001,0.2961258633825041,0.3846666666666667,1.5
2024-01-02 17:15:00,0.001,1.8140885884329891,0.5477333333333334,1.5
2024-01-02 17:30:00,0.001,1.8922650708095505,0.5274666666666666,0.8
2024-01-02 17:45:00,0.001,1.1641807619465079,0.32899999999999996,1.5
2024-01-02 18:00:00,0.001,0.7629091473840078,0.31624175788233144,1.5
2024-01-02 18:15:00,0.001,0.9269486213469028,0.3650855306862476,0.9
2024-01-02 18:30:00,0.001,0.9884624320778702,0.4904855306862476,0.0
2024-01-02 18:45:00,0.001,1.6868762456271413,0.41101886401958093,0.0
2024-01-02 19:00:00,0.001,0.08093333333333333,0.33448013267058807,1.4
2024-01-02 19:15:00,0.001,0.001,0.47915707570600685,1.5
2024-01-02 19:30:00,0.001,0.001,0.21350432833345065,1.5
2024-01-02 19:45:00,0.001,0.001,0.33437593972558777,1.5
2024-01-02 20:00:00,0.001,0.001,0.29017593972558775,1.5
2024-01-02 20:15:00,0.001,0.001,0.3434346922680299,1.5
2024-01-02 20:30:00,0.001,0.001,0.33555219735291425,1.5
2024-01-02 20:45:00,0.001,0.001,0.8853153841960533,0.5
2024-01-02 21:00:00,0.001,0.001,0.9404707444066271,1.5
2024-01-02 21:15:00,0.001,0.001,1.7338237423726734,0.7
2024-01-02 21:30:00,0.001,0.001,1.1861570757060067,0.0
2024-01-02 21:45:00,0.001,0.001,0.3028237423726735,0.0
2024-01-02 22:00:00,0.001,0.001,0.6622904090393402,0.0
2024-01-02 22:15:00,0.001,0.001,0.3916399364196523,0.0
2024-01-02 22:30:00,0.001,0.001,0.4865797761098517,0.8
2024-01-02 22:45:00,0.001,0.001,0.5323759397255877,1.5
2024-01-02 23:00:00,0.001,0.001,0.3757092730589211,1.5
2024-01-02 23:15:00,0.001,0.001,0.2737759397255878,1.5
2024-01-02 23:30:00,0.001,0.001,0.13436202043147732,1.5
2024-01-02 23:45:00,0.001,0.001,0.30203549288116194,0.7
2024-01-03 00:00:00,0.001,0.001,0.32766666666666666,0.0
2024-01-03 00:15:00,0.001,0.001,0.5774904090393401,1.1
2024-01-03 00:30:00,0.001,0.001,0.3354904090393402,1.5
2024-01-03 00:45:00,0.001,0.001,0.27055707570600684,0.2
2024-01-03 01:00:00,0.001,0.001,0.0598237423726735,0.8
2024-01-03 01:15:00,0.001,0.001,0.0598237423726735,1.5
2024-01-03 01:30:00,0.001,0.001,0.10745491615817823,1.5
2024-01-03 01:45:00,0.001,0.001,0.16866666666666666,1.5
2024-01-03 02:00:00,0.001,0.001,0.21266666666666667,1.5
2024-01-03 02:15:00,0.001,0.001,0.44780000000000003,1.5
2024-01-03 02:30:00,0.001,0.001,0.048,1.5
2024-01-03 02:45:00,0.001,0.001,0.048,1.5
2024-01-03 03:00:00,0.001,0.001,0.12866666666666665,0.3
2024-01-03 03:15:00,0.001,0.001,0.12133333333333333,1.4
2024-01-03 03:30:00,0.001,0.001,0.12399999999999999,1.5
2024-01-03 03:45:00,0.001,0.001,0.16199999999999998,1.5
2024-01-03 04:00:00,0.001,0.001,0.048,1.5
2024-01-03 04:15:00,0.001,0.001,0.048,1.5
2024-01-03 04:30:00,0.001,0.001,0.15066666666666664,1.5
2024-01-03 04:45:00,0.001,0.001,0.09933333333333333,1.5
2024-01-03 05:00:00,0.001,0.001,0.048,1.5
2024-01-03 05:15:00,0.001,0.001,0.17466666666666666,1.5
2024-01-03 05:30:00,0.001,0.001,0.6444,1.5
2024-01-03 05:45:00,0.001,0.001,0.06266666666666668,1.5
2024-01-03 06:00:00,0.001,0.001,0.158,0.5
2024-01-03 06:15:00,0.001,0.001,0.07733333333333332,0.0
2024-01-03 06:30:00,0.001,0.001,0.1812666666666667,0.0
2024-01-03 06:45:00,0.001,0.001,0.44780000000000003,1.3
2024-01-03 07:00:00,0.001,0.001,0.22533333333333333,0.8
2024-01-03 07:15:00,0.001,0.001,0.09733333333333333,0.0
2024-01-03 07:30:00,0.001,0.001,0.4245333333333334,0.0
2024-01-03 07:45:00,0.001,0.001,0.18860000000000002,0.4
2024-01-03 08:00:00,0.001,0.001,0.048,1.5
2024-01-03 08:15:00,0.001,0.001,0.048,1.5
2024-01-03 08:30:00,0.001,0.001,0.09033333333333333,1.5
2024-01-03 08:45:00,0.001,0.001,0.27166666666666667,0.7
2024-01-03 09:00:00,0.001,0.001,0.15633333333333335,0.0
2024-01-03 09:15:00,0.001,0.001,0.061000000000000006,1.0
2024-01-03 09:30:00,0.001,0.001,0.061000000000000006,1.1
2024-01-03 09:45:00,0.001,0.047599999999999996,0.0506,0.0
2024-01-03 10:00:00,0.001,1.6749872683640312,0.05146666666666667,0.0
2024-01-03 10:15:00,0.001,1.938184883948303,0.7938,0.0
2024-01-03 10:30:00,0.001,1.4662601493572336,1.3566666666666667,0.0
2024-01-03 10:45:00,0.001,0.3818595141041135,0.8970666666666667,0.0
2024-01-03 11:00:00,0.001,1.0926026347692794,0.303,0.9
2024-01-03 11:15:00,0.001,1.0674127282709998,0.2963256605648055,1.5
2024-01-03 11:30:00,0.001,1.3841265979895119,1.7088904090393404,1.5
2024-01-03 11:45:00,0.001,0.559756287537335,1.2174904090393401,1.5
2024-01-03 12:00:00,0.001,0.001,0.44902374237267345,1.5
2024-01-03 12:15:00,0.001,0.001,0.24449040903934016,0.0
2024-01-03 12:30:00,0.001,0.001,0.18751774644058097,0.0
2024-01-03 12:45:00,0.001,0.001,0.2699021595478286,0.0
2024-01-03 13:00:00,0.001,0.001,2.119042606392255,0.0
2024-01-03 13:15:00,0.001,0.001,1.1721092730589213,0.6
2024-01-03 13:30:00,0.001,0.001,0.32024260639225444,1.5
2024-01-03 13:45:00,0.001,0.001,0.5535092730589211,1.5
2024-01-03 14:00:00,0.001,0.001,0.4675876902340762,0.2
2024-01-03 14:15:00,0.001,0.001,0.44182783858822094,0.3
2024-01-03 14:30:00,0.001,0.001,0.48246666666666665,1.5
2024-01-03 14:45:00,0.001,0.001,0.5968666666666667,1.5
2024-01-03 15:00:00,0.001,0.001,0.7649333333333334,0.6
2024-01-03 15:15:00,0.001,0.001,0.3315256605648055,0.0
2024-01-03 15:30:00,0.001,0.001,0.36883766166678394,0.0
2024-01-03 15:45:00,0.001,0.001,0.6333092730589213,0.0
2024-01-03 16:00:00,0.1592069572115326,0.001,0.34650927305892115,0.0
2024-01-03 16:15:00,0.7920347860576631,0.001,0.42970927305892115,0.0
2024-01-03 16:30:00,0.7920347860576631,0.001,0.7703626063922545,0.8
2024-01-03 16:45:00,0.7920347860576631,0.001,1.5926759397255879,1.5
2024-01-03 17:00:00,0.7920347860576631,0.001,1.0669675151765896,1.3
2024-01-03 17:15:00,0.7920347860576631,0.001,0.6481904090393402,0.0
2024-01-03 17:30:00,0.7920347860576631,0.001,0.6291549161581783,1.5
2024-01-03 17:45:00,0.7920347860576631,0.001,1.0208333333333333,1.5
2024-01-03 18:00:00,0.7920347860576631,0.001,0.5595237423726735,1.1
2024-01-03 18:15:00,0.7920347860576631,0.001,0.4221237423726735,0.0
2024-01-03 18:30:00,0.7920347860576631,0.001,0.8989237423726735,0.0
2024-01-03 18:45:00,0.7920347860576631,0.001,2.1422988335883386,0.0
2024-01-03 19:00:00,0.7920347860576631,0.001,1.8651699437934954,0.0
2024-01-03 19:15:00,0.7920347860576631,0.001,0.5215855306862477,0.6
2024-01-03 19:30:00,0.7920347860576631,0.001,0.4702521973529143,1.5
2024-01-03 19:45:00,0.7920347860576631,0.001,0.39355819328500685,0.7
2024-01-03 20:00:00,0.7920347860576631,0.001,0.21445506078442206,0.9
2024-01-03 20:15:00,0.7920347860576631,0.001,0.7821426063922544,1.5
2024-01-03 20:30:00,0.7920347860576631,0.001,0.769409273058921,1.5
2024-01-03 20:45:00,0.264678262019221,0.001,0.4028492730589211,1.5
2024-01-03 21:00:00,0.001,0.001,0.3379140639203543,1.5
2024-01-03 21:15:00,0.001,0.001,0.2731521973529143,1.5
2024-01-03 21:30:00,0.001,0.001,0.20055219735291427,1.5
2024-01-03 21:45:00,0.001,0.001,0.22108553068624764,1.5
2024-01-03 22:00:00,0.001,0.001,0.36581886401958097,1.5
2024-01-03 22:15:00,0.001,0.001,0.4914997973033009,1.5
2024-01-03 22:30:00,0.001,0.001,0.4238237423726735,1.5
2024-01-03 22:45:00,0.001,0.001,0.44065158096089446,1.5
2024-01-03 23:00:00,0.001,0.001,0.45537593972558776,1.5
2024-01-03 23:15:00,0.001,0.001,0.4898426063922544,1.4
2024-01-03 23:30:00,0.001,0.001,0.7782111912510531,1.2
2024-01-03 23:45:00,0.001,0.001,0.4194188640195809,1.5
2024-01-04 00:00:00,0.001,0.001,0.3752805859607771,0.4
2024-01-04 00:15:00,0.001,0.001,0.8431609120902709,0.0
2024-01-04 00:30:00,0.001,0.001,0.3148237423726735,0.0
2024-01-04 00:45:00,0.001,0.001,0.30675707570600685,0.0
2024-01-04 01:00:00,0.001,0.001,0.1418237423726735,0.0
2024-01-04 01:15:00,0.001,0.001,0.0598237423726735,0.0
2024-01-04 01:30:00,0.001,0.001,0.21581966463271293,0.0
2024-01-04 01:45:00,0.001,0.001,0.2066,0.7
2024-01-04 02:00:00,0.001,0.001,0.31453333333333333,1.5
2024-01-04 02:15:00,0.001,0.001,0.15066666666666664,1.5
2024-01-04 02:30:00,0.001,0.001,0.09933333333333333,0.7
2024-01-04 02:45:00,0.001,0.001,0.048,0.0
2024-01-04 03:00:00,0.001,0.001,0.07333333333333333,0.0
2024-01-04 03:15:00,0.001,0.001,0.7457333333333334,0.0
2024-01-04 03:30:00,0.001,0.001,0.06266666666666668,1.0
2024-01-04 03:45:00,0.001,0.001,0.158,1.5
2024-01-04 04:00:00,0.001,0.001,0.07733333333333332,1.3
2024-01-04 04:15:00,0.001,0.001,0.048,0.0
2024-01-04 04:30:00,0.001,0.001,0.048,0.0
2024-01-04 04:45:00,0.001,0.001,0.12399999999999999,0.0
2024-01-04 05:00:00,0.001,0.001,0.19866666666666666,0.0
2024-01-04 05:15:00,0.001,0.001,0.5578000000000001,1.5
2024-01-04 05:30:00,0.001,0.001,0.05533333333333334,1.5
2024-01-04 05:45:00,0.001,0.001,0.048,1.5
2024-01-04 06:00:00,0.001,0.001,0.048,1.5
2024-01-04 06:15:00,0.001,0.001,0.048,0.4
2024-01-04 06:30:00,0.001,0.001,0.23333333333333334,0.0
2024-01-04 06:45:00,0.001,0.001,0.20666666666666667,0.0
2024-01-04 07:00:00,0.001,0.001,0.048,0.0
2024-01-04 07:15:00,0.001,0.001,0.048,0.0
2024-01-04 07:30:00,0.001,0.001,0.048,0.0
2024-01-04 07:45:00,0.001,0.001,0.048,0.0
2024-01-04 08:00:00,0.001,0.001,0.12866666666666665,0.0
2024-01-04 08:15:00,0.001,0.001,0.29866666666666664,0.0
2024-01-04 08:30:00,0.001,0.001,0.06066666666666667,0.0
2024-01-04 08:45:00,0.001,0.001,0.048,0.0
2024-01-04 09:00:00,0.001,0.001,0.048,0.0
2024-01-04 09:15:00,0.001,0.001,0.048,0.6
2024-01-04 09:30:00,0.001,0.001,0.15066666666666664,1.5
2024-01-04 09:45:00,0.001,0.001,0.13733333333333334,1.5
2024-01-04 10:00:00,0.001,0.001,0.2,0.8
2024-01-04 10:15:00,0.001,0.001,0.048,0.0
2024-01-04 10:30:00,0.001,0.001,0.05146666666666667,0.0
2024-01-04 10:45:00,0.001,0.001,0.07566666666666667,0.0
2024-01-04 11:00:00,0.001,0.001,0.171,0.8
2024-01-04 11:15:00,0.001,0.001,0.09033333333333333,1.5
2024-01-04 11:30:00,0.001,0.001,0.14186666666666667,1.5
2024-01-04 11:45:00,0.001,0.001,0.2578933333333333,1.5
2024-01-04 12:00:00,0.001,0.001,0.19236666666666666,0.6
2024-01-04 12:15:00,0.001,0.001,0.33016666666666666,0.0
2024-01-04 12:30:00,0.001,0.001,0.45925219735291434,0.0
2024-01-04 12:45:00,0.001,0.001,0.35658553068624765,0.0
2024-01-04 13:00:00,0.001,0.001,0.4016521973529143,0.0
2024-01-04 13:15:00,0.001,0.001,0.491718864019581,1.5
2024-01-04 13:30:00,0.001,0.001,0.386918864019581,1.5
2024-01-04 13:45:00,0.001,0.001,0.46892783858822096,1.5
2024-01-04 14:00:00,0.001,0.001,0.5525855306862476,1.5
2024-01-04 14:15:00,0.001,0.001,0.4619816943019837,1.4
2024-01-04 14:30:00,0.001,0.001,0.4690759397255878,1.0
2024-01-04 14:45:00,0.001,0.001,0.4287426063922545,1.5
2024-01-04 15:00:00,0.001,0.001,0.6441078081569782,0.9
2024-01-04 15:15:00,0.001,0.001,0.5561904090393402,0.0
2024-01-04 15:30:00,0.001,0.001,0.5359058992026398,0.0
2024-01-04 15:45:00,0.001,0.001,0.47125219735291435,0.0
2024-01-04 16:00:00,0.001,0.001,0.47755819328500687,0.6
2024-01-04 16:15:00,0.001,0.001,0.8750759397255877,1.5
2024-01-04 16:30:00,0.001,0.001,0.3753426063922545,1.5
2024-01-04 16:45:00,0.001,0.001,0.4690759397255878,1.5
2024-01-04 17:00:00,0.001,0.001,0.26605410630725285,1.5
2024-01-04 17:15:00,0.001,0.001,0.2152521973529143,0.8
2024-01-04 17:30:00,0.001,0.001,0.2152521973529143,1.3
2024-01-04 17:45:00,0.001,0.001,0.32078553068624766,1.5
2024-01-04 18:00:00,0.001,0.001,0.472918864019581,1.5
2024-01-04 18:15:00,0.001,0.001,0.6727507324509715,1.5
2024-01-04 18:30:00,0.001,0.001,0.6657,1.5
2024-01-04 18:45:00,0.001,0.001,0.5432570757060069,1.5
2024-01-04 19:00:00,0.001,0.001,0.34879040903934017,1.5
2024-01-04 19:15:00,0.001,0.001,0.7275904090393402,1.5
2024-01-04 19:30:00,0.001,0.001,0.3500570757060068,1.5
2024-01-04 19:45:00,0.001,0.001,0.3429237423726735,0.5
2024-01-04 20:00:00,0.001,0.001,0.5755431656496898,1.5
2024-01-04 20:15:00,0.001,0.001,0.5857,0.9
2024-01-04 20:30:00,0.001,0.001,0.8489340851138036,0.0
2024-01-04 20:45:00,0.001,0.001,0.7243426063922545,0.0
2024-01-04 21:00:00,0.001,0.001,0.5278759397255878,0.4
2024-01-04 21:15:00,0.001,0.001,0.5563426063922544,1.5
2024-01-04 21:30:00,0.001,0.001,0.4738759397255878,1.5
2024-01-04 21:45:00,0.001,0.001,1.1102764989830232,1.5
2024-01-04 22:00:00,0.001,0.001,0.5498034798235276,1.5
2024-01-04 22:15:00,0.001,0.001,0.5224096084262082,1.5
2024-01-04 22:30:00,0.001,0.001,0.5118426063922544,1.5
2024-01-04 22:45:00,0.001,0.001,0.5044426063922545,0.1
2024-01-04 23:00:00,0.001,0.001,0.21237593972558783,0.0
2024-01-04 23:15:00,0.001,0.001,0.38233661046016193,0.0
2024-01-04 23:30:00,0.001,0.001,0.42718406578430473,0.7
2024-01-04 23:45:00,0.001,0.001,0.1932,1.5
2024-01-05 00:00:00,0.001,0.001,0.27166666666666667,1.5
2024-01-05 00:15:00,0.001,0.001,0.22033333333333335,1.2
2024-01-05 00:30:00,0.001,0.001,0.08026666666666667,0.0
2024-01-05 00:45:00,0.001,0.001,0.048,0.0
2024-01-05 01:00:00,0.001,0.001,0.16199999999999998,1.3
2024-01-05 01:15:00,0.001,0.001,0.13866666666666666,1.5
2024-01-05 01:30:00,0.001,0.001,0.158,1.5
2024-01-05 01:45:00,0.001,0.001,0.07733333333333332,1.5
2024-01-05 02:00:00,0.001,0.001,0.048,1.5
2024-01-05 02:15:00,0.001,0.001,0.048,1.5
2024-01-05 02:30:00,0.001,0.001,0.048,1.5
2024-01-05 02:45:00,0.001,0.001,0.24933333333333332,1.5
2024-01-05 03:00:00,0.001,0.001,0.18333333333333332,1.5
2024-01-05 03:15:00,0.001,0.001,0.05533333333333334,1.5
2024-01-05 03:30:00,0.001,0.001,0.048,1.5
2024-01-05 03:45:00,0.001,0.001,0.048,1.5
2024-01-05 04:00:00,0.001,0.001,0.048,1.5
2024-01-05 04:15:00,0.001,0.001,0.132,1.5
2024-01-05 04:30:00,0.001,0.001,0.308,1.5
2024-01-05 04:45:00,0.001,0.001,0.048,0.5
2024-01-05 05:00:00,0.001,0.001,0.048,0.0
2024-01-05 05:15:00,0.001,0.001,0.048,0.0
2024-01-05 05:30:00,0.001,0.001,0.048,0.0
2024-01-05 05:45:00,0.001,0.001,0.5284666666666668,0.0
2024-01-05 06:00:00,0.001,0.001,0.19733333333333333,0.4
2024-01-05 06:15:00,0.001,0.001,0.16199999999999998,1.5
2024-01-05 06:30:00,0.001,0.001,0.048,1.5
2024-01-05 06:45:00,0.001,0.001,0.44780000000000003,1.5
2024-01-05 07:00:00,0.001,0.001,0.048,1.5
2024-01-05 07:15:00,0.001,0.001,0.15066666666666664,1.2
2024-01-05 07:30:00,0.001,0.001,0.09933333333333333,1.5
2024-01-05 07:45:00,0.001,0.11525299393937072,0.19570146490194287,1.5
2024-01-05 08:00:00,0.001,1.6984739823927635,0.14288553068624762,0.0
