,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.9344855306862476,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.1752543569007429,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.060755060784422076,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0418237423726735,0.0,0.0,0.6666666666666666
2024-01-01 01:00:00,0.001,0.001,0.0418237423726735,0.0,0.0,2.3333333333333335
2024-01-01 01:15:00,0.001,0.001,0.07849040903934017,0.0,0.0,2.6666666666666665
2024-01-01 01:30:00,0.001,0.001,0.1470942454236041,0.0,0.0,2.6666666666666665
2024-01-01 01:45:00,0.001,0.001,0.059333333333333335,0.0,0.0,2.3333333333333335
2024-01-01 02:00:00,0.001,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.029999999999999995,0.0,0.0,3.3333333333333335
2024-01-01 02:45:00,0.001,0.001,0.14,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.09600000000000002,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.10333333333333333,0.0,0.2,0.0
2024-01-01 04:15:00,0.001,0.001,0.13266666666666668,0.0,1.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.029999999999999995,0.0,0.6,0.0
2024-01-01 04:45:00,0.001,0.001,0.029999999999999995,0.0,0.2,0.0
2024-01-01 05:00:00,0.001,0.001,0.029999999999999995,0.0,3.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.06666666666666667,0.0,1.6,0.0
2024-01-01 05:30:00,0.001,0.001,0.14,0.0,0.0,0.0
