,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.1156785710391924,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.7375820508627201,0.0,2.0
2024-01-01 00:30:00,0.001,0.001,0.365218864019581,0.0,2.6
2024-01-01 00:45:00,0.001,0.001,0.21008553068624763,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.2135521973529143,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.19741886401958098,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.7121820508627201,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.2501333333333333,0.0,2.2
2024-01-01 02:00:00,0.001,0.001,0.6064,0.0,0.2
2024-01-01 02:15:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.08600000000000001,0.0,3.0
2024-01-01 03:00:00,0.001,0.001,0.238,0.0,3.0
2024-01-01 03:15:00,0.001,0.001,0.12399999999999999,0.0,3.0
2024-01-01 03:30:00,0.001,0.001,0.048,0.0,0.2
2024-01-01 03:45:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.22533333333333333,1.4666666666666666,0.0
2024-01-01 04:30:00,0.001,0.001,0.17466666666666666,1.0666666666666667,0.0
2024-01-01 04:45:00,0.001,0.001,0.048,2.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.048,2.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.048,1.3333333333333333,0.0
2024-01-01 05:30:00,0.001,0.001,0.17466666666666666,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.22533333333333333,1.8666666666666667,0.0
2024-01-01 06:00:00,0.001,0.001,0.048,0.5333333333333333,0.0
2024-01-01 06:15:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.12399999999999999,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.238,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.08600000000000001,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.07333333333333333,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.238,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.13666666666666666,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.21266666666666667,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.18733333333333332,1.4666666666666666,0.0
2024-01-01 10:00:00,0.001,0.001,0.048,0.8,0.0
2024-01-01 10:15:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.16199999999999998,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.238,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.09640000000000001,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.23233333333333334,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,1.3186,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,1.9789333333333334,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.23232666666666665,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.7044999999999999,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.7059666666666666,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.5077,0.0,2.8
2024-01-01 13:45:00,0.001,0.001,0.4190333333333333,0.0,3.0
