,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.125,0.0
2024-01-01 00:15:00,0.001,0.001,0.05215299796604626,0.0
2024-01-01 00:30:00,0.001,0.001,0.07765158096089446,0.0
2024-01-01 00:45:00,0.001,0.001,0.0923759397255878,0.0
2024-01-01 01:00:00,0.001,0.001,0.14304260639225447,0.0
2024-01-01 01:15:00,0.001,0.001,0.2697092730589211,1.0
2024-01-01 01:30:00,0.001,0.001,0.06503070201972874,1.4
2024-01-01 01:45:00,0.001,0.001,0.049788249491511574,0.0
2024-01-01 02:00:00,0.001,0.001,0.049,0.8
2024-01-01 02:15:00,0.001,0.001,0.049,2.4
2024-01-01 02:30:00,0.001,0.001,0.5881333333333333,0.0
2024-01-01 02:45:00,0.001,0.001,0.13766666666666666,0.0
2024-01-01 03:00:00,0.001,0.001,0.049,0.0
2024-01-01 03:15:00,0.001,0.001,0.049,0.0
2024-01-01 03:30:00,0.001,0.001,0.049,0.0
2024-01-01 03:45:00,0.001,0.001,0.087,2.2
2024-01-01 04:00:00,0.001,0.001,0.239,2.2
2024-01-01 04:15:00,0.001,0.001,0.049,3.0
2024-01-01 04:30:00,0.001,0.001,0.049,3.0
2024-01-01 04:45:00,0.001,0.001,0.049,3.0
2024-01-01 05:00:00,0.001,0.001,0.049,3.0
2024-01-01 05:15:00,0.001,0.001,0.17566666666666667,2.6
2024-01-01 05:30:00,0.001,0.001,0.15033333333333332,0.6
2024-01-01 05:45:00,0.001,0.001,0.0516,0.0
2024-01-01 06:00:00,0.001,0.001,0.06199999999999999,0.0
2024-01-01 06:15:00,0.001,0.001,0.06199999999999999,0.0
2024-01-01 06:30:00,0.001,0.001,0.08733333333333333,1.8
2024-01-01 06:45:00,0.001,0.001,0.252,3.0
2024-01-01 07:00:00,0.001,0.001,0.4632,1.6
2024-01-01 07:15:00,0.001,0.001,0.049,0.2
2024-01-01 07:30:00,0.001,0.001,0.049,1.8
2024-01-01 07:45:00,0.001,0.001,0.049,0.0
